ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at
TECK,Teck Resources Ltd,81.5,🏆 ELITE,🟢 Elite,100.0,90.0,72.3,70.0,40.0,60.0,73.2,False,down,297.6,False,0,94.9,True,1,"{'eps_growth_yoy': np.float64(297.6), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.9}","{'revenue_growth_yoy': np.float64(94.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(10.3), 'rs_6m': np.float64(25.3), 'rs_line_percentile': 73.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 5.9, 'debt_to_equity': 0.37, 'operating_margin_pct': 39.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -21.1}",59.62,29207498752,Basic Materials,Other Industrial Metals & Mining,,2.7,False,71.25,-16.3,7.0,True,47.04,61.55,33.66,3.0,hold,-21.1,,,79.8,33.8,,,0.6,13.3,0.36,0.99,True,-2.16,4.5,51.5,29.0,2026-07-23,False,False,5.0,NEUTRAL,6.87,6.5,0.15,54.8,0.8,0.01,-54.0,2026-06-24T07:52:45.890225
WST,"West Pharmaceutical Services, I",79.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,80.0,70.0,87.4,95.0,60.0,100.0,98.8,True,up,5.3,True,1,10.2,True,1,"{'eps_growth_yoy': np.float64(5.3), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.8}","{'revenue_growth_yoy': np.float64(10.2), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(24.7), 'rs_6m': np.float64(15.3), 'rs_line_percentile': 98.8, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 19.1, 'debt_to_equity': 0.11, 'current_ratio': 2.71, 'operating_margin_pct': 21.7}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 6.7}",336.39,23765143552,Healthcare,Medical Instruments & Supplies,3.8,2.9,False,336.82,-0.1,8.0,True,358.79,400.0,310.0,14.0,strong_buy,6.7,165.47,-50.8,224.1,-33.4,1.16,3.9,0.26,11.5,0.88,0.25,True,-1.27,336.2,56.1,29.0,2026-07-23,False,False,7.0,NEUTRAL,2.55,19.0,0.63,25.8,0.8,0.03,-25.0,2026-06-24T07:46:43.096054
HEI,Heico Corporation,78.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,70.0,56.7,90.0,65.0,60.0,50.8,False,up,31.8,True,1,19.9,True,1,"{'eps_growth_yoy': np.float64(31.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.1}","{'revenue_growth_yoy': np.float64(19.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(6.5), 'rs_6m': np.float64(-6.0), 'rs_line_percentile': 50.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 17.2, 'debt_to_equity': 0.48, 'current_ratio': 2.92, 'operating_margin_pct': 25.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 15.5}",334.17,46669942784,Industrials,Aerospace & Defense,1.6,0.9,False,361.69,-7.6,5.0,False,386.1,471.0,290.0,20.0,buy,15.5,544.34,62.9,168.3,-49.6,1.52,12.84,0.07,4.3,0.25,0.1,False,,9.0,48.2,62.0,2026-08-25,False,False,8.0,STRONG,2.06,52.3,1.01,51.3,,,,2026-06-24T07:47:51.570294
AON,Aon plc,78.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,36.0,80.0,65.0,15.0,10.2,False,down,109.3,False,0,21.2,True,2,"{'eps_growth_yoy': np.float64(109.3), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}","{'revenue_growth_yoy': np.float64(21.2), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-14.3), 'rs_6m': np.float64(-16.5), 'rs_line_percentile': 10.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 46.4, 'debt_to_equity': 1.55, 'current_ratio': 1.07, 'operating_margin_pct': 35.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 19.2}",320.74,68502667264,Financial Services,Insurance Brokers,1.4,1.9,False,381.0,-15.8,1.0,False,382.37,436.0,298.0,19.0,buy,19.2,597.35,86.2,493.76,53.9,4.88,15.65,1.02,16.4,3.28,0.76,True,-1.82,7.4,19.0,30.0,2026-07-24,False,False,8.0,STRONG,6.73,141.9,0.55,22.5,,,,2026-06-24T07:45:19.900549
CDNS,"Cadence Design Systems, Inc.",78.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,60.0,71.4,85.0,60.0,60.0,62.7,False,up,109.7,False,0,15.6,False,0,"{'eps_growth_yoy': np.float64(109.7), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 21.2}","{'revenue_growth_yoy': np.float64(15.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(20.7), 'rs_6m': np.float64(12.0), 'rs_line_percentile': 62.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 20.7, 'debt_to_equity': 0.47, 'current_ratio': 1.47, 'operating_margin_pct': 29.7}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 2.6}",379.06,104550809600,Technology,Software - Application,1.8,2.2,False,416.69,-9.0,6.0,False,388.78,450.0,275.0,25.0,strong_buy,2.6,178.28,-53.0,98.44,-74.0,1.43,5.44,,,,,True,-0.95,14.4,23.0,33.0,2026-07-27,False,False,7.0,NEUTRAL,1.54,44.0,1.75,56.8,0.4,0.01,-56.4,2026-06-24T07:48:06.217610
INTU,Intuit Inc.,77.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,100.0,15.0,85.0,70.0,15.0,0.6,False,down,704.2,True,2,123.4,True,2,"{'eps_growth_yoy': np.float64(704.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.9}","{'revenue_growth_yoy': np.float64(123.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-52.7), 'rs_6m': np.float64(-69.7), 'rs_line_percentile': 0.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 22.5, 'debt_to_equity': 0.33, 'current_ratio': 1.45, 'operating_margin_pct': 47.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 89.2}",258.05,70586220544,Technology,Software - Application,4.4,2.0,False,813.7,-68.3,0.0,False,488.17,921.0,275.0,32.0,buy,89.2,387.99,50.4,175.37,-32.0,7.41,19.13,1.86,28.3,4.8,0.63,True,-5.79,24.8,10.7,57.0,2026-08-20,False,False,9.0,STRONG,7.19,97.0,0.88,60.6,0.8,0.01,-59.8,2026-06-24T07:44:40.963699
NUE,Nucor Corporation,77.6,⭐⭐⭐ EXCELLENT,🟢 Excellent,85.0,70.0,83.0,80.0,60.0,80.0,79.3,False,up,23.2,True,1,12.3,True,1,"{'eps_growth_yoy': np.float64(23.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 6.8}","{'revenue_growth_yoy': np.float64(12.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(35.2), 'rs_6m': np.float64(43.2), 'rs_line_percentile': 79.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 12.3, 'debt_to_equity': 0.32, 'current_ratio': 2.9, 'operating_margin_pct': 11.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 8.4}",239.63,54573563904,Basic Materials,Steel,2.2,2.7,False,270.9,-11.5,8.0,True,259.88,290.0,138.17,15.0,buy,8.4,,,302.7,26.3,-0.7,-1.69,0.93,22.0,2.24,1.41,True,-0.96,22.4,382.1,33.0,2026-07-27,False,False,6.0,NEUTRAL,4.54,11.9,0.04,35.4,0.2,0.01,-35.2,2026-06-24T07:51:45.307039
AJG,Arthur J. Gallagher & Co.,76.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,100.0,24.0,70.0,65.0,15.0,12.8,False,down,124.7,True,1,47.7,True,2,"{'eps_growth_yoy': np.float64(124.7), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.4}","{'revenue_growth_yoy': np.float64(47.7), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-12.5), 'rs_6m': np.float64(-22.7), 'rs_line_percentile': 12.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 7.0, 'debt_to_equity': 0.56, 'current_ratio': 1.06, 'operating_margin_pct': 28.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 22.7}",215.78,55442944000,Financial Services,Insurance Brokers,2.0,2.6,False,325.5,-33.7,1.0,False,264.74,388.0,225.0,19.0,buy,22.7,106.23,-50.8,99.95,-53.7,1.95,4.2,1.3,42.9,2.8,1.01,True,-0.56,4.2,16.2,36.0,2026-07-30,False,False,6.0,NEUTRAL,3.72,77.9,0.9,28.5,1.6,0.05,-26.9,2026-06-24T07:46:14.449934
TW,Tradeweb Markets Inc.,76.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,90.0,27.0,85.0,70.0,15.0,5.4,False,down,33.5,False,0,20.4,True,2,"{'eps_growth_yoy': np.float64(33.5), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 40.3}","{'revenue_growth_yoy': np.float64(20.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-32.1), 'rs_6m': np.float64(-13.2), 'rs_line_percentile': 5.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 14.2, 'debt_to_equity': 0.02, 'current_ratio': 5.93, 'operating_margin_pct': 46.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 34.5}",99.18,21623820288,Financial Services,Capital Markets,2.7,1.9,False,147.49,-32.8,1.0,False,133.36,197.0,109.0,14.0,buy,34.5,,,121.5,22.5,,,0.56,12.4,0.56,0.4,True,-0.72,636.1,27.4,36.0,2026-07-30,False,False,8.0,STRONG,5.88,57.1,0.56,29.0,0.8,0.03,-28.2,2026-06-24T07:45:10.082427
FICO,Fair Isaac Corporation,74.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,24.0,70.0,70.0,15.0,7.4,False,up,45.5,True,2,28.9,True,2,"{'eps_growth_yoy': np.float64(45.5), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 33.7}","{'revenue_growth_yoy': np.float64(28.9), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-2.1), 'rs_6m': np.float64(-45.5), 'rs_line_percentile': 7.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'current_ratio': 2.22, 'operating_margin_pct': 58.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 39.6}",1099.41,25496313856,Technology,Software - Application,9.6,5.2,True,1998.01,-45.0,0.0,False,1534.5,2400.0,707.0,20.0,buy,39.6,1335.91,21.5,946.5,-13.9,2.87,31.5,,,,0.09,True,-7.1,7.2,69.0,35.0,2026-07-29,False,False,7.0,NEUTRAL,3.24,996.8,0.29,44.3,,,,2026-06-24T07:45:44.607862
