Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate
DJUSFR,Dow Jones U.S. Forestry & Paper Index,765.69,703.58,911.76,8.82770971318116,44.90307122631234,🟢,OPORTUNIDAD,251,2025-11-25 07:45:11
DJUSAE,Dow Jones U.S. Aerospace & Defense Index,2743.4,1861.2,3004.0,47.39952718676123,73.58033240997226,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSAF,Dow Jones U.S. Delivery Services Index,1146.5,916.9,1383.0,25.040898680335914,42.2171165996554,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSAG,Dow Jones U.S. Asset Managers Index,365.65,273.77,426.58,33.561018373086895,55.13784461152883,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSAI,Dow Jones U.S. Electronic Equipment Index,1779.79,913.78,1874.93,94.77226465888945,49.57073616031646,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSAL,Dow Jones U.S. Aluminum Index,132.27,73.62,163.19,79.66585167074165,39.42376521116678,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSAM,Dow Jones U.S. Medical Equipment Index,3060.4,2589.3,3151.1,18.194106515274395,33.27561327561324,🟡,CERCA,251,2025-11-25 07:45:11
DJUSAP,Dow Jones U.S. Automobiles & Parts Index,1568.03,845.49,1748.7,85.45813670179422,57.62157822296988,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSAR,Dow Jones U.S. Airlines Index,222.89,137.83,259.72,61.713705289124256,41.778724537345234,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSAS,Dow Jones U.S. Aerospace Index,2993.8,1883.9,3261.9,58.91501672063273,66.04542807221898,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSAT,Dow Jones U.S. Auto Parts Index,397.79,288.25,447.84,38.00173460537729,57.2214580467675,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSAU,Dow Jones U.S. Automobiles Index,1433.6,758.25,1613.6,89.06693043191558,57.358699521417556,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSAV,Dow Jones U.S. Media Agencies Index,355.92,346.44,702.93,2.736404572220303,78.06825639903737,🟢,OPORTUNIDAD,251,2025-11-25 07:45:11
DJUSBC,Dow Jones U.S. Broadcasting & Entertainment Index,1100.9,962.0,1294.9,14.43866943866945,69.56972524624162,🟡,CERCA,251,2025-11-25 07:45:11
DJUSBD,Dow Jones U.S. Building Materials & Fixtures Index,2294.7,1876.9,2557.1,22.260109755447797,67.33668341708545,🟡,CERCA,251,2025-11-25 07:45:11
DJUSBE,Dow Jones U.S. Business Training & Employment Agencies Index,97.56,95.19,152.72,2.4897573274503673,60.091443500979764,🟢,OPORTUNIDAD,251,2025-11-25 07:45:11
DJUSBK,Dow Jones U.S. Banks Index,762.33,521.55,802.07,46.16623526028187,57.078313253012034,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSBS,Dow Jones U.S. Basic Resources Index,461.77,274.91,478.98,67.97133607362407,35.31872813022976,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSBT,Dow Jones U.S. Biotechnology Index,3193.9,2297.4,3227.9,39.022373117437105,19.095324833029764,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSBV,Dow Jones U.S. Beverages Index,960.37,875.4,1013.26,9.706419922321228,28.8471115537849,🟢,OPORTUNIDAD,251,2025-11-25 07:45:11
DJUSCA,Dow Jones U.S. Gambling Index,607.52,513.6,786.57,18.28660436137071,54.12382572675494,🟡,CERCA,251,2025-11-25 07:45:11
DJUSCC,Dow Jones U.S. Commodity Chemicals Index,643.1,636.26,809.05,1.0750322195329005,51.902242378432845,🟢,OPORTUNIDAD,251,2025-11-25 07:45:11
DJUSCH,Dow Jones U.S. Chemicals Index,1805.73,1497.87,2050.51,20.5531855234433,56.26573567424215,🟡,CERCA,251,2025-11-25 07:45:11
DJUSCM,Dow Jones U.S. Personal Products Index,361.46,341.42,458.91,5.8696034210063734,55.900798175598645,🟢,OPORTUNIDAD,251,2025-11-25 07:45:11
DJUSCN,Dow Jones U.S. Construction & Materials Index,1987.71,1484.39,2140.56,33.907531039686326,63.772134849265,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSCP,Dow Jones U.S. Containers & Packaging Index,399.84,388.62,541.01,2.887139107611541,46.61897462101859,🟢,OPORTUNIDAD,251,2025-11-25 07:45:11
DJUSCR,Dow Jones U.S. Computer Hardware Index,13818.9,8364.8,13998.5,65.20299349655701,43.84792906595409,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSCS,Dow Jones U.S. Specialized Consumer Services Index,2334.0,2326.4,3402.3,0.3266850068775752,84.7226018037715,🟢,OPORTUNIDAD,251,2025-11-25 07:45:11
DJUSCT,Dow Jones U.S. Telecommunications Equipment Index,2574.27,1708.47,2774.98,50.676921456039615,58.42839036755388,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSCX,Dow Jones U.S. Specialty Chemicals Index,1042.49,863.05,1169.99,20.791379410231166,40.263205773545984,🟡,CERCA,251,2025-11-25 07:45:11
DJUSDB,Dow Jones U.S. Brewers Index,471.95,438.36,659.78,7.662651701797603,39.33061224489796,🟢,OPORTUNIDAD,251,2025-11-25 07:45:11
DJUSDN,Dow Jones U.S. Defense Index,748.87,598.11,850.34,25.20606577385431,87.40631527214656,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSDR,Dow Jones U.S. Food & Drug Retailers Index,1656.85,1311.44,1670.59,26.338223632038055,14.084365247155972,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSDS,Dow Jones U.S. Industrial Suppliers Index,882.05,683.22,994.97,29.10189982728842,61.52564664620783,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSDT,Dow Jones U.S. Diversified REITs Index,57.64,45.49,60.0,26.70916684985711,41.68096054888508,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSDV,Dow Jones U.S. Computer Services Index,296.18,231.08,312.52,28.172061623680104,46.42728904847395,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSEC,Dow Jones U.S. Electrical Components & Equipment Index,995.97,562.61,1092.13,77.02671477577718,58.97781993287612,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSEE,Dow Jones U.S. Electronic & Electrical Equipment Index,1175.75,643.85,1263.86,82.6124097227615,56.24526624296113,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSEH,Dow Jones U.S. Real Estate Holding & Development Index,68.56,50.8,72.61,34.96062992125986,14.989517819706549,🔴,FUERTE,206,2025-11-25 07:45:11
DJUSEN,Dow Jones U.S. Oil & Gas Index,746.93,623.85,813.4,19.729101546846184,43.902934308051584,🟡,CERCA,251,2025-11-25 07:45:11
DJUSES,Dow Jones U.S. Real Estate Services Index,337.89,268.15,392.49,26.007831437628198,44.68044023942845,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSEU,Dow Jones U.S. Electricity Index,438.49,340.99,471.47,28.593213877239805,54.842420059811346,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSFA,Dow Jones U.S. Financial Administration Index,468.62,457.18,685.16,2.5022966883940674,62.420035388594,🟢,OPORTUNIDAD,251,2025-11-25 07:45:11
DJUSFB,Dow Jones U.S. Food & Beverage Index,702.76,668.77,770.54,5.082464823481915,32.569888851465066,🟢,OPORTUNIDAD,251,2025-11-25 07:45:11
DJUSFC,Dow Jones U.S. Fixed Line Telecommunications Index,152.45,127.84,175.95,19.25062578222777,30.55878928987198,🟡,CERCA,251,2025-11-25 07:45:11
DJUSFD,Dow Jones U.S. Food Retailers & Wholesalers Index,1173.6,1099.62,1346.72,6.727778687182847,42.55492874109267,🟢,OPORTUNIDAD,251,2025-11-25 07:45:11
DJUSFE,Dow Jones U.S. Industrial Machinery Index,1273.06,969.18,1325.15,31.354340782929903,44.95933139317962,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSFH,Dow Jones U.S. Furnishings Index,474.35,319.67,507.6,48.38739950574029,37.83677016670617,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSFI,Dow Jones U.S. Financial Services Index,2400.2,1907.9,2532.3,25.803239163478153,55.07295554801493,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSFO,Dow Jones U.S. Food Producers Index,362.83,353.81,428.42,2.5493909160283716,42.00658728147962,🟢,OPORTUNIDAD,251,2025-11-25 07:45:11
DJUSFP,Dow Jones U.S. Food Products Index,507.34,492.31,625.15,3.0529544392760606,38.3123181377304,🟢,OPORTUNIDAD,251,2025-11-25 07:45:11
DJUSFT,Dow Jones U.S. Footwear Index,1317.3,1186.7,1942.6,11.005308839639326,46.33724948168624,🟡,CERCA,251,2025-11-25 07:45:11
DJUSGF,Dow Jones U.S. Financial Services Index,2690.3,2138.5,2838.4,25.803133037175595,55.07114744171965,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSGI,Dow Jones U.S. General Industrials Index,687.53,613.23,783.86,12.116171746326819,48.46193952033368,🟡,CERCA,251,2025-11-25 07:45:11
DJUSGT,Dow Jones U.S. General Retailers Index,3374.4,2720.3,3649.5,24.04514207991765,71.05053720652602,🟡,CERCA,251,2025-11-25 07:45:11
DJUSGU,Dow Jones U.S. Gas Distribution Index,390.63,309.31,392.95,26.290776243897707,38.887311950042594,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSHB,Dow Jones U.S. Home Construction Index,2443.85,1872.38,2981.07,30.521048077847436,48.51251767858475,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSHC,Dow Jones U.S. Health Care Index,1650.97,1344.15,1658.86,22.82632146709816,15.658775090066868,🟡,CERCA,251,2025-11-25 07:45:11
DJUSHD,Dow Jones U.S. Durable Household Products Index,109.47,94.51,179.28,15.829012802877996,39.41394964919521,🟡,CERCA,251,2025-11-25 07:45:11
DJUSHG,Dow Jones U.S. Household Goods & Home Construction Index,991.47,968.15,1216.79,2.4087176573878066,47.330587190049265,🟢,OPORTUNIDAD,251,2025-11-25 07:45:11
DJUSHI,Dow Jones U.S. Home Improvement Retailers Index,757.71,705.04,958.3,7.4704981277658105,74.61298415223638,🟢,OPORTUNIDAD,251,2025-11-25 07:45:11
DJUSHL,Dow Jones U.S. Hotel & Lodging REITs Index,92.21,65.02,103.03,41.8179021839434,35.63897089835517,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSHN,Dow Jones U.S. Nondurable Household Products Index,1128.97,1108.37,1420.24,1.8585851295145248,48.61335289801908,🟢,OPORTUNIDAD,251,2025-11-25 07:45:11
DJUSHP,Dow Jones U.S. Health Care Providers Index,2562.8,2106.6,3374.9,21.655748599639242,54.57602690367522,🟡,CERCA,251,2025-11-25 07:45:11
DJUSHR,Dow Jones U.S. Commercial Vehicles & Trucks Index,6148.7,3916.0,6249.7,57.014811031664955,37.57596605893823,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSHV,Dow Jones U.S. Heavy Construction Index,2174.65,1138.85,2402.18,90.95139834043115,56.832403686599065,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSIB,Dow Jones U.S. Insurance Brokers Index,680.97,658.66,891.38,3.3871800321865693,52.32202262142382,🟢,OPORTUNIDAD,251,2025-11-25 07:45:11
DJUSID,Dow Jones U.S. Diversified Industrials Index,926.6,767.22,1017.95,20.773702458225802,50.32102059534727,🟡,CERCA,251,2025-11-25 07:45:11
DJUSIG,Dow Jones U.S. Industrial Goods & Services Index,1437.34,1094.74,1511.78,31.295102033359512,58.03289057558512,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSIL,Dow Jones U.S. Life Insurance Index,1258.65,1077.94,1380.29,16.764383917472216,52.487008166295425,🟡,CERCA,251,2025-11-25 07:45:11
DJUSIM,Dow Jones U.S. Industrial Metals & Mining Index,525.46,350.58,548.35,49.88305094414971,38.56907894736841,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSIO,Dow Jones U.S. Industrial & Office REITs Index,108.83,79.12,111.84,37.550556117290185,45.24444444444448,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSIP,Dow Jones U.S. Property & Casualty Insurance Index,1957.45,1755.13,2065.57,11.527351250334728,26.21433238945758,🟡,CERCA,251,2025-11-25 07:45:11
DJUSIQ,Dow Jones U.S. Industrial Engineering Index,4766.4,3318.0,4874.6,43.652802893309214,39.42289675847859,🔴,FUERTE,251,2025-11-25 07:45:11
DJUSIR,Dow Jones U.S. Insurance Index,1311.74,1239.53,1458.0,5.82559518527184,36.631541346669025,🟢,OPORTUNIDAD,251,2025-11-25 07:45:11
