Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate
DJUSFR,Dow Jones U.S. Forestry & Paper Index,768.5,703.58,911.76,9.227095710509104,66.46549760874512,🟢,OPORTUNIDAD,250,2025-11-10 07:44:17
DJUSAE,Dow Jones U.S. Aerospace & Defense Index,2853.2,1861.2,3004.0,53.29894691596818,50.809429139449065,🔴,FUERTE,250,2025-11-10 07:44:17
DJUSAF,Dow Jones U.S. Delivery Services Index,1143.1,916.9,1383.0,24.670083978623616,18.923611111111228,🟡,CERCA,250,2025-11-10 07:44:17
DJUSAG,Dow Jones U.S. Asset Managers Index,378.49,273.77,426.58,38.25108667859884,67.02508960573475,🔴,FUERTE,250,2025-11-10 07:44:17
DJUSAI,Dow Jones U.S. Electronic Equipment Index,1814.62,913.78,1854.08,98.5839042220228,36.81464007434411,🔴,FUERTE,250,2025-11-10 07:44:17
DJUSAL,Dow Jones U.S. Aluminum Index,127.49,73.62,163.19,73.17305080141264,54.946996466431095,🔴,FUERTE,250,2025-11-10 07:44:17
DJUSAM,Dow Jones U.S. Medical Equipment Index,2965.1,2589.3,3151.1,14.513575097516693,45.39804675939627,🟡,CERCA,250,2025-11-10 07:44:17
DJUSAP,Dow Jones U.S. Automobiles & Parts Index,1611.38,845.49,1748.7,90.58534104483792,53.183204397043355,🔴,FUERTE,250,2025-11-10 07:44:17
DJUSAR,Dow Jones U.S. Airlines Index,223.92,137.83,259.72,62.46100268446635,57.81187987829079,🔴,FUERTE,250,2025-11-10 07:44:17
DJUSAS,Dow Jones U.S. Aerospace Index,3112.7,1883.9,3261.9,65.22639205902647,44.23123633713869,🔴,FUERTE,250,2025-11-10 07:44:17
DJUSAT,Dow Jones U.S. Auto Parts Index,420.46,288.25,447.84,45.866435385949686,51.885130373502506,🔴,FUERTE,250,2025-11-10 07:44:17
DJUSAU,Dow Jones U.S. Automobiles Index,1471.19,758.25,1613.6,94.02439828552589,53.16238699316094,🔴,FUERTE,250,2025-11-10 07:44:17
DJUSAV,Dow Jones U.S. Media Agencies Index,374.52,346.44,702.93,8.105299618981638,75.56684200979502,🟢,OPORTUNIDAD,250,2025-11-10 07:44:17
DJUSBC,Dow Jones U.S. Broadcasting & Entertainment Index,1168.2,962.0,1294.9,21.43451143451144,53.155339805825214,🟡,CERCA,250,2025-11-10 07:44:17
DJUSBD,Dow Jones U.S. Building Materials & Fixtures Index,2374.3,1876.9,2557.1,26.50114550588737,52.23559759243327,🔴,FUERTE,250,2025-11-10 07:44:17
DJUSBE,Dow Jones U.S. Business Training & Employment Agencies Index,97.14,95.19,152.72,2.0485345099275163,77.5226586102719,🟢,OPORTUNIDAD,250,2025-11-10 07:44:17
DJUSBK,Dow Jones U.S. Banks Index,781.71,521.55,799.76,49.88208225481739,35.707591377694385,🔴,FUERTE,250,2025-11-10 07:44:17
DJUSBS,Dow Jones U.S. Basic Resources Index,436.77,274.91,478.98,58.87745080208065,67.5760159136118,🔴,FUERTE,250,2025-11-10 07:44:17
DJUSBT,Dow Jones U.S. Biotechnology Index,3025.6,2297.4,3068.1,31.696700618090006,46.40198511166255,🔴,FUERTE,250,2025-11-10 07:44:17
DJUSBV,Dow Jones U.S. Beverages Index,932.88,875.4,1013.26,6.566141192597671,60.648604269293934,🟢,OPORTUNIDAD,250,2025-11-10 07:44:17
DJUSCA,Dow Jones U.S. Gambling Index,637.79,513.6,786.57,24.18029595015575,52.03646097084569,🟡,CERCA,250,2025-11-10 07:44:17
DJUSCC,Dow Jones U.S. Commodity Chemicals Index,657.2,636.46,809.05,3.2586494045187457,69.21972235519391,🟢,OPORTUNIDAD,250,2025-11-10 07:44:17
