Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate,FileDate,DaysAgo,BaseScore,FinalScore,InsiderActivity,InsiderTrades,InsiderValue,InsiderTickers,Signals,Urgency,RiskLevel,MappingCoverage
DJUSWU,Dow Jones U.S. Water Index,2768.5,2537.2,3135.8,9.116348730884448,39.69740634005763,🟢,OPORTUNIDAD,251,2026-02-24 08:53:39,2026-02-24,0,90,90,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSRN,Dow Jones U.S. Residential REITs Index,216.05,206.56,263.03,4.594306738962049,44.01022644265888,🟢,OPORTUNIDAD,251,2026-02-24 08:53:39,2026-02-24,0,86,86,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSMC,Dow Jones U.S. Health Care Equipment & Services Index,2228.6,2083.0,2488.9,6.989918386941907,45.71057192374357,🟢,OPORTUNIDAD,252,2026-02-24 08:53:39,2026-02-24,0,85,85,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSFB,Dow Jones U.S. Food & Beverage Index,786.01,667.95,794.02,17.674975671831714,27.474727254529043,🟡,CERCA,252,2026-02-24 08:53:39,2026-02-24,0,84,84,False,0,0,[],[],ALTA,BAJO,0
DJUSHG,Dow Jones U.S. Household Goods & Home Construction Index,1119.18,943.49,1158.74,18.621289043869044,21.410655924602807,🟡,CERCA,252,2026-02-24 08:53:39,2026-02-24,0,84,84,False,0,0,[],[],ALTA,BAJO,0
DJUSIP,Dow Jones U.S. Property & Casualty Insurance Index,1969.51,1792.93,2065.57,9.848683439955822,40.12551411147355,🟢,OPORTUNIDAD,252,2026-02-24 08:53:39,2026-02-24,0,84,84,False,0,0,[],[],ALTA,BAJO,0
DJUSNG,Dow Jones U.S. Personal & Household Goods Index,1078.5,909.61,1082.05,18.56729807280043,18.275285952962392,🟡,CERCA,252,2026-02-24 08:53:39,2026-02-24,0,84,84,False,0,0,[],[],ALTA,BAJO,0
DJUSHN,Dow Jones U.S. Nondurable Household Products Index,1287.3,1067.39,1420.24,20.602591367728746,21.133798038369022,🟡,CERCA,252,2026-02-24 08:53:39,2026-02-24,0,83,83,False,0,0,[],[],ALTA,BAJO,0
DJUSFD,Dow Jones U.S. Food Retailers & Wholesalers Index,1313.16,1099.62,1353.53,19.419435805096324,26.237096945833727,🟡,CERCA,252,2026-02-24 08:53:39,2026-02-24,0,83,83,False,0,0,[],[],ALTA,BAJO,0
DJUSSR,Dow Jones U.S. Specialty REITs Index,280.25,229.18,284.12,22.283794397416877,19.72898484152499,🟡,CERCA,252,2026-02-24 08:53:39,2026-02-24,0,82,82,False,0,0,[],[],ALTA,BAJO,0
DJUSMU,Dow Jones U.S. Multiutilities Index,308.29,249.55,314.85,23.53836906431577,20.482930890924195,🟡,CERCA,251,2026-02-24 08:53:39,2026-02-24,0,82,82,False,0,0,[],[],ALTA,BAJO,0
