ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
7741.T,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-08
AI.PA,WATCH,-4,Caro vs peers en Basic Materials (FCF rank 7/7) | EPS revision DOWN: EPS consensus ↓3.3% (-0.68→-0.70); Revenue estimate ↑1.8% | Piotroski fuerte (7.0/9),2026-09-08
AJG,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-08
AME,WATCH,4,EPS revision UP: EPS consensus ↑2.8% (9.58→9.85); Revenue estimate ↑6.6%,2026-09-08
AON,CAUTION,-1,"Thesis drift MEDIUM: Score cayó 12pts en 46d (58→46) | EPS revision DOWN: EPS consensus ↓2.9% (20.25→19.67); Revenue estimate ↑8.0% | Opciones TIER2 (q=55): VALUE weak (46pts), INSIDER CONF | Piotroski fuerte (8.0/9)",2026-09-08
ASAZY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-08
ATLKY,AVOID,-23,Thesis drift HIGH (46d): Score cayó 24pts en 46d (58→34) | Señal salida MEDIUM: Score cayó 23pts (57 → 34) | Caro vs peers en Industrials (FCF rank 19/24),2026-09-08
AUTO.L,BEST,5,Mejor FCF en Communication Services (6.1% vs media sector 6.5%),2026-09-08
AXP,CAUTION,5,Señal salida MEDIUM: Score cayó 22pts (86 → 64) | Smart money: 1 HF + 0 insiders (conv 34) | Mejor FCF en Financial Services (7.3% vs media sector 4.6%),2026-09-08
BR,BEST,14,"Opciones TIER2 (q=60): VALUE strong (88pts), FCF 6.1% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (6.1% vs media sector 5.1%)",2026-09-08
BRK-B,CAUTION,-3,Señal salida MEDIUM: Score cayó 19pts (55 → 37) | Mejor FCF en Financial Services (6.6% vs media sector 4.6%),2026-09-08
BRO,CAUTION,-1,Thesis drift MEDIUM: Score cayó 13pts en 46d (52→40) | Mejor FCF en Financial Services (6.9% vs media sector 4.6%),2026-09-08
CBOE,CAUTION,-6,Thesis drift MEDIUM: Score cayó 12pts en 46d (61→49) | Caro vs peers en Financial Services (FCF rank 20/21) | Piotroski fuerte (8.0/9),2026-09-08
CLPBY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-08
CNI,WATCH,3,Piotroski fuerte (7.0/9),2026-09-08
COST,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-08
CP,WATCH,0,Caro vs peers en Industrials (FCF rank 22/24) | Piotroski fuerte (7.0/9),2026-09-08
CPRT,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-08
CTAS,WATCH,0,Caro vs peers en Industrials (FCF rank 24/24) | Piotroski fuerte (8.0/9),2026-09-08
DBOEY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-08
ETN,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-08
EXPN.L,EXIT,-12,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-08
FAST,WATCH,4,EPS revision UP: EPS consensus ↑2.3% (1.32→1.35); Analistas: -18 (18→0),2026-09-08
FICO,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-08
HEI,WATCH,4,Caro vs peers en Industrials (FCF rank 23/24) | Piotroski fuerte (8.0/9) | EPS revision UP: EPS consensus ↑3.3% (8.31→8.58),2026-09-08
ICE,CAUTION,-11,"Thesis drift MEDIUM: Upside analistas cayó 12pp (28%→16%) | Señal salida MEDIUM: Score cayó 51pts (87 → 36) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Piotroski fuerte (8.0/9)",2026-09-08
