ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
7741.T,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑5.6% (931.81→983.98); Revenue estimate ↑4.4%,2026-08-04
ABT,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-04
ADP,CAUTION,10,Thesis drift MEDIUM: Margen op. cayó 7.1pp (30.2%→23.1%) | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (5.0% vs media sector 4.7%) | EPS revision STRONG_UP: EPS consensus ↑18.6% (11.95→14.18); Analistas: -14 (14→0),2026-08-04
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 4/4) | Piotroski fuerte (7.0/9),2026-08-04
AJG,WATCH,4,EPS revision UP: EPS consensus ↑3.4% (13.64→14.11); Analistas: -22 (22→0),2026-08-04
AON,CAUTION,-7,Quality decay MEDIUM: Margen op. cayó 12.3pp (35.8% → 23.5%) | Thesis drift MEDIUM: Score cayó 14pts en 46d (54→41) | Piotroski fuerte (8.0/9) | EPS revision UP: EPS consensus ↑2.5% (19.77→20.25),2026-08-04
ASAZY,CAUTION,-6,Quality decay MEDIUM: FCF yield cayó 41.2pp (45.8% → 4.6%) | Thesis drift MEDIUM: FCF yield cayó 39.2pp (43.8%→4.6%) | Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (4.6% vs media sector 3.5%),2026-08-04
ATLKY,CAUTION,-17,Quality decay MEDIUM: FCF yield cayó 23.9pp (26.6% → 2.6%) | Thesis drift MEDIUM: FCF yield cayó 18.8pp (21.4%→2.6%) | Caro vs peers en Industrials (FCF rank 16/18),2026-08-04
AUTO.L,BEST,5,Mejor FCF en Communication Services (5.9% vs media sector 5.1%),2026-08-04
AWK,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑20.9% (9.90→11.97); Revenue estimate ↑5.1%,2026-08-04
AXP,CONFIRM,13,Smart money: 1 HF + 0 insiders (conv 29) | Mejor FCF en Financial Services (6.9% vs media sector 5.0%),2026-08-04
