ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
005930.KS,"Samsung Electronics Co., Ltd.",240000.0,KRW,83.0,A,83.0,ROE 30.8% | P/E 3.6x (vs 11x mercado) | Potencial +96% analistas | Crecimiento ingresos +130% | Margen 31%,2,0,Technology,Korea,🇰🇷,21.2,470630.3,96.1,37,3.6,12.01,,,30.8,3.6,,30.9,129.9,-35.9,Regulatory Risk | Geopolitical Risk | Cyclical Risk,SSNLF,SUSPECT,Anomalously low Forward P/E and extremely high Revenue Growth YoY raise concerns about data quality or potential overvaluation,2026-08-04,0,
2020.HK,ANTA Sports Products Limited,75.3,HKD,82.0,A,82.0,ROE 22.5% | Potencial +36% analistas | FCF yield 6.6% | Dividendo 2.7% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,102.52,36.1,30,6.6,4.52,2.74,,22.5,11.6,13.9,16.9,12.4,-29.2,Cyclical Risk | Geopolitical Risk,,CLEAN,Metrics appear reasonable for a consumer cyclical company,2026-08-04,0,
0700.HK,Tencent Holdings Limited,485.4,HKD,82.0,A,82.0,ROE 20.5% | Potencial +43% analistas | Margen 31% | Dividendo 1.1% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,692.58,42.7,42,3.0,5.34,1.12,,20.5,12.8,17.3,30.6,9.1,-28.9,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,"Forward P/E seems low compared to the trailing P/E and the sector average, potentially indicating undervaluation or upcoming earnings decline",2026-08-04,0,
9999.HK,"NetEase, Inc.",205.6,HKD,81.0,A,81.0,ROE 22.1% | Potencial +22% | FCF yield 5.2% | Margen 30% | Dividendo 2.2% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,249.84,21.5,20,5.2,2.69,2.17,,22.1,12.5,16.8,29.8,6.1,-17.1,Regulatory Risk | Geopolitical Risk,NTES,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual and may indicate potential overestimation of future earnings.",2026-08-04,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",15.62,BRL,74.0,A,74.0,ROE 26.7% | Potencial +27% | Crecimiento ingresos +20% | Margen 47% | Dividendo 5.6% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,19.89,27.4,14,,3.42,5.62,,26.7,12.0,17.0,47.0,20.3,-23.2,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-08-04,0,
2382.HK,Sunny Optical Technology (Group) Company Limited,58.0,HKD,71.0,A,71.0,ROE 17.5% | Potencial +47% analistas | FCF negativo | Crecimiento ingresos +21% | Dividendo 2.1% | Mercado HongKong CAPE 11 (33% descuento histórico),3,1,Technology,HongKong,🇭🇰,10.7,84.99,46.5,22,-1.1,5.82,2.15,,17.5,11.4,11.8,10.7,21.3,-36.5,Negative FCF Yield | Geopolitical Risk due to Hong Kong market,,SUSPECT,Negative FCF Yield is anomalous for a technology company with high revenue growth,2026-08-04,0,
RENT3.SA,Localiza Rent a Car S.A.,38.1,BRL,71.0,A,71.0,P/E 8.1x | Potencial +51% analistas | FCF yield 24.6% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,57.6,51.2,15,24.6,6.4,5.69,,8.5,8.1,18.4,5.1,21.2,-28.6,Cyclical Risk | Geopolitical Risk,,SUSPECT,High FCF Yield of 24.6% seems anomalous for a rent-a-car company,2026-08-04,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,407.8,HKD,70.0,A,70.0,ROE 35.0% | Potencial +26% | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,515.29,26.4,17,,3.29,3.19,,35.0,25.9,27.4,62.6,19.0,-12.5,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Real Estate Exposure | Geopolitical Risk,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-08-04,0,
TOTS3.SA,TOTVS S.A.,31.74,BRL,70.0,A,70.0,ROE 16.9% | Potencial +51% analistas | Crecimiento ingresos +22% | Dividendo 2.7% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,48.08,51.5,13,2.1,6.43,2.67,,16.9,15.0,21.6,15.2,22.4,-34.4,Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,"Forward P/E seems low compared to trailing P/E, suggesting potential undervaluation or inconsistent earnings growth",2026-08-04,0,
1299.HK,AIA Group Limited,77.95,HKD,69.0,A,69.0,Potencial +34% analistas | Margen 24% | Dividendo 2.4% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,104.58,34.2,17,,4.27,2.44,,14.8,11.5,17.0,23.8,6.0,-15.4,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Hong Kong | Exposure to Chinese real estate market | Potential governance issues,,SUSPECT,Anomalous FCF yield and potential exposure to Chinese real estate sector pose concerns,2026-08-04,0,
