ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,eu_insider_bonus,market_regime,oe_ai_adjustment,oe_ai_verdict
DB1.DE,DEUTSCHE BOERSE AG            N,68.5,⭐⭐ GOOD,🟡 Good,85.0,60.0,50.0,80.0,60.0,,,,,11.9,False,0,11.7,False,0,"{'eps_growth_yoy': 11.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 27.2}","{'revenue_growth_yoy': 11.7, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 20.4, 'debt_to_equity': 0.58, 'current_ratio': 1.01, 'operating_margin_pct': 41.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 13.3}",253.2,45648834560,Financial Services,Financial Data & Stock Exchanges,,,False,269.6,-6.1,0,False,286.83,310.0,240.0,12,buy,13.3,3504.55,1284.1,153.12,-39.5,61.69,156.2,1.65,36.2,4.2,1.87,,,,13.2,88.0,2026-10-20,False,False,5,NEUTRAL,12.43,66.8,1.45,24.6,,,,2026-07-24T06:54:16.578059,DAX40,73.4,8.0,5.0,0.0,3.0,1.66,0.0,15.0,CONFIRMED_UPTREND,0,
SGE.L,THE SAGE GROUP PLC ORD 1 4/77P,53.5,⭐ AVERAGE,🟡 Average,55.0,50.0,50.0,50.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 14.6},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 75.6, 'debt_to_equity': 9.19, 'current_ratio': 0.62, 'operating_margin_pct': 22.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 30.4}",821.6,7374140928,Technology,Software - Application,,,False,1335.0,-38.5,0,False,1071.0,1334.0,850.0,19,buy,30.4,1651.0,100.9,572.0,-30.4,8.57,0.7,2.71,55.0,0.22,2.1,,,,14.3,118.0,2026-11-19,False,False,6,NEUTRAL,5.91,374.3,1.0,27.3,,,,2026-07-24T06:55:54.913905,FTSE100,67.4,8.0,5.0,0.0,3.0,3.8,3.0,15.0,CONFIRMED_UPTREND,0,
G24.DE,Scout24 SE                    N,71.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,60.0,50.0,75.0,70.0,,,,,37.0,False,0,14.0,False,0,"{'eps_growth_yoy': 37.0, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 37.4}","{'revenue_growth_yoy': 14.0, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 17.7, 'debt_to_equity': 0.25, 'current_ratio': 0.22, 'operating_margin_pct': 55.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 59.0}",67.15,4748544512,Communication Services,Internet Content & Information,,,False,122.8,-45.3,0,False,106.76,140.0,86.0,17,strong_buy,59.0,,,108.3,61.3,,,2.17,36.6,1.5,1.51,,,44.1,40.6,13.0,2026-08-06,False,True,6,NEUTRAL,5.6,635.9,0.35,27.1,,,,2026-07-24T06:55:16.977617,DAX40,53.7,0.0,5.0,0.0,5.0,7.38,3.0,8.0,CONFIRMED_UPTREND,-8,RELIABLE/AVOID (-8)
SAP.DE,SAP SE                        I,69.2,⭐⭐ GOOD,🟡 Good,90.0,50.0,50.0,85.0,70.0,,,,,13.8,True,1,5.8,False,0,"{'eps_growth_yoy': 13.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 19.6}","{'revenue_growth_yoy': 5.8, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 16.4, 'debt_to_equity': 0.17, 'current_ratio': 1.07, 'operating_margin_pct': 30.0}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 58.5}",128.32,149821177856,Technology,Software - Application,,,False,258.7,-50.4,0,False,203.44,290.0,154.99,24,strong_buy,58.5,133.62,4.1,62.5,-51.3,5.44,6.98,1.89,37.7,2.5,1.45,True,-2.73,21.9,9.3,,,False,False,8,STRONG,7.29,146.7,1.65,34.1,,,,2026-07-24T06:55:19.570248,DAX40,59.7,6.0,5.0,3.0,3.0,7.31,3.0,0.0,CONFIRMED_UPTREND,0,
WKL.AS,WOLTERS KLUWER,55.0,⭐ AVERAGE,🟡 Average,60.0,50.0,50.0,50.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 21.4},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 111.7, 'debt_to_equity': 6.23, 'current_ratio': 0.65, 'operating_margin_pct': 24.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 53.4}",59.76,13322747904,Industrials,Specialty Business Services,,,False,144.25,-58.6,0,False,91.7,154.0,50.0,15,buy,53.4,187.47,213.7,169.2,183.1,7.4,4.42,4.2,43.1,2.52,1.81,,,,36.9,12.0,2026-08-05,False,True,7,NEUTRAL,10.06,668.9,0.26,27.7,,,,2026-07-24T06:54:07.052757,AEX25,59.0,6.0,8.0,0.0,5.0,6.68,3.0,0.0,CONFIRMED_UPTREND,0,
AMS.MC,"AMADEUS IT GROUP, S.A.",62.0,⭐⭐ GOOD,🟡 Good,65.0,60.0,50.0,70.0,70.0,,,,,-4.1,True,1,3.4,True,1,"{'eps_growth_yoy': -4.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.4}","{'revenue_growth_yoy': 3.4, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 26.0, 'debt_to_equity': 0.7, 'current_ratio': 0.77, 'operating_margin_pct': 28.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 39.2}",48.24,20679862272,Technology,Information Technology Services,,,False,73.6,-34.5,0,False,67.16,80.9,50.0,22,buy,39.2,40.6,-15.8,30.5,-36.8,5.23,2.52,3.16,46.6,1.54,1.73,True,-7.97,21.7,5.1,7.0,2026-07-31,True,False,7,NEUTRAL,7.81,473.7,2.44,26.6,,,,2026-07-24T06:54:52.834771,IBEX35,57.8,6.0,8.0,3.0,3.0,4.9,3.0,0.0,CONFIRMED_UPTREND,0,
ATCO-B.ST,Atlas Copco AB ser. B,69.0,⭐⭐ GOOD,🟡 Good,80.0,60.0,50.0,90.0,65.0,,,,,8.2,True,1,9.1,True,1,"{'eps_growth_yoy': 8.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 15.7}","{'revenue_growth_yoy': 9.1, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 25.7, 'debt_to_equity': 0.34, 'current_ratio': 1.27, 'operating_margin_pct': 20.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 27.1}",177.0,863515836416,Industrials,Specialty Industrial Machinery,,,False,178.0,-0.6,0,False,225.0,225.0,225.0,1,strong_buy,27.1,302.14,70.7,54.5,-69.2,3.01,16.64,1.69,54.9,3.0,1.62,False,,126.5,4.0,90.0,2026-10-22,False,False,6,NEUTRAL,3.9,53.6,3.01,30.0,,,,2026-07-24T06:55:07.829171,OMXSTO,54.6,3.0,5.0,0.0,1.0,3.39,3.0,0.0,CONFIRMED_UPTREND,0,
EXPN.L,EXPERIAN PLC ORD USD0.10,55.8,⭐ AVERAGE,🟡 Average,55.0,50.0,50.0,65.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 17.8},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 28.3, 'debt_to_equity': 1.0, 'current_ratio': 0.85, 'operating_margin_pct': 25.0}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 41.1}",2655.0,23479033856,Industrials,Consulting Services,,,False,4092.468,-35.1,0,False,3746.74,4743.54,2379.1,18,strong_buy,41.1,3393.0,27.8,2818.0,6.1,3.88,1.03,1.9,39.8,0.52,1.38,,,,23.1,117.0,2026-11-18,False,False,9,STRONG,7.46,646.3,0.67,22.1,,,,2026-07-24T06:55:10.058088,FTSE100,45.3,3.0,5.0,0.0,5.0,5.14,3.0,0.0,CONFIRMED_UPTREND,-8,RELIABLE/AVOID (-8)
AUTO.L,AUTOTRADER GROUP PLC ORD 1P,59.5,⭐ AVERAGE,🟡 Average,60.0,50.0,50.0,90.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 47.1},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 60.2, 'debt_to_equity': 0.52, 'current_ratio': 1.73, 'operating_margin_pct': 62.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 17.3}",482.5,3778156032,Communication Services,Internet Content & Information,,,False,844.4,-42.9,0,False,566.0,800.0,410.0,17,hold,17.3,501.0,3.8,340.0,-29.5,6.45,0.31,2.35,32.0,0.12,0.99,,,,2.0,104.0,2026-11-05,False,False,5,NEUTRAL,9.59,332.4,2.15,22.7,,,,2026-07-24T06:55:12.405884,FTSE100,54.8,6.0,5.0,0.0,1.0,2.16,1.0,0.0,CONFIRMED_UPTREND,3,MIXED/BUY (+3)
RMV.L,RIGHTMOVE PLC ORD 0.1P,61.0,⭐⭐ GOOD,🟡 Good,60.0,50.0,50.0,100.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 51.1},{},"{'rs_3m': nan, 'rs_6m': nan}","{'roe_pct': 266.1, 'debt_to_equity': 0.09, 'current_ratio': 1.89, 'operating_margin_pct': 66.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 28.2}",431.4,3190993664,Communication Services,Internet Content & Information,,,False,827.0,-47.8,0,False,553.24,765.0,404.0,17,hold,28.2,672.0,55.8,470.0,8.9,6.02,0.26,2.44,36.2,0.11,1.52,,,,6.7,7.0,2026-07-31,True,False,6,NEUTRAL,8.95,637.5,0.76,29.5,,,,2026-07-24T06:55:52.637016,FTSE100,51.4,6.0,5.0,0.0,3.0,3.52,3.0,0.0,CONFIRMED_UPTREND,0,
