ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at
AJG,Arthur J. Gallagher & Co.,81.3,🏆 ELITE,🟢 Elite,100.0,100.0,46.7,70.0,65.0,35.0,29.5,False,up,124.7,True,1,47.7,True,2,"{'eps_growth_yoy': 124.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.4}","{'revenue_growth_yoy': 47.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 6.3, 'rs_6m': -10.4, 'rs_line_percentile': 29.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 7.0, 'debt_to_equity': 0.56, 'current_ratio': 1.06, 'operating_margin_pct': 28.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.2}",242.21,62233923584,Financial Services,Insurance Brokers,2.7,3.6,False,315.48,-23.2,3.0,False,281.39,388.0,225.0,18.0,buy,16.2,106.23,-56.1,100.12,-58.7,1.74,4.2,1.15,42.9,2.8,1.01,True,-0.5,4.2,16.2,6.0,2026-07-30,True,False,6.0,NEUTRAL,3.38,77.9,1.01,38.1,,,,2026-07-24T06:30:32.979713
AON,Aon plc,79.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,46.7,80.0,60.0,35.0,35.7,False,up,109.3,False,0,21.2,True,2,"{'eps_growth_yoy': 109.3, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}","{'revenue_growth_yoy': 21.2, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 5.8, 'rs_6m': -1.5, 'rs_line_percentile': 35.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 46.4, 'debt_to_equity': 1.55, 'current_ratio': 1.07, 'operating_margin_pct': 35.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 10.5}",355.78,75986403328,Financial Services,Insurance Brokers,1.8,2.0,False,381.0,-6.6,3.0,False,393.11,445.0,327.0,19.0,buy,10.5,597.35,67.9,498.37,40.1,4.4,15.65,0.93,16.4,3.28,0.76,True,-1.65,7.4,19.0,5.0,2026-07-29,True,False,8.0,STRONG,6.17,141.9,0.61,33.8,0.8,0.02,-33.0,2026-07-24T06:29:47.818447
HEI,Heico Corporation,79.6,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,70.0,63.0,90.0,60.0,60.0,54.3,False,up,31.8,True,1,19.9,True,1,"{'eps_growth_yoy': 31.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.1}","{'revenue_growth_yoy': 19.9, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 22.3, 'rs_6m': -7.3, 'rs_line_percentile': 54.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 17.2, 'debt_to_equity': 0.48, 'current_ratio': 2.92, 'operating_margin_pct': 25.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 13.5}",340.54,47586283520,Industrials,Aerospace & Defense,1.5,1.4,False,369.48,-7.8,7.0,True,386.53,472.0,290.0,19.0,buy,13.5,543.7,59.7,170.7,-49.9,1.49,12.82,0.07,4.3,0.25,0.1,False,,9.0,48.2,32.0,2026-08-25,False,False,8.0,STRONG,2.02,52.3,1.02,23.3,,,,2026-07-24T06:31:53.027575
WST,"West Pharmaceutical Services, I",79.4,⭐⭐⭐ EXCELLENT,🟢 Excellent,80.0,70.0,88.3,95.0,60.0,100.0,93.9,True,up,5.3,True,1,10.2,True,1,"{'eps_growth_yoy': 5.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.8}","{'revenue_growth_yoy': 10.2, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 10.4, 'rs_6m': 36.0, 'rs_line_percentile': 93.9, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 19.1, 'debt_to_equity': 0.11, 'current_ratio': 2.71, 'operating_margin_pct': 21.7}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 8.4}",355.48,25025792000,Healthcare,Medical Instruments & Supplies,3.8,2.9,False,386.0,-7.9,8.0,True,385.33,447.0,310.0,15.0,strong_buy,8.4,166.06,-53.3,222.9,-37.3,1.1,3.92,0.25,11.5,0.88,0.25,True,-1.2,336.2,56.1,,,False,False,7.0,NEUTRAL,,,0.66,19.8,1.6,0.08,-18.2,2026-07-24T06:30:56.655086
TECK,Teck Resources Ltd,78.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,57.6,70.0,40.0,60.0,72.7,False,down,297.6,False,0,94.9,True,1,"{'eps_growth_yoy': 297.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.9}","{'revenue_growth_yoy': 94.9, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -5.8, 'rs_6m': 9.5, 'rs_line_percentile': 72.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 5.9, 'debt_to_equity': 0.37, 'operating_margin_pct': 39.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -11.4}",59.85,29362409472,Basic Materials,Other Industrial Metals & Mining,,2.6,False,71.25,-16.0,7.0,True,53.02,68.61,36.02,4.0,hold,-11.4,,,84.0,40.4,,,0.62,13.3,0.35,0.99,True,-2.15,4.5,51.5,,,False,False,8.0,STRONG,7.11,6.5,0.13,47.9,,,,2026-07-24T06:36:13.093402
ADP,"Automatic Data Processing, Inc.",77.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,80.0,50.3,85.0,50.0,35.0,26.5,False,up,49.3,True,1,15.8,True,2,"{'eps_growth_yoy': 49.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.1}","{'revenue_growth_yoy': 15.8, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 18.8, 'rs_6m': -12.8, 'rs_line_percentile': 26.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 71.2, 'debt_to_equity': 0.69, 'current_ratio': 1.04, 'operating_margin_pct': 30.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 4.6}",242.88,97087463424,Technology,Software - Application,4.2,4.8,False,315.98,-23.1,3.0,False,254.13,305.0,190.0,15.0,hold,4.6,239.06,-1.6,112.46,-53.7,4.89,11.88,2.8,60.5,6.8,2.04,True,-1.84,13.5,4.2,5.0,2026-07-29,True,False,8.0,STRONG,5.87,192.0,1.9,35.7,0.8,0.02,-34.9,2026-07-24T06:27:54.333678
INTU,Intuit Inc.,77.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,100.0,15.0,85.0,70.0,15.0,3.9,False,down,704.2,True,2,123.4,True,2,"{'eps_growth_yoy': 704.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.9}","{'revenue_growth_yoy': 123.4, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -30.7, 'rs_6m': -55.9, 'rs_line_percentile': 3.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 22.5, 'debt_to_equity': 0.33, 'current_ratio': 1.45, 'operating_margin_pct': 47.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 64.3}",281.53,77008871424,Technology,Software - Application,6.1,2.4,False,813.7,-65.4,0.0,False,462.53,921.0,250.0,33.0,buy,64.3,387.99,37.8,173.55,-38.4,6.79,19.13,1.69,28.3,4.8,0.65,True,-5.31,24.8,10.7,27.0,2026-08-20,False,False,9.0,STRONG,6.59,97.0,0.96,43.1,,,,2026-07-24T06:29:15.846582
TW,Tradeweb Markets Inc.,77.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,90.0,36.0,85.0,65.0,15.0,10.2,False,down,33.5,False,0,20.4,True,2,"{'eps_growth_yoy': 33.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 40.3}","{'revenue_growth_yoy': 20.4, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -16.5, 'rs_6m': -11.0, 'rs_line_percentile': 10.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 14.2, 'debt_to_equity': 0.02, 'current_ratio': 5.93, 'operating_margin_pct': 46.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 28.7}",99.845,21768808448,Financial Services,Capital Markets,3.1,1.9,False,147.49,-32.3,1.0,False,128.5,201.0,105.0,14.0,buy,28.7,,,122.7,22.9,,,0.57,12.4,0.56,0.4,True,-0.72,636.1,27.4,6.0,2026-07-30,True,False,8.0,STRONG,5.84,57.1,0.56,43.3,0.2,0.0,-43.1,2026-07-24T06:29:39.698583
NUE,Nucor Corporation,76.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,85.0,70.0,76.7,80.0,60.0,80.0,79.8,False,up,23.2,True,1,12.3,True,1,"{'eps_growth_yoy': 23.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 6.8}","{'revenue_growth_yoy': 12.3, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 9.1, 'rs_6m': 26.8, 'rs_line_percentile': 79.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 12.3, 'debt_to_equity': 0.32, 'current_ratio': 2.9, 'operating_margin_pct': 11.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 10.8}",241.15,54919729152,Basic Materials,Steel,2.5,2.4,False,270.9,-11.0,8.0,True,267.12,285.0,224.0,16.0,buy,10.8,,,309.0,28.1,-0.7,-1.69,0.95,22.0,2.24,1.41,True,-0.96,22.4,382.1,3.0,2026-07-27,True,False,6.0,NEUTRAL,4.51,11.9,0.04,34.0,,,,2026-07-24T06:35:19.681182
BAC,Bank of America Corporation,76.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,60.0,84.7,65.0,60.0,100.0,100.0,True,up,20.6,True,1,14.4,False,0,"{'eps_growth_yoy': 20.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 29.5}","{'revenue_growth_yoy': 14.4, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 12.9, 'rs_6m': 10.4, 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 11.2, 'operating_margin_pct': 38.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 11.2}",61.28,430061060096,Financial Services,Banks - Diversified,0.0,0.0,False,62.12,-1.4,8.0,True,68.11,75.0,62.0,22.0,buy,11.2,,,129.3,111.0,,,1.82,25.9,1.12,2.35,True,-5.85,,36.0,82.0,2026-10-14,False,False,5.0,NEUTRAL,,,0.32,20.3,,,,2026-07-24T06:34:32.273524
