ticker,vcp_score,vcp_quality,stage,consolidation_quality,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,risk_reward_ratio,rr_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,upside_triangulated_pct,upside_divergence_pts,upside_divergence,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
ASAZY,0.0,,,,32.8,Assa Abloy AB,62.0,Industrials,Security & Protection Services,90.0,60.0,24.0,65.0,55.0,17.58,39054897152.0,15.0,14.7,False,down,15.9,True,1.0,3.3,True,1.0,,,False,21.98,-20.0,2.0,False,"{'roe_pct': 15.6, 'debt_to_equity': 0.64, 'current_ratio': 1.01}","{'eps_growth_yoy': 15.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.8}",21.74,21.74,21.74,1.0,hold,23.7,218.06,1140.4,12.08,-31.3,47.1,8.73,1.87,41.9,1.7,False,,,8.0,95.0,2026-10-27,False,False,8.0,STRONG,,118.2,1.23,,,,,,5.399999999999999,0.0,9.8,18.6,2026-07-24 06:37:49,2026-07-24,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,1999.6,23.0,28.4,15.0,False,down,14.7,0.0,True,1.0,True,1.0,5.0,,29.0,,Sin datos suficientes,14.7,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,87.44,5.0,8.0,3.0,0.0,3.0,-0.62,-0.62,0.0,1.0,0.0,2.96,2.0,10.0,,0,,8,RELIABLE/BUY (+8),BEST,12.0,46,0.3275,MEDIA,0.0,23.7,-530.8,,⭐⭐ STRONG,🟢 Elite,,,,,,,,False,1,1.006,False,-19.3,8.55,-20.16,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
MCO,0.0,,,,34.8,Moody's Corporation,67.5,Financial Services,Financial Data & Stock Exchanges,95.0,60.0,38.7,65.0,65.0,472.24,82489196544.0,15.0,24.8,False,up,14.4,True,1.0,9.5,True,1.0,2.0,2.7,False,546.88,-13.6,3.0,False,"{'roe_pct': 76.9, 'debt_to_equity': 2.38, 'current_ratio': 1.19, 'operating_margin_pct': 49.3}","{'eps_growth_yoy': 14.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 34.3}",549.67,610.0,490.0,21.0,buy,16.4,623.83,32.1,456.3,-3.4,3.11,14.71,0.84,25.0,0.8,False,,13.1,56.7,89.0,2026-10-21,False,False,7.0,NEUTRAL,3.86,,0.44,BULLISH,0.0,60.0,2.0,0.0,25.7,0.0,10.4,20.2,2026-07-24 06:37:49,2026-07-24,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",HIGH_FLOAT,159.5,20.0,30.7,15.0,False,up,24.8,2.0,True,1.0,True,1.0,5.0,17.0,29.0,44.8,Bajo 50%,27.6,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,False,2/3,68.24000000000001,0.0,3.0,0.0,0.0,5.0,1.29,2.45,2.0,0.0,1.5,2.05,2.0,5.0,,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),CONFIRM,10.0,42,0.3479,MEDIA,15.75,16.4,2.0,,⭐⭐ STRONG,🟢 Elite,,,,,,,,False,1,1.128,False,-13.26,17.93,-18.24,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
AON,0.0,,,,62.3,Aon plc,79.8,Financial Services,Insurance Brokers,100.0,90.0,46.7,80.0,60.0,355.78,75986403328.0,35.0,35.7,False,up,109.3,False,0.0,21.2,True,2.0,1.8,2.0,False,381.0,-6.6,3.0,False,"{'roe_pct': 46.4, 'debt_to_equity': 1.55, 'current_ratio': 1.07, 'operating_margin_pct': 35.8}","{'eps_growth_yoy': 109.3, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}",393.11,445.0,327.0,19.0,buy,10.5,597.35,67.9,498.37,40.1,4.4,15.65,0.93,16.4,0.76,True,-1.65,7.4,19.0,5.0,2026-07-29,True,False,8.0,STRONG,6.17,141.9,0.61,,,,,,24.6,0.0,18.7,23.9,2026-07-24 06:37:49,2026-07-24,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,NEUTRAL,40,"No clear pattern (1.0x ratio, 49% up volume)",MEGA_FLOAT,210.9,25.0,42.6,35.0,False,up,35.7,2.0,False,0.0,True,2.0,2.0,21.0,29.0,31.0,Bajo 50%,22.2,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,1/3,59.935,0.0,3.0,0.0,3.0,5.0,0.3,2.81,2.0,0.0,0.0,1.31,2.0,10.0,13.0,0,,-8,RELIABLE/AVOID (-8),WATCH,3.0,46,0.6226,ALTA,16.98,40.1,-43.5,,⭐ GOOD,🟢 Excellent,,,,,,,,False,2,1.019,False,-6.18,17.11,-1.53,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
DBOEY,0.0,,,,37.1,Deutsche Boerse AG,68.5,Financial Services,Financial Data & Stock Exchanges,85.0,60.0,47.6,80.0,65.0,28.72,51778613248.0,35.0,33.4,False,flat,11.9,False,0.0,11.7,False,0.0,,,False,31.44,-8.7,6.0,False,"{'roe_pct': 20.4, 'debt_to_equity': 0.58, 'current_ratio': 1.01, 'operating_margin_pct': 41.5}","{'eps_growth_yoy': 11.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 27.2}",34.67,34.67,34.67,1.0,strong_buy,20.7,350.45,1120.2,17.29,-39.8,54.39,15.62,1.68,36.0,1.9,,,,6.6,88.0,2026-10-20,False,False,5.0,NEUTRAL,9.94,66.8,1.36,,,,,,36.7,0.0,11.1,20.6,2026-07-24 06:37:49,2026-07-24,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 59% up volume)",MEGA_FLOAT,1806.4,3.0,31.7,35.0,False,flat,33.4,0.0,False,0.0,False,0.0,0.0,17.0,29.0,44.8,Bajo 50%,27.6,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,3/3,71.505,0.0,8.0,3.0,0.0,3.0,-0.92,0.16,1.0,1.0,0.0,2.59,2.0,0.0,17.0,0,,8,RELIABLE/BUY (+8),CAUTION,-8.0,38,0.3714,MEDIA,23.35,20.7,-519.5,,⭐ GOOD,🟡 Good,,,,,,,,True,3,1.058,False,-7.04,25.71,8.78,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
NDAQ,0.0,,,,58.7,"Nasdaq, Inc.",62.3,Financial Services,Financial Data & Stock Exchanges,85.0,50.0,44.0,60.0,65.0,90.42,51136196608.0,35.0,37.9,False,flat,14.8,False,0.0,2.2,False,0.0,2.4,1.9,False,101.79,-11.2,4.0,False,"{'roe_pct': 16.2, 'debt_to_equity': 0.79, 'current_ratio': 1.0, 'operating_margin_pct': 48.4}","{'eps_growth_yoy': 14.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 35.3}",106.8,125.0,82.0,15.0,buy,18.1,116.95,29.3,99.0,9.5,3.05,2.76,1.23,32.5,1.28,True,-2.05,7.8,33.8,,,False,False,9.0,STRONG,4.14,205.3,0.59,,,,,,16.299999999999997,0.0,17.6,18.7,2026-07-24 06:37:49,2026-07-24,CONFIRMED_UPTREND,TRADE,False,50,200 MA declining - structural weakness,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,503.0,23.0,36.3,35.0,False,flat,37.9,0.0,False,0.0,False,0.0,0.0,17.0,29.0,44.8,Bajo 50%,27.6,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,False,2/3,70.35499999999999,0.0,3.0,0.0,3.0,5.0,0.25,0.63,1.0,1.0,0.0,2.26,2.0,10.0,35.0,0,,8,RELIABLE/BUY (+8),CAUTION,-8.0,46,0.587,ALTA,15.23,18.1,-1.3,,⭐ GOOD,🟡 Good,,,,,,,,False,2,1.043,False,-10.57,18.12,-15.55,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
BAC,0.0,,,,63.0,Bank of America Corporation,76.2,Financial Services,Banks - Diversified,95.0,60.0,84.7,65.0,60.0,61.28,430061060096.0,100.0,100.0,True,up,20.6,True,1.0,14.4,False,0.0,0.0,0.0,False,62.12,-1.4,8.0,True,"{'roe_pct': 11.2, 'operating_margin_pct': 38.3}","{'eps_growth_yoy': 20.6, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 29.5}",68.11,75.0,62.0,22.0,buy,11.2,,,129.3,111.0,,,1.82,25.9,2.35,True,-5.85,,36.0,82.0,2026-10-14,False,False,5.0,NEUTRAL,,,0.32,,,,,,65.8,0.0,18.9,22.9,2026-07-24 06:37:49,2026-07-24,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,6990.5,3.0,41.8,100.0,True,up,100.0,10.0,True,1.0,False,0.0,2.0,,29.0,,Sin datos suficientes,100.0,0.0,0.0,5.0,10.0,0.0,0.0,0.0,0.0,False,3/3,62.13,0.0,0.0,3.0,3.0,5.0,1.27,7.53,4.0,0.0,1.5,1.4,2.0,0.0,,1,Berkshire Hathaway (Buffett),0,UNRELIABLE/INSUFFICIENT (0),,0.0,46,0.6298,ALTA,37.62,61.1,-99.8,,⭐ GOOD,🟡 Good,AVOID,35.0,Near ATH (-1.4% from high) - poor entry point,-1.4,NEUTRAL,BUY,False,True,3,1.065,False,-1.35,39.92,10.4,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
PG,0.0,,,,13.5,Procter & Gamble Company (The),60.2,Consumer Defensive,Household & Personal Products,80.0,50.0,36.0,70.0,60.0,146.97,342234202112.0,15.0,22.0,False,flat,8.8,True,1.0,1.7,False,0.0,1.0,2.5,False,167.25,-12.1,3.0,False,"{'roe_pct': 31.1, 'debt_to_equity': 0.68, 'current_ratio': 0.73, 'operating_margin_pct': 23.0}","{'eps_growth_yoy': 8.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 19.2}",163.61,186.0,145.0,23.0,buy,11.3,90.6,-38.4,67.5,-54.1,3.72,5.47,2.92,61.8,2.48,True,-1.42,25.6,4.1,5.0,2026-07-29,True,False,6.0,NEUTRAL,5.73,88.2,3.59,BULLISH,0.41,70.0,3.0,3.0,10.0,0.0,4.0,18.1,2026-07-24 06:37:49,2026-07-24,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (1.0x ratio, 48% up volume)",MEGA_FLOAT,2324.3,25.0,22.1,15.0,False,flat,22.0,0.0,True,1.0,False,0.0,2.0,18.0,29.0,41.4,Bajo 50%,26.8,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,False,1/3,69.755,0.0,3.0,3.0,3.0,1.0,0.11,0.11,0.0,0.0,0.0,1.41,2.0,2.0,29.0,0,,8,RELIABLE/BUY (+8),,0.0,46,0.1354,BAJA,15.02,-38.4,57.6,ALTA,⭐ GOOD,🟡 Good,,,,,,,,False,2,0.98,False,-11.46,8.36,-8.25,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
V,0.0,,,,47.6,Visa Inc.,71.8,Financial Services,Credit Services,85.0,70.0,50.3,85.0,60.0,351.6,668653125632.0,35.0,41.6,False,up,14.2,False,0.0,10.4,True,1.0,1.2,2.3,False,365.14,-3.7,5.0,False,"{'roe_pct': 60.3, 'debt_to_equity': 0.67, 'current_ratio': 1.09, 'operating_margin_pct': 67.3}","{'eps_growth_yoy': 14.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 51.7}",402.66,450.0,330.0,38.0,strong_buy,14.5,532.49,51.4,342.9,-2.5,3.12,12.56,0.76,22.0,0.7,True,-3.19,43.6,35.5,4.0,2026-07-28,True,False,6.0,NEUTRAL,3.68,356.4,0.67,BULLISH,0.09,70.0,4.0,1.0,32.8,0.0,14.3,21.5,2026-07-24 06:37:49,2026-07-24,CONFIRMED_UPTREND,TRADE,False,50,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.0x ratio, 50% up volume)",MEGA_FLOAT,1688.2,23.0,35.8,35.0,False,up,41.6,2.0,False,0.0,True,1.0,2.0,8.0,29.0,75.9,Top 25%,35.7,3.0,0.0,5.0,3.0,5.0,0.0,0.0,0.0,False,2/3,53.1,0.0,3.0,0.0,3.0,5.0,0.29,0.96,1.0,0.0,0.0,1.81,2.0,2.0,44.0,0,,-8,RELIABLE/AVOID (-8),,0.0,44,0.4757,ALTA,26.68,14.5,-10.0,,⭐ GOOD,🟡 Good,,,,,,,,False,2,0.981,False,-3.71,19.88,0.47,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
KO,0.0,,,,15.3,Coca-Cola Company (The),65.6,Consumer Defensive,Beverages - Non-Alcoholic,85.0,40.0,60.3,80.0,60.0,81.17,349232496640.0,60.0,55.7,False,flat,3.0,True,1.0,-0.5,True,1.0,1.2,2.4,False,85.68,-5.3,6.0,False,"{'roe_pct': 43.4, 'debt_to_equity': 1.25, 'current_ratio': 1.36, 'operating_margin_pct': 35.1}","{'eps_growth_yoy': 3.0, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.8}",88.3,98.0,75.0,23.0,buy,8.8,19.84,-75.6,57.15,-29.6,0.89,0.73,2.58,64.8,2.88,True,-0.24,11.1,18.2,4.0,2026-07-28,True,False,7.0,NEUTRAL,4.62,91.1,1.28,BULLISH,0.1,100.0,9.0,2.0,39.3,0.0,4.6,19.7,2026-07-24 06:37:49,2026-07-24,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 50% up volume)",MEGA_FLOAT,3873.9,3.0,24.3,60.0,False,flat,55.7,0.0,True,1.0,True,1.0,5.0,14.0,29.0,55.2,Medio,30.4,0.0,0.0,3.0,5.0,5.0,0.0,0.0,0.0,False,3/3,50.505,0.0,0.0,3.0,3.0,5.0,1.38,2.71,2.0,0.0,1.5,1.1,0.0,5.0,43.0,1,Berkshire Hathaway (Buffett),-8,RELIABLE/AVOID (-8),CONFIRM,11.0,46,0.1533,BAJA,23.06,-29.6,61.4,ALTA,🔵 DECENT,🟡 Good,HOLD,55.0,Close to ATH (-5.3% from high) - wait for pullback,-5.3,NEUTRAL,BUY,False,True,3,1.062,False,-5.26,26.75,6.74,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
HEI,0.0,,,,25.1,Heico Corporation,79.6,Industrials,Aerospace & Defense,100.0,70.0,63.0,90.0,60.0,340.54,47586283520.0,60.0,54.3,False,up,31.8,True,1.0,19.9,True,1.0,1.5,1.4,False,369.48,-7.8,7.0,True,"{'roe_pct': 17.2, 'debt_to_equity': 0.48, 'current_ratio': 2.92, 'operating_margin_pct': 25.5}","{'eps_growth_yoy': 31.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.1}",386.53,472.0,290.0,19.0,buy,13.5,543.7,59.7,170.7,-49.9,1.49,12.82,0.07,4.3,0.1,False,,9.0,48.2,32.0,2026-08-25,False,False,8.0,STRONG,2.02,52.3,1.02,,,,,,48.4,0.0,7.5,23.9,2026-07-24 06:37:49,2026-07-24,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,65,"Moderate accumulation (1.4x ratio, 57% up volume)",HIGH_FLOAT,123.9,0.0,31.4,60.0,False,up,54.3,2.0,True,1.0,True,1.0,5.0,,29.0,,Sin datos suficientes,54.3,0.0,0.0,3.0,7.0,0.0,0.0,0.0,0.0,False,3/3,49.995000000000005,5.0,0.0,0.0,0.0,5.0,0.0,0.11,0.0,0.0,0.0,1.69,2.0,10.0,105.0,0,,-8,RELIABLE/AVOID (-8),WATCH,7.0,46,0.2505,BAJA,27.46,13.5,8.6,,🔵 DECENT,🟡 Good,HOLD,35.0,Close to ATH (-7.8% from high) - wait for pullback | High P/E (59.8) - valuation risk,-7.8,NEUTRAL,BUY,True,True,3,0.908,False,-7.83,33.01,-7.35,uptrend,stage2,ENTRADA,Stage 2: sobre MA200 ascendente sin sobreextensión — suelo confirmado
