ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
7741.T,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-25
ABT,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-25
ADP,AVOID,-12,Thesis drift HIGH (46d): Margen op. cayó 6.7pp (30.2%→23.5%),2026-08-25
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 7/7) | Piotroski fuerte (7.0/9),2026-08-25
AJG,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-25
AON,WATCH,3,Piotroski fuerte (8.0/9),2026-08-25
ASAZY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-25
ATLKY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-25
AUTO.L,BEST,5,Mejor FCF en Communication Services (5.8% vs media sector 6.4%),2026-08-25
AXP,CONFIRM,13,Smart money: 1 HF + 0 insiders (conv 36) | Mejor FCF en Financial Services (7.0% vs media sector 4.9%),2026-08-25
BR,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Technology (5.7% vs media sector 4.5%),2026-08-25
BRK-B,BEST,5,Mejor FCF en Financial Services (6.7% vs media sector 4.9%),2026-08-25
BRO,BEST,5,Mejor FCF en Financial Services (6.6% vs media sector 4.9%),2026-08-25
CBOE,AVOID,-12,Thesis drift HIGH (46d): Score cayó 14pts en 46d (52→38) | Caro vs peers en Financial Services (FCF rank 19/19) | Piotroski fuerte (8.0/9),2026-08-25
CDNS,WATCH,0,Caro vs peers en Technology (FCF rank 18/19) | Piotroski fuerte (7.0/9),2026-08-25
CHD,WATCH,3,Piotroski fuerte (7.0/9),2026-08-25
