ticker,company_name,fundamental_score,tier,quality,price_currency,financial_currency,fx_applied,fx_reliable,per_share_reliable,shares_price_ratio,coherence_issues,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,eu_insider_bonus,market_regime,upside_triangulated_pct,upside_divergence_pts,upside_divergence,oe_ai_adjustment,oe_ai_verdict,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
SAP.DE,SAP SE,69.1,⭐⭐ GOOD,🟡 Good,EUR,EUR,False,True,True,1.0002,,75.0,60.0,60.5,90.0,60.0,,,,,8.8,False,0,8.8,True,1,"{'eps_growth_yoy': 8.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.4}","{'revenue_growth_yoy': 8.8, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 14.3, 'rs_6m': -4.3}","{'roe_pct': 18.3, 'debt_to_equity': 0.22, 'current_ratio': 1.15, 'operating_margin_pct': 27.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 13.7}",182.68,210803867648,Technology,Software - Application,,,False,244.3,-25.2,3,False,207.77,290.0,160.0,26,strong_buy,13.7,334.01,82.8,200.4,9.7,4.31,7.88,1.31,37.4,2.5,1.46,True,-1.38,20.7,30.6,49.0,2026-10-21,False,False,8,STRONG,5.09,146.7,0.71,34.0,,,,2026-09-02T09:02:13.442386,DAX40,70.6,3.0,0.0,3.0,5.0,1.71,15.0,CONFIRMED_UPTREND,13.7,-32.6,,0,,False,2,0.965,False,-24.0,43.18,0.79,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
SGE.L,The Sage Group plc,57.4,⭐ AVERAGE,🟡 Average,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables | FCF declarado (632,249,984) se aparta del derivado de flujo operativo menos capex (471,000",55.0,50.0,74.5,50.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 14.6},{},"{'rs_3m': 19.9, 'rs_6m': 14.7}","{'roe_pct': 75.6, 'debt_to_equity': 9.19, 'current_ratio': 0.62, 'operating_margin_pct': 22.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 6.3}",1054.0,9471580160,Technology,Software - Application,,,False,1181.0,-10.8,5,False,1119.94,1349.0,850.0,18,buy,6.3,,,,,6.68,0.7,2.06,55.0,22.0,2.09,,,,14.3,78.0,2026-11-19,False,False,6,NEUTRAL,4.72,374.3,1.28,30.5,,,,2026-09-02T09:02:49.182345,FTSE100,61.0,6.0,5.0,0.0,3.0,0.79,15.0,CONFIRMED_UPTREND,,,,0,,False,2,1.073,False,-10.69,36.67,19.86,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
AMS.MC,"Amadeus IT Group, S.A.",55.4,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (2,912,250,112) se aparta del derivado de flujo operativo menos capex (1,380,799,936)",50.0,50.0,54.5,70.0,65.0,,,,,-4.7,False,0,1.0,False,0,"{'eps_growth_yoy': -4.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 19.9}","{'revenue_growth_yoy': 1.0, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 9.0, 'rs_6m': -5.8}","{'roe_pct': 26.5, 'debt_to_equity': 0.79, 'current_ratio': 0.74, 'operating_margin_pct': 28.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 20.3}",56.76,23838443520,Technology,Information Technology Services,,,False,69.76,-18.6,4,False,68.28,80.9,51.0,21,buy,20.3,102.03,79.8,30.3,-46.6,12.22,6.93,2.65,50.8,1.54,1.73,True,-6.06,20.4,-2.6,65.0,2026-11-06,False,False,7,NEUTRAL,6.87,473.7,,24.0,,,,2026-09-02T09:01:45.432529,IBEX35,58.2,8.0,5.0,3.0,0.0,2.54,0.0,CONFIRMED_UPTREND,20.3,3.7,,0,,False,2,0.816,False,-16.14,25.53,-0.49,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
RMV.L,Rightmove plc,63.8,⭐⭐ GOOD,🟡 Good,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",60.0,50.0,66.5,100.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 49.7},{},"{'rs_3m': 10.7, 'rs_6m': 0.9}","{'roe_pct': 282.4, 'debt_to_equity': 0.07, 'current_ratio': 1.53, 'operating_margin_pct': 66.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 11.2}",491.4,3603943168,Communication Services,Internet Content & Information,,,False,747.2,-34.2,3,False,546.26,745.0,420.0,19,hold,11.2,,,,,5.37,0.26,2.11,37.2,11.0,1.57,,,,1.7,177.0,2027-02-26,False,False,6,NEUTRAL,7.78,637.5,3.33,28.1,,,,2026-09-02T09:02:46.527198,FTSE100,57.5,6.0,5.0,0.0,1.0,1.4,0.0,CONFIRMED_UPTREND,,,,0,,False,2,1.051,False,-34.3,25.41,5.89,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
AUTO.L,Autotrader Group plc,59.9,⭐ AVERAGE,🟡 Average,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",60.0,50.0,54.5,90.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 47.1},{},"{'rs_3m': 5.1, 'rs_6m': -6.2}","{'roe_pct': 60.2, 'debt_to_equity': 0.52, 'current_ratio': 1.73, 'operating_margin_pct': 62.2}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 12.7}",498.5,3874646272,Communication Services,Internet Content & Information,,,False,828.8,-39.9,0,False,562.06,800.0,410.0,18,none,12.7,,,,,6.29,0.31,2.2,32.0,12.0,1.38,,,,2.5,64.0,2026-11-05,False,False,5,NEUTRAL,9.17,332.4,2.23,30.7,,,,2026-09-02T09:02:05.081339,FTSE100,56.0,6.0,5.0,0.0,1.0,1.59,0.0,CONFIRMED_UPTREND,,,,0,UNRELIABLE/INSUFFICIENT (0),False,1,1.068,False,-39.97,18.84,-1.32,downtrend,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
ASSA-B.ST,ASSA ABLOY AB (publ),69.9,⭐⭐ GOOD,🟡 Good,SEK,SEK,False,True,False,0.9482,"acciones × precio no cuadra con la capitalización (ratio 0.9482): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",90.0,60.0,54.5,70.0,65.0,,,,,15.9,True,1,3.3,True,1,"{'eps_growth_yoy': 15.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.8}","{'revenue_growth_yoy': 3.3, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 5.4, 'rs_6m': -17.8}","{'roe_pct': 15.6, 'debt_to_equity': 0.64, 'current_ratio': 1.01, 'operating_margin_pct': 16.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 17.0}",348.7,387327721472,Industrials,Security & Protection Services,,,False,396.9,-12.1,3,False,407.9,500.0,340.0,21,buy,17.0,,,,,4.75,17.47,1.79,41.7,6.4,1.7,False,,,15.9,55.0,2026-10-27,False,False,8,STRONG,5.05,118.2,1.43,12.7,,,,2026-09-02T09:01:55.423220,OMXSTO,55.0,3.0,5.0,0.0,5.0,2.12,0.0,CONFIRMED_UPTREND,,,,0,,False,0,0.745,False,-11.56,11.8,-12.89,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
LR.PA,Legrand SA,71.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,80.0,80.0,50.0,75.0,65.0,,,,,8.5,True,1,14.7,True,2,"{'eps_growth_yoy': 8.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.0}","{'revenue_growth_yoy': 14.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -5.0, 'rs_6m': -12.1}","{'roe_pct': 18.2, 'debt_to_equity': 1.03, 'current_ratio': 1.58, 'operating_margin_pct': 19.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 20.9}",134.9,35362156544,Industrials,Electrical Equipment & Parts,,,False,166.95,-19.2,2,False,163.11,200.0,114.0,19,buy,20.9,72.91,-46.0,49.7,-63.2,2.92,3.93,1.74,47.9,2.38,1.92,True,-0.32,11.3,5.9,64.0,2026-11-05,False,False,6,NEUTRAL,4.53,45.7,2.37,23.9,,,,2026-09-02T09:02:29.372824,CAC40,53.7,0.0,5.0,3.0,3.0,2.61,0.0,CONFIRMED_UPTREND,-46.0,75.5,ALTA,0,,False,1,0.818,False,-18.22,11.96,-7.43,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
DSY.PA,Dassault Systèmes SE,75.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,95.0,60.0,66.5,85.0,60.0,,,,,16.1,True,1,6.6,True,1,"{'eps_growth_yoy': 16.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 21.3}","{'revenue_growth_yoy': 6.6, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 10.3, 'rs_6m': 8.3}","{'roe_pct': 15.1, 'debt_to_equity': 0.36, 'current_ratio': 1.99, 'operating_margin_pct': 23.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 6.3}",22.2,29171107840,Technology,Software - Application,,,False,30.36,-26.9,4,False,23.61,33.35,17.0,19,buy,6.3,40.9,84.2,29.1,31.1,4.34,0.96,1.18,27.8,0.27,0.67,True,-0.62,,22.3,56.0,2026-10-28,False,False,8,STRONG,5.52,42.9,0.5,28.1,,,,2026-09-02T09:02:44.104015,CAC40,50.2,3.0,0.0,3.0,5.0,0.79,0.0,CONFIRMED_UPTREND,31.1,-51.4,,0,,False,2,0.792,False,-26.03,41.92,13.18,uptrend,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
RACE.MI,Ferrari N.V.,80.3,🏆 ELITE,🟢 Elite,EUR,EUR,False,True,True,1.0,"FCF declarado (1,001,981,760) se aparta del derivado de flujo operativo menos capex (1,463,988,912)",100.0,70.0,66.5,90.0,60.0,,,,,21.2,True,2,9.7,True,2,"{'eps_growth_yoy': 21.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 22.2}","{'revenue_growth_yoy': 9.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 14.8, 'rs_6m': 7.2}","{'roe_pct': 45.4, 'debt_to_equity': 0.86, 'current_ratio': 2.43, 'operating_margin_pct': 31.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 9.4}",354.8,62361358336,Consumer Cyclical,Auto Manufacturers,,,False,431.2,-17.7,6,False,388.02,430.4,330.0,19,buy,9.4,112.84,-68.2,93.83,-73.6,1.61,5.7,0.99,39.0,3.62,0.68,True,-1.28,63.9,10.1,61.0,2026-11-03,False,False,9,STRONG,3.27,46.9,3.19,20.0,,,,2026-09-02T09:02:16.423384,FTSEMIB,50.1,0.0,0.0,3.0,3.0,1.18,0.0,CONFIRMED_UPTREND,-68.2,80.3,ALTA,0,,False,2,0.871,False,-16.87,33.25,12.15,uptrend,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
PGHN.SW,Partners Group Holding AG,54.8,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,,60.0,50.0,30.0,85.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 49.3},{},"{'rs_3m': -7.2, 'rs_6m': -27.0}","{'roe_pct': 54.8, 'debt_to_equity': 1.14, 'current_ratio': 1.67, 'operating_margin_pct': 60.7}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 22.4}",670.4,17285015552,Financial Services,Asset Management,,,False,1158.0,-42.1,0,False,820.77,1050.0,680.0,13,hold,22.4,1070.36,59.7,494.12,-26.3,7.78,52.13,6.28,86.7,46.0,3.64,,,,4.4,,,False,False,7,NEUTRAL,8.01,75.9,1.3,31.1,,,,2026-09-02T09:01:27.676989,SMI20,48.9,6.0,0.0,0.0,1.0,2.8,0.0,CONFIRMED_UPTREND,22.4,5.7,,0,,False,0,1.074,False,-39.23,5.6,-22.21,downtrend,stage1,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
