ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
7741.T,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-02
ABT,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-02
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 7/7) | Piotroski fuerte (7.0/9),2026-09-02
AJG,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-02
AON,WATCH,3,Piotroski fuerte (8.0/9),2026-09-02
ASAZY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-02
ATLKY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-02
AUTO.L,BEST,5,Mejor FCF en Communication Services (6.3% vs media sector 6.7%),2026-09-02
AXP,CONFIRM,13,Smart money: 1 HF + 0 insiders (conv 36) | Mejor FCF en Financial Services (7.3% vs media sector 5.2%),2026-09-02
BR,BEST,14,"Opciones TIER2 (q=60): VALUE strong (78pts), FCF 5.7% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (5.7% vs media sector 4.5%)",2026-09-02
BRK-B,CAUTION,-3,Señal salida MEDIUM: Score cayó 23pts (55 → 33) | Mejor FCF en Financial Services (6.7% vs media sector 5.2%),2026-09-02
BRO,BEST,5,Mejor FCF en Financial Services (6.8% vs media sector 5.2%),2026-09-02
CB,CAUTION,-1,Thesis drift MEDIUM: Score cayó 12pts en 44d (48→35) | Mejor FCF en Financial Services (8.0% vs media sector 5.2%),2026-09-02
CBOE,CAUTION,-6,Thesis drift MEDIUM: Upside analistas cayó 9pp (11%→2%) | Caro vs peers en Financial Services (FCF rank 20/20) | Piotroski fuerte (8.0/9),2026-09-02
CDNS,WATCH,0,Caro vs peers en Technology (FCF rank 14/15) | Piotroski fuerte (7.0/9),2026-09-02
CHD,WATCH,3,Piotroski fuerte (7.0/9),2026-09-02
CLPBY,CAUTION,2,Thesis drift MEDIUM: FCF yield cayó 24.5pp (28.9%→4.4%) | Piotroski fuerte (7.0/9) | Mejor FCF en Healthcare (4.4% vs media sector 3.4%),2026-09-02
CNI,WATCH,3,Piotroski fuerte (7.0/9),2026-09-02
COST,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-02
CPRT,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-02
CSU.TO,BEST,5,Mejor FCF en Technology (6.0% vs media sector 4.5%),2026-09-02
CTAS,CAUTION,-8,Señal salida MEDIUM: Score cayó 23pts (56 → 33) | Caro vs peers en Industrials (FCF rank 27/27) | Piotroski fuerte (8.0/9),2026-09-02
DBOEY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-02
DHR,CAUTION,-6,Thesis drift MEDIUM: Upside analistas cayó 10pp (21%→10%),2026-09-02
ETN,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-02
EXPN.L,WATCH,3,Piotroski fuerte (9.0/9),2026-09-02
FICO,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-02
HEI,REVISION_UP,8,Caro vs peers en Industrials (FCF rank 26/27) | Piotroski fuerte (8.0/9) | EPS revision STRONG_UP: EPS consensus ↑5.7% (7.86→8.31); Revenue estimate ↑5.6%,2026-09-02
HESAY,WATCH,3,Piotroski fuerte (8.0/9),2026-09-02
ICE,CAUTION,-11,"Thesis drift MEDIUM: Upside analistas cayó 14pp (30%→16%) | Señal salida MEDIUM: Score cayó 51pts (87 → 36) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Piotroski fuerte (8.0/9)",2026-09-02
IDXX,WATCH,0,Caro vs peers en Healthcare (FCF rank 10/11) | Piotroski fuerte (8.0/9),2026-09-02
INTU,CAUTION,0,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos) | EPS revision STRONG_UP: EPS consensus ↑7.9% (30.37→32.78),2026-09-02
ISRG,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-02
ITRK.L,BEST,5,Mejor FCF en Industrials (5.1% vs media sector 3.2%),2026-09-02
JKHY,CAUTION,-3,Thesis drift MEDIUM: Score cayó 12pts en 44d (52→41) | Piotroski fuerte (9.0/9),2026-09-02
KO,CONFIRM,8,Caro vs peers en Consumer Defensive (FCF rank 8/8) | Smart money: 1 HF + 0 insiders (conv 33) | Piotroski fuerte (7.0/9),2026-09-02
MA,CAUTION,-11,"Thesis drift MEDIUM: Score cayó 37pts en 44d (81→44) | Señal salida MEDIUM: Score cayó 32pts (76 → 44) — caída técnica/momentum, balance sólido (Piotroski 9/9) | Piotroski fuerte (9.0/9)",2026-09-02
MCO,CONFIRM,8,Caro vs peers en Financial Services (FCF rank 17/20) | Smart money: 1 HF + 0 insiders (conv 38) | Piotroski fuerte (8.0/9),2026-09-02
MRSH,CAUTION,0,"Thesis drift MEDIUM: Score cayó 12pts en 44d (48→36) | Opciones TIER2 (q=45): VALUE weak (36pts), FCF 5.3%",2026-09-02
MSCI,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-02
MSFT,CAUTION,-9,Thesis drift MEDIUM: Score cayó 47pts en 44d (91→44) | Señal salida MEDIUM: Score cayó 48pts (92 → 44) | Caro vs peers en Technology (FCF rank 15/15) | Smart money: 1 HF + 0 insiders (conv 28),2026-09-02
NDAQ,WATCH,0,Caro vs peers en Financial Services (FCF rank 16/20) | Piotroski fuerte (9.0/9),2026-09-02
NDSN,BEST,8,Piotroski fuerte (7.0/9) | Mejor FCF en Industrials (3.5% vs media sector 3.2%),2026-09-02
ORLY,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-02
OTIS,BEST,5,Mejor FCF en Industrials (5.3% vs media sector 3.2%),2026-09-02
PEP,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-02
PGR,BEST,5,Mejor FCF en Financial Services (11.8% vs media sector 5.2%),2026-09-02
RACE,WATCH,0,Caro vs peers en Consumer Cyclical (FCF rank 9/10) | Piotroski fuerte (9.0/9),2026-09-02
SAP,CAUTION,-11,"Thesis drift MEDIUM: Score cayó 36pts en 44d (83→47) | Señal salida MEDIUM: Score cayó 31pts (78 → 47) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Piotroski fuerte (8.0/9)",2026-09-02
SPGI,WATCH,3,Piotroski fuerte (7.0/9),2026-09-02
TJX,WATCH,3,Piotroski fuerte (7.0/9),2026-09-02
TT,WATCH,3,Piotroski fuerte (9.0/9),2026-09-02
TW,WATCH,3,Piotroski fuerte (8.0/9),2026-09-02
TYL,WATCH,9,Short squeeze MEDIUM: 10.6% short · Short moderado (10.6% del float); Piotroski 8/9 — calidad mejorando | Piotroski fuerte (8.0/9),2026-09-02
V,CAUTION,-11,Señal salida MEDIUM: Score cayó 32pts (87 → 55) | Caro vs peers en Financial Services (FCF rank 18/20),2026-09-02
VEEV,CAUTION,1,Thesis drift MEDIUM: Upside analistas cayó 19pp (24%→5%) | Piotroski fuerte (7.0/9) | EPS revision UP: EPS consensus ↑4.6% (10.02→10.47); Revenue estimate ↑4.1%,2026-09-02
VLTO,BEST,5,Mejor FCF en Industrials (3.4% vs media sector 3.2%),2026-09-02
VRSK,BEST,8,Piotroski fuerte (7.0/9) | Mejor FCF en Industrials (4.2% vs media sector 3.2%),2026-09-02
VRSN,CONFIRM,17,"Smart money: 1 HF + 1 insiders (conv 40) | Opciones TIER2 (q=55): VALUE weak (49pts), INSIDER CONF | Piotroski fuerte (8.0/9)",2026-09-02
WCN,WATCH,-3,Caro vs peers en Industrials (FCF rank 24/27),2026-09-02
WM,WATCH,3,Piotroski fuerte (8.0/9),2026-09-02
WMT,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-02
WST,WATCH,0,Caro vs peers en Healthcare (FCF rank 11/11) | Piotroski fuerte (7.0/9),2026-09-02
ZTS,BEST,5,Mejor FCF en Healthcare (6.3% vs media sector 3.4%),2026-09-02
