ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
9999.HK,"NetEase, Inc.",191.5,HKD,88.0,A,88.0,ROE 22.1% | Potencial +31% analistas | FCF yield 6.5% | Margen 30% | Dividendo 2.3% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,249.94,30.5,20,6.5,3.81,2.32,,22.1,11.6,15.6,29.8,6.1,-22.8,,NTES,,,2026-08-18,0,
2020.HK,ANTA Sports Products Limited,71.65,HKD,85.0,A,85.0,ROE 22.5% | Potencial +43% analistas | FCF yield 8.1% | Dividendo 3.0% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,102.62,43.2,30,8.1,5.4,2.99,,22.5,11.1,12.8,16.9,12.4,-32.6,,,,,2026-08-18,0,
005930.KS,"Samsung Electronics Co., Ltd.",270750.0,KRW,83.0,A,83.0,ROE 30.8% | P/E 4.0x (vs 11x mercado) | Potencial +74% analistas | Crecimiento ingresos +130% | Margen 31%,2,0,Technology,Korea,🇰🇷,21.2,471908.2,74.3,37,3.2,9.29,,,30.8,4.0,,30.9,129.9,-27.7,,SSNLF,,,2026-08-18,0,
ITUB4.SA,Itaú Unibanco Holding S.A.,38.38,BRL,78.0,A,78.0,ROE 21.5% | P/E 7.5x | Potencial +25% | Crecimiento ingresos +18% | Margen 33% | Dividendo 2.3% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,48.15,25.5,13,,3.18,2.29,,21.5,7.5,9.1,32.6,17.5,-22.7,FCF no comparable (sector financiero),ITUB,,,2026-08-18,0,
0700.HK,Tencent Holdings Limited,438.4,HKD,77.0,A,77.0,ROE 19.9% | Potencial +52% analistas | Margen 30% | Dividendo 1.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,666.87,52.1,42,3.8,6.51,1.19,,19.9,12.1,14.8,29.9,11.0,-35.8,,TCEHY,,,2026-08-18,0,
TOTS3.SA,TOTVS S.A.,30.57,BRL,74.0,A,74.0,ROE 17.0% | Potencial +58% analistas | Crecimiento ingresos +36% | Margen 22% | Dividendo 2.8% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Technology,Brazil,🇧🇷,9.0,48.23,57.8,13,3.9,7.22,2.75,,17.0,14.4,19.9,21.6,36.1,-36.8,,,,,2026-08-18,0,
1299.HK,AIA Group Limited,71.7,HKD,74.0,A,74.0,P/E 10.7x | Potencial +46% analistas | Margen 24% | Dividendo 2.6% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,104.86,46.3,17,,5.78,2.63,,14.8,10.7,15.5,23.8,6.0,-22.2,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino,,,,2026-08-18,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",14.41,BRL,72.0,A,72.0,ROE 27.7% | Potencial +37% analistas | Margen 49% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,19.79,37.3,14,,4.66,6.03,,27.7,11.2,14.4,49.5,8.8,-29.1,FCF no comparable (sector financiero),,,,2026-08-18,0,
8035.T,Tokyo Electron Limited,56930.0,JPY,72.0,A,72.0,ROE 30.9% | Potencial +30% analistas | Crecimiento ingresos +33% | Margen 24% | Dividendo 1.2% | Mercado Japan CAPE 29 (26% descuento histórico),3,0,Technology,Japan,🇯🇵,29.4,74163.63,30.3,22,1.1,3.78,1.24,,30.9,44.5,45.5,23.6,33.3,-29.9,,,,,2026-08-18,0,
2382.HK,Sunny Optical Technology (Group) Company Limited,60.65,HKD,71.0,A,71.0,ROE 17.5% | Potencial +40% analistas | FCF negativo | Crecimiento ingresos +21% | Dividendo 2.0% | Mercado HongKong CAPE 11 (33% descuento histórico),3,1,Technology,HongKong,🇭🇰,10.7,84.96,40.1,22,-1.3,5.01,2.02,,17.5,11.9,12.3,10.7,21.3,-33.6,,,,,2026-08-18,0,
