ticker,data_quality,thesis_verdict,reasoning,confidence,score_adjustment,validated_at
RSG,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso y el histórico no está disponible, lo que genera dudas sobre la fiabilidad del modelo. Además, la tesis OVERVALUED se basa en una proyección de crecimiento de FCF y un EV/FCF target que puede no reflejar la realidad del mercado.",60,-5,2026-06-11T09:21:40+00:00
FAST,MIXED,BUY,"El dato de FCF forward no tiene consenso, lo que introduce incertidumbre en la proyección. Sin embargo, la empresa tiene un historial de generación de flujo de caja estable y el precio de compra sugerido ofrece una margen de seguridad significativa. La tesis BUY se basa en la expectativa de crecimiento de la empresa y la valoración razonable en relación con su histórico.",70,3,2026-06-11T09:21:40+00:00
MSI,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el margen de seguridad negativo y el precio de compra calculado significativamente inferior al precio actual.",80,-8,2026-06-11T09:21:40+00:00
CB,UNRELIABLE,INSUFFICIENT,"No se proporcionan datos históricos de FCF, lo que hace imposible evaluar la coherencia y tendencia de los flujos de efectivo. Además, no hay proyecciones de FCF forward, lo que limita la capacidad de evaluar la tesis de valoración. La falta de información sobre el ROIC y el NTM FCF yield también complica la evaluación.",0,0,2026-06-11T09:21:40+00:00
CHD,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso y el histórico no está disponible, lo que genera dudas sobre la fiabilidad del modelo. La tesis de sobrevaloración parece tener fundamentos sólidos debido al precio actual y la proyección de FCF, lo que sugiere que el precio de compra calculado es más atractivo que el actual.",70,-5,2026-06-11T09:21:40+00:00
ROP,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso y el histórico no está disponible, lo que genera dudas sobre la fiabilidad del modelo. Además, el resultado del modelo sugiere que la acción está sobrevalorada, lo que se refleja en el precio de compra calculado y el margen de seguridad negativo.",70,-5,2026-06-11T09:21:40+00:00
CBOE,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la coherencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo que sugiere un precio de compra más bajo y una baja margen de seguridad.",80,-8,2026-06-11T09:21:40+00:00
7741.T,MIXED,WATCH,"El dato subyacente es mixto debido a la falta de histórico de FCF y la proyección sin consenso, lo que genera incertidumbre. La tesis HOLD parece razonable considerando el upside negativo y la margen de seguridad, pero es importante esperar un mejor precio o más información para tomar una decisión informada.",60,0,2026-06-11T09:21:40+00:00
ISRG,MIXED,WATCH,"El dato subyacente es mixto debido a la falta de histórico de FCF y la proyección sin consenso, lo que genera incertidumbre. La tesis HOLD parece razonable considerando el upside negativo y la margen de seguridad negativa, pero es importante esperar un mejor precio o más información para tomar una decisión informada.",60,0,2026-06-11T09:21:40+00:00
BRK-B,UNRELIABLE,INSUFFICIENT,"No hay suficiente información disponible para evaluar la calidad del dato y la tesis implícita, ya que faltan datos históricos y proyecciones de FCF. El modelo no puede ser utilizado para tomar decisiones debido a la falta de datos.",0,0,2026-06-11T09:21:40+00:00
CNI,MIXED,BUY,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre. Sin embargo, la proyección de crecimiento y el margen de seguridad sugieren una inversión atractiva. La falta de histórico de FCF y la ausencia de red flags graves permiten considerar la tesis BUY como válida.",70,3,2026-06-11T09:21:40+00:00
SYK,MIXED,WATCH,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre en la proyección. Sin embargo, la empresa tiene un historial estable y el modelo sugiere un precio de compra razonable. La tesis HOLD parece adecuada considerando el upside limitado y la falta de red flags significativas.",60,0,2026-06-11T09:21:40+00:00
ERIE,MIXED,INSUFFICIENT,"El dato subyacente presenta algunos aspectos dudosos, como la falta de proyección de FCF forward y la cobertura de analistas baja, lo que reduce la confiabilidad del modelo. Además, la falta de información sobre el precio de compra y el margen de seguridad hace que no se pueda emitir un juicio claro sobre la tesis.",60,0,2026-06-11T09:21:40+00:00
MSFT,MIXED,BUY,"El dato de FCF es coherente en general, pero la caída en el último año y la proyección de crecimiento significativo en los próximos años generan alguna duda. Sin embargo, la tesis BUY se ve respaldada por el upside sólido y la margen de seguridad, aunque es importante monitorear la evolución del FCF y las proyecciones.",80,3,2026-06-11T09:21:40+00:00
AUTO.L,MIXED,AVOID,"El dato subyacente es mixto debido a la caída del FCF en el último año y la proyección de crecimiento futuro, lo que genera dudas sobre la consistencia del flujo de caja. La tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que indica un upside negativo y una margen de seguridad muy baja.",70,-5,2026-06-11T09:21:40+00:00
RELX,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la coherencia en el flujo de caja libre (FCF) y un histórico de al menos 3 años. Sin embargo, la tesis implícita de sobrevaloración parece correcta considerando el bajo margen de seguridad y el precio actual en comparación con el precio de compra calculado.",80,-8,2026-06-11T09:21:40+00:00
AJG,MIXED,AVOID,"El dato subyacente presenta algunas inconsistencias, como la caída del FCF en el último año y un ROIC inferior al coste capital estimado. Además, la deuda neta y la dilución de acciones son factores que afectan la confiabilidad del modelo. La tesis OVERVALUED parece correcta debido a la combinación de estos factores y el precio actual en relación con el valor calculado.",70,-5,2026-06-11T09:21:40+00:00
LRLCY,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la coherencia en el flujo de caja libre (FCF) y un histórico de al menos 3 años. Sin embargo, la tesis implícita de sobrevaloración parece correcta considerando el bajo NTM FCF yield y el EV/FCF target aplicado, lo que sugiere que el precio actual puede estar por encima de su valor justo.",80,-8,2026-06-11T09:21:40+00:00
CP,MIXED,BUY,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre. Sin embargo, la proyección de crecimiento y el margen de seguridad sugieren una oportunidad de inversión atractiva. La falta de información sobre el ROIC y el histórico de FCF limita la confianza en la evaluación.",70,3,2026-06-11T09:21:40+00:00
ZTS,MIXED,WATCH,"El dato subyacente es mixto debido a la falta de histórico de FCF y la proyección sin consenso, lo que genera incertidumbre. La tesis WATCH parece correcta ya que el precio de compra calculado es cercano al precio actual y el upside no es significativo.",60,0,2026-06-11T09:21:40+00:00
NOW,RELIABLE,WATCH,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. La tesis HOLD podría ser correcta considerando el upside negativo y la margen de seguridad también negativa, lo que sugiere que el precio actual podría estar cerca del valor justo, por lo que se recomienda esperar un mejor precio.",80,2,2026-06-11T09:21:40+00:00
INTU,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre en la proyección. Además, la falta de histórico de FCF y el ROIC desconocido limitan la confiabilidad del modelo. La tesis OVERVALUED parece plausible dada la diferencia significativa entre el precio actual y el precio de compra calculado.",60,-5,2026-06-11T09:21:40+00:00
SPGI,MIXED,AVOID,"El dato subyacente es mixto debido a la falta de histórico de FCF y la proyección sin consenso, lo que genera incertidumbre. La tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un precio de compra más bajo.",70,-5,2026-06-11T09:21:40+00:00
LSEG.L,MIXED,WATCH,"El dato subyacente es mixto debido a la falta de histórico de FCF y la proyección sin consenso, lo que genera incertidumbre. La tesis BUY no es del todo convincente debido a la falta de fundamentos sólidos y la proximidad al valor razonable.",60,0,2026-06-11T09:21:40+00:00
CME,MIXED,AVOID,"El dato subyacente presenta una volatilidad en el FCF histórico, especialmente entre 2022 y 2023, lo que genera dudas sobre la coherencia del flujo de caja. Además, la proyección forward del FCF parece optimista. La tesis OVERVALUED parece correcta debido a la alta valoración actual en relación con el FCF y el target return anual del 15%.",70,-5,2026-06-11T09:21:40+00:00
FICO,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso y el histórico no está disponible, lo que genera dudas sobre la fiabilidad del modelo. La tesis de sobrevaloración se basa en una proyección de crecimiento de FCF y un múltiplo de valoración objetivo, pero la falta de datos históricos y el carácter proyectado de los flujos de efectivo futuros introducen incertidumbre.",60,-5,2026-06-11T09:21:40+00:00
ITW,MIXED,AVOID,"El dato de FCF histórico y forward parece coherente, pero la caída de FCF en los últimos años y la proyección de un aumento significativo en 2029 generan dudas sobre la fiabilidad del dato. La tesis OVERVALUED parece correcta debido a la alta valoración actual y la falta de fundamentos sólidos para justificar un crecimiento significativo en el futuro.",70,-5,2026-06-11T09:21:40+00:00
DHR,MIXED,BUY,"El dato de flujo de caja libre (FCF) es coherente en las proyecciones, pero la falta de histórico y la ausencia de consenso en las proyecciones forward generan dudas. Sin embargo, la tesis de compra se ve respaldada por el upside sólido y la margen de seguridad, lo que sugiere que el precio actual puede ser atractivo.",70,3,2026-06-11T09:21:40+00:00
ETN,MIXED,WATCH,"El dato subyacente es mixto debido a la falta de histórico de FCF y a que las proyecciones forward no tienen consenso, lo que introduce incertidumbre. La tesis HOLD parece razonable considerando el upside limitado y la margen de seguridad negativa, pero es importante esperar un mejor precio o más información para tomar una decisión informada.",60,0,2026-06-11T09:21:40+00:00
CSU.TO,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso y el histórico no está disponible, lo que genera dudas sobre la fiabilidad del modelo. La tesis OVERVALUED parece correcta debido a la gran brecha entre el precio actual y el precio de compra calculado, lo que sugiere una sobrevaloración.",70,-5,2026-06-11T09:21:40+00:00
CLPBY,MIXED,BUY,"El dato de FCF es coherente en las proyecciones, pero la falta de histórico y la ausencia de consenso en las proyecciones forward generan dudas. Sin embargo, la tesis BUY se ve respaldada por el upside sólido y la margen de seguridad significativa.",70,3,2026-06-11T09:21:40+00:00
