ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
7741.T,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-11
ADP,AVOID,-12,Thesis drift HIGH (46d): Margen op. cayó 6.7pp (30.2%→23.5%),2026-09-11
AI.PA,WATCH,-4,Caro vs peers en Basic Materials (FCF rank 9/9) | EPS revision DOWN: EPS consensus ↓3.3% (-0.68→-0.70); Revenue estimate ↑1.8% | Piotroski fuerte (7.0/9),2026-09-11
AJG,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-11
AME,WATCH,4,EPS revision UP: EPS consensus ↑2.8% (9.58→9.85); Revenue estimate ↑6.6%,2026-09-11
AON,CAUTION,-9,"Thesis drift MEDIUM: Score cayó 29pts en 46d (60→31) | Señal salida MEDIUM: Score cayó 20pts (51 → 31) | EPS revision DOWN: EPS consensus ↓2.9% (20.25→19.67); Revenue estimate ↑8.0% | Opciones TIER2 (q=55): VALUE weak (31pts), INSIDER CONF | Piotroski fuerte (8.0/9)",2026-09-11
ASAZY,AVOID,-12,Thesis drift HIGH (46d): Score cayó 47pts en 46d (87→40) | Señal salida MEDIUM: Score cayó 16pts (56 → 40) | Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (4.9% vs media sector 3.2%),2026-09-11
ATLKY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-11
AUTO.L,BEST,5,Mejor FCF en Communication Services (6.4% vs media sector 6.1%),2026-09-11
AXP,EXIT,-2,Señal salida HIGH: Score cayó 32pts (90 → 59) | Smart money: 1 HF + 0 insiders (conv 33) | Mejor FCF en Financial Services (7.4% vs media sector 5.5%),2026-09-11
BR,BEST,14,"Opciones TIER2 (q=60): VALUE strong (88pts), FCF 6.1% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (6.1% vs media sector 5.2%)",2026-09-11
BRK-B,CAUTION,-8,Señal salida MEDIUM: Score cayó 19pts (55 → 36),2026-09-11
BRO,BEST,5,Mejor FCF en Financial Services (7.4% vs media sector 5.5%),2026-09-11
CB,BEST,5,Mejor FCF en Financial Services (8.0% vs media sector 5.5%),2026-09-11
CBOE,WATCH,0,Caro vs peers en Financial Services (FCF rank 21/21) | Piotroski fuerte (8.0/9),2026-09-11
