Ticker,Insider,Title,Date,InsiderName,TradeDate,FilingDate,Type,Price,Qty,Owned,Value,Source,ScrapedAt,Chart_Daily,Chart_Weekly
2026-09-24 06:11:53,LEN,Lennar Corp /New/,10%,Berkshire Hathaway Inc,2026-09-17,2026-09-21,P - Purchase,77.42,2743529,24247326,212%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/LEN_d.png,reports/graphs/LEN_w.png
2026-09-24 06:11:53,GRAB,Grab Holdings Ltd,CEO,Tan Anthony Ping Yeow,2026-09-21,2026-09-21,P - Purchase,2.89,10350000,10778498,29%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/GRAB_d.png,reports/graphs/GRAB_w.png
2026-09-24 06:11:53,GSAT,"Globalstar, Inc.","Dir, 10%",Monroe James III,2026-09-18,2026-09-21,P - Purchase,82.52,361600,74419849,29%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/GSAT_d.png,reports/graphs/GSAT_w.png
2026-09-24 06:11:53,GME,Gamestop Corp.,"Pres, CEO, COB",Cohen Ryan,2026-09-21,2026-09-21,P - Purchase,22.94,1150680,40498522,26%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/GME_d.png,reports/graphs/GME_w.png
2026-09-24 06:11:53,ETRA,"Electra Therapeutics, Inc.","Dir, 10%",Gordon Carl L,2026-09-21,2026-09-23,P - Purchase,15.0,1333333,1758279,19%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/ETRA_d.png,reports/graphs/ETRA_w.png
2026-09-24 06:11:53,ETRA,"Electra Therapeutics, Inc.","Dir, 10%",Orbimed Advisors LLC,2026-09-21,2026-09-23,P - Purchase,15.0,1333333,1758279,19%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/ETRA_d.png,reports/graphs/ETRA_w.png
2026-09-24 06:11:53,GPI,Group 1 Automotive Inc,10%,"Conifer Management, L.L.C.",2026-09-17,2026-09-21,P - Purchase,256.78,65650,1512290,16%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/GPI_d.png,reports/graphs/GPI_w.png
2026-09-24 06:11:53,CRBG,"Corebridge Financial, Inc.",10%,Nippon Life Insurance Co,2026-09-16,2026-09-18,P - Purchase,35.02,320785,123301092,11%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/CRBG_d.png,reports/graphs/CRBG_w.png
2026-09-24 06:11:53,CV,"Capsovision, Inc",10%,Harari Eliyahou Et Al,2026-09-18,2026-09-23,P - Purchase,5.69,1757469,878734,9%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/CV_d.png,reports/graphs/CV_w.png
2026-09-24 06:11:53,CRBG,"Corebridge Financial, Inc.",10%,Nippon Life Insurance Co,2026-09-21,2026-09-23,P - Purchase,35.08,212828,123820013,7%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/CRBG_d.png,reports/graphs/CRBG_w.png
2026-09-24 06:11:53,ENHA,Enhanced Group Inc.,"Dir, 10%",Apeiron Investment Group Ltd.,2026-09-17,2026-09-21,P - Purchase,1.15,6080047,43343818,6%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/ENHA_d.png,reports/graphs/ENHA_w.png
2026-09-24 06:11:53,CRBG,"Corebridge Financial, Inc.",10%,Nippon Life Insurance Co,2026-09-17,2026-09-21,P - Purchase,35.2,174760,123475852,6%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/CRBG_d.png,reports/graphs/CRBG_w.png
2026-09-24 06:11:53,BBD,Bank Bradesco,Exec Officer,De Oliveira Andre Luis Duarte,2026-09-18,2026-09-21,P - Purchase,17.98,309111,553173,5%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/BBD_d.png,reports/graphs/BBD_w.png
2026-09-24 06:11:53,CV,"Capsovision, Inc",10%,Shen Ching Hang,2026-09-15,2026-09-23,P - Purchase,5.69,878734,7279261,4%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/CV_d.png,reports/graphs/CV_w.png
2026-09-24 06:11:53,CRBG,"Corebridge Financial, Inc.",10%,Nippon Life Insurance Co,2026-09-18,2026-09-22,P - Purchase,34.88,131333,123607185,4%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/CRBG_d.png,reports/graphs/CRBG_w.png
2026-09-24 06:11:53,OFIX,Orthofix Medical Inc.,10%,"Juniper Investment Company, LLC",2026-09-18,2026-09-23,P - Purchase,8.81,310000,4792043,2%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/OFIX_d.png,reports/graphs/OFIX_w.png
2026-09-24 06:11:53,BBD,Bank Bradesco,Dir,Alvarez Denise Aguiar,2026-09-18,2026-09-22,P - Purchase,17.98,130596,6002223,2%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/BBD_d.png,reports/graphs/BBD_w.png
2026-09-24 06:11:53,BBD,Bank Bradesco,Exec Officer,Paris Roberto De Jesus,2026-09-18,2026-09-22,P - Purchase,17.98,96702,367829,1%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/BBD_d.png,reports/graphs/BBD_w.png
2026-09-24 06:11:53,BBD,Bank Bradesco,Exec Officer,Fernandes Oswaldo Tadeu,2026-09-18,2026-09-22,P - Purchase,17.98,79782,348575,1%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/BBD_d.png,reports/graphs/BBD_w.png
2026-09-24 06:11:53,CYBN,Cybin Inc.,CEO,Halstead Michael,2026-09-21,2026-09-21,P - Purchase,13.47,100000,168568,1%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/CYBN_d.png,reports/graphs/CYBN_w.png
2026-09-24 06:11:53,BCBP,Bcb Bancorp Inc,CEO,Obrien Thomas M,2026-09-18,2026-09-22,P - Purchase,7.75,160000,869220,1%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/BCBP_d.png,reports/graphs/BCBP_w.png
2026-09-24 06:11:53,BBD,Bank Bradesco,Exec Officer,Ramalho Miranda Jose Augusto,2026-09-18,2026-09-22,P - Purchase,17.98,63719,220933,1%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/BBD_d.png,reports/graphs/BBD_w.png
2026-09-24 06:11:53,BBD,Bank Bradesco,Exec Officer,Machado Silvana Rosa,2026-09-18,2026-09-22,P - Purchase,17.98,62048,235449,1%,OpenInsider.com,2026-09-24 06:11:53,reports/graphs/BBD_d.png,reports/graphs/BBD_w.png
