ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
7741.T,WATCH,-3,Caro vs peers en Healthcare (FCF rank 12/12),2026-04-27
ADP,CAUTION,-11,Thesis drift MEDIUM: Score cayó 24pts en 46d (64→39) | Señal salida MEDIUM: Score cayó 24pts (64 → 39) | Piotroski fuerte (8.0/9),2026-04-27
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 5/5) | Piotroski fuerte (7.0/9),2026-04-27
AON,CAUTION,-6,Thesis drift MEDIUM: Score cayó 21pts en 46d (66→45) | Señal salida MEDIUM: Score cayó 21pts (66 → 45) | Piotroski fuerte (8.0/9) | Mejor FCF en Financial Services (4.4% vs media sector 3.9%),2026-04-27
ATLKY,BEST,5,Mejor FCF en Industrials (26.7% vs media sector 4.9%),2026-04-27
AUTO.L,WATCH,3,Piotroski fuerte (8.0/9),2026-04-27
AWK,CAUTION,-5,Value trap MEDIUM: FCF negativo (-9.1%) — quema caja pese a valuación barata | Piotroski fuerte (8.0/9),2026-04-27
AXP,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-04-27
AZO,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-04-27
BR,CAUTION,6,"Señal salida MEDIUM: Earnings en 3d — alta incertidumbre, considera reducir | Opciones TIER2 (q=53): VALUE (61pts), FCF 6.6% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (6.6% vs media sector 4.1%)",2026-04-27
BRO,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-04-27
CB,CAUTION,-8,Quality decay MEDIUM: Salud financiera cayó 10pts (65 → 55/100),2026-04-27
CDNS,CAUTION,-14,"Thesis drift MEDIUM: Score cayó 11pts en 46d (50→39) | Señal salida MEDIUM: Earnings en 0d — alta incertidumbre, considera reducir | Caro vs peers en Technology (FCF rank 17/17) | Piotroski fuerte (7.0/9)",2026-04-27
CHD,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-04-27
CL,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-04-27
CLPBY,BEST,8,Piotroski fuerte (7.0/9) | Mejor FCF en Healthcare (23.9% vs media sector 4.3%),2026-04-27
CNI,WATCH,3,Piotroski fuerte (7.0/9),2026-04-27
COST,CAUTION,-3,Thesis drift MEDIUM: Score cayó 12pts en 46d (43→31) | Piotroski fuerte (7.0/9),2026-04-27
CP,WATCH,3,Piotroski fuerte (7.0/9),2026-04-27
CPRT,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-04-27
CSU.TO,BEST,5,Mejor FCF en Technology (5.2% vs media sector 4.1%),2026-04-27
CTAS,CAUTION,-6,Thesis drift MEDIUM: Score cayó 10pts en 46d (57→47) | Caro vs peers en Industrials (FCF rank 15/18) | Piotroski fuerte (8.0/9),2026-04-27
DHR,BEST,5,Mejor FCF en Healthcare (3.6% vs media sector 4.3%),2026-04-27
EXPN.L,BEST,5,Mejor FCF en Industrials (5.4% vs media sector 4.9%),2026-04-27
FAST,CAUTION,-6,Thesis drift MEDIUM: Score cayó 27pts en 46d (61→33) | Caro vs peers en Industrials (FCF rank 18/18) | Piotroski fuerte (8.0/9),2026-04-27
