ticker,company_name,strategy,quality,reversion_score,current_price,entry_zone,target,stop_loss,risk_reward,detected_date,rsi,drawdown_pct,support_level,resistance_level,distance_to_support_pct,volume_ratio,rally_pct,pullback_pct,sma_50,sma_200,trend,volume_decrease
KKR,KKR &,Oversold Bounce,⭐⭐⭐ EXCELENTE,100,92.19,$114.78 - $119.47,139.04,111.27,0.0,2026-02-24,26.4,-35.3,117.13,139.04,-21.3,1.69,,,,,,
DASH,"DoorDash,",Oversold Bounce,⭐⭐⭐ EXCELENTE,100,164.66,$183.98 - $191.48,258.31,178.34,0.0,2026-02-24,23.9,-29.9,187.73,258.31,-12.3,1.52,,,,,,
ALIT,"Alight,",Oversold Bounce,⭐⭐⭐ EXCELENTE,100,0.72,$1.89 - $1.96,2.36,1.83,0.0,2026-02-24,11.2,-69.5,1.93,2.36,-62.7,1.86,,,,,,
WYY,WidePoint,Oversold Bounce,⭐⭐⭐ EXCELENTE,100,4.33,$5.2 - $5.42,7.34,5.04,0.0,2026-02-24,15.6,-41.3,5.31,7.34,-18.5,2.44,,,,,,
RPD,"Rapid7,",Oversold Bounce,⭐⭐⭐ EXCELENTE,100,6.12,$15.3 - $15.93,18.76,14.83,0.0,2026-02-24,11.4,-63.4,15.62,18.76,-60.8,1.23,,,,,,
FLYW,Flywire,Oversold Bounce,⭐⭐⭐ EXCELENTE,100,10.64,$12.79 - $13.31,13.99,12.4,0.0,2026-02-24,26.2,-28.2,13.05,13.99,-18.5,1.26,,,,,,
SCKT,"Socket Mobile,",Oversold Bounce,⭐⭐⭐ EXCELENTE,100,0.96,$0.95 - $0.98,1.19,0.92,5.43,2026-02-24,27.5,-27.8,0.97,1.19,-0.5,3.78,,,,,,
ACVA,ACV Auctions,Oversold Bounce,⭐⭐⭐ EXCELENTE,100,5.68,$7.57 - $7.87,8.98,7.33,0.0,2026-02-24,22.6,-36.7,7.72,8.98,-26.4,2.37,,,,,,
CRM,"Salesforce,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,178.16,$230.6 - $240.02,264.61,223.54,0.0,2026-02-24,24.2,-33.1,235.31,264.61,-24.3,1.13,,,,,,
SQNS,Sequansmmunications S.A.,Oversold Bounce,⭐⭐⭐ EXCELENTE,80,2.77,$5.27 - $5.49,6.75,5.11,0.0,2026-02-24,28.8,-59.0,5.38,6.75,-48.5,0.61,,,,,,
