ticker,vcp_score,vcp_quality,stage,consolidation_quality,current_price_x,ml_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price_y,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,target_change_7d_pct,target_change_30d_pct,upgrade_days_14d,downgrade_days_14d,target_revision_bonus,piotroski_bonus,magic_formula_rank,hedge_fund_count,hedge_fund_names,oe_ai_adjustment,oe_ai_verdict,cerebro_signal,cerebro_score_adj,days_in_list,ml_win_probability,ml_win_label,momentum_score,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage
V,0.0,,,,,58.0,Visa Inc.,69.5,Financial Services,Credit Services,85.0,70.0,36.0,85.0,65.0,326.6,621109510144.0,15.0,14.1,False,down,14.2,False,0.0,10.4,True,1.0,1.3,2.6,False,359.66,-9.2,2.0,False,"{'roe_pct': 60.3, 'debt_to_equity': 0.67, 'current_ratio': 1.09, 'operating_margin_pct': 67.3}","{'eps_growth_yoy': np.float64(14.2), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 51.7}",398.83,450.0,330.0,36.0,strong_buy,22.1,532.49,63.0,343.8,5.3,3.36,12.56,0.82,22.0,0.7,True,-3.43,43.6,35.5,35.0,2026-07-28,False,False,6.0,NEUTRAL,4.24,381.9,0.62,BULLISH,0.46,100.0,7.0,3.0,18.200000000000003,0.0,17.4,20.8,2026-06-23 08:04:01,2026-06-23,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,1688.1,25.0,38.2,15.0,False,down,14.1,0.0,False,0.0,True,1.0,2.0,11.0,29.0,65.5,Medio,26.9,0.0,0.0,3.0,-5.0,5.0,0.0,0.0,0.0,False,1/3,71.69999999999999,0.0,3.0,0.0,3.0,5.0,0.0,0.02,0.0,0.0,0.0,2.0,29.0,1,Berkshire Hathaway (Buffett),3,MIXED/BUY (+3),CONFIRM,5.0,46,0.4018,MEDIA,8.45,⭐ GOOD,🟢 Excellent,,,,,,,,False,1,0.97,False,-8.55,11.36,-16.17,sideways,stage1
ADP,63.73809523809524,Excellent,Stage Unknown,19.96163463419413,209.7100067138672,15.0,"Automatic Data Processing, Inc.",73.0,Technology,Software - Application,100.0,80.0,24.0,85.0,55.0,214.6,85782978560.0,15.0,6.1,False,up,49.3,True,1.0,15.8,True,2.0,4.3,5.3,False,315.98,-32.1,1.0,False,"{'roe_pct': 71.2, 'debt_to_equity': 0.69, 'current_ratio': 1.04, 'operating_margin_pct': 30.2}","{'eps_growth_yoy': np.float64(49.3), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.1}",246.8,305.0,190.0,15.0,hold,15.0,239.06,11.4,112.67,-47.5,5.54,11.88,3.17,60.5,2.04,True,-2.08,13.5,4.2,36.0,2026-07-29,False,False,8.0,STRONG,6.63,192.0,1.68,BULLISH,0.0,60.0,2.0,0.0,33.9,25.5,4.5,21.9,2026-06-23 08:04:01,2026-06-23,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",MEGA_FLOAT,398.8,25.0,51.9,15.0,False,up,6.1,2.0,True,1.0,True,2.0,5.0,19.0,29.0,37.9,Bajo 50%,11.7,0.0,0.0,0.0,-5.0,5.0,0.0,0.0,0.0,False,1/3,59.95,0.0,6.0,5.0,3.0,1.0,0.0,0.19,0.0,0.0,0.0,10.0,7.0,0,,0,MIXED/WATCH (0),WATCH,9.0,46,0.3385,MEDIA,31.66904761904762,🔵 DECENT,🟡 Good,,,,,,,,False,1,0.891,False,-30.2,14.92,-27.41,sideways,stage1
NDAQ,0.0,,,,,60.1,"Nasdaq, Inc.",58.3,Financial Services,Financial Data & Stock Exchanges,85.0,50.0,24.0,60.0,65.0,82.61,46719324160.0,15.0,2.0,False,down,14.8,False,0.0,2.2,False,0.0,1.9,2.4,False,101.79,-18.8,2.0,False,"{'roe_pct': 16.2, 'debt_to_equity': 0.79, 'current_ratio': 1.0, 'operating_margin_pct': 48.4}","{'eps_growth_yoy': np.float64(14.8), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 35.3}",106.53,120.0,82.0,15.0,buy,29.0,116.95,41.6,99.6,20.6,3.34,2.76,1.36,32.5,1.28,True,-2.25,7.8,33.8,30.0,2026-07-23,False,False,9.0,STRONG,4.49,205.3,0.55,,,,,,7.5,0.0,18.0,17.5,2026-06-23 08:04:01,2026-06-23,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,ACCUMULATION,65,"Moderate accumulation (1.0x ratio, 49% up volume)",MEGA_FLOAT,503.0,23.0,35.5,15.0,False,down,2.0,0.0,False,0.0,False,0.0,0.0,21.0,29.0,31.0,Bajo 50%,11.2,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,65.825,0.0,3.0,0.0,3.0,5.0,0.0,0.06,0.0,0.0,0.0,10.0,23.0,0,,8,RELIABLE/BUY (+8),WATCH,3.0,46,0.3914,MEDIA,0.0,🔵 DECENT,🟡 Good,,,,,,,,False,1,1.209,False,-18.29,7.89,-23.14,downtrend,stage1
AON,65.41666666666667,Excellent,Stage Unknown,16.497723976732345,325.9700012207031,84.0,Aon plc,75.8,Financial Services,Insurance Brokers,100.0,90.0,24.0,80.0,65.0,313.63,66984136704.0,15.0,1.3,False,down,109.3,False,0.0,21.2,True,2.0,1.4,1.9,False,381.0,-17.7,1.0,False,"{'roe_pct': 46.4, 'debt_to_equity': 1.55, 'current_ratio': 1.07, 'operating_margin_pct': 35.8}","{'eps_growth_yoy': np.float64(109.3), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}",382.37,436.0,298.0,19.0,buy,21.9,597.35,90.5,493.76,57.4,4.99,15.65,1.05,16.4,0.76,True,-1.87,7.4,19.0,31.0,2026-07-24,False,False,8.0,STRONG,6.85,141.9,0.54,,,,,,38.1,26.2,25.2,22.7,2026-06-23 08:04:01,2026-06-23,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",MEGA_FLOAT,210.9,30.0,74.1,15.0,False,down,1.3,0.0,False,0.0,True,2.0,2.0,26.0,29.0,13.8,Bottom 25%,4.2,-3.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,47.42,0.0,3.0,0.0,3.0,5.0,-0.45,-0.64,0.0,0.0,0.0,10.0,10.0,0,,-8,RELIABLE/AVOID (-8),WATCH,3.0,46,0.2668,BAJA,32.788333333333334,🔵 DECENT,🟡 Good,,,,,,,,False,0,0.986,False,-17.29,3.24,-21.88,downtrend,stage1
PGR,0.0,,,,,50.0,Progressive Corporation (The),51.0,Financial Services,Insurance - Property & Casualty,50.0,50.0,36.0,75.0,50.0,207.38,120736636928.0,15.0,15.5,False,down,-11.2,False,0.0,0.8,False,0.0,1.2,2.4,False,267.93,-22.6,2.0,False,"{'roe_pct': 37.9, 'debt_to_equity': 0.26, 'current_ratio': 0.3, 'operating_margin_pct': 16.4}","{'eps_growth_yoy': np.float64(-11.2), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 12.9}",230.19,313.0,190.0,21.0,hold,11.0,520.64,151.1,196.6,-5.2,12.84,26.63,6.7,70.7,1.93,True,-0.49,53.3,3.9,22.0,2026-07-15,False,False,6.0,NEUTRAL,11.39,,1.29,,,,,,0.0,0.0,,15.3,2026-06-23 08:04:01,2026-06-23,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 52% up volume)",MEGA_FLOAT,582.1,23.0,21.9,15.0,False,down,15.5,0.0,False,0.0,False,0.0,0.0,13.0,29.0,58.6,Medio,23.8,0.0,0.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,2/3,61.400000000000006,0.0,8.0,0.0,3.0,1.0,-0.29,-0.23,0.0,0.0,0.0,2.0,,0,,8,RELIABLE/BUY (+8),REVISION_UP,13.0,35,,,0.0,🔵 DECENT,🟡 Average,,,,,,,,False,1,1.024,False,-17.58,10.39,-12.82,sideways,stage1
7741.T,0.0,,,,,50.0,HOYA CORP,60.8,Healthcare,Medical Instruments & Supplies,60.0,50.0,50.0,95.0,60.0,26485.0,8859616804864.0,,,,,,,0.0,,,0.0,,,False,30400.0,-12.9,6.0,False,"{'roe_pct': 25.1, 'debt_to_equity': 0.04, 'current_ratio': 4.81, 'operating_margin_pct': 27.3}",{'profit_margin_pct': 26.7},30380.0,34000.0,23100.0,15.0,strong_buy,14.7,9051.9,-65.8,7445.1,-71.9,1.92,508.94,1.09,39.7,0.74,,,,7.5,37.0,2026-07-31,False,False,6.0,NEUTRAL,3.88,33.1,5.17,,,,,,24.1,0.0,,18.2,2026-06-23 08:04:01,2026-06-23,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 42% up volume)",MEGA_FLOAT,334.5,10.0,26.1,,,,,0.0,,0.0,,0.0,0.0,10.0,29.0,69.0,Medio,27.8,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,2/3,52.07,5.0,0.0,0.0,0.0,3.0,0.89,1.33,1.0,0.0,0.0,2.0,105.0,0,,0,MIXED/WATCH (0),,0.0,13,,,22.58,🔵 DECENT,🟡 Average,,,,,,,,False,2,1.007,False,-12.88,63.76,-0.23,sideways,stage2
MSCI,0.0,,,,,82.7,MSCI Inc.,66.2,Financial Services,Financial Data & Stock Exchanges,100.0,60.0,36.0,50.0,65.0,580.85,42243821568.0,15.0,20.3,False,flat,33.7,True,1.0,10.1,False,0.0,2.8,2.5,False,644.68,-9.9,5.0,False,"{'current_ratio': 0.86, 'operating_margin_pct': 53.7}","{'eps_growth_yoy': np.float64(33.7), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 40.7}",690.44,730.0,550.0,16.0,buy,18.9,703.29,21.1,524.4,-9.7,2.86,16.58,1.41,42.5,1.01,True,-6.36,7.7,49.1,28.0,2026-07-21,False,False,8.0,STRONG,3.52,851.3,0.52,BULLISH,0.0,50.0,1.0,0.0,55.7,0.0,24.8,19.9,2026-06-23 08:04:01,2026-06-23,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 47% up volume)",HIGH_FLOAT,68.9,2.0,44.7,15.0,False,flat,20.3,0.0,True,1.0,False,0.0,2.0,21.0,29.0,31.0,Bajo 50%,11.2,0.0,0.0,3.0,3.0,5.0,0.0,0.0,0.0,False,2/3,42.215,0.0,0.0,0.0,3.0,5.0,0.27,0.73,0.0,0.0,0.0,10.0,40.0,0,,-8,RELIABLE/AVOID (-8),WATCH,0.0,46,0.4045,MEDIA,20.12,🔵 DECENT,🟡 Average,HOLD,65.0,Close to ATH (-9.9% from high) - wait for pullback | Strong upside (+18.9%) - analyst support,-9.9,NEUTRAL,BUY,False,False,2,1.057,False,-9.9,16.8,-6.89,sideways,stage2
KO,0.0,,,,,39.5,Coca-Cola Company (The),63.0,Consumer Defensive,Beverages - Non-Alcoholic,85.0,40.0,47.6,80.0,60.0,79.53,342176432128.0,35.0,42.2,False,down,3.0,True,1.0,-0.5,True,1.0,1.1,3.1,False,84.04,-5.4,6.0,False,"{'roe_pct': 43.4, 'debt_to_equity': 1.25, 'current_ratio': 1.36, 'operating_margin_pct': 35.1}","{'eps_growth_yoy': np.float64(3.0), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.8}",85.97,92.0,71.38,24.0,buy,8.1,19.84,-75.1,57.88,-27.2,0.91,0.73,2.67,64.8,2.89,True,-0.25,11.1,18.2,28.0,2026-07-21,False,False,7.0,NEUTRAL,4.71,91.1,1.25,NEUTRAL,0.68,80.0,5.0,3.0,38.8,0.0,11.8,18.9,2026-06-23 08:04:01,2026-06-23,CONFIRMED_UPTREND,TRADE,True,83,Passes Minervini Template (5/6 criteria),NEUTRAL,45,"No clear pattern (0.9x ratio, 46% up volume)",MEGA_FLOAT,3874.0,5.0,30.8,35.0,False,down,42.2,0.0,True,1.0,True,1.0,5.0,12.0,29.0,62.1,Medio,24.3,0.0,0.0,3.0,5.0,0.0,0.0,0.0,0.0,False,2/3,53.175,0.0,0.0,3.0,3.0,5.0,0.0,-0.1,0.0,0.0,0.0,5.0,44.0,1,Berkshire Hathaway (Buffett),3,MIXED/BUY (+3),CONFIRM,8.0,44,0.0442,BAJA,22.8,🔵 DECENT,🟡 Average,,,,,,,,True,3,1.097,False,-4.76,24.19,3.59,uptrend,stage3
PG,0.0,,,,,11.4,Procter & Gamble Company (The),60.2,Consumer Defensive,Household & Personal Products,80.0,50.0,36.0,70.0,60.0,147.68,343887478784.0,15.0,16.6,False,down,8.8,True,1.0,1.7,False,0.0,1.2,3.3,False,167.25,-11.7,3.0,False,"{'roe_pct': 31.1, 'debt_to_equity': 0.68, 'current_ratio': 0.73, 'operating_margin_pct': 23.0}","{'eps_growth_yoy': np.float64(8.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 19.2}",163.43,186.0,145.0,23.0,buy,10.7,90.6,-38.7,68.4,-53.7,3.7,5.47,2.88,61.8,2.47,True,-1.41,25.6,4.1,36.0,2026-07-29,False,False,6.0,NEUTRAL,5.7,88.2,3.59,BULLISH,0.07,70.0,4.0,1.0,10.0,0.0,3.4,18.1,2026-06-23 08:04:01,2026-06-23,CONFIRMED_UPTREND,TRADE,False,33,150 MA below 200 MA - not in Stage 2,ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 53% up volume)",MEGA_FLOAT,2324.3,23.0,21.5,15.0,False,down,16.6,0.0,True,1.0,False,0.0,2.0,14.0,29.0,55.2,Medio,18.8,0.0,0.0,3.0,0.0,5.0,0.0,0.0,0.0,False,2/3,57.65,0.0,3.0,3.0,3.0,1.0,0.0,-0.21,0.0,0.0,0.0,2.0,33.0,0,,8,RELIABLE/BUY (+8),,0.0,34,0.0848,BAJA,15.02,⚪ WEAK,🟡 Average,,,,,,,,False,1,0.906,False,-11.04,8.89,-7.98,sideways,stage1
BRO,0.0,,,,,74.7,"Brown & Brown, Inc.",72.2,Financial Services,Insurance Brokers,100.0,90.0,15.0,75.0,55.0,58.24,19740321792.0,15.0,4.4,False,down,84.4,True,2.0,50.5,True,1.0,6.4,4.5,False,111.1,-47.6,0.0,False,"{'roe_pct': 11.9, 'debt_to_equity': 0.64, 'current_ratio': 1.02, 'operating_margin_pct': 47.2}","{'eps_growth_yoy': np.float64(84.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 18.4}",71.5,90.0,60.0,16.0,hold,22.8,66.09,13.5,30.7,-47.3,7.71,4.49,1.11,20.5,0.65,True,-1.91,5.0,-3.2,34.0,2026-07-27,False,False,4.0,NEUTRAL,6.24,175.4,,,,,,,15.1,0.0,22.4,21.7,2026-06-23 08:04:01,2026-06-23,CONFIRMED_UPTREND,TRADE,False,0,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.8x ratio, 44% up volume)",MEGA_FLOAT,292.0,30.0,44.1,15.0,False,down,4.4,0.0,True,2.0,True,1.0,8.0,26.0,29.0,13.8,Bottom 25%,4.2,-3.0,1.0,0.0,-5.0,0.0,0.0,0.0,0.0,False,1/3,49.615,0.0,6.0,0.0,3.0,0.0,0.0,-2.05,0.0,1.0,0.0,0.0,12.0,0,,0,MIXED/WATCH (0),BEST,5.0,27,0.3744,MEDIA,0.0,⚪ WEAK,🟡 Average,,,,,,,,False,0,0.854,False,-47.11,8.23,-38.74,downtrend,stage1
