ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at
AJG,Arthur J. Gallagher & Co.,80.8,🏆 ELITE,🟢 Elite,100.0,100.0,46.7,70.0,60.0,35.0,31.2,False,up,124.7,True,1,47.7,True,2,"{'eps_growth_yoy': 124.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.4}","{'revenue_growth_yoy': 47.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 7.5, 'rs_6m': -13.8, 'rs_line_percentile': 31.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 7.0, 'debt_to_equity': 0.56, 'current_ratio': 1.06, 'operating_margin_pct': 28.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 9.2}",253.09,65029451776,Financial Services,Insurance Brokers,2.7,3.6,False,316.71,-20.1,4.0,False,276.33,388.0,225.0,18.0,buy,9.2,106.23,-58.0,100.12,-60.4,1.66,4.2,1.11,42.9,2.8,1.01,True,-0.48,4.2,16.2,17.0,2026-07-30,False,True,6.0,NEUTRAL,3.26,77.9,1.05,33.0,,,,2026-07-13T06:57:33.525886
AON,Aon plc,79.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,46.7,80.0,60.0,35.0,30.5,False,up,109.3,False,0,21.2,True,2,"{'eps_growth_yoy': 109.3, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}","{'revenue_growth_yoy': 21.2, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 3.1, 'rs_6m': -8.4, 'rs_line_percentile': 30.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 46.4, 'debt_to_equity': 1.55, 'current_ratio': 1.07, 'operating_margin_pct': 35.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 9.1}",356.94,76234153984,Financial Services,Insurance Brokers,1.8,2.0,False,381.0,-6.3,3.0,False,389.58,445.0,298.0,19.0,buy,9.1,597.35,67.4,493.22,38.2,4.38,15.65,0.92,16.4,3.28,0.76,True,-1.64,7.4,19.0,16.0,2026-07-29,False,True,8.0,STRONG,6.15,141.9,0.62,31.4,0.8,0.02,-30.6,2026-07-13T06:56:45.816824
TECK,Teck Resources Ltd,79.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,62.4,70.0,40.0,60.0,68.5,False,flat,297.6,False,0,94.9,True,1,"{'eps_growth_yoy': 297.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.9}","{'revenue_growth_yoy': 94.9, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -5.4, 'rs_6m': 11.4, 'rs_line_percentile': 68.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'flat', 'rs_line_score': 60}","{'roe_pct': 5.9, 'debt_to_equity': 0.37, 'operating_margin_pct': 39.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -17.5}",59.82,29305477120,Basic Materials,Other Industrial Metals & Mining,,2.6,False,71.25,-16.0,6.0,False,49.36,68.2,33.82,3.0,hold,-17.5,,,79.8,33.4,,,0.59,13.3,0.35,0.99,True,-2.15,4.5,51.5,10.0,2026-07-23,False,True,8.0,STRONG,6.85,6.5,0.15,51.0,0.4,0.01,-50.6,2026-07-13T07:03:31.234615
HEI,Heico Corporation,79.1,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,70.0,60.3,90.0,60.0,60.0,56.3,False,up,31.8,True,1,19.9,True,1,"{'eps_growth_yoy': 31.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.1}","{'revenue_growth_yoy': 19.9, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 10.0, 'rs_6m': -10.0, 'rs_line_percentile': 56.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 17.2, 'debt_to_equity': 0.48, 'current_ratio': 2.92, 'operating_margin_pct': 25.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 10.0}",350.92,49009238016,Industrials,Aerospace & Defense,1.5,1.4,False,369.48,-5.0,7.0,True,386.05,471.0,290.0,20.0,buy,10.0,544.34,55.1,168.3,-52.0,1.44,12.84,0.07,4.3,0.25,0.1,False,,9.0,48.2,43.0,2026-08-25,False,False,8.0,STRONG,1.97,52.3,1.06,29.8,,,,2026-07-13T06:58:58.592448
CDNS,"Cadence Design Systems, Inc.",78.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,60.0,71.4,85.0,60.0,60.0,58.8,False,up,109.7,False,0,15.6,False,0,"{'eps_growth_yoy': 109.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 21.2}","{'revenue_growth_yoy': 15.6, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 33.2, 'rs_6m': 10.4, 'rs_line_percentile': 58.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 20.7, 'debt_to_equity': 0.47, 'current_ratio': 1.47, 'operating_margin_pct': 29.7}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 1.2}",384.17,105960235008,Technology,Software - Application,2.2,2.1,False,416.69,-7.8,6.0,False,388.78,450.0,275.0,25.0,strong_buy,1.2,178.28,-53.6,98.9,-74.3,1.41,5.44,,,,,True,-0.94,14.4,23.0,14.0,2026-07-27,False,True,7.0,NEUTRAL,1.52,44.0,1.78,24.0,0.4,0.02,-23.6,2026-07-13T06:59:10.646577
INTU,Intuit Inc.,77.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,100.0,15.0,85.0,70.0,15.0,2.1,False,down,704.2,True,2,123.4,True,2,"{'eps_growth_yoy': 704.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.9}","{'revenue_growth_yoy': 123.4, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -32.7, 'rs_6m': -67.6, 'rs_line_percentile': 2.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 22.5, 'debt_to_equity': 0.33, 'current_ratio': 1.45, 'operating_margin_pct': 47.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 76.3}",274.96,75211726848,Technology,Software - Application,6.1,2.4,False,813.7,-66.2,0.0,False,484.73,921.0,275.0,32.0,buy,76.3,387.99,41.1,175.37,-36.2,6.96,19.13,1.75,28.3,4.8,0.65,True,-5.43,24.8,10.7,38.0,2026-08-20,False,False,9.0,STRONG,6.74,97.0,0.94,40.1,,,,2026-07-13T06:56:11.879419
WST,"West Pharmaceutical Services, I",77.6,⭐⭐⭐ EXCELLENT,🟢 Excellent,80.0,70.0,79.4,95.0,60.0,80.0,85.5,False,up,5.3,True,1,10.2,True,1,"{'eps_growth_yoy': 5.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.8}","{'revenue_growth_yoy': 10.2, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 26.6, 'rs_6m': 18.7, 'rs_line_percentile': 85.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 19.1, 'debt_to_equity': 0.11, 'current_ratio': 2.71, 'operating_margin_pct': 21.7}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 3.5}",353.71,24988760064,Healthcare,Medical Instruments & Supplies,3.8,2.9,False,367.66,-3.8,8.0,True,365.93,410.0,310.0,14.0,strong_buy,3.5,165.47,-53.2,223.8,-36.7,1.1,3.9,0.25,11.5,0.88,0.25,True,-1.2,336.2,56.1,10.0,2026-07-23,False,True,7.0,NEUTRAL,,,0.66,19.5,,,,2026-07-13T06:57:58.135962
TW,Tradeweb Markets Inc.,76.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,90.0,27.0,85.0,70.0,15.0,5.0,False,down,33.5,False,0,20.4,True,2,"{'eps_growth_yoy': 33.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 40.3}","{'revenue_growth_yoy': 20.4, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -30.7, 'rs_6m': -15.7, 'rs_line_percentile': 5.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 14.2, 'debt_to_equity': 0.02, 'current_ratio': 5.93, 'operating_margin_pct': 46.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 32.7}",97.86,21336025088,Financial Services,Capital Markets,3.1,1.9,False,147.49,-33.6,1.0,False,129.86,201.0,105.0,14.0,buy,32.7,,,121.5,24.2,,,0.58,12.4,0.56,0.4,True,-0.73,636.1,27.4,17.0,2026-07-30,False,True,8.0,STRONG,5.96,57.1,0.54,42.2,1.6,0.04,-40.6,2026-07-13T06:56:37.218543
ADP,"Automatic Data Processing, Inc.",76.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,80.0,42.3,85.0,50.0,15.0,22.4,False,up,49.3,True,1,15.8,True,2,"{'eps_growth_yoy': 49.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.1}","{'revenue_growth_yoy': 15.8, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 17.7, 'rs_6m': -17.6, 'rs_line_percentile': 22.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 71.2, 'debt_to_equity': 0.69, 'current_ratio': 1.04, 'operating_margin_pct': 30.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 4.2}",241.92,96703717376,Technology,Software - Application,4.2,4.8,False,315.98,-23.4,3.0,False,252.13,305.0,190.0,15.0,hold,4.2,239.06,-1.2,112.56,-53.5,4.91,11.88,2.81,60.5,6.8,2.04,True,-1.85,13.5,4.2,16.0,2026-07-29,False,True,8.0,STRONG,5.89,192.0,1.89,31.8,,,,2026-07-13T06:54:47.265632
FICO,Fair Isaac Corporation,76.1,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,33.0,70.0,65.0,15.0,20.1,False,up,45.5,True,2,28.9,True,2,"{'eps_growth_yoy': 45.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 33.7}","{'revenue_growth_yoy': 28.9, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 24.2, 'rs_6m': -31.2, 'rs_line_percentile': 20.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'current_ratio': 2.22, 'operating_margin_pct': 58.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 22.3}",1250.9,29009504256,Technology,Software - Application,11.2,6.7,True,1998.01,-37.4,2.0,False,1529.55,2400.0,707.0,20.0,buy,22.3,1335.91,6.8,945.6,-24.4,2.52,31.5,,,,0.09,True,-6.24,7.2,69.0,16.0,2026-07-29,False,True,7.0,NEUTRAL,2.89,996.8,0.33,38.0,,,,2026-07-13T06:57:07.714504
NUE,Nucor Corporation,75.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,85.0,70.0,72.3,80.0,60.0,60.0,64.0,False,down,23.2,True,1,12.3,True,1,"{'eps_growth_yoy': 23.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 6.8}","{'revenue_growth_yoy': 12.3, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 11.1, 'rs_6m': 26.2, 'rs_line_percentile': 64.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 12.3, 'debt_to_equity': 0.32, 'current_ratio': 2.9, 'operating_margin_pct': 11.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.9}",227.37,51781455872,Basic Materials,Steel,2.5,2.4,False,270.9,-16.1,6.0,False,261.2,285.0,138.17,16.0,buy,14.9,,,302.1,32.9,-0.74,-1.69,0.99,22.0,2.24,1.41,True,-1.01,22.4,382.1,14.0,2026-07-27,False,True,6.0,NEUTRAL,4.76,11.9,0.03,38.7,0.8,0.02,-37.9,2026-07-13T07:02:33.716770
VEEV,Veeva Systems Inc.,75.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,80.0,30.3,85.0,65.0,15.0,18.0,False,up,30.3,True,1,11.9,True,2,"{'eps_growth_yoy': 30.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 28.4}","{'revenue_growth_yoy': 11.9, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 14.2, 'rs_6m': -31.2, 'rs_line_percentile': 18.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 13.9, 'debt_to_equity': 0.01, 'current_ratio': 4.74, 'operating_margin_pct': 30.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 28.7}",190.12,30883719168,Healthcare,Health Information Services,5.0,2.5,False,310.5,-38.8,1.0,False,244.59,350.0,165.0,27.0,buy,28.7,183.94,-3.3,82.49,-56.6,4.08,7.75,,,,,True,-0.73,,14.6,51.0,2026-09-02,False,False,7.0,NEUTRAL,3.87,14.1,1.3,47.0,,,,2026-07-13T06:57:12.108164
