ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,eu_insider_bonus,market_regime,oe_ai_adjustment,oe_ai_verdict
DB1.DE,DEUTSCHE BOERSE AG            N,71.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,50.0,64.0,80.0,60.0,,,,,11.4,True,1,8.5,False,0,"{'eps_growth_yoy': 11.4, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.3}","{'revenue_growth_yoy': 8.5, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -11.6, 'rs_6m': 10.6}","{'roe_pct': 19.2, 'debt_to_equity': 0.65, 'current_ratio': 1.01, 'operating_margin_pct': 43.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 13.9}",250.9,45690376192,Financial Services,Financial Data & Stock Exchanges,,,False,269.6,-6.9,6,False,285.83,310.0,240.0,12.0,buy,13.9,,,137.01,-45.4,,,1.67,35.7,4.2,1.87,,,,12.2,9,2026-07-22,False,True,5,NEUTRAL,6.1,66.8,1.56,22.2,,,,2026-07-13T07:22:41.844118,DAX40,63.7,0.0,5.0,0.0,3.0,1.74,0.0,15.0,CONFIRMED_UPTREND,0,
AMS.MC,"AMADEUS IT GROUP, S.A.",58.0,⭐ AVERAGE,🟡 Average,65.0,60.0,30.0,70.0,70.0,,,,,-4.1,True,1,3.4,True,1,"{'eps_growth_yoy': -4.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.4}","{'revenue_growth_yoy': 3.4, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -11.9, 'rs_6m': -26.7}","{'roe_pct': 26.0, 'debt_to_equity': 0.7, 'current_ratio': 0.77, 'operating_margin_pct': 28.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 33.4}",50.38,21597251584,Technology,Information Technology Services,,,False,73.6,-31.5,0,False,67.2,80.9,50.0,22.0,buy,33.4,40.6,-19.4,30.5,-39.5,5.01,2.52,3.04,46.6,1.54,1.73,True,-7.64,21.7,5.1,18,2026-07-31,False,True,7,NEUTRAL,7.46,473.7,2.55,27.1,,,,2026-07-13T07:23:18.587223,IBEX35,61.2,6.0,8.0,3.0,3.0,4.18,3.0,0.0,CONFIRMED_UPTREND,0,
G24.DE,Scout24 SE                    N,68.7,⭐⭐ GOOD,🟡 Good,95.0,60.0,34.5,75.0,70.0,,,,,37.0,False,0,14.0,False,0,"{'eps_growth_yoy': 37.0, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 37.4}","{'revenue_growth_yoy': 14.0, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 1.4, 'rs_6m': -22.3}","{'roe_pct': 17.7, 'debt_to_equity': 0.25, 'current_ratio': 0.22, 'operating_margin_pct': 55.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 43.0}",74.2,5247088640,Communication Services,Internet Content & Information,,,False,122.8,-39.6,1,False,106.12,140.0,86.0,17.0,strong_buy,43.0,,,108.3,46.0,,,2.06,36.6,1.5,1.51,,,44.1,40.6,24,2026-08-06,False,False,6,NEUTRAL,5.17,635.9,0.38,26.9,,,,2026-07-13T07:23:45.035169,DAX40,52.5,0.0,5.0,0.0,5.0,5.38,3.0,8.0,CONFIRMED_UPTREND,-8,RELIABLE/AVOID (-8)
SAP.DE,SAP SE                        I,65.2,⭐⭐ GOOD,🟡 Good,90.0,50.0,30.0,85.0,70.0,,,,,13.8,True,1,5.8,False,0,"{'eps_growth_yoy': 13.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 19.6}","{'revenue_growth_yoy': 5.8, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': -15.8, 'rs_6m': -42.1}","{'roe_pct': 16.4, 'debt_to_equity': 0.17, 'current_ratio': 1.07, 'operating_margin_pct': 30.0}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 53.1}",137.74,160819593216,Technology,Software - Application,,,False,267.1,-48.4,0,False,210.88,290.0,154.99,25.0,strong_buy,53.1,133.62,-3.0,62.5,-54.6,5.06,6.98,1.82,37.7,2.5,1.45,True,-2.54,21.9,9.3,10,2026-07-23,False,True,8,STRONG,6.8,146.7,1.76,35.2,,,,2026-07-13T07:23:47.834713,DAX40,58.1,6.0,5.0,3.0,3.0,6.64,3.0,0.0,CONFIRMED_UPTREND,0,
WKL.AS,WOLTERS KLUWER,51.0,⭐ AVERAGE,🟡 Average,60.0,50.0,30.0,50.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 21.4},{},"{'rs_3m': -18.0, 'rs_6m': -38.7}","{'roe_pct': 111.7, 'debt_to_equity': 6.23, 'current_ratio': 0.65, 'operating_margin_pct': 24.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 50.7}",61.04,13622546432,Industrials,Specialty Business Services,,,False,144.25,-57.7,1,False,91.97,154.0,50.0,15.0,buy,50.7,187.27,206.8,169.2,177.2,7.23,4.42,4.21,43.1,2.52,1.81,,,,36.9,23,2026-08-05,False,False,7,NEUTRAL,9.96,668.9,0.27,27.2,,,,2026-07-13T07:22:30.876280,AEX25,57.4,6.0,8.0,0.0,5.0,6.34,3.0,0.0,CONFIRMED_UPTREND,0,
RMV.L,RIGHTMOVE PLC ORD 0.1P,57.0,⭐ AVERAGE,🟡 Average,60.0,50.0,30.0,100.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 51.1},{},"{'rs_3m': -10.6, 'rs_6m': -25.4}","{'roe_pct': 266.1, 'debt_to_equity': 0.09, 'current_ratio': 1.89, 'operating_margin_pct': 66.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 28.5}",436.35,3234153216,Communication Services,Internet Content & Information,,,False,827.0,-47.2,1,False,560.62,765.0,404.0,16.0,hold,28.5,671.0,53.8,470.0,7.7,5.94,0.26,2.45,36.2,0.11,1.52,,,,6.7,18,2026-07-31,False,True,6,NEUTRAL,8.89,637.5,0.77,29.4,,,,2026-07-13T07:24:22.472772,FTSE100,54.8,6.0,5.0,0.0,3.0,3.56,3.0,0.0,CONFIRMED_UPTREND,0,
EXPN.L,EXPERIAN PLC ORD USD0.10,51.8,⭐ AVERAGE,🟡 Average,55.0,50.0,30.0,65.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 17.8},{},"{'rs_3m': -12.9, 'rs_6m': -31.5}","{'roe_pct': 28.3, 'debt_to_equity': 1.0, 'current_ratio': 0.85, 'operating_margin_pct': 25.0}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 47.5}",2621.0,23227009024,Industrials,Consulting Services,,,False,4101.0,-36.1,1,False,3865.89,4720.92,2360.3,18.0,strong_buy,47.5,3385.0,29.1,2864.0,9.3,3.92,1.03,1.99,39.8,0.52,1.38,,,,23.1,128,2026-11-18,False,False,9,STRONG,7.55,646.3,0.66,19.8,,,,2026-07-13T07:23:37.633738,FTSE100,54.7,3.0,5.0,0.0,5.0,5.94,3.0,0.0,CONFIRMED_UPTREND,3,MIXED/BUY (+3)
LR.PA,LEGRAND,70.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,80.0,70.0,56.0,75.0,65.0,,,,,14.2,False,0,11.4,True,1,"{'eps_growth_yoy': 14.2, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 13.2}","{'revenue_growth_yoy': 11.4, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -15.6, 'rs_6m': 2.2}","{'roe_pct': 16.9, 'debt_to_equity': 0.85, 'current_ratio': 1.96, 'operating_margin_pct': 19.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 15.6}",139.35,36528664576,Industrials,Electrical Equipment & Parts,,,False,166.95,-16.5,5,False,161.11,190.0,114.0,19.0,buy,15.6,99.71,-28.4,66.93,-52.0,3.11,4.34,1.69,45.3,2.38,1.91,True,-0.42,11.6,9.7,16,2026-07-29,False,True,6,NEUTRAL,4.48,45.7,1.52,36.1,,,,2026-07-13T07:24:04.227232,CAC40,51.2,3.0,5.0,3.0,3.0,1.95,0.0,0.0,CONFIRMED_UPTREND,0,
SGE.L,THE SAGE GROUP PLC ORD 1 4/77P,49.0,⚠️ WEAK,🔴 Weak,55.0,50.0,30.0,50.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 14.6},{},"{'rs_3m': -13.1, 'rs_6m': -35.0}","{'roe_pct': 75.6, 'debt_to_equity': 9.19, 'current_ratio': 0.62, 'operating_margin_pct': 22.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 28.6}",833.0,7476460032,Technology,Software - Application,,,False,1335.0,-37.6,0,False,1071.0,1334.0,850.0,19.0,buy,28.6,1651.0,98.2,572.0,-31.3,8.46,0.7,2.71,55.0,0.22,2.1,,,,14.3,129,2026-11-19,False,False,6,NEUTRAL,5.87,374.3,1.01,28.0,,,,2026-07-13T07:24:24.950023,FTSE100,50.6,8.0,5.0,0.0,3.0,3.58,3.0,0.0,CONFIRMED_UPTREND,0,
AUTO.L,AUTOTRADER GROUP PLC ORD 1P,55.5,⭐ AVERAGE,🟡 Average,60.0,50.0,30.0,90.0,55.0,,,,,,,0,,,0,{'profit_margin_pct': 47.1},{},"{'rs_3m': -6.4, 'rs_6m': -22.1}","{'roe_pct': 60.2, 'debt_to_equity': 0.52, 'current_ratio': 1.73, 'operating_margin_pct': 62.2}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 15.5}",504.2,3962802432,Communication Services,Internet Content & Information,,,False,844.4,-40.3,1,False,582.47,830.0,410.0,17.0,none,15.5,499.0,-1.0,340.0,-32.6,6.15,0.31,2.32,32.0,0.12,0.99,,,,2.5,115,2026-11-05,False,False,5,NEUTRAL,9.29,332.4,2.24,16.0,,,,2026-07-13T07:23:39.988048,FTSE100,52.2,6.0,5.0,0.0,1.0,1.94,0.0,0.0,CONFIRMED_UPTREND,3,MIXED/BUY (+3)
