ticker,company_name,fundamental_score,tier,quality,price_currency,financial_currency,fx_applied,fx_reliable,per_share_reliable,shares_price_ratio,coherence_issues,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,eu_insider_bonus,market_regime,upside_triangulated_pct,upside_divergence_pts,upside_divergence,oe_ai_adjustment,oe_ai_verdict,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
SAP.DE,SAP SE,71.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,75.0,60.0,71.0,90.0,60.0,,,,,8.8,False,0,8.8,True,1,"{'eps_growth_yoy': 8.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.4}","{'revenue_growth_yoy': 8.8, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 22.5, 'rs_6m': 2.6}","{'roe_pct': 18.3, 'debt_to_equity': 0.22, 'current_ratio': 1.15, 'operating_margin_pct': 27.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 9.4}",188.12,217128910848,Technology,Software - Application,,,False,244.3,-23.0,4,False,205.77,290.0,160.0,26,strong_buy,9.4,334.01,77.6,200.4,6.5,4.19,7.88,1.33,37.4,2.5,1.46,True,-1.34,20.7,30.6,58,2026-10-21,False,False,8,STRONG,4.98,146.7,0.73,48.3,,,,2026-08-24T05:09:09.930957,DAX40,63.5,3.0,0.0,3.0,5.0,1.18,15.0,CONFIRMED_UPTREND,9.4,-32.6,,0,,False,1,0.874,False,-21.69,47.55,9.85,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
DB1.DE,Deutsche Börse AG,72.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,85.0,60.0,68.5,80.0,60.0,,,,,11.9,False,0,11.7,False,0,"{'eps_growth_yoy': 11.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 27.3}","{'revenue_growth_yoy': 11.7, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 9.3, 'rs_6m': 17.8}","{'roe_pct': 20.4, 'debt_to_equity': 0.58, 'current_ratio': 1.01, 'operating_margin_pct': 41.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 2.6}",282.9,51003379712,Financial Services,Financial Data & Stock Exchanges,,,False,283.9,-0.4,7,True,290.25,312.0,252.0,12,buy,2.6,276.91,-2.1,158.92,-43.8,4.28,12.1,1.48,36.2,4.2,1.87,,,,13.7,57,2026-10-20,False,False,5,NEUTRAL,5.46,66.8,1.52,19.0,,,,2026-08-24T05:08:03.136493,DAX40,61.9,3.0,0.0,0.0,3.0,0.32,15.0,CONFIRMED_UPTREND,-2.1,25.6,MEDIA,0,,True,3,0.883,False,-0.35,43.84,25.14,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
SGE.L,The Sage Group plc,59.5,⭐ AVERAGE,🟡 Average,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables | FCF declarado (632,249,984) se aparta del derivado de flujo operativo menos capex (471,000",55.0,50.0,85.0,50.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 14.6},{},"{'rs_3m': 25.3, 'rs_6m': 27.3}","{'roe_pct': 75.6, 'debt_to_equity': 9.19, 'current_ratio': 0.62, 'operating_margin_pct': 22.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 2.0}",1098.0,9855000576,Technology,Software - Application,,,False,1181.0,-7.0,4,False,1119.94,1349.0,850.0,18,buy,2.0,,,,,6.42,0.7,2.04,55.0,22.0,2.1,,,,14.3,87,2026-11-19,False,False,6,NEUTRAL,4.62,374.3,1.33,46.7,,,,2026-08-24T05:09:44.799228,FTSE100,61.8,6.0,5.0,0.0,3.0,0.25,15.0,CONFIRMED_UPTREND,,,,0,,False,2,0.918,False,-7.01,42.3,34.62,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
AMS.MC,"Amadeus IT Group, S.A.",56.6,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (2,912,250,112) se aparta del derivado de flujo operativo menos capex (1,380,799,936)",50.0,50.0,60.5,70.0,65.0,,,,,-4.7,False,0,1.0,False,0,"{'eps_growth_yoy': -4.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 19.9}","{'revenue_growth_yoy': 1.0, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 6.4, 'rs_6m': 9.9}","{'roe_pct': 26.5, 'debt_to_equity': 0.79, 'current_ratio': 0.74, 'operating_margin_pct': 28.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 19.2}",57.26,24048437248,Technology,Information Technology Services,,,False,73.02,-21.6,3,False,68.23,80.9,51.0,21,buy,19.2,102.03,78.2,30.3,-47.1,12.11,6.93,2.69,50.8,1.54,1.73,True,-6.01,20.4,-2.6,74,2026-11-06,False,False,7,NEUTRAL,6.74,473.7,,28.6,,,,2026-08-24T05:08:40.224089,IBEX35,58.6,8.0,5.0,3.0,0.0,2.4,0.0,CONFIRMED_UPTREND,19.2,3.6,,0,,False,2,0.83,False,-19.32,26.41,17.21,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
ASSA-B.ST,ASSA ABLOY AB (publ),69.9,⭐⭐ GOOD,🟡 Good,SEK,SEK,False,True,False,0.9482,"acciones × precio no cuadra con la capitalización (ratio 0.9482): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",90.0,60.0,54.5,70.0,65.0,,,,,15.9,True,1,3.3,True,1,"{'eps_growth_yoy': 15.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.8}","{'revenue_growth_yoy': 3.3, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 2.7, 'rs_6m': -19.4}","{'roe_pct': 15.6, 'debt_to_equity': 0.64, 'current_ratio': 1.01, 'operating_margin_pct': 16.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 15.1}",354.4,393659121664,Industrials,Security & Protection Services,,,False,396.9,-10.7,4,False,407.9,500.0,340.0,21,buy,15.1,,,,,4.67,17.47,1.81,41.7,6.4,1.69,False,,,15.9,64,2026-10-27,False,False,8,STRONG,5.02,118.2,1.46,15.9,,,,2026-08-24T05:08:50.919580,OMXSTO,55.0,3.0,5.0,0.0,5.0,1.89,0.0,CONFIRMED_UPTREND,,,,0,,False,1,0.784,False,-9.91,13.89,-12.08,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
EXPN.L,Experian plc,58.5,⭐ AVERAGE,🟡 Average,GBp,USD,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables | FCF declarado (667,782,190) se aparta del derivado de flujo operativo menos capex (914,783",55.0,50.0,66.5,65.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 17.8},{},"{'rs_3m': 11.4, 'rs_6m': 1.0}","{'roe_pct': 28.3, 'debt_to_equity': 1.0, 'current_ratio': 0.85, 'operating_margin_pct': 25.0}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 24.3}",2949.0,26065397760,Industrials,Consulting Services,,,False,3987.0,-26.0,3,False,3665.46,4631.3,2449.33,18,strong_buy,24.3,,,,,2.56,0.76,1.76,39.8,52.0,1.4,,,,23.1,86,2026-11-18,False,False,9,STRONG,6.84,646.3,0.76,39.6,,,,2026-08-24T05:08:59.661244,FTSE100,53.4,0.0,5.0,0.0,5.0,3.04,0.0,CONFIRMED_UPTREND,,,,0,MIXED/INSUFFICIENT (0),False,2,0.848,False,-26.02,33.88,8.28,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
LR.PA,Legrand SA,67.8,⭐⭐ GOOD,🟡 Good,EUR,EUR,False,True,True,1.0,,80.0,80.0,30.0,75.0,65.0,,,,,8.5,True,1,14.7,True,2,"{'eps_growth_yoy': 8.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.0}","{'revenue_growth_yoy': 14.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -11.5, 'rs_6m': -24.1}","{'roe_pct': 18.2, 'debt_to_equity': 1.03, 'current_ratio': 1.58, 'operating_margin_pct': 19.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 20.9}",134.65,35296624640,Industrials,Electrical Equipment & Parts,,,False,166.95,-19.3,2,False,162.84,200.0,114.0,19,buy,20.9,72.91,-45.9,49.7,-63.1,2.92,3.93,1.77,47.9,2.38,1.91,True,-0.32,11.3,5.9,73,2026-11-05,False,False,6,NEUTRAL,4.52,45.7,2.37,24.5,,,,2026-08-24T05:09:25.278298,CAC40,52.1,0.0,5.0,3.0,3.0,2.61,0.0,CONFIRMED_UPTREND,-45.9,75.4,ALTA,0,,False,1,0.736,False,-18.04,12.21,-16.83,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
DSY.PA,Dassault Systèmes SE,77.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,95.0,60.0,74.5,85.0,60.0,,,,,16.1,True,1,6.6,True,1,"{'eps_growth_yoy': 16.1, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 21.3}","{'revenue_growth_yoy': 6.6, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 10.5, 'rs_6m': 17.6}","{'roe_pct': 15.1, 'debt_to_equity': 0.36, 'current_ratio': 1.99, 'operating_margin_pct': 23.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 4.8}",22.43,29473331200,Technology,Software - Application,,,False,30.36,-26.1,3,False,23.52,33.35,17.0,19,buy,4.8,40.9,82.3,29.1,29.7,4.3,0.96,1.2,27.8,0.27,0.65,True,-0.61,,22.3,65,2026-10-28,False,False,8,STRONG,5.47,42.9,0.5,42.2,,,,2026-08-24T05:09:39.880991,CAC40,50.9,3.0,0.0,3.0,5.0,0.6,0.0,CONFIRMED_UPTREND,29.7,-51.2,,0,,False,2,0.856,False,-25.13,43.65,24.91,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
RACE.MI,Ferrari N.V.,81.2,🏆 ELITE,🟢 Elite,EUR,EUR,False,True,True,1.0,"FCF declarado (1,001,981,760) se aparta del derivado de flujo operativo menos capex (1,463,988,912)",100.0,70.0,71.0,90.0,60.0,,,,,21.2,True,2,9.7,True,2,"{'eps_growth_yoy': 21.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 22.2}","{'revenue_growth_yoy': 9.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 27.8, 'rs_6m': 5.8}","{'roe_pct': 45.4, 'debt_to_equity': 0.86, 'current_ratio': 2.43, 'operating_margin_pct': 31.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 4.6}",371.1,65226330112,Consumer Cyclical,Auto Manufacturers,,,False,431.2,-13.9,6,False,388.02,430.4,330.0,19,buy,4.6,112.84,-69.6,93.73,-74.7,1.54,5.7,0.97,39.0,3.62,0.67,True,-1.22,63.9,10.1,71,2026-11-03,False,False,9,STRONG,3.14,46.9,3.34,21.3,,,,2026-08-24T05:09:13.165458,FTSEMIB,50.5,0.0,0.0,3.0,3.0,0.57,0.0,CONFIRMED_UPTREND,-69.6,76.8,ALTA,0,,False,2,0.791,False,-12.96,39.53,13.07,uptrend,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
RMV.L,Rightmove plc,63.8,⭐⭐ GOOD,🟡 Good,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",60.0,50.0,66.5,100.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 49.7},{},"{'rs_3m': 16.0, 'rs_6m': 7.6}","{'roe_pct': 282.4, 'debt_to_equity': 0.07, 'current_ratio': 1.53, 'operating_margin_pct': 66.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 6.9}",510.8,3754743552,Communication Services,Internet Content & Information,,,False,775.4,-34.1,3,False,546.26,745.0,420.0,19,hold,6.9,,,,,5.15,0.26,2.11,37.2,11.0,1.54,,,,1.7,186,2027-02-26,False,False,6,NEUTRAL,7.59,637.5,3.46,39.4,,,,2026-08-24T05:09:42.323345,FTSE100,49.5,6.0,5.0,0.0,1.0,0.86,0.0,CONFIRMED_UPTREND,,,,0,,False,2,1.071,False,-34.11,30.52,14.89,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
