ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,eu_insider_bonus,market_regime,oe_ai_adjustment,oe_ai_verdict
EXPN.L,EXPERIAN PLC ORD USD0.10,48.8,⚠️ WEAK,🔴 Weak,55.0,50.0,15.0,65.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 17.8},{},"{'rs_3m': np.float64(-20.1), 'rs_6m': np.float64(-36.8)}","{'roe_pct': 28.3, 'debt_to_equity': 1.0, 'current_ratio': 0.85, 'operating_margin_pct': 25.0}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 54.0}",2542.0,22684590080,Industrials,Consulting Services,,,False,4101.0,-38.0,0,False,3913.69,4776.15,2387.92,18.0,strong_buy,54.0,3362.0,32.3,2818.0,10.9,4.02,1.02,,,,,,,,23.1,152,2026-11-18,False,False,9,STRONG,7.69,646.3,0.64,31.0,,,,2026-06-19T09:28:35.753318,FTSE100,52.5,3.0,0.0,0.0,5.0,6.75,3.0,15.0,CONFIRMED_UPTREND,-8,RELIABLE/AVOID (-8)
DB1.DE,DEUTSCHE BOERSE AG            N,70.7,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,50.0,56.0,80.0,65.0,,,,,11.4,True,1,8.5,False,0,"{'eps_growth_yoy': np.float64(11.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 27.3}","{'revenue_growth_yoy': np.float64(8.5), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-13.9), 'rs_6m': np.float64(1.5)}","{'roe_pct': 19.2, 'debt_to_equity': 0.65, 'current_ratio': 1.01, 'operating_margin_pct': 43.6}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 17.8}",242.8,44215320576,Financial Services,Financial Data & Stock Exchanges,,,False,279.1,-13.0,4,False,286.08,310.0,240.0,12.0,buy,17.8,,,136.88,-43.6,,,,,,,,,,12.2,33,2026-07-22,False,False,5,NEUTRAL,6.14,66.8,1.5,14.5,,,,2026-06-19T09:27:44.586253,DAX40,59.3,0.0,0.0,0.0,3.0,2.22,1.0,15.0,CONFIRMED_UPTREND,0,
SAP.DE,SAP SE                        I,62.2,⭐⭐ GOOD,🟡 Good,90.0,50.0,15.0,85.0,70.0,,,,,13.8,True,1,5.8,False,0,"{'eps_growth_yoy': np.float64(13.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 19.6}","{'revenue_growth_yoy': np.float64(5.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-25.7), 'rs_6m': np.float64(-45.3)}","{'roe_pct': 16.4, 'debt_to_equity': 0.17, 'current_ratio': 1.07, 'operating_margin_pct': 30.0}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 58.2}",135.78,158531158016,Technology,Software - Application,,,False,269.35,-49.6,0,False,214.81,290.0,154.99,26.0,strong_buy,58.2,133.62,-1.6,62.4,-54.0,5.14,6.98,1.75,37.7,2.5,1.45,True,-2.58,21.9,9.3,34,2026-07-23,False,False,8,STRONG,6.54,146.7,1.71,53.4,,,,2026-06-19T09:28:45.307775,DAX40,56.9,6.0,5.0,3.0,3.0,7.28,3.0,0.0,CONFIRMED_UPTREND,0,
G24.DE,Scout24 SE                    N,68.7,⭐⭐ GOOD,🟡 Good,95.0,60.0,34.5,75.0,70.0,,,,,37.0,False,0,14.0,False,0,"{'eps_growth_yoy': np.float64(37.0), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 37.4}","{'revenue_growth_yoy': np.float64(14.0), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(4.5), 'rs_6m': np.float64(-21.6)}","{'roe_pct': 17.7, 'debt_to_equity': 0.25, 'current_ratio': 0.22, 'operating_margin_pct': 55.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 36.0}",76.25,5392055296,Communication Services,Internet Content & Information,,,False,122.8,-37.9,1,False,103.71,135.0,86.0,17.0,strong_buy,36.0,,,108.3,42.0,,,,,,,,,44.1,40.6,48,2026-08-06,False,False,6,NEUTRAL,4.92,635.9,0.39,34.6,,,,2026-06-19T09:28:42.768470,DAX40,47.5,0.0,0.0,0.0,5.0,4.5,3.0,8.0,CONFIRMED_UPTREND,-8,RELIABLE/AVOID (-8)
AMS.MC,"AMADEUS IT GROUP, S.A.",58.0,⭐ AVERAGE,🟡 Average,65.0,60.0,30.0,70.0,70.0,,,,,-4.1,True,1,3.4,True,1,"{'eps_growth_yoy': np.float64(-4.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.4}","{'revenue_growth_yoy': np.float64(3.4), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-11.6), 'rs_6m': np.float64(-31.3)}","{'roe_pct': 26.0, 'debt_to_equity': 0.7, 'current_ratio': 0.77, 'operating_margin_pct': 28.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 32.2}",51.08,21952884736,Technology,Information Technology Services,,,False,73.6,-30.6,0,False,67.55,80.0,52.0,22.0,buy,32.2,40.5,-20.7,30.5,-40.3,4.93,2.52,2.95,46.6,1.54,1.73,True,-7.51,21.7,5.1,42,2026-07-31,False,False,7,NEUTRAL,7.28,473.7,2.6,33.9,,,,2026-06-19T09:28:19.022765,IBEX35,55.2,3.0,5.0,3.0,3.0,4.03,3.0,0.0,CONFIRMED_UPTREND,0,
RMV.L,RIGHTMOVE PLC ORD 0.1P,57.5,⭐ AVERAGE,🟡 Average,60.0,50.0,30.0,100.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 51.1},{},"{'rs_3m': np.float64(-18.4), 'rs_6m': np.float64(-30.5)}","{'roe_pct': 266.1, 'debt_to_equity': 0.09, 'current_ratio': 1.89, 'operating_margin_pct': 66.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 31.5}",425.9,3168271360,Communication Services,Internet Content & Information,,,False,827.0,-48.5,0,False,560.19,765.0,404.0,16.0,hold,31.5,668.0,56.8,470.0,10.4,6.06,0.26,2.44,36.2,0.11,1.49,,,,6.7,42,2026-07-31,False,False,6,NEUTRAL,8.84,637.5,0.75,36.9,,,,2026-06-19T09:29:17.209087,FTSE100,55.0,6.0,5.0,0.0,3.0,3.94,3.0,0.0,CONFIRMED_UPTREND,0,
NOVO-B.CO,Novo Nordisk B A/S,78.9,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,54.5,70.0,50.0,,,,,83.2,True,2,26.0,True,2,"{'eps_growth_yoy': np.float64(83.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 37.2}","{'revenue_growth_yoy': np.float64(26.0), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(7.3), 'rs_6m': np.float64(-10.8)}","{'roe_pct': 71.4, 'debt_to_equity': 0.72, 'current_ratio': 0.79, 'operating_margin_pct': 61.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 6.8}",293.05,1297605066752,Healthcare,Drug Manufacturers - General,,,False,491.5,-40.4,2,False,312.86,454.0,200.0,23.0,hold,6.8,,,822.3,180.6,-0.93,-3.59,5.67,42.7,15.9,1.81,True,-0.18,39.5,26.8,47,2026-08-05,False,False,5,NEUTRAL,9.84,64.7,0.2,39.6,,,,2026-06-19T09:27:54.598432,OMXCPH,54.6,-5.0,8.0,3.0,5.0,0.85,-3.0,0.0,CONFIRMED_UPTREND,0,
SGE.L,THE SAGE GROUP PLC ORD 1 4/77P,49.5,⚠️ WEAK,🔴 Weak,55.0,50.0,30.0,50.0,70.0,,,,,,,0,,,0,{'profit_margin_pct': 14.6},{},"{'rs_3m': np.float64(-19.6), 'rs_6m': np.float64(-38.0)}","{'roe_pct': 75.6, 'debt_to_equity': 9.19, 'current_ratio': 0.62, 'operating_margin_pct': 22.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 35.8}",804.6,7249196032,Technology,Software - Application,,,False,1335.0,-39.7,0,False,1092.32,1334.0,850.0,19.0,buy,35.8,1645.0,104.4,572.0,-28.9,8.72,0.7,2.73,55.0,0.22,2.1,,,,14.3,153,2026-11-19,False,False,6,NEUTRAL,5.91,374.3,0.98,43.6,,,,2026-06-19T09:29:19.699758,FTSE100,50.8,8.0,5.0,0.0,3.0,4.47,3.0,0.0,CONFIRMED_UPTREND,0,
DSY.PA,DASSAULT SYSTEMES,60.0,⭐⭐ GOOD,🟡 Good,90.0,30.0,30.0,90.0,60.0,,,,,30.9,False,0,-0.8,False,0,"{'eps_growth_yoy': np.float64(30.9), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 19.9}","{'revenue_growth_yoy': np.float64(-0.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(-14.6), 'rs_6m': np.float64(-39.1)}","{'roe_pct': 13.4, 'debt_to_equity': 0.27, 'current_ratio': 1.7, 'operating_margin_pct': 23.4}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 34.5}",17.11,22482434048,Technology,Software - Application,,,False,33.16,-48.4,0,False,23.02,33.35,15.0,20.0,hold,34.5,19.52,14.1,9.94,-41.9,5.6,0.96,1.55,28.3,0.27,0.62,True,-0.8,,4.3,34,2026-07-23,False,False,8,STRONG,7.31,42.9,1.13,53.6,,,,2026-06-19T09:29:14.857879,CAC40,49.0,6.0,5.0,3.0,1.0,4.31,3.0,0.0,CONFIRMED_UPTREND,0,
RACE.MI,FERRARI,70.9,⭐⭐⭐ EXCELLENT,🟢 Excellent,75.0,70.0,54.5,90.0,65.0,,,,,-2.7,True,2,3.4,True,2,"{'eps_growth_yoy': np.float64(-2.7), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 22.2}","{'revenue_growth_yoy': np.float64(3.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(1.0), 'rs_6m': np.float64(-10.7)}","{'roe_pct': 42.0, 'debt_to_equity': 0.72, 'current_ratio': 2.57, 'operating_margin_pct': 29.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 17.7}",315.3,55508574208,Consumer Cyclical,Auto Manufacturers,,,False,447.5,-29.5,1,False,371.03,430.0,290.0,18.0,buy,17.7,82.4,-73.9,89.9,-71.5,1.78,5.6,1.13,33.2,3.62,0.65,True,-1.06,55.0,1.3,40,2026-07-30,False,False,9,STRONG,3.67,38.6,23.05,42.0,,,,2026-06-19T09:28:47.724132,FTSEMIB,48.4,0.0,0.0,3.0,1.0,2.21,1.0,0.0,CONFIRMED_UPTREND,0,
