ticker,data_quality,thesis_verdict,reasoning,confidence,score_adjustment,validated_at
RSG,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre en la proyección. Además, la falta de histórico de FCF y el ROIC desconocido limitan la confiabilidad del modelo. La tesis OVERVALUED parece plausible dada la brecha entre el precio actual y el precio de compra calculado.",60,-5,2026-06-19T09:36:26+00:00
FAST,MIXED,BUY,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre. Sin embargo, la proyección de crecimiento y el margen de seguridad sugieren una oportunidad de inversión atractiva. La falta de red flags detectadas también respalda la tesis de compra.",70,3,2026-06-19T09:36:26+00:00
MSI,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis implícita de sobrevaloración parece correcta considerando el precio actual y el resultado del modelo, que sugiere un precio de compra más bajo y una margen de seguridad negativa.",80,-8,2026-06-19T09:36:26+00:00
CB,MIXED,BUY,"El dato de FCF es coherente en general, pero la caída en el último año y la falta de consenso en las proyecciones forward generan dudas. Sin embargo, la tesis BUY se ve respaldada por el upside sólido y la margen de seguridad, aunque es importante monitorear la evolución del FCF y las red flags detectadas.",70,3,2026-06-19T09:36:26+00:00
CHD,MIXED,AVOID,"El dato subyacente es mixto debido a la falta de histórico de FCF y la proyección sin consenso, lo que genera incertidumbre. La tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un precio de compra significativamente más bajo.",70,-5,2026-06-19T09:36:26+00:00
ROP,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el margen de seguridad negativo y el ROIC por debajo del coste de capital estimado.",80,-8,2026-06-19T09:36:26+00:00
CBOE,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la coherencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis de sobrevaloración parece correcta considerando el precio actual y el resultado del modelo, que sugiere un upside negativo y una margen de seguridad insuficiente.",80,-8,2026-06-19T09:36:26+00:00
7741.T,MIXED,WATCH,"El dato subyacente es mixto debido a la falta de histórico de FCF y la proyección sin consenso, lo que genera incertidumbre. La tesis HOLD parece razonable considerando el upside negativo y la margen de seguridad también negativa, por lo que es prudente esperar un mejor precio.",60,0,2026-06-19T09:36:26+00:00
ISRG,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la coherencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis implícita de sobrevaloración parece correcta considerando el precio actual y el precio de compra calculado para un retorno anual del 15%. La margen de seguridad negativa y el upside vs precio actual también respaldan esta conclusión.",80,-8,2026-06-19T09:36:26+00:00
BRK-B,UNRELIABLE,INSUFFICIENT,"No hay suficiente información sobre el flujo de caja libre (FCF) histórico y proyectado, lo que hace que el modelo no sea fiable para tomar decisiones. La falta de datos sobre el TEV, FCF forward y ROIC último año también limita la capacidad de evaluar la tesis. Por lo tanto, no se puede determinar la corrección de la tesis NO_DATA.",0,0,2026-06-19T09:36:26+00:00
CNI,MIXED,BUY,"El dato subyacente es mixto debido a la falta de histórico de FCF y la proyección sin consenso, pero la tendencia ascendente en las proyecciones de FCF y el margen de seguridad del 53.8% respaldan la tesis de compra.",70,3,2026-06-19T09:36:26+00:00
SYK,RELIABLE,WATCH,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. La tesis HOLD podría ser correcta considerando el upside del -14.1% y la margen de seguridad del -16.5%, lo que sugiere que el precio actual está cerca del valor justo, por lo que se recomienda esperar un mejor precio.",80,2,2026-06-19T09:36:26+00:00
ERIE,UNRELIABLE,INSUFFICIENT,"No hay datos históricos de FCF disponibles, lo que hace imposible evaluar la calidad del dato subyacente y la tesis implícita. La falta de información sobre el FCF forward y el ROIC también limita la capacidad de análisis.",0,0,2026-06-19T09:36:26+00:00
MSFT,MIXED,BUY,"El dato subyacente es considerado MIXED debido a la caída del FCF en el último año, lo que genera alguna duda sobre la coherencia del flujo de caja. Sin embargo, la tesis BUY se considera correcta debido al sólido upside y margen de seguridad, así como a los fundamentales que respaldan el crecimiento de la empresa.",80,3,2026-06-19T09:36:26+00:00
AUTO.L,MIXED,AVOID,"El dato de FCF es coherente en general, pero la caída en el último año y la proyección de crecimiento futuro generan dudas. La tesis de sobrevaloración parece correcta debido a la baja relación entre el precio actual y el flujo de caja libre proyectado.",70,-5,2026-06-19T09:36:26+00:00
RELX,MIXED,BUY,"El dato subyacente es mixto debido a la falta de histórico de FCF y la proyección sin consenso, pero la tendencia de crecimiento y el margen de seguridad sugieren una tesis BUY sólida. La empresa parece tener un perfil de crecimiento estable y el precio de compra calculado ofrece un upside atractivo.",80,3,2026-06-19T09:36:26+00:00
AJG,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre en la proyección. Además, la falta de histórico de FCF y el ROIC desconocido limitan la confiabilidad del modelo. La tesis de sobrevaloración parece plausible dada la brecha entre el precio actual y el precio de compra calculado.",60,-5,2026-06-19T09:36:26+00:00
LRLCY,MIXED,BUY,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre. Sin embargo, la proyección de crecimiento y el margen de seguridad del 83% sugieren una oportunidad atractiva. La falta de red flags detectadas y el histórico de la empresa también respaldan la tesis de compra.",70,3,2026-06-19T09:36:26+00:00
CP,MIXED,AVOID,"El dato subyacente presenta algunas inconsistencias, como la caída del FCF en el último año y un ROIC inferior al coste capital estimado. La tesis OVERVALUED parece correcta debido a la presencia de varios red flags y una valoración que supera la mediana histórica.",70,-5,2026-06-19T09:36:26+00:00
ZTS,MIXED,WATCH,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre en la proyección. Sin embargo, la ausencia de red flags y la coherencia en la proyección de FCF sugieren que el modelo puede ser útil, aunque con precaución. La tesis WATCH parece adecuada dado el margen de seguridad y el upside moderado.",60,0,2026-06-19T09:36:26+00:00
NOW,MIXED,BUY,"El dato subyacente es mixto debido a la falta de histórico de FCF y la proyección sin consenso, pero la tendencia de crecimiento y el ROIC sugieren un potencial sólido. La tesis BUY se apoya en el upside significativo y la margen de seguridad, aunque se debe tener cautela con la volatilidad del sector.",70,3,2026-06-19T09:36:26+00:00
INTU,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la ausencia de red flags. Sin embargo, la tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un sobrevaloramiento con una margen de seguridad negativa.",80,-8,2026-06-19T09:36:26+00:00
SPGI,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre en la proyección. Además, la falta de histórico de FCF y el ROIC desconocido limitan la confiabilidad del modelo. La tesis OVERVALUED parece plausible dada la brecha entre el precio actual y el precio de compra calculado.",60,-5,2026-06-19T09:36:26+00:00
LSEG.L,MIXED,AVOID,"El dato subyacente presenta algunas inconsistencias, como la volatilidad en el FCF histórico y la dilución de acciones. Además, la tesis OVERVALUED se ve respaldada por el bajo ROIC y la alta valoración actual en relación con el EV/FCF target.",70,-5,2026-06-19T09:36:26+00:00
CME,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un precio de compra más bajo y una sobrevaloración actual.",80,-8,2026-06-19T09:36:26+00:00
FICO,MIXED,AVOID,"El dato de FCF forward no cuenta con consenso, lo que introduce incertidumbre en la proyección. Además, la falta de histórico de FCF y la ausencia de ROIC último año dificultan la evaluación. La tesis OVERVALUED parece plausible dada la gran brecha entre el precio actual y el precio de compra calculado.",60,-5,2026-06-19T09:36:26+00:00
ITW,MIXED,AVOID,"El dato de FCF histórico es coherente, pero la caída en los últimos años y la falta de estabilidad en las proyecciones forward generan dudas. La tesis OVERVALUED parece correcta debido a la alta valoración actual y la presencia de red flags como la caída consecutiva del FCF.",70,-5,2026-06-19T09:36:26+00:00
DHR,MIXED,AVOID,La calidad del dato es mixta debido a la caída consecutiva del FCF en los últimos años y un ROIC inferior al coste de capital estimado. La tesis de sobrevaloración parece correcta considerando el precio actual y las proyecciones de FCF.,70,-5,2026-06-19T09:36:26+00:00
ETN,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis implícita de HOLD no parece correcta ya que el modelo sugiere un precio de compra de 334.62 y un upside negativo, lo que indica que la acción podría estar sobrevalorada.",80,-8,2026-06-19T09:36:26+00:00
CSU.TO,MIXED,AVOID,"El dato subyacente es mixto debido a la falta de histórico de FCF y la proyección sin consenso, lo que genera incertidumbre. La tesis OVERVALUED parece correcta considerando el alto precio actual y la baja rentabilidad esperada.",70,-5,2026-06-19T09:36:26+00:00
CLPBY,MIXED,WATCH,"El dato subyacente es mixto debido a la falta de histórico de FCF y la proyección sin consenso, lo que genera incertidumbre. La tesis BUY se basa en una proyección de crecimiento del FCF, pero la falta de fundamentos sólidos y la ausencia de un histórico de FCF coherente generan dudas sobre la fiabilidad del modelo.",60,0,2026-06-19T09:36:26+00:00
V,RELIABLE,AVOID,"El dato subyacente parece fiable debido a la consistencia en el flujo de caja libre (FCF) y la disponibilidad de un histórico de al menos 3 años. Sin embargo, la tesis OVERVALUED parece correcta considerando el precio actual y el resultado del modelo, que sugiere un sobrevaloración con un upside negativo y una margen de seguridad también negativa.",80,-8,2026-06-19T09:36:26+00:00
