ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ABT,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-10
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 4/4) | Piotroski fuerte (7.0/9),2026-08-10
AME,WATCH,4,EPS revision UP: EPS consensus ↑2.8% (9.32→9.58); Revenue estimate ↑3.9%,2026-08-10
ASAZY,CAUTION,2,Thesis drift MEDIUM: FCF yield cayó 39.0pp (43.5%→4.5%) | Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (4.5% vs media sector 3.2%),2026-08-10
ATLKY,CAUTION,-9,Thesis drift MEDIUM: FCF yield cayó 18.9pp (21.4%→2.5%) | Caro vs peers en Industrials (FCF rank 13/14),2026-08-10
AUTO.L,BEST,5,Mejor FCF en Communication Services (6.0% vs media sector 5.8%),2026-08-10
AXP,CONFIRM,13,Smart money: 1 HF + 0 insiders (conv 32) | Mejor FCF en Financial Services (7.0% vs media sector 4.7%),2026-08-10
BR,REVISION_UP,22,"Opciones TIER2 (q=60): VALUE strong (82pts), FCF 6.3% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (6.3% vs media sector 4.8%) | EPS revision STRONG_UP: EPS consensus ↑5.7% (9.98→10.55); Revenue estimate ↑3.1%",2026-08-10
BRK-B,BEST,5,Mejor FCF en Financial Services (5.4% vs media sector 4.7%),2026-08-10
CB,CAUTION,-1,Thesis drift MEDIUM: Score cayó 17pts en 48d (51→34) | Mejor FCF en Financial Services (7.8% vs media sector 4.7%),2026-08-10
CBOE,CAUTION,-6,Thesis drift MEDIUM: Upside analistas cayó 17pp (28%→11%) | Caro vs peers en Financial Services (FCF rank 17/17) | Piotroski fuerte (8.0/9),2026-08-10
CDNS,WATCH,0,Caro vs peers en Technology (FCF rank 9/10) | Piotroski fuerte (7.0/9),2026-08-10
CL,WATCH,-4,EPS revision DOWN: EPS consensus ↓4.4% (4.79→4.58); Analistas: -11 (11→0),2026-08-10
CME,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-10
COST,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-10
CTAS,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-10
DHR,CAUTION,-6,Thesis drift MEDIUM: Upside analistas cayó 14pp (26%→11%),2026-08-10
EQIX,WATCH,4,EPS revision UP: EPS consensus ↑3.9% (45.72→47.48); Analistas: -4 (4→0),2026-08-10
EXPN.L,WATCH,3,Piotroski fuerte (9.0/9),2026-08-10
G24.DE,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑5.3% (4.84→5.09); Revenue estimate ↑2.8%,2026-08-10
GWW,WATCH,4,EPS revision UP: EPS consensus ↑5.0% (50.41→52.90); Revenue estimate ↑2.7%,2026-08-10
ICE,CAUTION,-5,Señal salida MEDIUM: Score cayó 22pts (58 → 36) | Piotroski fuerte (8.0/9),2026-08-10
