ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
005930.KS,"Samsung Electronics Co., Ltd.",230500.0,KRW,83.0,A,83.0,ROE 30.8% | P/E 3.4x (vs 11x mercado) | Potencial +105% analistas | Crecimiento ingresos +130% | Margen 31%,2,0,Technology,Korea,🇰🇷,21.2,471908.2,104.7,37,3.7,13.09,,,30.8,3.4,,30.9,129.9,-38.5,Low P/E Ratio | Potential Regulatory Risks in Technology Sector,SSNLF,SUSPECT,Anomalous Forward P/E of 3.4x seems too low for a technology company like Samsung Electronics,2026-08-10,0,
2020.HK,ANTA Sports Products Limited,75.45,HKD,82.0,A,82.0,ROE 22.5% | Potencial +36% analistas | FCF yield 7.7% | Dividendo 2.9% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,102.63,36.0,30,7.7,4.5,2.9,,22.5,11.7,13.5,16.9,12.4,-29.0,Cyclical Risk | Geopolitical Risk,,CLEAN,Metrics appear reasonable for a consumer cyclical company,2026-08-10,0,
0700.HK,Tencent Holdings Limited,477.0,HKD,82.0,A,82.0,ROE 20.5% | Potencial +45% analistas | Margen 31% | Dividendo 1.1% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,692.9,45.3,42,3.5,5.66,1.11,,20.5,12.6,17.0,30.6,9.1,-30.2,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,"Forward P/E seems low compared to the trailing P/E and the sector average, potentially indicating undervaluation or upcoming earnings decline",2026-08-10,0,
9999.HK,"NetEase, Inc.",204.4,HKD,81.0,A,81.0,ROE 22.1% | Potencial +22% | FCF yield 6.1% | Margen 30% | Dividendo 2.2% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,249.94,22.3,20,6.1,2.79,2.2,,22.1,12.4,16.6,29.8,6.1,-17.6,Regulatory Risk | Geopolitical Risk,NTES,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual and may indicate potential overestimation of future earnings.",2026-08-10,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",14.95,BRL,81.0,A,81.0,ROE 26.7% | Potencial +33% analistas | Crecimiento ingresos +20% | Margen 47% | Dividendo 5.9% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,19.89,33.1,14,,4.13,5.92,,26.7,11.5,16.2,47.0,20.3,-26.5,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk,,SUSPECT,High profit margin and ROE for a financial services company may indicate potential accounting or operational anomalies,2026-08-10,0,
TOTS3.SA,TOTVS S.A.,32.21,BRL,74.0,A,74.0,ROE 16.7% | Potencial +49% analistas | Crecimiento ingresos +29% | Margen 22% | Dividendo 2.6% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Technology,Brazil,🇧🇷,9.0,48.08,49.3,13,3.2,6.16,2.58,,16.7,15.2,21.2,21.9,29.0,-33.5,Geopolitical Risk | Cyclical Risk,,SUSPECT,High revenue growth and analyst upside may not be sustainable given market conditions,2026-08-10,0,
8035.T,Tokyo Electron Limited,56510.0,JPY,72.0,A,72.0,ROE 30.9% | Potencial +31% analistas | Crecimiento ingresos +33% | Margen 24% | Dividendo 1.4% | Mercado Japan CAPE 29 (26% descuento histórico),3,0,Technology,Japan,🇯🇵,29.4,73845.45,30.7,22,1.2,3.83,1.37,,30.9,44.1,45.1,23.6,33.3,-30.5,Overvaluation Risk | Cyclical Industry Risk,,SUSPECT,High P/E ratios and low FCF yield raise concerns about overvaluation,2026-08-10,0,
2382.HK,Sunny Optical Technology (Group) Company Limited,58.35,HKD,71.0,A,71.0,ROE 17.5% | Potencial +46% analistas | FCF negativo | Crecimiento ingresos +21% | Dividendo 2.0% | Mercado HongKong CAPE 11 (33% descuento histórico),3,1,Technology,HongKong,🇭🇰,10.7,85.09,45.8,22,-1.3,5.73,2.05,,17.5,11.5,11.8,10.7,21.3,-36.2,cyclical | governance,,SUSPECT,Negative FCF yield is anomalous for a technology company with high revenue growth,2026-08-10,0,
RENT3.SA,Localiza Rent a Car S.A.,37.82,BRL,71.0,A,71.0,P/E 8.0x | Potencial +52% analistas | FCF yield 24.8% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,57.6,52.3,15,24.8,6.54,5.61,,8.5,8.0,18.3,5.1,21.2,-29.1,cyclical risk | geopolitical risk,,SUSPECT,High FCF yield and significant analyst upside may indicate overoptimism or data quality issues,2026-08-10,0,
ITUB4.SA,Itaú Unibanco Holding S.A.,40.75,BRL,70.0,A,70.0,ROE 21.5% | P/E 8.0x | Potencial +18% | Crecimiento ingresos +18% | Margen 33% | Dividendo 2.2% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,48.08,18.0,13,,2.25,2.19,,21.5,8.0,9.7,32.6,17.5,-18.0,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,ITUB,SUSPECT,Anomalous profit margin for a financial services company,2026-08-10,0,
