Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate,FileDate,DaysAgo,BaseScore,FinalScore,InsiderActivity,InsiderTrades,InsiderValue,InsiderTickers,Signals,Urgency,RiskLevel,MappingCoverage
DJUSAF,Dow Jones U.S. Delivery Services Index,1112.5,916.9,1383.0,21.332751663213003,19.298245614035125,🟡,CERCA,251,2025-11-04 07:45:29,2025-11-04,0,82,82,False,0,0,[],[],ALTA,BAJO,0
DJUSPR,Dow Jones U.S. Pharmaceuticals Index,933.75,765.56,963.2,21.969538638382367,29.85692771084335,🟡,CERCA,251,2025-11-04 07:45:29,2025-11-04,0,82,82,False,0,0,[],[],ALTA,BAJO,0
DJUSIV,Dow Jones U.S. Business Support Services Index,1086.62,1069.65,1443.42,1.586500257093423,56.45082168260981,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,81,81,False,0,0,[],[],ALTA,BAJO,0
DJUSBV,Dow Jones U.S. Beverages Index,923.63,875.4,1013.26,5.509481379940601,58.429696664990765,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,80,80,False,0,0,[],[],ALTA,BAJO,0
DJUSCM,Dow Jones U.S. Personal Products Index,373.37,345.1,458.91,8.191828455520135,54.19672131147541,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,79,79,False,0,0,[],[],ALTA,BAJO,0
DJUSHC,Dow Jones U.S. Health Care Index,1539.58,1344.15,1597.65,14.539299929323352,36.73524634542518,🟡,CERCA,251,2025-11-04 07:45:29,2025-11-04,0,79,79,False,0,0,[],[],ALTA,BAJO,0
DJUSSD,Dow Jones U.S. Soft Drinks Index,904.06,835.84,972.52,8.161849157733526,57.33456344879644,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,79,79,False,0,0,[],[],ALTA,BAJO,0
DJUSMC,Dow Jones U.S. Health Care Equipment & Services Index,2282.3,2083.0,2553.7,9.56793086893904,53.37947882736154,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,78,78,False,0,0,[],[],ALTA,BAJO,0
DJUSMS,Dow Jones U.S. Medical Supplies Index,1774.34,1493.05,1823.62,18.839958474264087,35.11535160785503,🟡,CERCA,251,2025-11-04 07:45:29,2025-11-04,0,77,77,False,0,0,[],[],ALTA,BAJO,0
DJUSIT,Dow Jones U.S. Industrial Transportation Index,1479.5,1243.5,1746.8,18.978689183755527,37.82696177062381,🟡,CERCA,251,2025-11-04 07:45:29,2025-11-04,0,77,77,False,0,0,[],[],ALTA,BAJO,0
DJUSHG,Dow Jones U.S. Household Goods & Home Construction Index,985.29,983.8,1216.79,0.1514535474689987,68.30085899853344,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,76,76,False,0,0,[],[],ALTA,MEDIO,0
DJUSFO,Dow Jones U.S. Food Producers Index,357.18,355.37,431.28,0.5093283057095428,73.60419397116645,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,76,76,False,0,0,[],[],ALTA,MEDIO,0
DJUSHN,Dow Jones U.S. Nondurable Household Products Index,1127.61,1126.17,1420.24,0.1278670183009516,61.17629585623055,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,76,76,False,0,0,[],[],ALTA,MEDIO,0
DJUSPC,Dow Jones U.S. Waste & Disposal Services Index,596.51,589.23,708.03,1.235510751319514,79.67720685112006,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,76,76,False,0,0,[],[],ALTA,MEDIO,0
DJUSFP,Dow Jones U.S. Food Products Index,495.45,492.6,625.15,0.5785627283800174,75.0674068199841,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,76,76,False,0,0,[],[],ALTA,MEDIO,0
DJUSCC,Dow Jones U.S. Commodity Chemicals Index,641.4,636.46,815.76,0.7761681802469819,82.63866793933619,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,76,76,False,0,0,[],[],ALTA,MEDIO,0
DJUSFA,Dow Jones U.S. Financial Administration Index,488.37,483.62,685.16,0.982176088664654,75.61956871580304,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,76,76,False,0,0,[],[],ALTA,MEDIO,0
DJUSDB,Dow Jones U.S. Brewers Index,441.22,438.36,659.78,0.6524317912218299,79.48971193415639,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,76,76,False,0,0,[],[],ALTA,MEDIO,0
DJUSBE,Dow Jones U.S. Business Training & Employment Agencies Index,101.52,100.63,152.72,0.8844281029514067,71.97265624999999,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,76,76,False,0,0,[],[],ALTA,MEDIO,0
DJUSIS,Dow Jones U.S. Support Services Index,775.08,764.29,981.89,1.4117677844797234,72.30335214072353,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSIX,Dow Jones U.S. Nonlife Insurance Index,1230.72,1215.03,1458.15,1.2913261400953109,83.93692890572768,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSIB,Dow Jones U.S. Insurance Brokers Index,669.66,658.66,891.38,1.6700573892448305,91.33187241295346,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSCP,Dow Jones U.S. Containers & Packaging Index,393.6,388.62,541.01,1.2814574648757189,70.88448660714285,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSIR,Dow Jones U.S. Insurance Index,1255.14,1239.53,1458.0,1.2593483013723046,82.95297163846553,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSWC,Dow Jones U.S. Mobile Telecommunications Index,366.88,360.57,458.56,1.7500069334664567,71.01730837160012,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSRN,Dow Jones U.S. Residential REITs Index,210.1,206.56,264.7,1.7137877614252477,65.2031185884284,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
DJUSRP,Dow Jones U.S. Recreational Products Index,315.44,305.34,496.77,3.3077880395624626,77.12726370627635,🟢,OPORTUNIDAD,251,2025-11-04 07:45:29,2025-11-04,0,75,75,False,0,0,[],[],ALTA,MEDIO,0
