Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate,FileDate,DaysAgo,BaseScore,FinalScore,InsiderActivity,InsiderTrades,InsiderValue,InsiderTickers,Signals,Urgency,RiskLevel,MappingCoverage
DJUSIX,Dow Jones U.S. Nonlife Insurance Index,1284.45,1215.03,1458.15,5.713439174341381,32.25909636145536,🟢,OPORTUNIDAD,251,2025-11-20 07:44:37,2025-11-20,0,92,92,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSWC,Dow Jones U.S. Mobile Telecommunications Index,382.25,360.57,458.56,6.012702110547191,32.95281582952826,🟢,OPORTUNIDAD,251,2025-11-20 07:44:37,2025-11-20,0,92,92,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSIR,Dow Jones U.S. Insurance Index,1299.37,1239.53,1458.0,4.827636281493786,34.82069079491002,🟢,OPORTUNIDAD,251,2025-11-20 07:44:37,2025-11-20,0,92,92,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSFD,Dow Jones U.S. Food Retailers & Wholesalers Index,1190.29,1099.62,1346.72,8.245575744348056,37.31000860338401,🟢,OPORTUNIDAD,251,2025-11-20 07:44:37,2025-11-20,0,91,91,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSPC,Dow Jones U.S. Waste & Disposal Services Index,635.76,589.23,708.03,7.896746601496864,32.5714285714286,🟢,OPORTUNIDAD,251,2025-11-20 07:44:37,2025-11-20,0,91,91,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSPL,Dow Jones U.S. Pipelines Index,1007.5,925.07,1229.95,8.910677029846385,37.57389971534926,🟢,OPORTUNIDAD,251,2025-11-20 07:44:37,2025-11-20,0,90,90,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSIP,Dow Jones U.S. Property & Casualty Insurance Index,1934.93,1755.13,2065.57,10.244255411280074,24.15061114563906,🟡,CERCA,251,2025-11-20 07:44:37,2025-11-20,0,87,87,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSFP,Dow Jones U.S. Food Products Index,504.56,492.31,625.15,2.4882695862363144,46.60066006600662,🟢,OPORTUNIDAD,251,2025-11-20 07:44:37,2025-11-20,0,87,87,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSRN,Dow Jones U.S. Residential REITs Index,211.02,206.56,264.7,2.159178931061197,47.91987673343606,🟢,OPORTUNIDAD,251,2025-11-20 07:44:37,2025-11-20,0,87,87,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSVN,Dow Jones U.S. Distillers & Vintners Index,266.5,260.67,489.82,2.236544289714959,47.30027548209369,🟢,OPORTUNIDAD,251,2025-11-20 07:44:37,2025-11-20,0,87,87,False,0,0,[],[],CRÍTICA,BAJO,0
