Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate,FileDate,DaysAgo,BaseScore,FinalScore,InsiderActivity,InsiderTrades,InsiderValue,InsiderTickers,Signals,Urgency,RiskLevel,MappingCoverage
DJUSIV,Dow Jones U.S. Business Support Services Index,1135.18,1061.45,1395.19,6.94615855669132,27.404320649194105,🟢,OPORTUNIDAD,251,2025-12-18 07:48:51,2025-12-18,0,97,97,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSBE,Dow Jones U.S. Business Training & Employment Agencies Index,100.14,95.19,146.08,5.200126063662153,32.87435456110147,🟢,OPORTUNIDAD,251,2025-12-18 07:48:51,2025-12-18,0,92,92,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSIS,Dow Jones U.S. Support Services Index,792.21,748.64,949.87,5.8198867279333255,34.09299761073326,🟢,OPORTUNIDAD,251,2025-12-18 07:48:51,2025-12-18,0,92,92,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSAV,Dow Jones U.S. Media Agencies Index,370.67,346.44,667.91,6.993996074356315,31.888056759952704,🟢,OPORTUNIDAD,251,2025-12-18 07:48:51,2025-12-18,0,91,91,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSFA,Dow Jones U.S. Financial Administration Index,492.7,457.18,683.09,7.76936873878997,31.2619047619048,🟢,OPORTUNIDAD,251,2025-12-18 07:48:51,2025-12-18,0,91,91,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSRU,Dow Jones U.S. Restaurants & Bars Index,2940.1,2686.2,3265.8,9.452013997468548,34.25957302609282,🟢,OPORTUNIDAD,251,2025-12-18 07:48:51,2025-12-18,0,90,90,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSCS,Dow Jones U.S. Specialized Consumer Services Index,2379.6,2326.4,3402.3,2.2867950481430457,47.27685325264755,🟢,OPORTUNIDAD,251,2025-12-18 07:48:51,2025-12-18,0,87,87,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSIB,Dow Jones U.S. Insurance Brokers Index,697.05,658.66,891.38,5.828500288464456,45.571612533981984,🟢,OPORTUNIDAD,251,2025-12-18 07:48:51,2025-12-18,0,86,86,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSCC,Dow Jones U.S. Commodity Chemicals Index,654.73,608.9,794.88,7.526687469206774,46.87635574837312,🟢,OPORTUNIDAD,251,2025-12-18 07:48:51,2025-12-18,0,85,85,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSCP,Dow Jones U.S. Containers & Packaging Index,418.53,388.62,514.38,7.696464412536661,44.00139300017413,🟢,OPORTUNIDAD,251,2025-12-18 07:48:51,2025-12-18,0,85,85,False,0,0,[],[],CRÍTICA,BAJO,0
