Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate,FileDate,DaysAgo,BaseScore,FinalScore,InsiderActivity,InsiderTrades,InsiderValue,InsiderTickers,Signals,Urgency,RiskLevel,MappingCoverage
DJUSCS,Dow Jones U.S. Specialized Consumer Services Index,2781.3,2604.0,3402.3,6.808755760368671,47.2936400541272,🟢,OPORTUNIDAD,251,2025-08-13 07:47:11,2025-08-13,0,85,85,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSRA,Dow Jones U.S. Apparel Retailers Index,1775.83,1490.78,1826.93,19.120862903983145,27.552578436684318,🟡,CERCA,251,2025-08-13 07:47:11,2025-08-13,0,83,83,False,0,0,[],[],ALTA,BAJO,0
DJUSHI,Dow Jones U.S. Home Improvement Retailers Index,866.2,705.04,958.3,22.85827754453649,28.54439091534753,🟡,CERCA,251,2025-08-13 07:47:11,2025-08-13,0,82,82,False,0,0,[],[],ALTA,BAJO,0
DJUSHG,Dow Jones U.S. Household Goods & Home Construction Index,1060.09,999.49,1229.25,6.063092177010266,53.41344108889838,🟢,OPORTUNIDAD,251,2025-08-13 07:47:11,2025-08-13,0,80,80,False,0,0,[],[],ALTA,BAJO,0
DJUSSD,Dow Jones U.S. Soft Drinks Index,941.63,835.84,1016.29,12.65672856049004,39.923358299947736,🟡,CERCA,251,2025-08-13 07:47:11,2025-08-13,0,80,80,False,0,0,[],[],ALTA,BAJO,0
DJUSIB,Dow Jones U.S. Insurance Brokers Index,759.81,729.23,891.38,4.193464339097394,58.75213160798479,🟢,OPORTUNIDAD,251,2025-08-13 07:47:11,2025-08-13,0,80,80,False,0,0,[],[],ALTA,BAJO,0
DJUSMC,Dow Jones U.S. Health Care Equipment & Services Index,2166.5,2083.0,2559.1,4.00864138262122,55.8778154890466,🟢,OPORTUNIDAD,251,2025-08-13 07:47:11,2025-08-13,0,80,80,False,0,0,[],[],ALTA,BAJO,0
DJUSHP,Dow Jones U.S. Health Care Providers Index,2271.9,2106.6,3545.2,7.846767302762754,55.14545454545454,🟢,OPORTUNIDAD,251,2025-08-13 07:47:11,2025-08-13,0,79,79,False,0,0,[],[],ALTA,BAJO,0
DJUSMU,Dow Jones U.S. Multiutilities Index,287.81,249.55,292.91,15.331596874373869,39.85833869929167,🟡,CERCA,251,2025-08-13 07:47:11,2025-08-13,0,79,79,False,0,0,[],[],ALTA,BAJO,0
DJUSIU,Dow Jones U.S. Reinsurance Index,503.69,467.58,599.38,7.722742632276833,58.94611491515333,🟢,OPORTUNIDAD,251,2025-08-13 07:47:11,2025-08-13,0,79,79,False,0,0,[],[],ALTA,BAJO,0
