Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate,FileDate,DaysAgo,BaseScore,FinalScore,InsiderActivity,InsiderTrades,InsiderValue,InsiderTickers,Signals,Urgency,RiskLevel,MappingCoverage
DJUSRN,Dow Jones U.S. Residential REITs Index,213.37,206.56,263.03,3.2968628969790874,48.56952761144376,🟢,OPORTUNIDAD,250,2026-01-08 07:50:32,2026-01-08,0,87,87,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSCC,Dow Jones U.S. Commodity Chemicals Index,679.1,608.9,794.88,11.52898669732305,24.55183164458292,🟡,CERCA,250,2026-01-08 07:50:32,2026-01-08,0,86,86,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSRP,Dow Jones U.S. Recreational Products Index,288.12,274.92,429.99,4.8013967699694415,49.41909889487103,🟢,OPORTUNIDAD,250,2026-01-08 07:50:32,2026-01-08,0,86,86,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSCP,Dow Jones U.S. Containers & Packaging Index,422.59,388.62,514.38,8.74118676341927,44.50757575757575,🟢,OPORTUNIDAD,251,2026-01-08 07:50:32,2026-01-08,0,85,85,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSFR,Dow Jones U.S. Forestry & Paper Index,809.34,703.58,886.08,15.031695045339546,25.47902641118577,🟡,CERCA,251,2026-01-08 07:50:32,2026-01-08,0,85,85,False,0,0,[],[],ALTA,BAJO,0
DJUSFA,Dow Jones U.S. Financial Administration Index,495.4,457.18,683.09,8.359945754407448,47.34774066797644,🟢,OPORTUNIDAD,251,2026-01-08 07:50:32,2026-01-08,0,85,85,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSIV,Dow Jones U.S. Business Support Services Index,1145.45,1061.45,1395.19,7.913702953506994,45.03336879775608,🟢,OPORTUNIDAD,251,2026-01-08 07:50:32,2026-01-08,0,85,85,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSIS,Dow Jones U.S. Support Services Index,801.83,748.64,949.87,7.104883522120119,43.03680981595088,🟢,OPORTUNIDAD,250,2026-01-08 07:50:32,2026-01-08,0,85,85,False,0,0,[],[],CRÍTICA,BAJO,0
DJUSPL,Dow Jones U.S. Pipelines Index,1012.61,925.07,1229.95,9.463067659744665,48.73887920755756,🟢,OPORTUNIDAD,251,2026-01-08 07:50:32,2026-01-08,0,84,84,False,0,0,[],[],ALTA,BAJO,0
DJUSBE,Dow Jones U.S. Business Training & Employment Agencies Index,98.72,95.19,143.02,3.708372728227757,58.63746958637472,🟢,OPORTUNIDAD,251,2026-01-08 07:50:32,2026-01-08,0,81,81,False,0,0,[],[],ALTA,BAJO,0
