ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at
INTU,Intuit Inc.,82.0,🏆 ELITE,🟢 Elite,100.0,100.0,36.0,85.0,70.0,15.0,0.0,False,down,704.2,True,2,123.4,True,2,"{'eps_growth_yoy': np.float64(704.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.9}","{'revenue_growth_yoy': np.float64(123.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(nan), 'rs_6m': np.float64(nan), 'rs_line_percentile': 0.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 22.5, 'debt_to_equity': 0.33, 'current_ratio': 1.45, 'operating_margin_pct': 47.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 74.4}",281.77,77074513920,Technology,Software - Application,4.4,2.0,False,813.7,-65.4,0.0,False,491.3,921.0,276.0,32.0,buy,74.4,387.99,37.7,175.48,-37.7,6.79,19.13,1.7,28.3,4.8,0.63,True,-5.3,24.8,10.7,65.0,2026-08-20,False,False,9.0,STRONG,6.58,97.0,0.96,92.6,,,,2026-06-16T09:30:00.909986
TECK,Teck Resources Ltd,79.4,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,62.0,70.0,40.0,80.0,87.5,False,up,297.6,False,0,94.9,True,1,"{'eps_growth_yoy': np.float64(297.6), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.9}","{'revenue_growth_yoy': np.float64(94.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(nan), 'rs_6m': np.float64(nan), 'rs_line_percentile': 87.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 5.9, 'debt_to_equity': 0.37, 'operating_margin_pct': 39.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -27.8}",66.16,32411408384,Basic Materials,Other Industrial Metals & Mining,,2.7,False,71.25,-7.1,1.0,False,47.8,62.53,34.2,3.0,hold,-27.8,,,80.7,22.0,,,0.55,13.3,0.37,0.99,True,-1.95,4.5,51.5,37.0,2026-07-23,False,False,5.0,NEUTRAL,6.29,6.5,0.17,56.3,,,,2026-06-16T09:36:42.857223
AJG,Arthur J. Gallagher & Co.,79.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,100.0,36.0,70.0,65.0,15.0,13.2,False,down,124.7,True,1,47.7,True,2,"{'eps_growth_yoy': np.float64(124.7), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.4}","{'revenue_growth_yoy': np.float64(47.7), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(nan), 'rs_6m': np.float64(nan), 'rs_line_percentile': 13.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 7.0, 'debt_to_equity': 0.56, 'current_ratio': 1.06, 'operating_margin_pct': 28.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 22.4}",215.74,55432667136,Financial Services,Insurance Brokers,2.0,2.6,False,327.34,-34.1,0.0,False,264.11,388.0,211.0,19.0,buy,22.4,106.23,-50.8,99.95,-53.7,1.95,4.2,1.3,42.9,2.8,1.01,True,-0.56,4.2,16.2,44.0,2026-07-30,False,False,6.0,NEUTRAL,3.72,77.9,0.9,29.3,,,,2026-06-16T09:31:16.823718
AON,Aon plc,78.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,36.0,80.0,65.0,15.0,18.6,False,down,109.3,False,0,21.2,True,2,"{'eps_growth_yoy': np.float64(109.3), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}","{'revenue_growth_yoy': np.float64(21.2), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(nan), 'rs_6m': np.float64(nan), 'rs_line_percentile': 18.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 46.4, 'debt_to_equity': 1.55, 'current_ratio': 1.07, 'operating_margin_pct': 35.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 16.6}",329.51,70375743488,Financial Services,Insurance Brokers,1.4,1.9,False,381.0,-13.5,0.0,False,384.11,436.0,298.0,19.0,buy,16.6,597.35,81.3,493.76,49.8,4.75,15.65,1.0,16.4,3.28,0.76,True,-1.78,7.4,19.0,38.0,2026-07-24,False,False,8.0,STRONG,6.58,141.9,0.57,19.8,,,,2026-06-16T09:30:32.505694
TW,Tradeweb Markets Inc.,78.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,90.0,36.0,85.0,70.0,15.0,6.8,False,down,33.5,False,0,20.4,True,2,"{'eps_growth_yoy': np.float64(33.5), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 40.3}","{'revenue_growth_yoy': np.float64(20.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(nan), 'rs_6m': np.float64(nan), 'rs_line_percentile': 6.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 14.2, 'debt_to_equity': 0.02, 'current_ratio': 5.93, 'operating_margin_pct': 46.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 32.6}",101.73,22179786752,Financial Services,Capital Markets,2.7,1.9,False,147.49,-31.0,0.0,False,134.86,197.0,110.0,14.0,buy,32.6,,,121.5,19.4,,,0.55,12.4,0.56,0.4,True,-0.71,636.1,27.4,44.0,2026-07-30,False,False,8.0,STRONG,5.72,57.1,0.57,31.7,,,,2026-06-16T09:30:24.297357
VEEV,Veeva Systems Inc.,77.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,80.0,36.0,85.0,70.0,15.0,2.3,False,down,30.3,True,1,11.9,True,2,"{'eps_growth_yoy': np.float64(30.3), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 28.4}","{'revenue_growth_yoy': np.float64(11.9), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(nan), 'rs_6m': np.float64(nan), 'rs_line_percentile': 2.3, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 13.9, 'debt_to_equity': 0.01, 'current_ratio': 4.74, 'operating_margin_pct': 30.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 51.4}",162.17,26343428096,Healthcare,Health Information Services,5.9,2.0,False,310.5,-47.8,0.0,False,245.48,350.0,165.0,27.0,buy,51.4,183.94,13.4,82.34,-49.2,4.78,7.75,,,,,True,-0.86,,14.6,78.0,2026-09-02,False,False,7.0,NEUTRAL,4.79,14.1,1.11,49.8,,,,2026-06-16T09:30:56.785105
FICO,Fair Isaac Corporation,76.7,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,36.0,70.0,65.0,15.0,12.6,False,down,45.5,True,2,28.9,True,2,"{'eps_growth_yoy': np.float64(45.5), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 33.7}","{'revenue_growth_yoy': np.float64(28.9), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(nan), 'rs_6m': np.float64(nan), 'rs_line_percentile': 12.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'current_ratio': 2.22, 'operating_margin_pct': 58.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 29.3}",1181.62,27402838016,Technology,Software - Application,9.6,5.2,True,1998.01,-40.9,0.0,False,1527.5,2400.0,707.0,20.0,buy,29.3,1335.91,13.1,946.5,-19.9,2.67,31.5,,,,0.09,True,-6.61,7.2,69.0,43.0,2026-07-29,False,False,7.0,NEUTRAL,3.04,996.8,0.31,50.0,,,,2026-06-16T09:30:52.703146
BRO,"Brown & Brown, Inc.",76.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,36.0,75.0,55.0,15.0,7.0,False,down,84.4,True,2,50.5,True,1,"{'eps_growth_yoy': np.float64(84.4), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 18.4}","{'revenue_growth_yoy': np.float64(50.5), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(nan), 'rs_6m': np.float64(nan), 'rs_line_percentile': 7.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 11.9, 'debt_to_equity': 0.64, 'current_ratio': 1.02, 'operating_margin_pct': 47.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 20.6}",59.28,20092827648,Financial Services,Insurance Brokers,6.4,4.5,False,111.1,-46.6,0.0,False,71.5,90.0,60.0,16.0,hold,20.6,66.09,11.5,30.7,-48.2,7.58,4.49,1.09,20.5,0.65,0.65,True,-1.88,5.0,-3.2,41.0,2026-07-27,False,False,4.0,NEUTRAL,6.16,175.4,,30.2,,,,2026-06-16T09:31:56.974652
HEI,Heico Corporation,75.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,70.0,44.0,90.0,60.0,35.0,46.6,False,up,31.8,True,1,19.9,True,1,"{'eps_growth_yoy': np.float64(31.8), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.1}","{'revenue_growth_yoy': np.float64(19.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(nan), 'rs_6m': np.float64(nan), 'rs_line_percentile': 46.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 17.2, 'debt_to_equity': 0.48, 'current_ratio': 2.92, 'operating_margin_pct': 25.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.8}",336.18,46950653952,Industrials,Aerospace & Defense,1.6,0.9,False,361.69,-7.1,0.0,False,386.1,471.0,290.0,20.0,buy,14.8,544.34,61.9,168.3,-49.9,1.51,12.84,0.07,4.3,0.24,0.1,False,,9.0,48.2,70.0,2026-08-25,False,False,8.0,STRONG,2.05,52.3,1.02,53.0,,,,2026-06-16T09:32:35.602823
ICE,Intercontinental Exchange Inc.,75.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,80.0,36.0,75.0,70.0,15.0,4.9,False,down,66.0,True,2,12.4,True,2,"{'eps_growth_yoy': np.float64(66.0), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 37.7}","{'revenue_growth_yoy': np.float64(12.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(nan), 'rs_6m': np.float64(nan), 'rs_line_percentile': 4.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 13.9, 'debt_to_equity': 0.71, 'current_ratio': 1.01, 'operating_margin_pct': 57.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 41.1}",140.1,79228305408,Financial Services,Financial Data & Stock Exchanges,1.7,2.4,False,189.35,-26.0,0.0,False,197.67,251.0,174.0,15.0,strong_buy,41.1,280.7,100.4,205.8,46.9,4.72,6.62,1.48,28.5,2.08,1.23,True,-2.15,7.5,79.7,44.0,2026-07-30,False,False,8.0,STRONG,5.18,118.3,0.2,21.7,,,,2026-06-16T09:31:24.808908
