ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ABT,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑10.5% (5.04→5.57),2026-06-17
ADP,WATCH,3,Piotroski fuerte (8.0/9),2026-06-17
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 9/9) | Piotroski fuerte (7.0/9),2026-06-17
AJG,WATCH,-3,Caro vs peers en Financial Services (FCF rank 15/15),2026-06-17
AON,WATCH,3,Piotroski fuerte (8.0/9),2026-06-17
ASAZY,CAUTION,2,Thesis drift MEDIUM: Score cayó 13pts en 40d (65→52) | Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (43.4% vs media sector 5.2%),2026-06-17
AUTO.L,CAUTION,-9,Thesis drift MEDIUM: Score cayó 12pts en 40d (61→49) | Señal salida MEDIUM: Score cayó 17pts (65 → 49) | Mejor FCF en Communication Services (6.5% vs media sector 5.6%),2026-06-17
AWK,WATCH,-8,EPS revision STRONG_DOWN: EPS consensus ↓17.3% (11.91→9.85); Analistas: +10 (0→10),2026-06-17
AXP,CONFIRM,8,Smart money: 1 HF + 0 insiders (conv 25),2026-06-17
BR,EXIT,-12,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-17
BRO,BEST,5,Mejor FCF en Financial Services (7.6% vs media sector 5.2%),2026-06-17
CB,BEST,5,Mejor FCF en Financial Services (9.9% vs media sector 5.2%),2026-06-17
CBOE,WATCH,3,Piotroski fuerte (8.0/9),2026-06-17
CHD,REVISION_UP,11,Piotroski fuerte (7.0/9) | EPS revision STRONG_UP: EPS consensus ↑11.2% (3.93→4.37),2026-06-17
CLPBY,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-17
COST,WATCH,0,Caro vs peers en Consumer Defensive (FCF rank 8/9) | Piotroski fuerte (7.0/9),2026-06-17
CTAS,CAUTION,-3,Thesis drift MEDIUM: Score cayó 19pts en 40d (44→24) | Piotroski fuerte (8.0/9),2026-06-17
DHR,WATCH,4,EPS revision UP: EPS consensus ↑2.0% (10.37→10.58); Revenue estimate ↑4.6%,2026-06-17
EXPN.L,CAUTION,5,Thesis drift MEDIUM: Score cayó 17pts en 40d (77→60) | Smart money: 0 HF + 3 insiders (conv 48) | Piotroski fuerte (9.0/9),2026-06-17
FAST,WATCH,0,Caro vs peers en Industrials (FCF rank 16/19) | Piotroski fuerte (8.0/9),2026-06-17
G24.DE,CAUTION,-8,Señal salida MEDIUM: Score cayó 19pts (73 → 54),2026-06-17
GVDNY,WATCH,3,Piotroski fuerte (7.0/9),2026-06-17
HEI,WATCH,0,Caro vs peers en Industrials (FCF rank 18/19) | Piotroski fuerte (8.0/9),2026-06-17
HESAY,WATCH,3,Piotroski fuerte (8.0/9),2026-06-17
IDXX,WATCH,3,Piotroski fuerte (8.0/9),2026-06-17
INTU,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-06-17
ITRK.L,WATCH,-4,EPS revision DOWN: EPS consensus ↓2.4% (3.41→3.32),2026-06-17
JKHY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-06-17
KO,CONFIRM,8,Caro vs peers en Consumer Defensive (FCF rank 9/9) | Smart money: 1 HF + 0 insiders (conv 24) | Piotroski fuerte (7.0/9),2026-06-17
LSEG.L,WATCH,3,Piotroski fuerte (7.0/9),2026-06-17
MA,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-17
MCO,CONFIRM,8,Caro vs peers en Financial Services (FCF rank 13/15) | Smart money: 1 HF + 0 insiders (conv 26) | Piotroski fuerte (8.0/9),2026-06-17
MSCI,WATCH,0,Caro vs peers en Financial Services (FCF rank 14/15) | Piotroski fuerte (8.0/9),2026-06-17
NDAQ,WATCH,3,Piotroski fuerte (9.0/9),2026-06-17
PGR,BEST,5,Mejor FCF en Financial Services (13.1% vs media sector 5.2%),2026-06-17
RACE,WATCH,0,Caro vs peers en Consumer Cyclical (FCF rank 9/9) | Piotroski fuerte (9.0/9),2026-06-17
RELX,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-17
SAP,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-06-17
SPGI,WATCH,3,Piotroski fuerte (7.0/9),2026-06-17
SXYAY,WATCH,3,Piotroski fuerte (7.0/9),2026-06-17
V,CAUTION,0,Señal salida MEDIUM: Score cayó 16pts (64 → 48) | Smart money: 1 HF + 0 insiders (conv 29),2026-06-17
VRSN,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-06-17
WST,WATCH,0,Caro vs peers en Healthcare (FCF rank 8/9) | Piotroski fuerte (7.0/9),2026-06-17
WTKWY,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-06-17
