ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at
AJG,Arthur J. Gallagher & Co.,81.6,🏆 ELITE,🟢 Elite,100.0,100.0,50.3,70.0,60.0,35.0,34.6,False,up,124.7,True,1,47.7,True,2,"{'eps_growth_yoy': 124.7, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.4}","{'revenue_growth_yoy': 47.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 10.0, 'rs_6m': -8.2, 'rs_line_percentile': 34.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 7.0, 'debt_to_equity': 0.56, 'current_ratio': 1.06, 'operating_margin_pct': 28.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 10.8}",253.9,65237573632,Financial Services,Insurance Brokers,2.7,3.6,False,315.48,-19.5,4.0,False,281.39,388.0,225.0,18.0,buy,10.8,106.23,-58.2,99.95,-60.6,1.66,4.2,1.1,42.9,2.8,1.01,True,-0.48,4.2,16.2,10.0,2026-07-30,False,True,6.0,NEUTRAL,3.25,77.9,1.05,38.2,,,,2026-07-20T06:50:56.979318
WST,"West Pharmaceutical Services, I",80.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,80.0,70.0,91.0,95.0,60.0,100.0,94.1,True,up,5.3,True,1,10.2,True,1,"{'eps_growth_yoy': 5.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.8}","{'revenue_growth_yoy': 10.2, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 26.0, 'rs_6m': 20.5, 'rs_line_percentile': 94.1, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 19.1, 'debt_to_equity': 0.11, 'current_ratio': 2.71, 'operating_margin_pct': 21.7}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 6.6}",358.24,25308792832,Healthcare,Medical Instruments & Supplies,3.8,2.9,False,367.66,-2.6,8.0,True,382.0,447.0,310.0,15.0,strong_buy,6.6,165.47,-53.8,224.7,-37.3,1.09,3.9,0.25,11.5,0.88,0.25,True,-1.19,336.2,56.1,3.0,2026-07-23,True,False,7.0,NEUTRAL,,,0.66,19.9,0.4,0.02,-19.5,2026-07-20T06:51:25.267842
AON,Aon plc,79.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,46.7,80.0,60.0,35.0,42.6,False,up,109.3,False,0,21.2,True,2,"{'eps_growth_yoy': 109.3, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}","{'revenue_growth_yoy': 21.2, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 6.0, 'rs_6m': -1.2, 'rs_line_percentile': 42.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 46.4, 'debt_to_equity': 1.55, 'current_ratio': 1.07, 'operating_margin_pct': 35.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 7.1}",367.21,78427586560,Financial Services,Insurance Brokers,1.8,2.0,False,381.0,-3.6,3.0,False,393.11,445.0,327.0,19.0,buy,7.1,597.35,62.7,493.49,34.4,4.26,15.65,0.89,16.4,3.28,0.76,True,-1.59,7.4,19.0,9.0,2026-07-29,False,True,8.0,STRONG,6.01,141.9,0.63,35.5,0.8,0.02,-34.7,2026-07-20T06:50:05.142990
HEI,Heico Corporation,79.1,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,70.0,60.3,90.0,60.0,60.0,54.1,False,up,31.8,True,1,19.9,True,1,"{'eps_growth_yoy': 31.8, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 16.1}","{'revenue_growth_yoy': 19.9, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 12.6, 'rs_6m': -12.2, 'rs_line_percentile': 54.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 17.2, 'debt_to_equity': 0.48, 'current_ratio': 2.92, 'operating_margin_pct': 25.5}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 12.8}",342.66,47882526720,Industrials,Aerospace & Defense,1.5,1.4,False,369.48,-7.3,7.0,True,386.53,472.0,290.0,19.0,buy,12.8,543.7,58.7,167.7,-51.1,1.48,12.82,0.07,4.3,0.25,0.1,False,,9.0,48.2,36.0,2026-08-25,False,False,8.0,STRONG,2.01,52.3,1.03,23.0,,,,2026-07-20T06:52:34.399664
TECK,Teck Resources Ltd,78.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,54.0,70.0,50.0,60.0,56.7,False,down,297.6,False,0,94.9,True,1,"{'eps_growth_yoy': 297.6, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.9}","{'revenue_growth_yoy': 94.9, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -12.1, 'rs_6m': -2.3, 'rs_line_percentile': 56.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 60}","{'roe_pct': 5.9, 'debt_to_equity': 0.37, 'operating_margin_pct': 39.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -3.1}",55.05,26968680448,Basic Materials,Other Industrial Metals & Mining,,2.6,False,71.25,-22.7,5.0,False,53.33,68.96,36.34,4.0,hold,-3.1,,,79.5,44.4,,,0.64,13.3,0.35,0.99,True,-2.34,4.5,51.5,3.0,2026-07-23,True,False,8.0,STRONG,7.34,6.5,0.13,46.6,6.3,0.13,-40.3,2026-07-20T06:57:41.104776
ADP,"Automatic Data Processing, Inc.",78.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,80.0,53.0,85.0,50.0,35.0,33.4,False,up,49.3,True,1,15.8,True,2,"{'eps_growth_yoy': 49.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 20.1}","{'revenue_growth_yoy': 15.8, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 23.4, 'rs_6m': -8.3, 'rs_line_percentile': 33.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 35}","{'roe_pct': 71.2, 'debt_to_equity': 0.69, 'current_ratio': 1.04, 'operating_margin_pct': 30.2}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -1.0}",255.265,102038167552,Technology,Software - Application,4.2,4.8,False,315.98,-19.2,4.0,False,252.8,305.0,190.0,15.0,hold,-1.0,239.06,-6.3,112.56,-55.9,4.65,11.88,2.66,60.5,6.8,2.04,True,-1.75,13.5,4.2,9.0,2026-07-29,False,True,8.0,STRONG,5.59,192.0,1.99,34.6,,,,2026-07-20T06:47:50.324459
INTU,Intuit Inc.,77.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,100.0,15.0,85.0,70.0,15.0,5.1,False,down,704.2,True,2,123.4,True,2,"{'eps_growth_yoy': 704.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.9}","{'revenue_growth_yoy': 123.4, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -30.6, 'rs_6m': -55.1, 'rs_line_percentile': 5.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 22.5, 'debt_to_equity': 0.33, 'current_ratio': 1.45, 'operating_margin_pct': 47.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 62.7}",291.09,79623880704,Technology,Software - Application,6.1,2.4,False,813.7,-64.2,0.0,False,473.68,921.0,250.0,33.0,buy,62.7,387.99,33.3,175.37,-39.8,6.57,19.13,1.65,28.3,4.8,0.65,True,-5.13,24.8,10.7,31.0,2026-08-20,False,False,9.0,STRONG,6.37,97.0,1.0,46.9,,,,2026-07-20T06:49:26.945381
VEEV,Veeva Systems Inc.,77.7,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,80.0,42.3,85.0,65.0,15.0,22.2,False,up,30.3,True,1,11.9,True,2,"{'eps_growth_yoy': 30.3, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 28.4}","{'revenue_growth_yoy': 11.9, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 11.4, 'rs_6m': -18.7, 'rs_line_percentile': 22.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'roe_pct': 13.9, 'debt_to_equity': 0.01, 'current_ratio': 4.74, 'operating_margin_pct': 30.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 25.2}",195.38,31738171392,Healthcare,Health Information Services,5.0,2.5,False,310.5,-37.1,2.0,False,244.59,350.0,165.0,27.0,buy,25.2,183.94,-5.9,82.49,-57.8,3.97,7.75,,,,,True,-0.72,,14.6,44.0,2026-09-02,False,False,7.0,NEUTRAL,3.74,14.1,1.33,47.1,,,,2026-07-20T06:50:34.194008
TW,Tradeweb Markets Inc.,75.7,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,90.0,27.0,85.0,65.0,15.0,9.4,False,down,33.5,False,0,20.4,True,2,"{'eps_growth_yoy': 33.5, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 40.3}","{'revenue_growth_yoy': 20.4, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -20.4, 'rs_6m': -11.7, 'rs_line_percentile': 9.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 14.2, 'debt_to_equity': 0.02, 'current_ratio': 5.93, 'operating_margin_pct': 46.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 28.5}",99.9,21780799488,Financial Services,Capital Markets,3.1,1.9,False,147.49,-32.3,1.0,False,128.36,201.0,105.0,14.0,buy,28.5,,,121.5,21.6,,,0.56,12.4,0.56,0.4,True,-0.72,636.1,27.4,10.0,2026-07-30,False,True,8.0,STRONG,5.83,57.1,0.56,42.0,,,,2026-07-20T06:49:55.145961
FICO,Fair Isaac Corporation,75.6,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,30.3,70.0,65.0,15.0,22.4,False,up,45.5,True,2,28.9,True,2,"{'eps_growth_yoy': 45.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 33.7}","{'revenue_growth_yoy': 28.9, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': 12.2, 'rs_6m': -28.4, 'rs_line_percentile': 22.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 15}","{'current_ratio': 2.22, 'operating_margin_pct': 58.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 22.1}",1257.11,29153519616,Technology,Software - Application,11.2,6.7,True,1998.01,-37.1,2.0,False,1534.55,2400.0,707.0,20.0,buy,22.1,1335.91,6.3,946.5,-24.7,2.51,31.5,,,,0.09,True,-6.21,7.2,69.0,9.0,2026-07-29,False,True,7.0,NEUTRAL,2.87,996.8,0.33,43.1,0.2,0.0,-42.9,2026-07-20T06:50:29.276555
