ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ABT,EXIT,-7,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota | EPS revision STRONG_UP: EPS consensus ↑26.2% (5.57→7.03); Revenue estimate ↑1.7%,2026-07-21
ADP,WATCH,-8,EPS revision STRONG_DOWN: EPS consensus ↓11.8% (13.55→11.95),2026-07-21
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 5/5) | Piotroski fuerte (7.0/9),2026-07-21
AJG,WATCH,-3,Caro vs peers en Financial Services (FCF rank 16/17),2026-07-21
AON,WATCH,3,Piotroski fuerte (8.0/9),2026-07-21
ASAZY,BEST,12,Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (46.1% vs media sector 4.6%) | EPS revision UP: EPS consensus ↑2.8% (1.04→1.07); Revenue estimate ↑2.9%,2026-07-21
ATLKY,CAUTION,0,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos) | EPS revision STRONG_UP: EPS consensus ↑5.8% (0.67→0.71); Revenue estimate ↑6.4%,2026-07-21
AUTO.L,AVOID,-7,Thesis drift HIGH (46d): Score cayó 33pts en 46d (86→54) | Mejor FCF en Communication Services (6.2% vs media sector 5.0%),2026-07-21
AWK,CAUTION,-5,Value trap MEDIUM: FCF negativo (-7.2%) — quema caja pese a valuación barata | Piotroski fuerte (8.0/9),2026-07-21
BRK-B,BEST,5,Mejor FCF en Financial Services (5.8% vs media sector 3.9%),2026-07-21
BRO,BEST,5,Mejor FCF en Financial Services (6.5% vs media sector 3.9%),2026-07-21
CB,BEST,5,Mejor FCF en Financial Services (9.2% vs media sector 3.9%),2026-07-21
CBOE,WATCH,3,Piotroski fuerte (8.0/9),2026-07-21
CDNS,WATCH,0,Caro vs peers en Technology (FCF rank 10/12) | Piotroski fuerte (7.0/9),2026-07-21
CLPBY,BEST,8,Piotroski fuerte (7.0/9) | Mejor FCF en Healthcare (28.9% vs media sector 7.0%),2026-07-21
CME,CAUTION,-2,"Señal salida MEDIUM: Score cayó 24pts (53 → 29) | Opciones TIER2 (q=55): VALUE weak (29pts), INSIDER CONF",2026-07-21
CNI,WATCH,3,Piotroski fuerte (7.0/9),2026-07-21
COST,WATCH,0,Caro vs peers en Consumer Defensive (FCF rank 10/11) | Piotroski fuerte (7.0/9),2026-07-21
CTAS,AVOID,-27,Quality decay MEDIUM: Piotroski cayó 5pts (8 → 3/9) | Thesis drift HIGH (46d): Score cayó 20pts en 46d (55→34) | Señal salida MEDIUM: Score cayó 22pts (56 → 34) | Caro vs peers en Industrials (FCF rank 23/26) | EPS revision UP: EPS consensus ↑3.0% (6.76→6.96); Revenue estimate ↑3.2%,2026-07-21
DBOEY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-07-21
ERIE,CAUTION,-8,Value trap MEDIUM: Piotroski débil (4/9),2026-07-21
ETN,WATCH,4,Caro vs peers en Industrials (FCF rank 24/26) | Piotroski fuerte (7.0/9) | EPS revision UP: EPS consensus ↑4.5% (13.44→14.05),2026-07-21
