ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at
TECK,Teck Resources Ltd,83.5,🏆 ELITE,🟢 Elite,100.0,90.0,82.7,70.0,40.0,95.0,94.0,False,up,297.6,False,0,94.9,True,1,"{'eps_growth_yoy': np.float64(297.6), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 14.9}","{'revenue_growth_yoy': np.float64(94.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(2.1), 'rs_6m': np.float64(44.3), 'rs_line_percentile': 94.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 5.9, 'debt_to_equity': 0.37, 'operating_margin_pct': 39.8}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -26.6}",66.09,32377112576,Basic Materials,Other Industrial Metals & Mining,,2.8,False,67.67,-2.3,8.0,True,48.48,63.43,34.69,3.0,hold,-26.6,,,81.9,23.9,,,0.55,13.3,0.37,1.0,True,-1.95,4.5,51.5,55.0,2026-07-23,False,False,8.0,STRONG,6.29,6.5,0.17,51.6,,,,2026-05-29T09:03:41.033722
CBOE,"Cboe Global Markets, Inc.",80.5,🏆 ELITE,🟢 Elite,100.0,70.0,68.7,95.0,50.0,60.0,74.6,False,up,64.1,True,1,8.5,True,2,"{'eps_growth_yoy': np.float64(64.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 25.8}","{'revenue_growth_yoy': np.float64(8.5), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(4.6), 'rs_6m': np.float64(21.7), 'rs_line_percentile': 74.6, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 25.1, 'debt_to_equity': 0.29, 'current_ratio': 1.39, 'operating_margin_pct': 39.7}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -4.0}",344.24,36026015744,Financial Services,Financial Data & Stock Exchanges,3.0,2.9,False,371.18,-7.3,8.0,True,330.43,393.0,273.0,14.0,hold,-4.0,406.47,18.1,351.0,2.0,2.78,9.58,0.84,23.8,2.88,1.3,True,-0.22,33.8,21.8,63.0,2026-07-31,False,False,8.0,STRONG,4.56,70.3,0.43,41.8,,,,2026-05-29T09:01:15.980911
NUE,Nucor Corporation,79.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,85.0,70.0,91.0,80.0,60.0,100.0,100.0,True,up,23.2,True,1,12.3,True,1,"{'eps_growth_yoy': np.float64(23.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 6.8}","{'revenue_growth_yoy': np.float64(12.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(31.1), 'rs_6m': np.float64(48.2), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 12.3, 'debt_to_equity': 0.32, 'current_ratio': 2.9, 'operating_margin_pct': 11.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': -2.1}",249.3,56775819264,Basic Materials,Steel,2.8,3.0,False,250.37,-0.4,8.0,True,244.14,275.0,138.17,15.0,buy,-2.1,,,302.1,21.2,-0.68,-1.69,0.9,22.0,2.24,1.42,True,-0.92,22.4,382.1,59.0,2026-07-27,False,False,6.0,NEUTRAL,4.38,11.9,0.04,28.3,0.4,0.01,-27.9,2026-05-29T09:02:44.224712
INTU,Intuit Inc.,77.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,100.0,15.0,85.0,70.0,15.0,1.0,False,down,704.2,True,2,123.4,True,2,"{'eps_growth_yoy': np.float64(704.2), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 21.9}","{'revenue_growth_yoy': np.float64(123.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-33.5), 'rs_6m': np.float64(-63.9), 'rs_line_percentile': 1.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 22.5, 'debt_to_equity': 0.33, 'current_ratio': 1.45, 'operating_margin_pct': 47.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 60.4}",313.0,85617082368,Technology,Software - Application,4.6,4.2,False,813.7,-61.5,0.0,False,502.02,921.0,315.0,32.0,buy,60.4,387.99,24.0,175.48,-43.9,6.11,19.13,1.53,28.3,4.8,0.61,True,-4.77,24.8,10.7,83.0,2026-08-20,False,False,9.0,STRONG,5.93,97.0,1.07,82.5,,,,2026-05-29T08:56:28.567728
CDNS,"Cadence Design Systems, Inc.",77.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,60.0,68.7,85.0,60.0,60.0,52.7,False,up,109.7,False,0,15.6,False,0,"{'eps_growth_yoy': np.float64(109.7), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 21.2}","{'revenue_growth_yoy': np.float64(15.6), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(13.7), 'rs_6m': np.float64(10.7), 'rs_line_percentile': 52.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 20.7, 'debt_to_equity': 0.47, 'current_ratio': 1.47, 'operating_margin_pct': 29.7}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 2.7}",373.85,103113809920,Technology,Software - Application,2.0,2.2,False,383.8,-2.6,5.0,False,383.94,440.0,275.0,26.0,strong_buy,2.7,178.28,-52.3,98.9,-73.5,1.45,5.44,,,,,True,-0.97,14.4,23.0,59.0,2026-07-27,False,False,7.0,NEUTRAL,1.57,44.0,1.73,30.2,0.4,0.01,-29.8,2026-05-29T08:59:26.811140
TJX,"TJX Companies, Inc. (The)",77.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,36.0,75.0,60.0,15.0,21.9,False,down,71.1,True,1,35.3,True,1,"{'eps_growth_yoy': np.float64(71.1), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 9.4}","{'revenue_growth_yoy': np.float64(35.3), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(-14.2), 'rs_6m': np.float64(-10.2), 'rs_line_percentile': 21.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 61.3, 'debt_to_equity': 1.36, 'current_ratio': 1.14, 'operating_margin_pct': 11.8}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 14.7}",154.89,171279564800,Consumer Cyclical,Apparel Retail,1.3,3.0,False,165.82,-6.6,5.0,False,177.63,197.0,125.0,19.0,strong_buy,14.7,161.34,4.2,150.6,-2.8,2.52,3.9,1.24,33.1,1.92,1.32,True,-1.47,107.3,29.3,82.0,2026-08-19,False,False,7.0,NEUTRAL,4.05,36.2,0.92,27.2,,,,2026-05-29T09:01:02.997204
TW,Tradeweb Markets Inc.,76.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,95.0,90.0,27.0,85.0,70.0,15.0,0.0,False,down,33.5,False,0,20.4,True,2,"{'eps_growth_yoy': np.float64(33.5), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 40.3}","{'revenue_growth_yoy': np.float64(20.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-29.4), 'rs_6m': np.float64(-19.5), 'rs_line_percentile': 0.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 14.2, 'debt_to_equity': 0.02, 'current_ratio': 5.93, 'operating_margin_pct': 46.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 36.5}",99.65,21726291968,Financial Services,Capital Markets,2.7,2.2,False,147.49,-32.4,1.0,False,136.07,197.0,112.0,14.0,buy,36.5,,,121.5,21.9,,,0.56,12.4,0.56,0.39,True,-0.72,636.1,27.4,62.0,2026-07-30,False,False,8.0,STRONG,5.85,57.1,0.56,33.0,0.4,0.01,-32.6,2026-05-29T08:56:54.977198
AON,Aon plc,75.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,90.0,24.0,80.0,65.0,15.0,1.4,False,down,109.3,False,0,21.2,True,2,"{'eps_growth_yoy': np.float64(109.3), 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 22.5}","{'revenue_growth_yoy': np.float64(21.2), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-15.2), 'rs_6m': np.float64(-21.5), 'rs_line_percentile': 1.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 46.4, 'debt_to_equity': 1.55, 'current_ratio': 1.07, 'operating_margin_pct': 35.8}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 21.0}",318.3,67981537280,Financial Services,Insurance Brokers,1.4,2.0,False,381.0,-16.5,1.0,False,385.26,436.0,298.0,19.0,buy,21.0,597.35,87.7,493.49,55.0,4.92,15.65,1.03,16.4,3.28,0.76,True,-1.84,7.4,19.0,56.0,2026-07-24,False,False,8.0,STRONG,6.77,141.9,0.55,22.7,0.8,0.03,-21.9,2026-05-29T08:57:02.952091
ICE,Intercontinental Exchange Inc.,75.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,80.0,36.0,75.0,70.0,15.0,0.0,False,down,66.0,True,2,12.4,True,2,"{'eps_growth_yoy': np.float64(66.0), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 2, 'profit_margin_pct': 37.7}","{'revenue_growth_yoy': np.float64(12.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-19.7), 'rs_6m': np.float64(-16.7), 'rs_line_percentile': 0.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 13.9, 'debt_to_equity': 0.71, 'current_ratio': 1.01, 'operating_margin_pct': 57.3}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 34.5}",148.3,83865509888,Financial Services,Financial Data & Stock Exchanges,1.6,2.7,False,189.35,-21.7,1.0,False,199.53,251.0,174.0,15.0,strong_buy,34.5,280.7,89.3,206.1,39.0,4.46,6.62,1.4,28.5,2.08,1.23,True,-2.04,7.5,79.7,62.0,2026-07-30,False,False,8.0,STRONG,4.95,118.3,0.21,17.9,,,,2026-05-29T08:57:58.566135
AJG,Arthur J. Gallagher & Co.,75.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,100.0,100.0,15.0,70.0,70.0,15.0,3.0,False,down,124.7,True,1,47.7,True,2,"{'eps_growth_yoy': np.float64(124.7), 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 11.4}","{'revenue_growth_yoy': np.float64(47.7), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(-21.2), 'rs_6m': np.float64(-31.0), 'rs_line_percentile': 3.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'down', 'rs_line_score': 15}","{'roe_pct': 7.0, 'debt_to_equity': 0.56, 'current_ratio': 1.06, 'operating_margin_pct': 28.4}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 31.2}",202.65,52069294080,Financial Services,Insurance Brokers,2.1,3.0,False,351.23,-42.3,0.0,False,265.79,388.0,211.0,19.0,buy,31.2,106.23,-47.6,100.12,-50.6,2.07,4.2,1.38,42.9,2.8,1.01,True,-0.6,4.2,16.2,62.0,2026-07-30,False,False,6.0,NEUTRAL,3.92,77.9,0.84,30.6,,,,2026-05-29T08:57:50.290622
