ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
0700.HK,Tencent Holdings Limited,427.2,HKD,82.0,A,82.0,ROE 20.5% | Potencial +66% analistas | Margen 31% | Dividendo 1.2% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,710.72,66.4,42,3.4,8.3,1.25,,20.5,11.1,15.3,30.6,9.1,-37.5,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,"Forward P/E seems low compared to the sector average and historical values, potentially indicating undervaluation or overlooked risks",2026-05-29,0,
2020.HK,ANTA Sports Products Limited,75.8,HKD,82.0,A,82.0,ROE 22.5% | Potencial +39% analistas | FCF yield 6.6% | Dividendo 2.9% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,105.34,39.0,30,6.6,4.87,2.9,,22.5,11.9,13.7,16.9,12.4,-28.7,Cyclical Risk | Geopolitical Risk,,CLEAN,Metrics appear reasonable for a consumer cyclical company,2026-05-29,0,
9999.HK,"NetEase, Inc.",194.1,HKD,81.0,A,81.0,ROE 22.1% | Potencial +29% | FCF yield 5.5% | Margen 30% | Dividendo 2.3% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,250.18,28.9,22,5.5,3.61,2.34,,22.1,11.8,15.9,29.8,6.1,-21.7,regulatory risks due to Chinese tech sector oversight | geopolitical risks due to US-China tensions,NTES,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual and may indicate potential overestimation of future earnings",2026-05-29,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",16.5,BRL,74.0,A,74.0,ROE 26.7% | Potencial +21% | Crecimiento ingresos +20% | Margen 47% | Dividendo 3.7% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,20.04,21.4,14,,2.68,3.67,,26.7,12.7,17.9,47.0,20.3,-18.8,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-05-29,0,
RENT3.SA,Localiza Rent a Car S.A.,42.82,BRL,71.0,A,71.0,P/E 8.6x | Potencial +38% analistas | FCF yield 22.1% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,59.06,37.9,15,22.1,4.74,4.88,,8.5,8.6,20.7,5.1,21.2,-19.7,cyclical | geopolitical,,SUSPECT,Anomalous FCF yield of 22.1% for a rent-a-car company seems unusually high,2026-05-29,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,399.8,HKD,70.0,A,70.0,ROE 35.0% | Potencial +30% | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,518.47,29.7,17,,3.71,3.29,,35.0,25.7,26.8,62.6,19.0,-14.2,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Geopolitical Risk | Real Estate Exposure,,SUSPECT,High ROE and profit margin may indicate potential overvaluation or accounting discrepancies,2026-05-29,0,
TOTS3.SA,TOTVS S.A.,31.75,BRL,70.0,A,70.0,ROE 16.9% | Potencial +64% analistas | Crecimiento ingresos +22% | Dividendo 2.0% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,52.0,63.8,12,2.1,7.97,2.05,,16.9,13.9,21.6,15.2,22.4,-34.4,Geopolitical Risk | Cyclical Risk,,SUSPECT,High analyst upside of 63.8% seems inconsistent with the fundamentals,2026-05-29,0,
ITUB4.SA,Itaú Unibanco Holding S.A.,40.0,BRL,65.0,A,65.0,ROE 21.8% | P/E 7.7x | Potencial +22% | Margen 33% | Dividendo 1.4% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,48.77,21.9,13,,2.74,1.37,,21.8,7.7,9.7,33.3,-2.1,-19.5,FCF no comparable (sector financiero) | Regulatory Risk | Cyclical Risk | Geopolitical Risk,ITUB,SUSPECT,Negative revenue growth and lack of FCF yield data raise concerns,2026-05-29,0,
4568.T,"Daiichi Sankyo Company, Limited",2700.5,JPY,64.0,B,64.0,ROE 15.8% | Potencial +61% analistas | FCF negativo | Dividendo 3.8% | Mercado Japan CAPE 29 (26% descuento histórico),3,1,Healthcare,Japan,🇯🇵,29.4,4352.35,61.2,17,-4.6,7.65,3.76,,15.8,18.8,19.2,12.2,13.7,-35.4,Negative FCF Yield | High P/E Ratio,DSNKY,RISKY,Negative FCF yield indicates potential cash flow issues,2026-05-29,0,
2318.HK,"Ping An Insurance (Group) Company of China, Ltd.",60.05,HKD,64.0,B,64.0,P/E 5.5x (vs 11x mercado) | Potencial +38% analistas | Dividendo 5.1% | Mercado HongKong CAPE 11 (33% descuento histórico),1,0,Financial Services,HongKong,🇭🇰,10.7,83.09,38.4,16,,4.8,5.11,,11.3,5.5,7.2,13.9,-3.3,-19.6,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risks in Chinese financial sector | Geopolitical risks in Hong Kong market | Real estate market exposure,PNGAY,RISKY,Negative revenue growth and potential exposure to Chinese real estate sector pose significant risks,2026-05-29,0,
