ticker,company_name,sentiment,flow_score,quality,current_price,total_premium,put_call_ratio,unusual_calls,unusual_puts,detected_date,expiration_date,days_to_expiration,total_unusual,call_premium,put_premium,sentiment_emoji,top_calls,top_puts
COST,Costco Wholesale Corporation,NEUTRAL,100,🔥🔥🔥 WHALE ACTIVITY,946.11,5064536.0,0.87,14,13,2026-06-02,2026-06-05,2,27,2708868.0,2355668.0,🟡,"[{'type': 'CALL', 'strike': 950.0, 'volume': 696.0, 'oi': 0, 'vol_oi_ratio': 696.0, 'last_price': 9.7, 'premium': 675120.0, 'itm': False, 'implied_volatility': 0.007822421875}, {'type': 'CALL', 'strike': 940.0, 'volume': 251.0, 'oi': 0, 'vol_oi_ratio': 251.0, 'last_price': 14.75, 'premium': 370225.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 970.0, 'volume': 1040.0, 'oi': 0, 'vol_oi_ratio': 1040.0, 'last_price': 3.5, 'premium': 364000.0, 'itm': False, 'implied_volatility': 0.062509375}]","[{'type': 'PUT', 'strike': 950.0, 'volume': 407.0, 'oi': 0, 'vol_oi_ratio': 407.0, 'last_price': 12.59, 'premium': 512413.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 945.0, 'volume': 449.0, 'oi': 0, 'vol_oi_ratio': 449.0, 'last_price': 10.43, 'premium': 468307.0, 'itm': False, 'implied_volatility': 0.0039162109375}, {'type': 'PUT', 'strike': 940.0, 'volume': 373.0, 'oi': 0, 'vol_oi_ratio': 373.0, 'last_price': 8.13, 'premium': 303249.0, 'itm': False, 'implied_volatility': 0.015634843750000002}]"
MSFT,Microsoft Corporation,BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,460.52,36061440.0,0.19,21,18,2026-06-02,2026-06-03,0,39,30221319.0,5840121.0,🟢,"[{'type': 'CALL', 'strike': 465.0, 'volume': 8362, 'oi': 0, 'vol_oi_ratio': 8362, 'last_price': 5.58, 'premium': 4665996.0, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'CALL', 'strike': 470.0, 'volume': 9456, 'oi': 0, 'vol_oi_ratio': 9456, 'last_price': 4.0, 'premium': 3782400.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 475.0, 'volume': 10112, 'oi': 0, 'vol_oi_ratio': 10112, 'last_price': 2.9, 'premium': 2932480.0, 'itm': False, 'implied_volatility': 0.12500875}]","[{'type': 'PUT', 'strike': 462.5, 'volume': 1629, 'oi': 0, 'vol_oi_ratio': 1629, 'last_price': 8.25, 'premium': 1343925.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 460.0, 'volume': 1764, 'oi': 0, 'vol_oi_ratio': 1764, 'last_price': 6.95, 'premium': 1225980.0, 'itm': False, 'implied_volatility': 0.0039162109375}, {'type': 'PUT', 'strike': 450.0, 'volume': 1846, 'oi': 0, 'vol_oi_ratio': 1846, 'last_price': 3.05, 'premium': 563029.9999999999, 'itm': False, 'implied_volatility': 0.062509375}]"
INTU,Intuit Inc.,NEUTRAL,100,🔥🔥🔥 WHALE ACTIVITY,353.76,6299964.0,0.55,16,7,2026-06-02,2026-06-05,2,23,4071993.0,2227971.0,🟡,"[{'type': 'CALL', 'strike': 345.0, 'volume': 908.0, 'oi': 0, 'vol_oi_ratio': 908.0, 'last_price': 15.95, 'premium': 1448259.9999999998, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 335.0, 'volume': 215.0, 'oi': 0, 'vol_oi_ratio': 215.0, 'last_price': 22.7, 'premium': 488050.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 350.0, 'volume': 314.0, 'oi': 0, 'vol_oi_ratio': 314.0, 'last_price': 11.7, 'premium': 367380.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 395.0, 'volume': 215.0, 'oi': 0, 'vol_oi_ratio': 215.0, 'last_price': 79.3, 'premium': 1704950.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 345.0, 'volume': 271.0, 'oi': 0, 'vol_oi_ratio': 271.0, 'last_price': 5.88, 'premium': 159348.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'PUT', 'strike': 352.5, 'volume': 120.0, 'oi': 0, 'vol_oi_ratio': 120.0, 'last_price': 8.5, 'premium': 102000.0, 'itm': False, 'implied_volatility': 0.007822421875}]"
PG,Procter & Gamble Company (The),BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,140.28,1457499.0,0.32,7,7,2026-06-02,2026-06-05,2,14,1104460.0,353039.0,🟢,"[{'type': 'CALL', 'strike': 139.0, 'volume': 2454.0, 'oi': 0, 'vol_oi_ratio': 2454.0, 'last_price': 2.52, 'premium': 618408.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 140.0, 'volume': 1771.0, 'oi': 0, 'vol_oi_ratio': 1771.0, 'last_price': 1.95, 'premium': 345345.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 141.0, 'volume': 371.0, 'oi': 0, 'vol_oi_ratio': 371.0, 'last_price': 1.47, 'premium': 54537.0, 'itm': False, 'implied_volatility': 0.015634843750000002}]","[{'type': 'PUT', 'strike': 152.5, 'volume': 201.0, 'oi': 0, 'vol_oi_ratio': 201.0, 'last_price': 5.75, 'premium': 115575.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 140.0, 'volume': 475.0, 'oi': 0, 'vol_oi_ratio': 475.0, 'last_price': 1.43, 'premium': 67925.0, 'itm': False, 'implied_volatility': 0.007822421875}, {'type': 'PUT', 'strike': 138.0, 'volume': 603.0, 'oi': 0, 'vol_oi_ratio': 603.0, 'last_price': 0.72, 'premium': 43416.0, 'itm': False, 'implied_volatility': 0.0312596875}]"
WMT,Walmart Inc.,BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,114.6,6162460.0,0.32,16,12,2026-06-02,2026-06-05,2,28,4681280.0,1481180.0,🟢,"[{'type': 'CALL', 'strike': 115.0, 'volume': 7458, 'oi': 0, 'vol_oi_ratio': 7458, 'last_price': 1.19, 'premium': 887502.0, 'itm': False, 'implied_volatility': 0.007822421875}, {'type': 'CALL', 'strike': 114.0, 'volume': 5061, 'oi': 0, 'vol_oi_ratio': 5061, 'last_price': 1.7, 'premium': 860369.9999999999, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 75.0, 'volume': 171, 'oi': 0, 'vol_oi_ratio': 171, 'last_price': 39.01, 'premium': 667071.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 114.0, 'volume': 2286.0, 'oi': 0, 'vol_oi_ratio': 2286.0, 'last_price': 1.04, 'premium': 237744.0, 'itm': False, 'implied_volatility': 0.015634843750000002}, {'type': 'PUT', 'strike': 115.0, 'volume': 1465.0, 'oi': 0, 'vol_oi_ratio': 1465.0, 'last_price': 1.54, 'premium': 225610.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 132.0, 'volume': 166.0, 'oi': 0, 'vol_oi_ratio': 166.0, 'last_price': 13.15, 'premium': 218290.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
VEEV,Veeva Systems Inc.,BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,188.66,6110115.0,0.14,10,6,2026-06-02,2026-06-18,15,16,5341518.0,768597.0,🟢,"[{'type': 'CALL', 'strike': 130.0, 'volume': 613.0, 'oi': 0, 'vol_oi_ratio': 613.0, 'last_price': 57.23, 'premium': 3508199.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 190.0, 'volume': 352.0, 'oi': 0, 'vol_oi_ratio': 352.0, 'last_price': 13.68, 'premium': 481535.99999999994, 'itm': False, 'implied_volatility': 0.007822421875}, {'type': 'CALL', 'strike': 200.0, 'volume': 495.0, 'oi': 0, 'vol_oi_ratio': 495.0, 'last_price': 9.5, 'premium': 470250.0, 'itm': False, 'implied_volatility': 0.062509375}]","[{'type': 'PUT', 'strike': 185.0, 'volume': 329.0, 'oi': 0, 'vol_oi_ratio': 329.0, 'last_price': 12.13, 'premium': 399077.00000000006, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'PUT', 'strike': 175.0, 'volume': 298.0, 'oi': 0, 'vol_oi_ratio': 298.0, 'last_price': 7.2, 'premium': 214560.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'PUT', 'strike': 170.0, 'volume': 118.0, 'oi': 0, 'vol_oi_ratio': 118.0, 'last_price': 5.8, 'premium': 68440.0, 'itm': False, 'implied_volatility': 0.12500875}]"
V,Visa Inc.,BULLISH,90,🔥🔥🔥 WHALE ACTIVITY,322.77,685253.0,0.3,7,5,2026-06-02,2026-06-05,2,12,526304.0,158949.0,🟢,"[{'type': 'CALL', 'strike': 322.5, 'volume': 406.0, 'oi': 0, 'vol_oi_ratio': 406.0, 'last_price': 3.7, 'premium': 150220.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 325.0, 'volume': 440.0, 'oi': 0, 'vol_oi_ratio': 440.0, 'last_price': 2.5, 'premium': 110000.0, 'itm': False, 'implied_volatility': 0.015634843750000002}, {'type': 'CALL', 'strike': 320.0, 'volume': 186.0, 'oi': 0, 'vol_oi_ratio': 186.0, 'last_price': 5.3, 'premium': 98580.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 322.5, 'volume': 149.0, 'oi': 0, 'vol_oi_ratio': 149.0, 'last_price': 3.35, 'premium': 49915.0, 'itm': False, 'implied_volatility': 0.0039162109375}, {'type': 'PUT', 'strike': 315.0, 'volume': 317.0, 'oi': 0, 'vol_oi_ratio': 317.0, 'last_price': 1.1, 'premium': 34870.00000000001, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'PUT', 'strike': 320.0, 'volume': 133.0, 'oi': 0, 'vol_oi_ratio': 133.0, 'last_price': 2.37, 'premium': 31521.000000000004, 'itm': False, 'implied_volatility': 0.015634843750000002}]"
ADP,"Automatic Data Processing, Inc.",BULLISH,90,🔥🔥🔥 WHALE ACTIVITY,233.74,3501039.0,0.01,4,1,2026-06-02,2026-06-05,2,5,3463696.0,37343.0,🟢,"[{'type': 'CALL', 'strike': 227.5, 'volume': 2956.0, 'oi': 0, 'vol_oi_ratio': 2956.0, 'last_price': 7.8, 'premium': 2305680.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 232.5, 'volume': 1243.0, 'oi': 0, 'vol_oi_ratio': 1243.0, 'last_price': 4.94, 'premium': 614042.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 235.0, 'volume': 1199.0, 'oi': 0, 'vol_oi_ratio': 1199.0, 'last_price': 3.7, 'premium': 443630.0, 'itm': False, 'implied_volatility': 0.015634843750000002}]","[{'type': 'PUT', 'strike': 225.0, 'volume': 349.0, 'oi': 0, 'vol_oi_ratio': 349.0, 'last_price': 1.07, 'premium': 37343.0, 'itm': False, 'implied_volatility': 0.062509375}]"
ZTS,Zoetis Inc.,BEARISH,90,🔥🔥🔥 WHALE ACTIVITY,77.56,9853767.0,999.0,0,7,2026-06-02,2026-06-18,15,7,0.0,9853767.0,🔴,[],"[{'type': 'PUT', 'strike': 105.0, 'volume': 1984.0, 'oi': 0, 'vol_oi_ratio': 1984.0, 'last_price': 26.3, 'premium': 5217920.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 100.0, 'volume': 882.0, 'oi': 0, 'vol_oi_ratio': 882.0, 'last_price': 21.4, 'premium': 1887480.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 110.0, 'volume': 448.0, 'oi': 0, 'vol_oi_ratio': 448.0, 'last_price': 30.9, 'premium': 1384320.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
PAYX,"Paychex, Inc.",BULLISH,80,🔥🔥🔥 WHALE ACTIVITY,102.44,599880.0,0.06,4,1,2026-06-02,2026-06-18,15,5,565480.0,34400.0,🟢,"[{'type': 'CALL', 'strike': 95.0, 'volume': 374.0, 'oi': 0, 'vol_oi_ratio': 374.0, 'last_price': 8.4, 'premium': 314160.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 100.0, 'volume': 407.0, 'oi': 0, 'vol_oi_ratio': 407.0, 'last_price': 5.0, 'premium': 203500.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 105.0, 'volume': 114.0, 'oi': 0, 'vol_oi_ratio': 114.0, 'last_price': 2.3, 'premium': 26220.0, 'itm': False, 'implied_volatility': 0.0312596875}]","[{'type': 'PUT', 'strike': 100.0, 'volume': 172.0, 'oi': 0, 'vol_oi_ratio': 172.0, 'last_price': 2.0, 'premium': 34400.0, 'itm': False, 'implied_volatility': 0.0312596875}]"
