ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,analyzed_at
FPI,Farmland Partners Inc.,73.6,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,100.0,79.4,65.0,50.0,80.0,79.2,False,up,,,0,102.1,True,2,{'profit_margin_pct': 60.2},"{'revenue_growth_yoy': np.float64(102.1), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(35.3), 'rs_6m': np.float64(15.2), 'rs_line_percentile': 79.2, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 5.7, 'debt_to_equity': 0.3, 'current_ratio': 0.62, 'operating_margin_pct': 60.7}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': -0.3}",13.04,577501184,Real Estate,REIT - Specialty,7.6,4.9,False,13.225,-1.4,7.0,True,13.0,14.0,12.5,3.0,hold,-0.3,,,6.1,-53.2,-8.07,-1.07,2.76,39.3,0.36,1.95,True,-6.55,4.3,-29.2,64.0,2026-05-06,False,False,2026-03-03T07:47:58.400133
LPG,Dorian LPG Ltd.,73.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,80.0,87.4,80.0,60.0,100.0,100.0,True,up,,,0,58.1,False,0,{'profit_margin_pct': 30.4},"{'revenue_growth_yoy': np.float64(58.1), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(54.5), 'rs_6m': np.float64(16.3), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 11.2, 'debt_to_equity': 0.62, 'current_ratio': 2.42, 'operating_margin_pct': 43.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': -6.3}",37.64,1608888064,Energy,Oil & Gas Midstream,4.6,2.6,False,38.4,-2.0,8.0,True,35.25,41.0,31.0,4.0,buy,-6.3,100.74,167.6,84.9,125.6,6.31,2.38,6.51,86.6,2.45,,True,-0.42,5.4,121.6,79.0,2026-05-21,False,False,2026-03-03T07:43:20.008983
MSGM,Motorsport Games Inc.,73.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,80.0,75.0,100.0,50.0,60.0,69.1,False,up,,,0,57.1,False,0,{'profit_margin_pct': 36.6},"{'revenue_growth_yoy': np.float64(57.1), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(32.6), 'rs_6m': np.float64(24.0), 'rs_line_percentile': 69.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 70.3, 'debt_to_equity': 0.0, 'current_ratio': 1.92, 'operating_margin_pct': 25.8}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",3.72,18891838,Communication Services,Electronic Gaming & Multimedia,1.9,0.6,False,5.409,-31.2,6.0,False,,,,,none,,,,4.2,12.9,-0.02,-0.0,,,,,False,,64.7,,16.0,2026-03-19,False,True,2026-03-03T07:47:34.844343
PKBK,"Parke Bancorp, Inc.",72.3,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,90.0,85.4,65.0,50.0,95.0,90.0,False,up,,,0,25.4,True,2,{'profit_margin_pct': 48.8},"{'revenue_growth_yoy': np.float64(25.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(22.6), 'rs_6m': np.float64(19.3), 'rs_line_percentile': 90.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 12.1, 'operating_margin_pct': 68.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",28.03,332076928,Financial Services,Banks - Regional,1.0,1.1,False,29.5,-5.0,8.0,True,,,,,none,,,,94.8,238.2,,,2.57,22.8,0.72,3.41,True,-2.63,,26.4,44.0,2026-04-16,False,False,2026-03-03T07:44:23.774037
NVT,nVent Electric plc,72.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,55.0,80.0,88.3,80.0,60.0,100.0,98.3,True,up,,,0,31.8,False,0,{'profit_margin_pct': 18.2},"{'revenue_growth_yoy': np.float64(31.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(11.6), 'rs_6m': np.float64(26.6), 'rs_line_percentile': 98.3, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 12.3, 'debt_to_equity': 0.46, 'current_ratio': 1.63, 'operating_margin_pct': 16.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 5.9}",120.27,19451203584,Industrials,Electrical Equipment & Parts,3.0,1.7,False,122.92,-2.2,8.0,True,127.39,148.0,68.04,13.0,strong_buy,5.9,150.58,25.2,78.0,-35.1,2.95,3.55,0.7,30.8,0.84,1.49,True,-1.3,8.3,1112.4,59.0,2026-05-01,False,False,2026-03-03T07:43:47.918311
BBT,Beacon Financial Corporation,71.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,55.0,100.0,76.7,60.0,60.0,80.0,79.1,False,up,,,0,58.1,True,2,{'profit_margin_pct': 17.6},"{'revenue_growth_yoy': np.float64(58.1), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(18.7), 'rs_6m': np.float64(11.4), 'rs_line_percentile': 79.1, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 4.9, 'operating_margin_pct': 46.1}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.4}",30.23,2536564992,Financial Services,Banks - Regional,5.1,4.4,False,32.0,-5.5,8.0,True,34.57,42.0,31.0,7.0,buy,14.4,,,30.9,2.2,,,4.26,124.9,1.29,4.53,False,,,223.4,51.0,2026-04-23,False,False,2026-03-03T07:45:45.376718
CHUC,"Charlie's Holdings, Inc.",71.7,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,90.0,74.6,75.0,50.0,80.0,75.5,False,up,,,0,298.9,True,1,{'profit_margin_pct': 23.7},"{'revenue_growth_yoy': np.float64(298.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(61.9), 'rs_6m': np.float64(5.8), 'rs_line_percentile': 75.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 328.1, 'debt_to_equity': 0.99, 'current_ratio': 1.46, 'operating_margin_pct': -4.8}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",0.3004,81304232,Consumer Defensive,Tobacco,,0.1,False,0.38,-20.9,8.0,True,,,,,none,,,,0.1,-66.7,-6.66,-0.02,,,,,False,,5.4,,,,False,False,2026-03-03T07:40:37.174410
RBKB,"Rhinebeck Bancorp, Inc.",70.5,⭐⭐⭐ EXCELLENT,🟢 Excellent,55.0,90.0,87.4,60.0,50.0,100.0,97.3,True,up,,,0,75.0,True,1,{'profit_margin_pct': 19.4},"{'revenue_growth_yoy': np.float64(75.0), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(44.7), 'rs_6m': np.float64(11.5), 'rs_line_percentile': 97.3, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': 7.8, 'operating_margin_pct': 23.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",15.84,176547600,Financial Services,Banks - Regional,1.9,5.2,False,16.495,-4.0,8.0,True,,,,,none,,,,9.2,-41.9,,,,,,,True,-0.08,,,,,False,False,2026-03-03T07:47:00.926108
AMRZ,Amrize Ltd,70.4,⭐⭐⭐ EXCELLENT,🟢 Excellent,55.0,80.0,79.4,80.0,60.0,80.0,88.4,False,up,,,0,36.4,False,0,{'profit_margin_pct': 10.0},"{'revenue_growth_yoy': np.float64(36.4), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(23.1), 'rs_6m': np.float64(15.6), 'rs_line_percentile': 88.4, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 10.2, 'debt_to_equity': 0.48, 'current_ratio': 1.64, 'operating_margin_pct': 17.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 4.4}",63.77,36011057152,Basic Materials,Building Materials,,2.9,False,65.94,-3.3,,,66.57,76.0,57.0,20.0,buy,4.4,43.18,-32.3,21.4,-66.4,4.39,2.86,,,,,False,,5.2,3.6,55.0,2026-04-27,False,False,2026-03-03T07:43:01.163177
FTAI,FTAI Aviation Ltd.,70.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,55.0,80.0,89.0,65.0,60.0,95.0,94.8,False,up,,,0,33.7,False,0,{'profit_margin_pct': 20.0},"{'revenue_growth_yoy': np.float64(33.7), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(71.4), 'rs_6m': np.float64(87.2), 'rs_line_percentile': 94.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 241.2, 'debt_to_equity': 10.46, 'current_ratio': 5.28, 'operating_margin_pct': 28.5}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 12.1}",298.14,30581094400,Industrials,Rental & Leasing Services,3.8,1.8,False,323.51,-7.8,8.0,True,334.2,375.0,266.0,10.0,strong_buy,12.1,,,130.52,-56.2,-2.53,-7.53,0.45,27.5,1.35,3.38,True,-0.41,3.3,29.8,58.0,2026-04-30,False,False,2026-03-03T07:45:00.164807
