ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
7741.T,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑5.6% (931.81→983.98); Revenue estimate ↑4.4%,2026-08-06
ABT,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-06
ADP,CAUTION,11,"Thesis drift MEDIUM: Margen op. cayó 7.1pp (30.2%→23.1%) | Opciones TIER2 (q=50): VALUE strong (72pts), DIRECTIONAL (100% calls) | Piotroski fuerte (8.0/9) | EPS revision STRONG_UP: EPS consensus ↑18.6% (11.95→14.18); Analistas: -14 (14→0)",2026-08-06
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 4/4) | Piotroski fuerte (7.0/9),2026-08-06
AJG,WATCH,4,EPS revision UP: EPS consensus ↑3.4% (13.64→14.11); Analistas: -22 (22→0),2026-08-06
AON,AVOID,-5,Thesis drift HIGH (45d): Score cayó 11pts en 45d (53→42) | Piotroski fuerte (8.0/9) | EPS revision UP: EPS consensus ↑2.5% (19.77→20.25),2026-08-06
ASAZY,CAUTION,2,Thesis drift MEDIUM: FCF yield cayó 38.9pp (43.5%→4.5%) | Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (4.5% vs media sector 3.1%),2026-08-06
ATLKY,CAUTION,-9,Thesis drift MEDIUM: FCF yield cayó 18.9pp (21.4%→2.5%) | Caro vs peers en Industrials (FCF rank 13/16),2026-08-06
AUTO.L,BEST,5,Mejor FCF en Communication Services (6.0% vs media sector 5.8%),2026-08-06
AWK,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑20.9% (9.90→11.97); Revenue estimate ↑5.1%,2026-08-06
AXP,CONFIRM,13,Smart money: 1 HF + 0 insiders (conv 28) | Mejor FCF en Financial Services (6.8% vs media sector 5.0%),2026-08-06
AZO,WATCH,-4,EPS revision DOWN: EPS consensus ↓4.4% (226.58→216.64); Analistas: +23 (0→23),2026-08-06
BR,BEST,14,"Opciones TIER2 (q=63): VALUE (64pts), FCF 6.4% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (6.4% vs media sector 4.9%)",2026-08-06
BRK-B,BEST,5,Mejor FCF en Financial Services (5.5% vs media sector 5.0%),2026-08-06
CB,CAUTION,-1,Thesis drift MEDIUM: Score cayó 16pts en 45d (54→38) | Mejor FCF en Financial Services (7.7% vs media sector 5.0%),2026-08-06
CBOE,CAUTION,-2,Thesis drift MEDIUM: Upside analistas cayó 17pp (28%→11%) | Caro vs peers en Financial Services (FCF rank 19/19) | Piotroski fuerte (8.0/9) | EPS revision UP: EPS consensus ↑2.9% (14.05→14.46); Analistas: -12 (12→0),2026-08-06
CDNS,WATCH,0,Caro vs peers en Technology (FCF rank 10/11) | Piotroski fuerte (7.0/9),2026-08-06
CL,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑11.4% (4.30→4.79); Analistas: +11 (0→11),2026-08-06
CME,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-06
CNI,REVISION_UP,11,Piotroski fuerte (7.0/9) | EPS revision STRONG_UP: EPS consensus ↑8440.2% (0.15→12.89); Revenue estimate ↑4987.1%,2026-08-06
COST,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-06
CTAS,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-06
DHR,CAUTION,-6,Thesis drift MEDIUM: Upside analistas cayó 12pp (26%→14%),2026-08-06
ECL,WATCH,4,EPS revision UP: EPS consensus ↑3.9% (11.86→12.32); Revenue estimate ↑2.5%,2026-08-06
EQIX,WATCH,4,EPS revision UP: EPS consensus ↑4.1% (43.90→45.72); Revenue estimate ↑2.4%,2026-08-06
ESLOY,WATCH,4,EPS revision UP: EPS consensus ↑4.5% (6.38→6.67); Revenue estimate ↑1.7%,2026-08-06
ETN,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑5.6% (14.05→14.84); Revenue estimate ↑3.3%,2026-08-06
FICO,WATCH,4,EPS revision UP: EPS consensus ↑3.4% (50.68→52.40); Revenue estimate ↑2.8%,2026-08-06
HEI,WATCH,0,Caro vs peers en Industrials (FCF rank 16/16) | Piotroski fuerte (8.0/9),2026-08-06
HESAY,WATCH,4,EPS revision UP: EPS consensus ↑4.5% (5.95→6.22); Revenue estimate ↑2.3%,2026-08-06
ICE,CAUTION,-7,Thesis drift MEDIUM: Upside analistas cayó 8pp (30%→22%) | Señal salida MEDIUM: Score cayó 17pts (58 → 40) | Piotroski fuerte (8.0/9) | EPS revision UP: EPS consensus ↑4.8% (7.86→8.23); Revenue estimate ↑2.5%,2026-08-06
ITW,WATCH,4,EPS revision UP: EPS consensus ↑3.5% (12.71→13.16); Revenue estimate ↑2.0%,2026-08-06
JKHY,WATCH,3,Piotroski fuerte (9.0/9),2026-08-06
KO,CONFIRM,9,"EPS revision STRONG_DOWN: EPS consensus ↓5.3% (3.37→3.19); Analistas: -23 (23→0) | Smart money: 1 HF + 0 insiders (conv 38) | Opciones TIER2 (q=50): VALUE strong (78pts), DIRECTIONAL (82% calls) | Piotroski fuerte (7.0/9)",2026-08-06
LIN,WATCH,4,EPS revision UP: EPS consensus ↑2.6% (24.59→25.22); Revenue estimate ↑1.6%,2026-08-06
LSEG.L,WATCH,4,EPS revision UP: EPS consensus ↑3.2% (8.25→8.52); Revenue estimate ↑1.7%,2026-08-06
MA,CAUTION,-3,Thesis drift MEDIUM: Upside analistas cayó 16pp (32%→16%) | Señal salida MEDIUM: Score cayó 17pts (64 → 47) | Piotroski fuerte (9.0/9) | EPS revision STRONG_UP: EPS consensus ↑10.2% (19.87→21.91); Revenue estimate ↑3.4%,2026-08-06
MCO,CONFIRM,8,Caro vs peers en Financial Services (FCF rank 16/19) | Smart money: 1 HF + 0 insiders (conv 32) | Piotroski fuerte (7.0/9),2026-08-06
MKC,BEST,5,Mejor FCF en Consumer Defensive (5.0% vs media sector 3.5%),2026-08-06
MSCI,EXIT,-12,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-06
MSFT,CONFIRM,13,Caro vs peers en Technology (FCF rank 11/11) | Smart money: 1 HF + 0 insiders (conv 43) | EPS revision STRONG_UP: EPS consensus ↑10.7% (27.41→30.35); Revenue estimate ↑6.1%,2026-08-06
NDAQ,WATCH,3,Piotroski fuerte (9.0/9),2026-08-06
ORLY,WATCH,7,Piotroski fuerte (7.0/9) | EPS revision UP: EPS consensus ↑4.4% (4.11→4.29); Revenue estimate ↑1.7%,2026-08-06
OTIS,BEST,5,Mejor FCF en Industrials (5.2% vs media sector 3.1%),2026-08-06
PGR,BEST,5,Mejor FCF en Financial Services (12.2% vs media sector 5.0%),2026-08-06
RACE,WATCH,4,Caro vs peers en Consumer Cyclical (FCF rank 10/11) | Piotroski fuerte (9.0/9) | EPS revision UP: EPS consensus ↑3.1% (13.04→13.45); Analistas: -11 (11→0),2026-08-06
SAP,WATCH,4,EPS revision UP: EPS consensus ↑4.5% (11.23→11.73),2026-08-06
SBGSY,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑10.8% (2.47→2.74); Revenue estimate ↑4.2%,2026-08-06
SHW,WATCH,4,EPS revision UP: EPS consensus ↑2.7% (14.35→14.73); Revenue estimate ↑2.9%,2026-08-06
SPGI,REVISION_UP,11,Piotroski fuerte (7.0/9) | EPS revision STRONG_UP: EPS consensus ↑5.6% (19.20→20.27); Revenue estimate ↓1.9%,2026-08-06
SXYAY,WATCH,4,EPS revision UP: EPS consensus ↑4.0% (1.29→1.35); Revenue estimate ↑3.1%,2026-08-06
SYK,REVISION_UP,13,Mejor FCF en Healthcare (3.2% vs media sector 3.0%) | EPS revision STRONG_UP: EPS consensus ↑21.3% (13.69→16.61); Revenue estimate ↑1.9%,2026-08-06
TJX,WATCH,3,Piotroski fuerte (7.0/9),2026-08-06
TT,CAUTION,-4,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos) | EPS revision UP: EPS consensus ↑2.2% (18.05→18.45); Revenue estimate ↑3.7%,2026-08-06
TW,REVISION_UP,11,Piotroski fuerte (8.0/9) | EPS revision STRONG_UP: EPS consensus ↑10.4% (4.25→4.69); Revenue estimate ↑3.6%,2026-08-06
TYL,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑9.9% (17.51→19.24); Revenue estimate ↑2.3%,2026-08-06
V,WATCH,-3,Caro vs peers en Financial Services (FCF rank 17/19),2026-08-06
VLTO,CAUTION,0,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos) | EPS revision STRONG_UP: EPS consensus ↑7.2% (4.56→4.89); Revenue estimate ↑1.7%,2026-08-06
VRSK,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑13.9% (10.59→12.06); Revenue estimate ↑1.6%,2026-08-06
WM,WATCH,7,Piotroski fuerte (8.0/9) | EPS revision UP: EPS consensus ↑2.5% (16.57→16.99); Analistas: +26 (0→26),2026-08-06
WMT,WATCH,0,Caro vs peers en Consumer Defensive (FCF rank 7/7) | Piotroski fuerte (7.0/9),2026-08-06
WST,WATCH,4,Caro vs peers en Healthcare (FCF rank 6/6) | Piotroski fuerte (7.0/9) | EPS revision UP: EPS consensus ↑3.3% (11.37→11.75),2026-08-06
