ticker,company_name,fundamental_score,tier,quality,price_currency,financial_currency,fx_applied,fx_reliable,per_share_reliable,shares_price_ratio,coherence_issues,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,hv_30d,atm_iv,iv_ratio,iv_premium_pts,analyzed_at,market,value_score,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,eu_insider_bonus,market_regime,upside_triangulated_pct,upside_divergence_pts,upside_divergence,oe_ai_adjustment,oe_ai_verdict,is_stage2,ma_score,atr_ratio,volume_dryup,pct_from_52w_high,pct_from_52w_low,relative_strength_6m,trend_direction,tech_stage,entry_readiness,entry_readiness_reason
SGE.L,THE SAGE GROUP PLC ORD 1 4/77P,54.6,⭐ AVERAGE,🟡 Average,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables | FCF declarado (632,249,984) se aparta del derivado de flujo operativo menos capex (471,000",55.0,50.0,60.5,50.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 14.6},{},"{'rs_3m': 8.1, 'rs_6m': 6.6}","{'roe_pct': 75.6, 'debt_to_equity': 9.19, 'current_ratio': 0.62, 'operating_margin_pct': 22.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 10.0}",1013.0,9092090880,Technology,Software - Application,,,False,1200.0,-15.6,3,False,1114.11,1349.0,850.0,18,buy,10.0,,,,,6.95,0.7,2.22,55.0,0.22,2.1,,,,14.3,105.0,2026-11-19,False,False,6,NEUTRAL,4.95,374.3,1.23,49.3,,,,2026-08-06T07:08:23.503772,FTSE100,67.8,6.0,5.0,0.0,3.0,1.25,15.0,CONFIRMED_UPTREND,,,,0,,False,1,1.408,False,-14.44,33.04,5.06,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
DB1.DE,DEUTSCHE BOERSE AG            N,72.2,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,85.0,60.0,68.5,80.0,60.0,,,,,11.9,False,0,11.7,False,0,"{'eps_growth_yoy': 11.9, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 27.3}","{'revenue_growth_yoy': 11.7, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 3.7, 'rs_6m': 17.9}","{'roe_pct': 20.4, 'debt_to_equity': 0.58, 'current_ratio': 1.01, 'operating_margin_pct': 41.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 7.4}",269.0,48497381376,Financial Services,Financial Data & Stock Exchanges,,,False,270.5,-0.6,7,True,288.83,312.0,240.0,12,buy,7.4,276.91,2.9,158.78,-41.0,4.5,12.1,1.59,36.2,4.2,1.87,,,,13.7,75.0,2026-10-20,False,False,5,NEUTRAL,5.72,66.8,1.46,24.6,,,,2026-08-06T07:06:41.568595,DAX40,66.9,3.0,5.0,0.0,3.0,0.92,15.0,CONFIRMED_UPTREND,2.9,26.4,MEDIA,0,,True,3,1.201,False,-0.11,38.86,17.61,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
AMS.MC,"AMADEUS IT GROUP, S.A.",55.4,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,"FCF declarado (2,912,250,112) se aparta del derivado de flujo operativo menos capex (1,380,799,936)",50.0,50.0,54.5,70.0,65.0,,,,,-4.7,False,0,1.0,False,0,"{'eps_growth_yoy': -4.7, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 19.9}","{'revenue_growth_yoy': 1.0, 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': 8.2, 'rs_6m': -5.0}","{'roe_pct': 26.5, 'debt_to_equity': 0.79, 'current_ratio': 0.74, 'operating_margin_pct': 28.2}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 17.3}",57.56,24174434304,Technology,Information Technology Services,,,False,73.28,-21.5,3,False,67.5,80.9,51.0,21,buy,17.3,102.03,77.3,30.3,-47.4,12.05,6.93,2.73,50.8,1.54,1.73,True,-5.97,20.4,-2.6,92.0,2026-11-06,False,False,7,NEUTRAL,6.71,473.7,,36.2,,,,2026-08-06T07:07:18.861651,IBEX35,58.2,8.0,5.0,3.0,0.0,2.16,0.0,CONFIRMED_UPTREND,17.3,2.4,,0,,False,1,1.117,False,-18.85,27.6,-1.98,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
RMV.L,RIGHTMOVE PLC ORD 0.1P,61.4,⭐⭐ GOOD,🟡 Good,GBp,GBP,True,True,False,100.0,"acciones × precio no cuadra con la capitalización (ratio 100.0000): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",60.0,50.0,54.5,100.0,50.0,,,,,,,0,,,0,{'profit_margin_pct': 49.7},{},"{'rs_3m': 5.7, 'rs_6m': -7.4}","{'roe_pct': 282.4, 'debt_to_equity': 0.07, 'current_ratio': 1.53, 'operating_margin_pct': 66.6}","{'days_to_earnings': 'N/A', 'recommendation': 'hold', 'analyst_upside_pct': 14.4}",475.9,3532024832,Communication Services,Internet Content & Information,,,False,827.0,-42.5,1,False,544.63,745.0,420.0,19,hold,14.4,,,,,5.47,0.26,2.28,37.2,0.11,1.54,,,,1.7,204.0,2027-02-26,False,False,6,NEUTRAL,8.23,637.5,3.24,39.0,,,,2026-08-06T07:08:21.028627,FTSE100,56.6,6.0,5.0,0.0,1.0,1.8,0.0,CONFIRMED_UPTREND,,,,0,,False,1,1.364,False,-42.59,21.3,-6.11,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
SAP.DE,SAP SE                        I,68.4,⭐⭐ GOOD,🟡 Good,EUR,EUR,False,True,True,1.0,,75.0,60.0,54.5,90.0,65.0,,,,,8.8,False,0,8.8,True,1,"{'eps_growth_yoy': 8.8, 'positive_quarters': 4, 'earnings_accelerating': False, 'eps_accel_quarters': 0, 'profit_margin_pct': 20.4}","{'revenue_growth_yoy': 8.8, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 5.4, 'rs_6m': -11.0}","{'roe_pct': 18.3, 'debt_to_equity': 0.22, 'current_ratio': 1.15, 'operating_margin_pct': 27.6}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 19.1}",169.26,195360604160,Technology,Software - Application,,,False,257.7,-34.3,2,False,201.55,290.0,154.99,25,strong_buy,19.1,334.01,97.3,200.4,18.4,4.65,7.88,1.49,37.4,2.5,1.46,True,-1.49,20.7,30.6,76.0,2026-10-21,False,False,8,STRONG,5.54,146.7,0.66,58.1,,,,2026-08-06T07:07:47.373735,DAX40,55.4,3.0,0.0,3.0,5.0,2.39,0.0,CONFIRMED_UPTREND,19.1,-38.7,,0,,False,1,1.343,False,-32.0,35.14,-10.0,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
ASSA-B.ST,ASSA ABLOY AB ser. B,68.5,⭐⭐ GOOD,🟡 Good,SEK,SEK,False,True,False,0.9482,"acciones × precio no cuadra con la capitalización (ratio 0.9482): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",90.0,60.0,50.0,70.0,60.0,,,,,15.9,True,1,3.3,True,1,"{'eps_growth_yoy': 15.9, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 10.8}","{'revenue_growth_yoy': 3.3, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': -4.0, 'rs_6m': -12.8}","{'roe_pct': 15.6, 'debt_to_equity': 0.64, 'current_ratio': 1.01, 'operating_margin_pct': 16.9}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 11.2}",366.7,407321673728,Industrials,Security & Protection Services,,,False,396.9,-7.6,5,False,407.9,500.0,340.0,21,buy,11.2,,,,,4.52,17.47,1.76,41.7,6.4,1.69,False,,,15.9,82.0,2026-10-27,False,False,8,STRONG,4.88,118.2,1.51,25.8,,,,2026-08-06T07:07:29.383943,OMXSTO,54.4,3.0,5.0,0.0,5.0,1.4,0.0,CONFIRMED_UPTREND,,,,0,,False,2,0.917,False,-6.22,18.55,-12.19,sideways,stage2,VIGILAR,Sobre MA200 pero las medias aún no están apiladas (50>150>200) — falta confirmación
ATCO-B.ST,Atlas Copco AB ser. B,70.1,⭐⭐⭐ EXCELLENT,🟢 Excellent,SEK,SEK,False,True,False,0.3199,"acciones × precio no cuadra con la capitalización (ratio 0.3199): el dato por acción y el precio no están en la misma unidad — típico de ADR. Los ratios por acción (EPS, FCF/acción, DCF) no son utilizables",80.0,60.0,60.5,90.0,55.0,,,,,8.2,True,1,9.1,True,1,"{'eps_growth_yoy': 8.2, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 15.7}","{'revenue_growth_yoy': 9.1, 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': 6.4, 'rs_6m': 1.2}","{'roe_pct': 25.7, 'debt_to_equity': 0.34, 'current_ratio': 1.27, 'operating_margin_pct': 20.6}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 23.1}",182.8,891811856384,Industrials,Specialty Industrial Machinery,,,False,184.0,-0.7,7,True,225.0,225.0,225.0,1,none,23.1,,,,,2.91,16.64,1.64,54.9,3.0,1.62,False,,126.5,4.0,77.0,2026-10-22,False,False,6,NEUTRAL,3.76,53.6,3.11,30.5,,,,2026-08-06T07:07:34.448588,OMXSTO,54.0,0.0,5.0,0.0,1.0,2.89,0.0,CONFIRMED_UPTREND,,,,0,,True,3,0.953,False,-0.35,48.66,1.5,uptrend,stage3,VIGILAR,Extendida cerca de máximos — espera un pullback
LR.PA,LEGRAND,71.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,EUR,EUR,False,True,True,1.0,,80.0,80.0,50.0,75.0,65.0,,,,,8.5,True,1,14.7,True,2,"{'eps_growth_yoy': 8.5, 'positive_quarters': 4, 'earnings_accelerating': True, 'eps_accel_quarters': 1, 'profit_margin_pct': 13.0}","{'revenue_growth_yoy': 14.7, 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': -16.0, 'rs_6m': -8.7}","{'roe_pct': 18.2, 'debt_to_equity': 1.03, 'current_ratio': 1.58, 'operating_margin_pct': 19.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 18.3}",137.6,36068462592,Industrials,Electrical Equipment & Parts,,,False,166.95,-17.6,3,False,162.84,200.0,114.0,19,buy,18.3,72.91,-47.0,49.7,-63.9,2.86,3.93,1.77,47.9,2.38,1.91,True,-0.31,11.3,5.9,91.0,2026-11-05,False,False,6,NEUTRAL,4.53,45.7,2.42,23.6,,,,2026-08-06T07:08:02.945140,CAC40,53.7,0.0,5.0,3.0,3.0,2.29,0.0,CONFIRMED_UPTREND,-47.0,73.8,ALTA,0,,False,2,0.999,False,-16.85,13.83,-12.33,sideways,stage1,VIGILAR,Construyendo base (lateral) — espera la reconquista de las medias
MONC.MI,MONCLER,58.2,⭐ AVERAGE,🟡 Average,EUR,EUR,False,True,True,1.0,,55.0,50.0,50.0,85.0,65.0,,,,,,,0,,,0,{'profit_margin_pct': 20.0},{},"{'rs_3m': -10.5, 'rs_6m': -5.8}","{'roe_pct': 18.1, 'debt_to_equity': 0.34, 'current_ratio': 2.3, 'operating_margin_pct': 19.0}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 21.9}",50.36,13697402880,Consumer Cyclical,Apparel Manufacturing,,,False,59.4,-15.2,2,False,61.37,70.0,49.0,25,buy,21.9,44.24,-12.2,23.5,-53.3,5.02,2.53,2.79,59.6,1.4,1.79,,,,5.0,196.0,2027-02-18,False,False,7,NEUTRAL,6.77,32.2,2.73,38.1,,,,2026-08-06T07:08:05.475499,FTSEMIB,52.3,6.0,5.0,0.0,1.0,2.74,0.0,CONFIRMED_UPTREND,-12.2,54.6,ALTA,0,,False,1,1.051,False,-11.06,16.21,-3.99,downtrend,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
PGHN.SW,PARTNERS GROUP N,55.2,⭐ AVERAGE,🟡 Average,CHF,CHF,False,True,True,1.0,,60.0,50.0,30.0,85.0,60.0,,,,,,,0,,,0,{'profit_margin_pct': 49.3},{},"{'rs_3m': -19.5, 'rs_6m': -35.5}","{'roe_pct': 54.8, 'debt_to_equity': 1.14, 'current_ratio': 1.67, 'operating_margin_pct': 60.7}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.4}",721.2,18594797568,Financial Services,Asset Management,,,False,1158.0,-37.7,1,False,825.0,1050.0,680.0,13,buy,14.4,1070.36,48.4,533.28,-26.1,7.23,52.13,6.41,86.7,46.0,3.56,,,,7.7,26.0,2026-09-01,False,False,7,NEUTRAL,7.59,75.9,1.38,33.8,,,,2026-08-06T07:06:59.485763,SMI20,51.1,6.0,0.0,0.0,3.0,1.8,0.0,CONFIRMED_UPTREND,14.4,3.3,,0,,False,1,0.762,False,-33.46,15.62,-35.8,sideways,stage4,ESPERAR,En caída (bajo MA200 descendente) — espera a que haga suelo
