ticker,company_name,super_score_5d,tier,description,vcp_score,insiders_score,sector_score,institutional_score,sector_name,sector_momentum,tier_boost,dj_ticker,timing_convergence,timing_bonus,timing_reason,current_price,price_target,upside_percent,analyst_target,analyst_upside,num_analysts,fundamental_score,pe_ratio,peg_ratio,fcf_yield,roe,revenue_growth,num_whales,top_whales,vcp_repeater,repeat_count,consistency_score,repeater_bonus,thesis_short,investment_thesis,entry_price,entry_date,snapshot_id,return_7d,exit_price_7d
INTC,Intel,83.8,⭐⭐⭐⭐ LEGENDARY,Señales positivas,88.575,90,78.86,0.0,Technology,improving,3,DJUSTC,True,10,🔥 TIMING PERFECTO: 4 compras de insiders durante VCP base (5 días),45.95,48.83,6.27,47.11098,2.5266158868334943,41,20.0,,,-1.962501887138584,0.00022,-0.041,0,,True,2,20,6,Perfect Timing | Repeater 2x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐⭐ LEGENDARY)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)
• 🔁 VCP REPEATER: Stock formó VCP patterns 2x históricamente - track record comprobado (+6 bonus)",45.95000076293945,2026-03-06,20260306_083210,,
GPN,Global Payments,83.4,⭐⭐⭐⭐ LEGENDARY,Señales positivas,92.02380952380952,100,58.81,0.0,Industrials,stable,0,DJUSIG,True,10,🔥 TIMING PERFECTO: 5 compras de insiders durante VCP base (75 días),78.29,94.74,21.01,101.84615,30.08832545663558,26,31.25,17.672688,,7.976164173554954,0.04824,-0.0,0,,True,3,40,9,Perfect Timing | Repeater 3x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐⭐ LEGENDARY)

• 🔁 VCP REPEATER: Stock formó VCP patterns 3x históricamente - track record comprobado (+9 bonus)
• 💰 UPSIDE POTENTIAL: 21% hasta precio objetivo $94.74
• 📊 FUNDAMENTALS: FCF yield 8.0% (Score: 31/100)",78.29000091552734,2026-03-06,20260306_083210,,
KKR,KKR &,82.7,⭐⭐⭐⭐ LEGENDARY,Señales positivas,88.41666666666667,100,60.75,0.0,Financial Services,improving,0,DJUSFI,True,10,🔥 TIMING PERFECTO: 16 compras de insiders durante VCP base (20 días),95.59,122.78,28.44,140.40158,46.878941311852685,19,31.25,40.850426,,,0.08558,0.763,0,,True,3,40,9,Perfect Timing | Repeater 3x | 28% upside,"⚡ MODERATE (0.0/100 - ⭐⭐⭐⭐ LEGENDARY)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 🔁 VCP REPEATER: Stock formó VCP patterns 3x históricamente - track record comprobado (+9 bonus)
• 💰 UPSIDE POTENTIAL: 28% hasta precio objetivo $122.78",95.58999633789062,2026-03-06,20260306_083210,,
PRU,"Prudential Financial,",82.5,⭐⭐⭐⭐ LEGENDARY,Señales positivas,87.97058823529412,100,60.75,0.0,Financial Services,improving,0,DJUSFI,True,10,🔥 TIMING PERFECTO: 9 compras de insiders durante VCP base (10 días),99.14,110.42,11.38,111.78571,12.75540649586442,14,50.0,9.923924,,36.575687101561,0.11359999,0.312,0,,True,3,40,9,Perfect Timing | Repeater 3x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐⭐ LEGENDARY)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 🔁 VCP REPEATER: Stock formó VCP patterns 3x históricamente - track record comprobado (+9 bonus)
• 📊 FUNDAMENTALS: FCF yield 36.6% (Score: 50/100)",99.13999938964844,2026-03-06,20260306_083210,,
WRB,W. R. Berkley,77.6,⭐⭐⭐ EXCELENTE,Señales positivas,71.375,100,60.75,0.0,Financial Services,improving,0,DJUSFI,True,10,🔥 TIMING PERFECTO: 66 compras de insiders durante VCP base (71 días),69.57,92.15,32.46,68.33333,-1.7775909156245384,15,45.0,15.633708,,12.683003948496948,0.19700001,0.015,0,,True,3,40,9,Perfect Timing | Repeater 3x | 32% upside,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 📈 SECTOR IMPROVING: Financial Services saliendo de debilidad (0/100)
• 🔁 VCP REPEATER: Stock formó VCP patterns 3x históricamente - track record comprobado (+9 bonus)
• 💰 UPSIDE POTENTIAL: 32% hasta precio objetivo $92.15
• 📊 FUNDAMENTALS: FCF yield 12.7% (Score: 45/100)",69.56999969482422,2026-03-06,20260306_083210,,
CRM,"Salesforce,",75.7,⭐⭐⭐ EXCELENTE,Señales positivas,66.33333333333334,100,78.86,0.0,Technology,improving,3,DJUSTC,False,0,,201.39,303.78,50.84,277.1913,37.6390585431253,53,50.0,25.852375,,8.673444204210607,0.123959996,0.121,0,,True,4,50,12,Repeater 4x | 51% upside,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 📈 SECTOR IMPROVING: Technology saliendo de debilidad (0/100)
• 🔁 VCP REPEATER: Stock formó VCP patterns 4x históricamente - track record comprobado (+12 bonus)
• 💰 UPSIDE POTENTIAL: 51% hasta precio objetivo $303.78
• 📊 FUNDAMENTALS: FCF yield 8.7% (Score: 50/100)",201.38999938964844,2026-03-06,20260306_083210,,
MGM,MGM Resorts International,75.3,⭐⭐⭐ EXCELENTE,Seguimiento recomendado,87.875,50,72.1,0.0,Consumer Cyclical,declining,3,DJUSGT,True,10,🔥 TIMING PERFECTO: 2 compras de insiders durante VCP base (1 días),,,,,,0,50.0,,,,,,0,,True,3,40,9,Perfect Timing | Repeater 3x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 🔁 VCP REPEATER: Stock formó VCP patterns 3x históricamente - track record comprobado (+9 bonus)",37.130001068115234,2026-03-06,20260306_083210,,
PODD,Insulet,74.2,⭐⭐⭐ EXCELENTE,Señales positivas,70.16666666666667,100,45.67,0.0,Healthcare,stable,0,DJUSHC,True,10,🔥 TIMING PERFECTO: 6 compras de insiders durante VCP base (83 días),240.94,302.37,25.5,354.4,47.09056196563459,25,50.0,69.43516,,0.9132621705677396,0.18124,0.312,0,,True,3,40,9,Perfect Timing | Repeater 3x | 26% upside,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 🔁 VCP REPEATER: Stock formó VCP patterns 3x históricamente - track record comprobado (+9 bonus)
• 💰 UPSIDE POTENTIAL: 26% hasta precio objetivo $302.37",240.94000244140625,2026-03-06,20260306_083210,,
APTV,Aptiv PLC,72.8,⭐⭐⭐ EXCELENTE,Seguimiento recomendado,89.65789473684211,50,72.1,0.0,Consumer Cyclical,declining,3,DJUSGT,True,10,🔥 TIMING PERFECTO: 2 compras de insiders durante VCP base (1 días),,,,,,0,50.0,,,,,,0,,True,2,20,6,Perfect Timing | Repeater 2x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 🔁 VCP REPEATER: Stock formó VCP patterns 2x históricamente - track record comprobado (+6 bonus)",72.20999908447266,2026-03-06,20260306_083210,,
URI,"United Rentals,",71.7,⭐⭐⭐ EXCELENTE,Señales positivas,87.96875,70,58.81,0.0,Industrials,stable,0,DJUSIG,True,10,🔥 TIMING PERFECTO: 3 compras de insiders durante VCP base (2 días),,,,,,0,50.0,,,,,,0,,True,2,20,6,Perfect Timing | Repeater 2x,"⚡ MODERATE (0.0/100 - ⭐⭐⭐ EXCELENTE)

• 🔁 VCP REPEATER: Stock formó VCP patterns 2x históricamente - track record comprobado (+6 bonus)",842.9299926757812,2026-03-06,20260306_083210,,
