ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
ADP,BEST,14,"Opciones TIER2 (q=45): VALUE weak (57pts), FCF 5.5% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (5.5% vs media sector 3.9%)",2026-05-19
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 6/6) | Piotroski fuerte (7.0/9),2026-05-19
AON,CAUTION,-6,"Thesis drift MEDIUM: Score cayó 39pts en 35d (73→34) | Señal salida MEDIUM: Score cayó 32pts (66 → 34) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Piotroski fuerte (8.0/9) | Mejor FCF en Financial Services (4.9% vs media sector 4.9%)",2026-05-19
ASAZY,CAUTION,0,Value trap MEDIUM: Sin cobertura de analistas — tesis sin verificar externamente | Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (43.7% vs media sector 6.1%),2026-05-19
ATLKY,AVOID,-7,Thesis drift HIGH (35d): Score cayó 18pts en 35d (60→42) | Mejor FCF en Industrials (24.0% vs media sector 6.1%),2026-05-19
AUTO.L,CAUTION,-5,"Señal salida MEDIUM: Score cayó 25pts (65 → 40) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Piotroski fuerte (8.0/9)",2026-05-19
AXP,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-05-19
AZO,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-05-19
BR,CAUTION,0,"Thesis drift MEDIUM: Score cayó 36pts en 35d (78→42) | Señal salida MEDIUM: Score cayó 31pts (73 → 42) — caída técnica/momentum, balance sólido (Piotroski 8/9) | Opciones TIER2 (q=45): VALUE weak (42pts), FCF 7.0% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (7.0% vs media sector 3.9%)",2026-05-19
BRK-B,BEST,5,Mejor FCF en Financial Services (5.9% vs media sector 4.9%),2026-05-19
BRO,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-05-19
CDNS,CAUTION,-14,Thesis drift MEDIUM: Score cayó 35pts en 35d (61→25) | Señal salida MEDIUM: Score cayó 25pts (50 → 25) | Caro vs peers en Technology (FCF rank 17/19) | Piotroski fuerte (7.0/9),2026-05-19
CHD,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-05-19
CL,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-05-19
CLPBY,BEST,0,EPS revision STRONG_DOWN: EPS consensus ↓18.1% (0.51→0.41); Revenue estimate ↑1.7% | Piotroski fuerte (7.0/9) | Mejor FCF en Healthcare (52.1% vs media sector 9.9%),2026-05-19
CME,WATCH,-3,Caro vs peers en Financial Services (FCF rank 13/13),2026-05-19
CNI,CAUTION,-3,Thesis drift MEDIUM: Score cayó 30pts en 35d (63→33) | Piotroski fuerte (7.0/9),2026-05-19
COST,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-05-19
CPRT,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-05-19
