ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
7741.T,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-15
ABT,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-15
ADP,CAUTION,-6,Thesis drift MEDIUM: Score cayó 21pts en 46d (67→46),2026-09-15
AJG,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-15
AME,WATCH,4,EPS revision UP: EPS consensus ↑2.9% (9.85→10.13); Revenue estimate ↓2.1%,2026-09-15
AON,EXIT,-12,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-15
ASAZY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-15
ATLKY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-15
AXP,EXIT,-2,Señal salida HIGH: Score cayó 33pts (90 → 58) | Smart money: 1 HF + 0 insiders (conv 32) | Mejor FCF en Financial Services (7.2% vs media sector 5.5%),2026-09-15
BR,BEST,14,"Opciones TIER2 (q=60): VALUE strong (80pts), FCF 5.9% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (5.9% vs media sector 5.2%)",2026-09-15
BRK-B,CAUTION,-8,Señal salida MEDIUM: Score cayó 22pts (55 → 33),2026-09-15
BRO,BEST,5,Mejor FCF en Financial Services (7.2% vs media sector 5.5%),2026-09-15
CB,BEST,5,Mejor FCF en Financial Services (8.0% vs media sector 5.5%),2026-09-15
CBOE,WATCH,0,Caro vs peers en Financial Services (FCF rank 18/18) | Piotroski fuerte (8.0/9),2026-09-15
CLPBY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-15
CNI,WATCH,3,Piotroski fuerte (7.0/9),2026-09-15
COST,WATCH,3,Piotroski fuerte (7.0/9),2026-09-15
CPRT,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-15
CTAS,WATCH,0,Caro vs peers en Industrials (FCF rank 15/15) | Piotroski fuerte (8.0/9),2026-09-15
DBOEY,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-15
ETN,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-15
FDS,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-15
FICO,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-15
GVDNY,WATCH,3,Piotroski fuerte (7.0/9),2026-09-15
HEI,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-15
ICE,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-15
INTU,CAUTION,8,"Thesis drift MEDIUM: Margen op. cayó 29.4pp (47.0%→17.6%) | Opciones TIER2 (q=53): VALUE (68pts), FCF 7.0% | Piotroski fuerte (8.0/9) | Mejor FCF en Technology (7.0% vs media sector 5.2%)",2026-09-15
ISRG,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-15
JKHY,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-09-15
JNJ,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑21.8% (11.23→13.68),2026-09-15
KO,CONFIRM,8,Caro vs peers en Consumer Defensive (FCF rank 7/7) | Smart money: 1 HF + 0 insiders (conv 29) | Piotroski fuerte (7.0/9),2026-09-15
MA,CAUTION,-11,"Thesis drift MEDIUM: Score cayó 37pts en 46d (83→47) | Señal salida MEDIUM: Score cayó 36pts (83 → 47) — caída técnica/momentum, balance sólido (Piotroski 9/9) | Piotroski fuerte (9.0/9)",2026-09-15
MCO,CONFIRM,11,Smart money: 1 HF + 0 insiders (conv 39) | Piotroski fuerte (8.0/9),2026-09-15
MRSH,CAUTION,0,"Thesis drift MEDIUM: Score cayó 13pts en 46d (48→35) | Opciones TIER2 (q=45): VALUE weak (35pts), FCF 5.6%",2026-09-15
MSCI,CAUTION,-2,"Señal salida MEDIUM: Score cayó 16pts (52 → 36) | Caro vs peers en Financial Services (FCF rank 16/18) | Opciones TIER2 (q=55): VALUE weak (36pts), INSIDER CONF | Piotroski fuerte (8.0/9)",2026-09-15
MSFT,EXIT,-16,Thesis drift MEDIUM: Score cayó 23pts en 46d (91→68) | Señal salida HIGH: Score cayó 28pts (96 → 68) | Caro vs peers en Technology (FCF rank 14/14) | Smart money: 1 HF + 0 insiders (conv 35),2026-09-15
NDAQ,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-09-15
