Ticker,Insider,Title,Date,InsiderName,TradeDate,FilingDate,Type,Price,Qty,Owned,Value,Source,ScrapedAt,Chart_Daily,Chart_Weekly
2026-09-11 11:02:10,RSG,"Republic Services, Inc.",10%,"Cascade Investment, L.L.C.",2026-09-03,2026-09-08,P - Purchase,223.99,735303,115756830,164%,OpenInsider.com,2026-09-11 11:02:10,reports/graphs/RSG_d.png,reports/graphs/RSG_w.png
2026-09-11 11:02:10,RSG,"Republic Services, Inc.",10%,"Cascade Investment, L.L.C.",2026-09-08,2026-09-10,P - Purchase,221.41,720804,116477634,159%,OpenInsider.com,2026-09-11 11:02:10,reports/graphs/RSG_d.png,reports/graphs/RSG_w.png
2026-09-11 11:02:10,GPI,Group 1 Automotive Inc,10%,"Conifer Management, L.L.C.",2026-09-03,2026-09-08,P - Purchase,289.77,140280,1362640,40%,OpenInsider.com,2026-09-11 11:02:10,reports/graphs/GPI_d.png,reports/graphs/GPI_w.png
2026-09-11 11:02:10,PAMT,Pamt Corp,"Dir, 10%",Moroun Matthew T,2026-09-03,2026-09-08,P - Purchase,9.56,3268000,16007907,31%,OpenInsider.com,2026-09-11 11:02:10,reports/graphs/PAMT_d.png,reports/graphs/PAMT_w.png
2026-09-11 11:02:10,GME,Gamestop Corp.,"Pres, CEO, COB",Cohen Ryan,2026-09-10,2026-09-10,P - Purchase,20.38,1000000,39347842,20%,OpenInsider.com,2026-09-11 11:02:10,reports/graphs/GME_d.png,reports/graphs/GME_w.png
2026-09-11 11:02:10,QVCG,"Qvc Group, Inc.",10%,Goldentree Asset Management LP,2026-09-03,2026-09-08,P - Purchase,16.45,720000,9391951,11%,OpenInsider.com,2026-09-11 11:02:10,reports/graphs/QVCG_d.png,reports/graphs/QVCG_w.png
2026-09-11 11:02:10,ALMS,Alumis Inc.,Dir,Akkaraju Srinivas,2026-09-04,2026-09-09,P - Purchase,10.87,986721,7239362,10%,OpenInsider.com,2026-09-11 11:02:10,reports/graphs/ALMS_d.png,reports/graphs/ALMS_w.png
2026-09-11 11:02:10,UBER,"Uber Technologies, Inc",CEO,Khosrowshahi Dara,2026-09-10,2026-09-10,P - Purchase,70.96,141000,1367100,10%,OpenInsider.com,2026-09-11 11:02:10,reports/graphs/UBER_d.png,reports/graphs/UBER_w.png
2026-09-11 11:02:10,GWAV,"Greenwave Technology Solutions, Inc.","CEO, 10%",Meeks Danny,2026-08-27,2026-09-09,P - Purchase,3.72,2152853,2188354,8%,OpenInsider.com,2026-09-11 11:02:10,reports/graphs/GWAV_d.png,reports/graphs/GWAV_w.png
2026-09-11 11:02:10,UBER,"Uber Technologies, Inc",See Remarks,Macdonald Andrew,2026-09-04,2026-09-08,P - Purchase,75.83,70000,426320,5%,OpenInsider.com,2026-09-11 11:02:10,reports/graphs/UBER_d.png,reports/graphs/UBER_w.png
