ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
7741.T,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-07-29
ABT,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-07-29
ADP,WATCH,3,Piotroski fuerte (8.0/9),2026-07-29
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 5/5) | Piotroski fuerte (7.0/9),2026-07-29
AON,WATCH,3,Piotroski fuerte (8.0/9),2026-07-29
ASAZY,CAUTION,-4,Value trap MEDIUM: Sin cobertura de analistas — tesis sin verificar externamente | EPS revision DOWN: EPS consensus ↓2.5% (1.07→1.04) | Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (46.2% vs media sector 6.8%),2026-07-29
ATLKY,BEST,5,Mejor FCF en Industrials (25.5% vs media sector 6.8%),2026-07-29
AUTO.L,BEST,5,Mejor FCF en Communication Services (6.1% vs media sector 6.0%),2026-07-29
AXP,CONFIRM,12,Smart money: 1 HF + 0 insiders (conv 30) | EPS revision UP: EPS consensus ↑3.3% (18.07→18.66); Revenue estimate ↑2.2%,2026-07-29
BRK-B,BEST,5,Mejor FCF en Financial Services (5.7% vs media sector 4.4%),2026-07-29
BRO,BEST,5,Mejor FCF en Financial Services (6.4% vs media sector 4.4%),2026-07-29
CBOE,CAUTION,-11,Thesis drift MEDIUM: Score cayó 13pts en 44d (43→29) | Señal salida MEDIUM: Score cayó 23pts (52 → 29) | Piotroski fuerte (8.0/9),2026-07-29
CDNS,WATCH,0,Caro vs peers en Technology (FCF rank 12/14) | Piotroski fuerte (7.0/9),2026-07-29
CME,WATCH,7,"Caro vs peers en Financial Services (FCF rank 11/13) | Opciones TIER2 (q=48): VALUE (65pts), INSIDER CONF | EPS revision UP: EPS consensus ↑2.8% (12.09→12.43); Revenue estimate ↑1.9%",2026-07-29
CNI,WATCH,3,Piotroski fuerte (7.0/9),2026-07-29
COST,CAUTION,-14,Thesis drift MEDIUM: Score cayó 24pts en 44d (54→30) | Señal salida MEDIUM: Score cayó 22pts (52 → 30) | Caro vs peers en Consumer Defensive (FCF rank 7/8) | Piotroski fuerte (7.0/9),2026-07-29
CTAS,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-07-29
DBOEY,CAUTION,-4,Quality decay MEDIUM: FCF yield cayó 50.4pp (54.4% → 4.0%) | EPS revision UP: EPS consensus ↑2.1% (1.64→1.67),2026-07-29
ETN,WATCH,3,Piotroski fuerte (7.0/9),2026-07-29
EXPN.L,WATCH,3,Piotroski fuerte (9.0/9),2026-07-29
FAST,WATCH,0,Caro vs peers en Industrials (FCF rank 19/19) | Piotroski fuerte (8.0/9),2026-07-29
FICO,WATCH,9,Short squeeze MEDIUM: 11.4% short · Short moderado (11.4% del float); Piotroski 7/9 — calidad mejorando | Piotroski fuerte (7.0/9),2026-07-29
GVDNY,WATCH,4,EPS revision UP: EPS consensus ↑2.5% (2.84→2.91); Revenue estimate ↑1.6%,2026-07-29
HEI,WATCH,3,Piotroski fuerte (8.0/9),2026-07-29
ICE,WATCH,3,Piotroski fuerte (8.0/9),2026-07-29
IDXX,WATCH,3,Piotroski fuerte (8.0/9),2026-07-29
IT,BEST,11,Short squeeze MEDIUM: 23.7% short · Short elevado (23.7% del float); Piotroski 6/9 — calidad mejorando | Mejor FCF en Technology (10.8% vs media sector 4.0%),2026-07-29
ITRK.L,CAUTION,-6,Thesis drift MEDIUM: Score cayó 11pts en 44d (34→24),2026-07-29
JKHY,WATCH,3,Piotroski fuerte (9.0/9),2026-07-29
JNJ,CAUTION,-6,Thesis drift MEDIUM: Score cayó 21pts en 44d (46→26),2026-07-29
KO,CONFIRM,11,Smart money: 1 HF + 0 insiders (conv 27) | Piotroski fuerte (7.0/9),2026-07-29
LRLCY,CAUTION,-6,Thesis drift MEDIUM: Score cayó 18pts en 44d (51→34),2026-07-29
LSEG.L,BEST,8,Piotroski fuerte (7.0/9) | Mejor FCF en Financial Services (4.7% vs media sector 4.4%),2026-07-29
MA,CAUTION,-5,"Señal salida MEDIUM: Earnings en 2d — alta incertidumbre, considera reducir | Piotroski fuerte (9.0/9)",2026-07-29
MCO,CONFIRM,6,"Caro vs peers en Financial Services (FCF rank 12/13) | EPS revision DOWN: EPS consensus ↓3.0% (22.37→21.71); Revenue estimate ↑2.2% | Smart money: 1 HF + 0 insiders (conv 42) | Piotroski SLIGHT_UP (7.0 → 8.0, Δ+1)",2026-07-29
MKC,BEST,5,Mejor FCF en Consumer Defensive (5.2% vs media sector 3.4%),2026-07-29
MSCI,CAUTION,-8,Señal salida MEDIUM: Score cayó 17pts (52 → 35) | Caro vs peers en Financial Services (FCF rank 13/13) | Piotroski fuerte (8.0/9),2026-07-29
MSI,CAUTION,-6,Thesis drift MEDIUM: Score cayó 11pts en 44d (40→29),2026-07-29
NDAQ,REVISION_UP,11,Piotroski fuerte (9.0/9) | EPS revision STRONG_UP: EPS consensus ↑6.1% (4.13→4.38); Revenue estimate ↑3.4%,2026-07-29
OTIS,BEST,1,EPS revision DOWN: EPS consensus ↓4.1% (4.93→4.73); Analistas: -13 (13→0) | Mejor FCF en Industrials (5.2% vs media sector 6.8%),2026-07-29
RACE,WATCH,0,Caro vs peers en Consumer Cyclical (FCF rank 7/7) | Piotroski fuerte (9.0/9),2026-07-29
RELX,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑7.0% (2.19→2.34); Revenue estimate ↑3.1%,2026-07-29
ROL,WATCH,-4,EPS revision DOWN: EPS consensus ↓3.9% (1.78→1.71); Analistas: -18 (18→0),2026-07-29
ROP,BEST,9,Mejor FCF en Technology (6.1% vs media sector 4.0%) | EPS revision UP: EPS consensus ↑4.5% (26.74→27.93); Revenue estimate ↑1.7%,2026-07-29
SAP,REVISION_UP,8,EPS revision STRONG_UP: EPS consensus ↑7.0% (10.49→11.23); Revenue estimate ↑2.9%,2026-07-29
SBGSY,CAUTION,-9,Thesis drift MEDIUM: Score cayó 12pts en 44d (42→31) | Caro vs peers en Industrials (FCF rank 17/19),2026-07-29
SPGI,CAUTION,-5,Señal salida MEDIUM: Score cayó 18pts (61 → 42) | Piotroski fuerte (7.0/9),2026-07-29
SYK,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-07-29
TMO,WATCH,4,EPS revision UP: EPS consensus ↑4.9% (26.91→28.23); Analistas: -26 (26→0),2026-07-29
TNE.AX,WATCH,-3,Caro vs peers en Technology (FCF rank 13/14),2026-07-29
TT,WATCH,3,Piotroski fuerte (9.0/9),2026-07-29
TW,WATCH,3,Piotroski fuerte (8.0/9),2026-07-29
V,CAUTION,-6,Thesis drift MEDIUM: Score cayó 13pts en 44d (59→46),2026-07-29
VEEV,WATCH,3,Piotroski fuerte (7.0/9),2026-07-29
VLTO,CAUTION,-14,"Thesis drift MEDIUM: Score cayó 10pts en 44d (53→42) | Señal salida MEDIUM: Earnings en 0d — alta incertidumbre, considera reducir",2026-07-29
VRSN,CONFIRM,25,"Smart money: 1 HF + 0 insiders (conv 39) | Opciones TIER2 (q=50): VALUE strong (80pts), DIRECTIONAL (100% calls) | Piotroski fuerte (8.0/9) | EPS revision STRONG_UP: EPS consensus ↑7.3% (9.72→10.43); Revenue estimate ↑3.1%",2026-07-29
WCN,WATCH,4,EPS revision UP: EPS consensus ↑2.1% (10.82→11.04); Revenue estimate ↑1.8%,2026-07-29
WM,WATCH,0,Caro vs peers en Industrials (FCF rank 18/19) | Piotroski fuerte (8.0/9),2026-07-29
WMT,WATCH,0,Caro vs peers en Consumer Defensive (FCF rank 8/8) | Piotroski fuerte (7.0/9),2026-07-29
WST,WATCH,0,Caro vs peers en Healthcare (FCF rank 7/7) | Piotroski fuerte (7.0/9),2026-07-29
