ticker,company_name,strategy,quality,reversion_score,current_price,entry_zone,target,stop_loss,risk_reward,detected_date,rsi,drawdown_pct,support_level,resistance_level,distance_to_support_pct,volume_ratio,rally_pct,pullback_pct,sma_50,sma_200,trend,volume_decrease
ALIT,"Alight,",Oversold Bounce,⭐⭐⭐ EXCELENTE,100,0.76,$1.89 - $1.96,2.36,1.83,0.0,2026-02-20,18.2,-67.7,1.93,2.36,-60.4,1.56,,,,,,
CRM,"Salesforce,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,186.4,$230.6 - $240.02,264.61,223.54,0.0,2026-02-20,28.0,-30.0,235.31,264.61,-20.8,0.35,,,,,,
DASH,"DoorDash,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,174.33,$183.98 - $191.48,258.31,178.34,0.0,2026-02-20,30.0,-25.8,187.73,258.31,-7.1,0.69,,,,,,
SQNS,Sequansmmunications S.A.,Oversold Bounce,⭐⭐⭐ EXCELENTE,80,2.96,$5.27 - $5.49,6.75,5.11,0.0,2026-02-20,27.0,-56.1,5.38,6.75,-45.0,0.14,,,,,,
WYY,WidePoint,Oversold Bounce,⭐⭐⭐ EXCELENTE,80,4.87,$5.2 - $5.42,7.16,5.04,0.0,2026-02-20,16.9,-34.0,5.31,7.16,-8.3,0.38,,,,,,
SVCO,"Silvaco Group,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,3.6,$3.93 - $4.09,4.83,3.81,0.0,2026-02-20,24.1,-27.4,4.01,4.83,-10.2,0.23,,,,,,
MYSZ,"My Size,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,0.56,$0.74 - $0.77,1.26,0.72,0.0,2026-02-20,17.2,-48.9,0.76,1.26,-26.5,0.29,,,,,,
RPD,"Rapid7,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,7.0,$15.3 - $15.93,18.76,14.83,0.0,2026-02-20,12.7,-58.1,15.62,18.76,-55.2,0.33,,,,,,
BLND,"Blend Labs,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,1.71,$2.93 - $3.05,3.34,2.84,0.0,2026-02-20,16.8,-48.8,2.99,3.34,-42.8,0.23,,,,,,
SPT,"Sprout Social,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,7.27,$11.27 - $11.73,11.37,10.92,0.0,2026-02-20,25.4,-37.7,11.5,11.37,-36.8,0.2,,,,,,
IT,"Gartner,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,153.94,$222.73 - $231.83,256.38,215.92,0.0,2026-02-20,20.5,-39.5,227.28,256.38,-32.3,0.23,,,,,,
AISP,"Airship AI,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,2.43,$2.81 - $2.92,5.09,2.72,0.0,2026-02-20,23.4,-43.8,2.87,5.09,-15.2,0.34,,,,,,
ACVA,ACV Auctions,Oversold Bounce,⭐⭐⭐ EXCELENTE,80,6.61,$7.57 - $7.87,8.98,7.33,0.0,2026-02-20,28.6,-26.3,7.72,8.98,-14.3,0.32,,,,,,
FWDI,"Forward Industries,",Oversold Bounce,⭐⭐⭐ EXCELENTE,80,4.51,$6.41 - $6.67,23.89,6.21,0.0,2026-02-20,23.6,-49.3,6.54,23.89,-31.0,0.25,,,,,,
OTH,Off The Hook YS,Oversold Bounce,⭐⭐ MUY BUENA,75,2.41,$1.96 - $2.04,3.37,1.9,1.89,2026-02-20,27.1,-31.1,2.0,3.37,20.5,1.33,,,,,,
ENPH,"Enphase Energy,",Bull Flag Pullback,⭐ BUENA,60,44.94,$44.04 - $45.84,51.67,36.71,0.82,2026-02-20,,,,,,,92.9,-13.0,37.84,37.84,Bearish,False
THM,International Tower Hill Mines,Bull Flag Pullback,⭐ BUENA,60,2.64,$2.58 - $2.69,3.08,2.22,1.06,2026-02-20,,,,,,,84.4,-14.4,2.29,2.29,Bearish,False
CE,Celanese,Bull Flag Pullback,⭐ BUENA,60,53.62,$52.55 - $54.69,60.56,45.67,0.87,2026-02-20,,,,,,,56.3,-11.5,47.09,47.09,Bearish,False
IAUX,i-80 Gold,Bull Flag Pullback,⭐ BUENA,60,1.86,$1.82 - $1.9,2.08,1.61,0.87,2026-02-20,,,,,,,103.9,-10.5,1.66,1.66,Bearish,False
CVCO,"Cavco Industries,",Bull Flag Pullback,⭐ BUENA,60,595.89,$583.97 - $607.81,697.76,585.64,9.94,2026-02-20,,,,,,,49.8,-14.6,603.76,603.76,Bearish,False
WS,"Worthington Steel,",Bull Flag Pullback,⭐ BUENA,60,42.98,$42.12 - $43.84,48.69,38.32,1.23,2026-02-20,,,,,,,51.7,-11.7,39.51,39.51,Bearish,False
AMR,"Alpha Metallurgical Resources,",Oversold Bounce,MODERADA,55,171.51,$150.12 - $156.25,181.77,145.53,0.39,2026-02-20,21.1,-31.3,153.19,181.77,12.0,0.28,,,,,,
SPRU,Spruce Power Holding,Oversold Bounce,MODERADA,55,4.11,$2.56 - $2.66,5.75,2.48,1.01,2026-02-20,20.4,-36.4,2.61,5.75,57.5,0.18,,,,,,
YYAI,AiRWA,Oversold Bounce,MODERADA,55,1.0,$0.83 - $0.86,1.65,0.8,3.43,2026-02-20,23.9,-39.7,0.85,1.65,17.5,0.16,,,,,,
CNTM,"ConnectM Technology Solutions,",Oversold Bounce,MODERADA,55,0.3,$0.2 - $0.21,0.34,0.2,0.39,2026-02-20,26.0,-40.0,0.21,0.34,45.0,0.57,,,,,,
KFS,Kingsway Financial Services,Oversold Bounce,MODERADA,55,12.42,$12.09 - $12.58,13.9,11.72,2.11,2026-02-20,29.3,-10.6,12.34,13.9,0.7,0.18,,,,,,
VIRC,Virco Mfg.,Oversold Bounce,MODERADA,55,6.13,$6.25 - $6.5,7.41,6.05,16.92,2026-02-20,20.5,-17.3,6.37,7.41,-3.8,0.44,,,,,,
KKR,KKR &,Oversold Bounce,MODERADA,50,100.68,$114.99 - $119.69,139.3,111.47,0.0,2026-02-20,32.1,-29.5,117.34,139.3,-14.2,0.29,,,,,,
