Ticker,Insider,Title,Date,Type,Price,Qty,Owned,Value,Source,ScrapedAt,Chart_Daily,Chart_Weekly
2026-02-27 08:36:13,CAR,"Avis Budget Group, Inc.",10%,P - Purchase,94.26,425000,8059400,40%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/CAR_d.png,reports/graphs/CAR_w.png
2026-02-27 08:36:13,WRB,Berkley W R Corp,10%,P - Purchase,71.13,553654,58222274,39%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/WRB_d.png,reports/graphs/WRB_w.png
2026-02-27 08:36:13,FIG,"Figma, Inc.",Dir,P - Purchase,24.91,1466852,34004169,36%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/FIG_d.png,reports/graphs/FIG_w.png
2026-02-27 08:36:13,CVI,Cvr Energy Inc,10%,P - Purchase,20.99,783404,71201875,16%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/CVI_d.png,reports/graphs/CVI_w.png
2026-02-27 08:36:13,LOGC,Contextlogic Holdings Inc.,"Dir, 10%",P - Purchase,7.0,1758794,18269534,12%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/LOGC_d.png,reports/graphs/LOGC_w.png
2026-02-27 08:36:13,SONO,Sonos Inc,10%,P - Purchase,14.95,611279,33592405,9%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/SONO_d.png,reports/graphs/SONO_w.png
2026-02-27 08:36:13,CADL,"Candel Therapeutics, Inc.",Dir,P - Purchase,5.45,550458,5748279,2%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/CADL_d.png,reports/graphs/CADL_w.png
2026-02-27 08:36:13,IBATF,International Battery Metals Ltd.,"Dir, 10%",P - Purchase,0.08,26427053,109326104,2%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/IBATF_d.png,reports/graphs/IBATF_w.png
2026-02-27 08:36:13,OFIX,Orthofix Medical Inc.,10%,P - Purchase,12.59,137858,4390779,1%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/OFIX_d.png,reports/graphs/OFIX_w.png
2026-02-27 08:36:13,AAT,"American Assets Trust, Inc.","Exec COB, 10%",P - Purchase,19.42,82386,13025335,1%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/AAT_d.png,reports/graphs/AAT_w.png
2026-02-27 08:36:13,UBER,"Uber Technologies, Inc",CFO,P - Purchase,71.25,22453,28742,1%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/UBER_d.png,reports/graphs/UBER_w.png
2026-02-27 08:36:13,AAT,"American Assets Trust, Inc.","Exec COB, 10%",P - Purchase,19.42,79386,13022335,1%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/AAT_d.png,reports/graphs/AAT_w.png
2026-02-27 08:36:13,POOL,Pool Corp,SVP,P - Purchase,218.67,5560,82845,1%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/POOL_d.png,reports/graphs/POOL_w.png
2026-02-27 08:36:13,TZOO,Travelzoo,Global CEO,P - Purchase,5.39,200000,200000,1%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/TZOO_d.png,reports/graphs/TZOO_w.png
2026-02-27 08:36:13,RYAN,"Ryan Specialty Holdings, Inc.",Dir,P - Purchase,39.98,25865,684854,1%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/RYAN_d.png,reports/graphs/RYAN_w.png
2026-02-27 08:36:13,HLNE,Hamilton Lane Inc,Dir,P - Purchase,101.0,10000,35000,1%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/HLNE_d.png,reports/graphs/HLNE_w.png
2026-02-27 08:36:13,ACOG,Alpha Cognition Inc.,10%,P - Purchase,5.86,171410,2364410,1%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/ACOG_d.png,reports/graphs/ACOG_w.png
2026-02-27 08:36:13,JAGU,Jaguar Uranium Corp.,10%,P - Purchase,4.0,250000,3250000,1%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/JAGU_d.png,reports/graphs/JAGU_w.png
2026-02-27 08:36:13,TCBI,Texas Capital Bancshares Inc/Tx,Dir,P - Purchase,22.2,40000,880500,888%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/TCBI_d.png,reports/graphs/TCBI_w.png
2026-02-27 08:36:13,MWA,"Mueller Water Products, Inc.",Dir,P - Purchase,29.58,25000,25000,739%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/MWA_d.png,reports/graphs/MWA_w.png
2026-02-27 08:36:13,VERX,"Vertex, Inc.","Pres, CEO",P - Purchase,12.18,60000,60000,730%,OpenInsider.com,2026-02-27 08:36:13,reports/graphs/VERX_d.png,reports/graphs/VERX_w.png
