Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate
DJUSEN,Oil & Gas,719.99,623.85,813.7,15.4107557906548,45.45900834560628,🟡,CERCA,251,2025-07-02 11:02:31
DJUSTC,Technology,7395.7,5115.5,7509.0,44.57433290978399,35.32644537260941,🔴,FUERTE,251,2025-07-02 11:02:31
DJUSBK,Banks,735.08,520.01,735.75,41.35882002269188,24.826710924533785,🔴,FUERTE,251,2025-07-02 11:02:31
DJUSRE,Real Estate,363.25,311.91,396.67,16.459876246353105,55.053695514845224,🟡,CERCA,251,2025-07-02 11:02:31
DJUSHC,Healthcare,1447.36,1344.15,1663.54,7.678458505375129,43.26361409459207,🟢,OPORTUNIDAD,251,2025-07-02 11:02:31
DJUSCH,Chemicals,854.36,703.58,952.75,21.43039881747633,47.88237875795479,🟡,CERCA,251,2025-07-02 11:02:31
DJUSUT,Utilities,407.4,336.31,411.37,21.13823555648062,38.77249926231931,🟡,CERCA,251,2025-07-02 11:02:31
DJUSFN,Financials,2419.6,1812.0,2425.6,33.53200883002207,36.983632112237,🔴,FUERTE,251,2025-07-02 11:02:31
DJUSRT,Retail,3089.4,2288.1,3175.9,35.020322538350605,42.48107930240206,🔴,FUERTE,251,2025-07-02 11:02:31
DJUSIG,Industrial Goods,1423.84,1094.74,1429.37,30.061932513656203,34.865595673612205,🔴,FUERTE,251,2025-07-02 11:02:31
DJUSME,Media,886.78,662.35,936.97,33.88389824111119,34.293112377006764,🔴,FUERTE,251,2025-07-02 11:02:31
DJUSTL,Telecommunications,190.44,142.12,199.75,33.99943709541232,46.95652173913047,🔴,FUERTE,251,2025-07-02 11:02:31
DJUSFB,Food & Beverage,714.7,668.77,816.7,6.867831990071335,45.46885245901634,🟢,OPORTUNIDAD,251,2025-07-02 11:02:31
DJUSNG,Personal Goods,1046.56,909.61,1069.74,15.055903079341688,42.46601387964637,🟡,CERCA,251,2025-07-02 11:02:31
DJUSBS,Basic Resources,382.85,274.91,393.0,39.26375904841584,33.82594417077169,🔴,FUERTE,251,2025-07-02 11:02:31
