Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate
DJUSFR,Dow Jones U.S. Forestry & Paper Index,804.08,703.58,931.93,14.284089940021035,60.11319948739852,🟡,CERCA,251,2025-10-28 07:44:38
DJUSAE,Dow Jones U.S. Aerospace & Defense Index,2978.7,1861.2,2980.5,60.04190844616375,42.24348534201957,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSAF,Dow Jones U.S. Delivery Services Index,1058.6,916.9,1383.0,15.45424800959755,44.82961222091661,🟡,CERCA,251,2025-10-28 07:44:38
DJUSAG,Dow Jones U.S. Asset Managers Index,388.34,273.77,426.58,41.848997333528146,56.93854432172192,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSAI,Dow Jones U.S. Electronic Equipment Index,1816.2,913.78,1824.49,98.75681236183766,35.48532324869437,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSAL,Dow Jones U.S. Aluminum Index,136.3,73.62,163.19,85.13990763379516,38.98079763663221,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSAM,Dow Jones U.S. Medical Equipment Index,3019.6,2589.3,3151.1,16.618391070945805,34.30005577244842,🟡,CERCA,251,2025-10-28 07:44:38
DJUSAP,Dow Jones U.S. Automobiles & Parts Index,1682.46,845.49,1748.7,98.99230032288969,41.04361194637245,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSAR,Dow Jones U.S. Airlines Index,229.07,137.83,259.72,66.19748966117679,47.80587038651556,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSAS,Dow Jones U.S. Aerospace Index,3228.8,1883.9,3230.9,71.38913955093157,38.397839783978384,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSAT,Dow Jones U.S. Auto Parts Index,421.55,288.25,447.84,46.24457935819601,57.9226557152635,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSAU,Dow Jones U.S. Automobiles Index,1539.14,758.25,1613.6,102.9858226178701,40.7841273612926,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSAV,Dow Jones U.S. Media Agencies Index,445.29,346.44,702.93,28.53307932109457,41.443096900649266,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSBC,Dow Jones U.S. Broadcasting & Entertainment Index,1189.9,962.0,1294.9,23.6902286902287,55.08373205741626,🟡,CERCA,251,2025-10-28 07:44:38
DJUSBD,Dow Jones U.S. Building Materials & Fixtures Index,2407.4,1876.9,2557.1,28.264691778997282,47.813822284908326,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSBE,Dow Jones U.S. Business Training & Employment Agencies Index,106.14,104.12,152.72,1.9400691509796348,58.485639686684046,🟢,OPORTUNIDAD,251,2025-10-28 07:44:38
DJUSBK,Dow Jones U.S. Banks Index,772.16,521.55,799.76,48.051001821493635,48.22256568778982,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSBS,Dow Jones U.S. Basic Resources Index,437.32,274.91,478.98,59.07751627805462,54.6141902383042,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSBT,Dow Jones U.S. Biotechnology Index,3025.0,2297.4,3068.1,31.670584138591444,33.60075507314775,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSBV,Dow Jones U.S. Beverages Index,967.25,875.4,1016.27,10.492346355951568,25.927221833449963,🟡,CERCA,251,2025-10-28 07:44:38
DJUSCA,Dow Jones U.S. Gambling Index,658.61,513.6,786.57,28.234034267912772,40.57365094798251,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSCC,Dow Jones U.S. Commodity Chemicals Index,691.93,647.09,830.12,6.929484306665211,67.51879699248126,🟢,OPORTUNIDAD,251,2025-10-28 07:44:38
DJUSCH,Dow Jones U.S. Chemicals Index,1963.28,1497.87,2050.51,31.07145479914813,43.05183514262889,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSCM,Dow Jones U.S. Personal Products Index,373.6,345.1,458.91,8.258475804114749,53.83087697292777,🟢,OPORTUNIDAD,251,2025-10-28 07:44:38
DJUSCN,Dow Jones U.S. Construction & Materials Index,2096.14,1484.39,2111.66,41.212215118668254,43.6215352399846,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSCP,Dow Jones U.S. Containers & Packaging Index,437.0,397.01,541.01,10.072794136167857,37.743993993993996,🟡,CERCA,251,2025-10-28 07:44:38
DJUSCR,Dow Jones U.S. Computer Hardware Index,13552.3,8364.8,13560.8,62.01582823259373,38.35119919796408,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSCS,Dow Jones U.S. Specialized Consumer Services Index,2679.1,2651.3,3402.3,1.048542224569069,52.7633289986996,🟢,OPORTUNIDAD,251,2025-10-28 07:44:38
DJUSCT,Dow Jones U.S. Telecommunications Equipment Index,2743.52,1708.47,2771.34,60.583446007246245,35.958415254922045,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSCX,Dow Jones U.S. Specialty Chemicals Index,1066.35,863.05,1195.08,23.55599327964776,50.5834722552989,🟡,CERCA,251,2025-10-28 07:44:38
DJUSDB,Dow Jones U.S. Brewers Index,462.15,447.85,659.78,3.1930333817126164,58.62901727661158,🟢,OPORTUNIDAD,251,2025-10-28 07:44:38
DJUSDN,Dow Jones U.S. Defense Index,826.49,598.11,850.34,38.183611710220525,53.0187763030107,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSDR,Dow Jones U.S. Food & Drug Retailers Index,1586.27,1264.81,1615.62,25.415675081632816,34.83189688640417,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSDS,Dow Jones U.S. Industrial Suppliers Index,940.04,683.22,994.97,37.58964901495857,56.879046497939974,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSDT,Dow Jones U.S. Diversified REITs Index,57.47,45.49,60.0,26.335458342492846,61.58415841584157,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSDV,Dow Jones U.S. Computer Services Index,301.8,231.08,304.29,30.60411978535572,35.86505190311421,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSEC,Dow Jones U.S. Electrical Components & Equipment Index,1059.91,562.61,1072.04,88.3916034197757,38.8760053288597,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSEE,Dow Jones U.S. Electronic & Electrical Equipment Index,1234.15,643.85,1242.11,91.68284538324144,37.26905829596405,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSEH,Dow Jones U.S. Real Estate Holding & Development Index,68.56,50.8,72.61,34.96062992125986,24.62825278810412,🔴,FUERTE,225,2025-10-28 07:44:38
DJUSEN,Dow Jones U.S. Oil & Gas Index,745.12,623.85,813.7,19.438967700569044,54.97542997542998,🟡,CERCA,251,2025-10-28 07:44:38
DJUSES,Dow Jones U.S. Real Estate Services Index,357.93,268.15,392.49,33.48126048853255,37.3344724476719,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSEU,Dow Jones U.S. Electricity Index,458.6,340.99,471.47,34.49074752925306,41.59679183375863,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSFA,Dow Jones U.S. Financial Administration Index,554.52,532.41,685.16,4.152814560207362,57.46922198248508,🟢,OPORTUNIDAD,251,2025-10-28 07:44:38
DJUSFB,Dow Jones U.S. Food & Beverage Index,715.0,668.77,776.66,6.912690461593675,30.317030428548634,🟢,OPORTUNIDAD,251,2025-10-28 07:44:38
DJUSFC,Dow Jones U.S. Fixed Line Telecommunications Index,151.9,127.84,175.95,18.820400500625784,57.2851805728518,🟡,CERCA,251,2025-10-28 07:44:38
DJUSFD,Dow Jones U.S. Food Retailers & Wholesalers Index,1226.71,1076.27,1346.72,13.977905172493896,51.81860393128,🟡,CERCA,251,2025-10-28 07:44:38
DJUSFE,Dow Jones U.S. Industrial Machinery Index,1268.58,969.18,1325.15,30.89209434779917,45.82974601808007,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSFH,Dow Jones U.S. Furnishings Index,461.87,319.67,507.6,44.48337347890011,55.5528730082086,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSFI,Dow Jones U.S. Financial Services Index,2480.6,1907.9,2532.3,30.017296504009632,50.577838205302534,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSFO,Dow Jones U.S. Food Producers Index,376.74,367.79,435.91,2.4334538731341224,55.47533092659444,🟢,OPORTUNIDAD,251,2025-10-28 07:44:38
DJUSFP,Dow Jones U.S. Food Products Index,525.18,518.27,627.91,1.3332818801010995,58.39687887923395,🟢,OPORTUNIDAD,251,2025-10-28 07:44:38
DJUSFT,Dow Jones U.S. Footwear Index,1454.2,1186.7,1942.6,22.54150164321227,52.60794473229705,🟡,CERCA,251,2025-10-28 07:44:38
DJUSGF,Dow Jones U.S. Financial Services Index,2780.4,2138.5,2838.4,30.016366612111295,50.576456310679575,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSGI,Dow Jones U.S. General Industrials Index,728.82,613.23,783.86,18.849371361479385,38.48604958420766,🟡,CERCA,251,2025-10-28 07:44:38
DJUSGT,Dow Jones U.S. General Retailers Index,3467.6,2720.3,3649.5,27.471234790280473,47.607597980283714,🔴,FUERTE,251,2025-10-28 07:44:38
DJUSGU,Dow Jones U.S. Gas Distribution Index,386.7,304.15,390.51,27.14121321716259,45.44551175886054,🔴,FUERTE,251,2025-10-28 07:44:38
