ticker,company_name,sentiment,flow_score,quality,current_price,total_premium,put_call_ratio,unusual_calls,unusual_puts,detected_date,expiration_date,days_to_expiration,total_unusual,call_premium,put_premium,sentiment_emoji,top_calls,top_puts
COST,Costco Wholesale Corporation,NEUTRAL,100,🔥🔥🔥 WHALE ACTIVITY,896.48,15009815.0,0.99,29,23,2026-09-25,2026-09-25,-1,52,7528282.0,7481533.0,🟡,"[{'type': 'CALL', 'strike': 900.0, 'volume': 1469.0, 'oi': 0, 'vol_oi_ratio': 1469.0, 'last_price': 11.86, 'premium': 1742234.0, 'itm': False, 'implied_volatility': 0.015634843750000002}, {'type': 'CALL', 'strike': 910.0, 'volume': 714.0, 'oi': 0, 'vol_oi_ratio': 714.0, 'last_price': 8.2, 'premium': 585479.9999999999, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 880.0, 'volume': 218.0, 'oi': 0, 'vol_oi_ratio': 218.0, 'last_price': 25.15, 'premium': 548270.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 900.0, 'volume': 900.0, 'oi': 0.0, 'vol_oi_ratio': 900.0, 'last_price': 14.97, 'premium': 1347300.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 897.5, 'volume': 640.0, 'oi': 0.0, 'vol_oi_ratio': 640.0, 'last_price': 13.89, 'premium': 888960.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 880.0, 'volume': 1122.0, 'oi': 0.0, 'vol_oi_ratio': 1122.0, 'last_price': 6.24, 'premium': 700128.0000000001, 'itm': False, 'implied_volatility': 0.062509375}]"
MSFT,Microsoft Corporation,BULLISH,100,🔥🔥🔥 WHALE ACTIVITY,497.93,36722981.0,0.26,18,13,2026-09-25,2026-09-25,-1,31,29223291.0,7499690.0,🟢,"[{'type': 'CALL', 'strike': 495.0, 'volume': 16861.0, 'oi': 0, 'vol_oi_ratio': 16861.0, 'last_price': 4.55, 'premium': 7671755.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 500.0, 'volume': 30835.0, 'oi': 0, 'vol_oi_ratio': 30835.0, 'last_price': 1.9, 'premium': 5858650.0, 'itm': False, 'implied_volatility': 0.015634843750000002}, {'type': 'CALL', 'strike': 497.5, 'volume': 17151.0, 'oi': 0, 'vol_oi_ratio': 17151.0, 'last_price': 2.95, 'premium': 5059545.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]","[{'type': 'PUT', 'strike': 500.0, 'volume': 5387.0, 'oi': 0.0, 'vol_oi_ratio': 5387.0, 'last_price': 3.9, 'premium': 2100930.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 495.0, 'volume': 10904.0, 'oi': 0.0, 'vol_oi_ratio': 10904.0, 'last_price': 1.6, 'premium': 1744640.0000000002, 'itm': False, 'implied_volatility': 0.0312596875}, {'type': 'PUT', 'strike': 497.5, 'volume': 3752.0, 'oi': 0.0, 'vol_oi_ratio': 3752.0, 'last_price': 2.5, 'premium': 938000.0, 'itm': False, 'implied_volatility': 0.0039162109375}]"
WMT,Walmart Inc.,BEARISH,100,🔥🔥🔥 WHALE ACTIVITY,107.59,2097410.0,4.06,7,8,2026-09-25,2026-09-25,-1,15,414312.0,1683098.0,🔴,"[{'type': 'CALL', 'strike': 110.0, 'volume': 12708, 'oi': 0, 'vol_oi_ratio': 12708, 'last_price': 0.08, 'premium': 101664.0, 'itm': False, 'implied_volatility': 0.12500875}, {'type': 'CALL', 'strike': 109.0, 'volume': 4904, 'oi': 0, 'vol_oi_ratio': 4904, 'last_price': 0.2, 'premium': 98080.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 108.0, 'volume': 1745, 'oi': 0, 'vol_oi_ratio': 1745, 'last_price': 0.48, 'premium': 83760.0, 'itm': False, 'implied_volatility': 0.0312596875}]","[{'type': 'PUT', 'strike': 109.0, 'volume': 3121.0, 'oi': 0, 'vol_oi_ratio': 3121.0, 'last_price': 1.56, 'premium': 486876.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 108.0, 'volume': 4111.0, 'oi': 0, 'vol_oi_ratio': 4111.0, 'last_price': 0.86, 'premium': 353546.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 110.0, 'volume': 933.0, 'oi': 0, 'vol_oi_ratio': 933.0, 'last_price': 2.48, 'premium': 231384.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
INTU,Intuit Inc.,BEARISH,90,🔥🔥🔥 WHALE ACTIVITY,277.13,1113854.0,9.32,2,5,2026-09-25,2026-09-25,-1,7,107940.0,1005914.0,🔴,"[{'type': 'CALL', 'strike': 280.0, 'volume': 445.0, 'oi': 0, 'vol_oi_ratio': 445.0, 'last_price': 1.65, 'premium': 73425.0, 'itm': False, 'implied_volatility': 0.062509375}, {'type': 'CALL', 'strike': 285.0, 'volume': 531.0, 'oi': 0, 'vol_oi_ratio': 531.0, 'last_price': 0.65, 'premium': 34515.0, 'itm': False, 'implied_volatility': 0.12500875}]","[{'type': 'PUT', 'strike': 280.0, 'volume': 1214.0, 'oi': 0, 'vol_oi_ratio': 1214.0, 'last_price': 4.35, 'premium': 528090.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 300.0, 'volume': 129.0, 'oi': 0, 'vol_oi_ratio': 129.0, 'last_price': 23.0, 'premium': 296700.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 282.5, 'volume': 147.0, 'oi': 0, 'vol_oi_ratio': 147.0, 'last_price': 6.15, 'premium': 90405.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
V,Visa Inc.,BULLISH,80,🔥🔥🔥 WHALE ACTIVITY,367.98,520103.0,0.18,4,2,2026-09-25,2026-09-25,-1,6,440877.0,79226.0,🟢,"[{'type': 'CALL', 'strike': 365.0, 'volume': 542.0, 'oi': 0, 'vol_oi_ratio': 542.0, 'last_price': 3.75, 'premium': 203250.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 367.5, 'volume': 716.0, 'oi': 0, 'vol_oi_ratio': 716.0, 'last_price': 2.06, 'premium': 147496.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 370.0, 'volume': 807.0, 'oi': 0, 'vol_oi_ratio': 807.0, 'last_price': 0.93, 'premium': 75051.0, 'itm': False, 'implied_volatility': 0.0312596875}]","[{'type': 'PUT', 'strike': 367.5, 'volume': 438, 'oi': 0, 'vol_oi_ratio': 438, 'last_price': 1.42, 'premium': 62195.99999999999, 'itm': False, 'implied_volatility': 0.007822421875}, {'type': 'PUT', 'strike': 365.0, 'volume': 262, 'oi': 0, 'vol_oi_ratio': 262, 'last_price': 0.65, 'premium': 17030.0, 'itm': False, 'implied_volatility': 0.0312596875}]"
MRSH,"Marsh & McLennan Companies, Inc.",BEARISH,80,🔥🔥🔥 WHALE ACTIVITY,169.93,1043223.0,999.0,0,4,2026-09-25,2026-10-16,20,4,0.0,1043223.0,🔴,[],"[{'type': 'PUT', 'strike': 170.0, 'volume': 1030.0, 'oi': 0, 'vol_oi_ratio': 1030.0, 'last_price': 5.18, 'premium': 533540.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 175.0, 'volume': 413.0, 'oi': 0, 'vol_oi_ratio': 413.0, 'last_price': 8.61, 'premium': 355593.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 165.0, 'volume': 418.0, 'oi': 0, 'vol_oi_ratio': 418.0, 'last_price': 2.7, 'premium': 112860.00000000001, 'itm': False, 'implied_volatility': 0.0312596875}]"
VEEV,Veeva Systems Inc.,NEUTRAL,80,🔥🔥🔥 WHALE ACTIVITY,274.84,1334326.0,1.02,2,1,2026-09-25,2026-10-16,20,3,661356.0,672970.0,🟡,"[{'type': 'CALL', 'strike': 270.0, 'volume': 328.0, 'oi': 0, 'vol_oi_ratio': 328.0, 'last_price': 13.32, 'premium': 436896.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 280.0, 'volume': 261.0, 'oi': 0, 'vol_oi_ratio': 261.0, 'last_price': 8.6, 'premium': 224460.0, 'itm': False, 'implied_volatility': 0.015634843750000002}]","[{'type': 'PUT', 'strike': 300.0, 'volume': 173.0, 'oi': 0, 'vol_oi_ratio': 173.0, 'last_price': 38.9, 'premium': 672970.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
ROP,"Roper Technologies, Inc.",BEARISH,70,🔥🔥 STRONG FLOW,364.02,607940.0,999.0,0,1,2026-09-25,2026-10-16,20,1,0.0,607940.0,🔴,[],"[{'type': 'PUT', 'strike': 440.0, 'volume': 226.0, 'oi': 0, 'vol_oi_ratio': 226.0, 'last_price': 26.9, 'premium': 607940.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}]"
ZTS,Zoetis Inc.,BEARISH,70,🔥🔥 STRONG FLOW,70.27,471999.0,3.28,2,3,2026-09-25,2026-10-16,20,5,110380.0,361619.0,🔴,"[{'type': 'CALL', 'strike': 70.0, 'volume': 389.0, 'oi': 0, 'vol_oi_ratio': 389.0, 'last_price': 2.4, 'premium': 93359.99999999999, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 75.0, 'volume': 230.0, 'oi': 0, 'vol_oi_ratio': 230.0, 'last_price': 0.74, 'premium': 17020.0, 'itm': False, 'implied_volatility': 0.062509375}]","[{'type': 'PUT', 'strike': 75.0, 'volume': 315.0, 'oi': 0, 'vol_oi_ratio': 315.0, 'last_price': 5.36, 'premium': 168840.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 70.0, 'volume': 529.0, 'oi': 0, 'vol_oi_ratio': 529.0, 'last_price': 2.11, 'premium': 111618.99999999999, 'itm': False, 'implied_volatility': 0.0039162109375}, {'type': 'PUT', 'strike': 65.0, 'volume': 2029.0, 'oi': 0, 'vol_oi_ratio': 2029.0, 'last_price': 0.4, 'premium': 81160.0, 'itm': False, 'implied_volatility': 0.062509375}]"
KO,The Coca-Cola Company,NEUTRAL,70,🔥🔥 STRONG FLOW,88.1,447787.0,0.71,3,3,2026-09-25,2026-09-25,-1,6,262079.0,185708.0,🟡,"[{'type': 'CALL', 'strike': 88.0, 'volume': 4242, 'oi': 0, 'vol_oi_ratio': 4242, 'last_price': 0.49, 'premium': 207858.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 87.0, 'volume': 241, 'oi': 0, 'vol_oi_ratio': 241, 'last_price': 1.3, 'premium': 31330.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'CALL', 'strike': 89.0, 'volume': 2081, 'oi': 0, 'vol_oi_ratio': 2081, 'last_price': 0.11, 'premium': 22891.0, 'itm': False, 'implied_volatility': 0.062509375}]","[{'type': 'PUT', 'strike': 89.0, 'volume': 1045.0, 'oi': 0, 'vol_oi_ratio': 1045.0, 'last_price': 0.95, 'premium': 99275.0, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 90.0, 'volume': 393.0, 'oi': 0, 'vol_oi_ratio': 393.0, 'last_price': 1.65, 'premium': 64844.99999999999, 'itm': True, 'implied_volatility': 1.0000000000000003e-05}, {'type': 'PUT', 'strike': 88.0, 'volume': 771.0, 'oi': 0, 'vol_oi_ratio': 771.0, 'last_price': 0.28, 'premium': 21588.000000000004, 'itm': False, 'implied_volatility': 0.007822421875}]"
