Ticker,Sector,CurrentPrice,Min52w,Max52w,DistanceFromMin,RSI,Estado,Classification,DataPoints,AnalysisDate
DJUSFR,Dow Jones U.S. Forestry & Paper Index,841.92,703.58,952.75,19.66229853037322,60.838468309859216,🟡,CERCA,251,2025-09-18 07:42:16
DJUSAE,Dow Jones U.S. Aerospace & Defense Index,2755.0,1861.2,2795.3,48.0227810015044,50.448613376835205,🔴,FUERTE,251,2025-09-18 07:42:16
DJUSAF,Dow Jones U.S. Delivery Services Index,1008.4,916.9,1383.0,9.979278001963136,63.007159904534674,🟢,OPORTUNIDAD,251,2025-09-18 07:42:16
DJUSAG,Dow Jones U.S. Asset Managers Index,414.31,273.77,419.77,51.335062278555,45.31284791805836,🔴,FUERTE,251,2025-09-18 07:42:16
DJUSAI,Dow Jones U.S. Electronic Equipment Index,1644.41,913.78,1670.77,79.95688240057784,28.297891511984147,🔴,FUERTE,251,2025-09-18 07:42:16
DJUSAL,Dow Jones U.S. Aluminum Index,112.26,73.62,163.19,52.48573757131214,42.67849939491729,🔴,FUERTE,251,2025-09-18 07:42:16
DJUSAM,Dow Jones U.S. Medical Equipment Index,2918.1,2589.3,3151.1,12.698412698412687,63.23915900131404,🟡,CERCA,251,2025-09-18 07:42:16
DJUSAP,Dow Jones U.S. Automobiles & Parts Index,1582.62,845.49,1748.7,87.18376326154062,19.92250166596739,🔴,FUERTE,251,2025-09-18 07:42:16
DJUSAR,Dow Jones U.S. Airlines Index,230.98,137.83,259.72,67.5832547340927,58.56659489387885,🔴,FUERTE,251,2025-09-18 07:42:16
DJUSAS,Dow Jones U.S. Aerospace Index,2951.8,1883.9,3039.2,56.68559902330272,51.84936112979153,🔴,FUERTE,251,2025-09-18 07:42:16
DJUSAT,Dow Jones U.S. Auto Parts Index,438.66,288.25,446.75,52.18039895923678,45.57661927330171,🔴,FUERTE,251,2025-09-18 07:42:16
DJUSAU,Dow Jones U.S. Automobiles Index,1440.44,758.25,1613.6,89.96900758325091,19.89607300741966,🔴,FUERTE,251,2025-09-18 07:42:16
DJUSAV,Dow Jones U.S. Media Agencies Index,421.49,346.44,702.93,21.663202863410692,66.52354160497482,🟡,CERCA,251,2025-09-18 07:42:16
DJUSBC,Dow Jones U.S. Broadcasting & Entertainment Index,1233.9,962.0,1294.9,28.264033264033273,43.300653594771255,🔴,FUERTE,251,2025-09-18 07:42:16
DJUSBD,Dow Jones U.S. Building Materials & Fixtures Index,2394.0,1876.9,2557.1,27.55074857477755,63.33800841514727,🔴,FUERTE,251,2025-09-18 07:42:16
DJUSBE,Dow Jones U.S. Business Training & Employment Agencies Index,111.58,104.12,152.72,7.164809834805987,73.11977715877438,🟢,OPORTUNIDAD,251,2025-09-18 07:42:16
DJUSBK,Dow Jones U.S. Banks Index,782.87,521.55,787.03,50.10449621321064,39.70648745028116,🔴,FUERTE,251,2025-09-18 07:42:16
DJUSBS,Dow Jones U.S. Basic Resources Index,439.05,274.91,448.31,59.706813138845426,34.056987788331085,🔴,FUERTE,251,2025-09-18 07:42:16
DJUSBT,Dow Jones U.S. Biotechnology Index,2774.1,2297.4,3117.3,20.749542961608768,45.2707581227437,🟡,CERCA,251,2025-09-18 07:42:16
DJUSBV,Dow Jones U.S. Beverages Index,914.37,875.4,1064.8,4.451679232350929,68.66359447004615,🟢,OPORTUNIDAD,251,2025-09-18 07:42:16
DJUSCA,Dow Jones U.S. Gambling Index,716.99,513.6,786.57,39.60085669781931,87.57338551859091,🔴,FUERTE,251,2025-09-18 07:42:16
DJUSCC,Dow Jones U.S. Commodity Chemicals Index,749.36,647.09,855.73,15.804602141896796,54.21545667447308,🟡,CERCA,251,2025-09-18 07:42:16
DJUSCH,Dow Jones U.S. Chemicals Index,1971.68,1497.87,2050.51,31.63225112993786,71.37873290538656,🔴,FUERTE,251,2025-09-18 07:42:16
DJUSCM,Dow Jones U.S. Personal Products Index,401.72,345.1,483.97,16.40683859750797,74.86680139628875,🟡,CERCA,251,2025-09-18 07:42:16
DJUSCN,Dow Jones U.S. Construction & Materials Index,2016.76,1484.39,2099.78,35.86456389493326,61.01285884090334,🔴,FUERTE,251,2025-09-18 07:42:16
DJUSCP,Dow Jones U.S. Containers & Packaging Index,436.85,397.01,541.01,10.035011712551329,63.15789473684207,🟡,CERCA,251,2025-09-18 07:42:16
DJUSCR,Dow Jones U.S. Computer Hardware Index,12060.6,8364.8,12829.5,44.182765876052045,37.17728922952804,🔴,FUERTE,251,2025-09-18 07:42:16
DJUSCS,Dow Jones U.S. Specialized Consumer Services Index,2700.6,2671.9,3402.3,1.0741419963321912,63.28327291558782,🟢,OPORTUNIDAD,251,2025-09-18 07:42:16
DJUSCT,Dow Jones U.S. Telecommunications Equipment Index,2564.79,1708.47,2649.42,50.12203901736642,40.609912904243195,🔴,FUERTE,251,2025-09-18 07:42:16
DJUSCX,Dow Jones U.S. Specialty Chemicals Index,1074.56,863.05,1218.81,24.50727072591391,66.93925233644865,🟡,CERCA,251,2025-09-18 07:42:16
DJUSDB,Dow Jones U.S. Brewers Index,478.38,477.41,659.78,0.2031796568986763,84.83298705449903,🟢,OPORTUNIDAD,251,2025-09-18 07:42:16
DJUSDN,Dow Jones U.S. Defense Index,785.78,598.11,798.38,31.377171423316774,46.44256858607175,🔴,FUERTE,251,2025-09-18 07:42:16
