ticker,vcp_score,ml_score,momentum_score,trend_score,volume_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,tier,quality
META,82.92105263157895,50.0,,,,"Meta Platforms, Inc.",62.5,Communication Services,Internet Content & Information,60.0,50.0,56.0,95.0,65.0,668.69,1691488485376,66.9,33.2,15.0,18.8,2026-02-12 00:48:42,2025-03-21,⭐⭐⭐ EXCELLENT,🟢 Excellent
OKTA,66.65,50.0,,,,"Okta, Inc.",61.5,Technology,Software - Infrastructure,50.0,50.0,85.0,70.0,65.0,88.18,15628161024,60.1,26.7,15.0,18.4,2026-02-12 00:48:42,2025-03-21,⭐⭐ GOOD,🟡 Good
TSLA,71.25,50.0,,,,"Tesla, Inc.",51.8,Consumer Cyclical,Auto Manufacturers,50.0,50.0,35.0,75.0,60.0,428.27,1607054000128,59.0,28.5,15.0,15.5,2026-02-12 00:48:42,2025-03-21,⭐⭐ GOOD,🟡 Good
NFLX,60.65714285714286,50.0,,,,"Netflix, Inc.",65.2,Communication Services,Entertainment,60.0,50.0,74.5,85.0,70.0,79.62,337739251712,58.8,24.3,15.0,19.6,2026-02-12 00:48:42,2025-03-21,⭐⭐ GOOD,🟡 Good
PLTR,56.738461538461536,50.0,,,,Palantir Technologies Inc.,67.8,Technology,Software - Infrastructure,60.0,50.0,80.5,95.0,70.0,135.68,323384606720,58.0,22.7,15.0,20.3,2026-02-12 00:48:42,2025-03-21,⭐⭐ GOOD,🟡 Good
BNTX,68.4090909090909,50.0,,,,BioNTech SE,49.0,Healthcare,Biotechnology,50.0,50.0,30.0,60.0,65.0,109.38,27446802432,57.1,27.4,15.0,14.7,2026-02-12 00:48:42,2025-03-21,⭐⭐ GOOD,🟡 Good
TWLO,59.75,50.0,,,,Twilio Inc.,59.0,Technology,Software - Infrastructure,50.0,50.0,70.0,70.0,70.0,110.44,16945207296,56.6,23.9,15.0,17.7,2026-02-12 00:48:42,2025-03-21,⭐⭐ GOOD,🟡 Good
SHOP,55.9,50.0,,,,Shopify Inc.,62.0,Technology,Software - Application,55.0,50.0,70.0,80.0,70.0,118.71,154926481408,56.0,22.4,15.0,18.6,2026-02-12 00:48:42,2025-03-21,⭐⭐ GOOD,🟡 Good
SOFI,58.388888888888886,50.0,,,,"SoFi Technologies, Inc.",57.2,Financial Services,Credit Services,55.0,50.0,55.0,75.0,60.0,20.55,25968164864,55.5,23.4,15.0,17.2,2026-02-12 00:48:42,2025-03-21,⭐⭐ GOOD,🟡 Good
COIN,55.96153846153846,50.0,,,,"Coinbase Global, Inc. - 3",60.0,Financial Services,Financial Data & Stock Exchanges,60.0,50.0,41.0,95.0,70.0,153.2,41311543296,55.4,22.4,15.0,18.0,2026-02-12 00:48:42,2025-03-21,⭐⭐ GOOD,🟡 Good
ROKU,60.13333333333334,50.0,,,,"Roku, Inc.",54.2,Communication Services,Entertainment,50.0,50.0,50.0,65.0,70.0,87.89,12985903104,55.3,24.1,15.0,16.3,2026-02-12 00:48:42,2025-03-21,⭐⭐ GOOD,🟡 Good
SNOW,58.56363636363636,50.0,,,,Snowflake Inc.,55.2,Technology,Software - Application,50.0,50.0,70.0,45.0,70.0,178.83,61195628544,55.0,23.4,15.0,16.6,2026-02-12 00:48:42,2025-03-21,⭐⭐ GOOD,🟡 Good
ADBE,58.65909090909091,50.0,,,,Adobe Inc.,54.0,Technology,Software - Application,60.0,50.0,30.0,70.0,70.0,257.16,107647180800,54.7,23.5,15.0,16.2,2026-02-12 00:48:42,2025-03-21,⭐ AVERAGE,🟡 Average
DOCU,55.45454545454545,50.0,,,,"DocuSign, Inc.",57.2,Technology,Software - Application,50.0,50.0,70.0,65.0,60.0,44.34,8880093184,54.3,22.2,15.0,17.2,2026-02-12 00:48:42,2025-03-21,⭐ AVERAGE,🟡 Average
LCID,58.040000000000006,50.0,,,,"Lucid Group, Inc.",47.8,Consumer Cyclical,Auto Manufacturers,50.0,50.0,30.0,55.0,60.0,10.05,3257892864,52.6,23.2,15.0,14.3,2026-02-12 00:48:42,2025-03-21,⭐ AVERAGE,🟡 Average
CRM,53.742105263157896,46.0,29.3,0.0,94.6,"Salesforce, Inc.",54.7,Technology,Software - Application,55.0,50.0,41.0,70.0,70.0,185.0,176120004608,51.7,21.5,13.8,16.4,2026-02-12 00:48:42,2025-03-21,⭐ AVERAGE,🟡 Average
DDOG,53.125,50.0,,,,"Datadog, Inc.",51.2,Technology,Software - Application,50.0,50.0,35.0,65.0,70.0,127.33,44650905600,51.6,21.2,15.0,15.4,2026-02-12 00:48:42,2025-03-21,⭐ AVERAGE,🟡 Average
