ticker,vcp_score,ml_score,momentum_score,trend_score,volume_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,tier,quality
META,82.92105263157895,50.0,,,,"Meta Platforms, Inc.",65.5,Communication Services,Internet Content & Information,60.0,50.0,71.0,95.0,65.0,668.69,1691488485376,67.8,33.2,15.0,19.6,2026-02-12 08:35:18,2026-02-06,⭐⭐⭐ EXCELLENT,🟢 Excellent
PLTR,56.738461538461536,50.0,,,,Palantir Technologies Inc.,81.2,Technology,Software - Infrastructure,60.0,100.0,85.0,95.0,70.0,135.68,323384606720,62.1,22.7,15.0,24.4,2026-02-12 08:35:18,2026-02-06,⭐⭐ GOOD,🟡 Good
SOFI,58.388888888888886,50.0,,,,"SoFi Technologies, Inc.",72.0,Financial Services,Credit Services,55.0,90.0,79.0,75.0,60.0,20.55,25968164864,60.0,23.4,15.0,21.6,2026-02-12 08:35:18,2026-02-06,⭐⭐ GOOD,🟡 Good
COIN,55.96153846153846,50.0,,,,"Coinbase Global, Inc. - 3",73.8,Financial Services,Financial Data & Stock Exchanges,60.0,70.0,85.0,95.0,70.0,153.2,41311543296,59.5,22.4,15.0,22.1,2026-02-12 08:35:18,2026-02-06,⭐⭐ GOOD,🟡 Good
TSLA,71.25,50.0,,,,"Tesla, Inc.",52.9,Consumer Cyclical,Auto Manufacturers,50.0,50.0,40.5,75.0,60.0,428.605,1608311111680,59.4,28.5,15.0,15.9,2026-02-12 08:35:18,2026-02-06,⭐⭐ GOOD,🟡 Good
SHOP,55.9,50.0,,,,Shopify Inc.,71.5,Technology,Software - Application,55.0,90.0,71.0,75.0,70.0,118.985,155293499392,58.8,22.4,15.0,21.4,2026-02-12 08:35:18,2026-02-06,⭐⭐ GOOD,🟡 Good
NFLX,60.65714285714286,50.0,,,,"Netflix, Inc.",64.0,Communication Services,Entertainment,60.0,50.0,68.5,85.0,70.0,79.63,337781653504,58.5,24.3,15.0,19.2,2026-02-12 08:35:18,2026-02-06,⭐⭐ GOOD,🟡 Good
OKTA,66.65,50.0,,,,"Okta, Inc.",55.7,Technology,Software - Infrastructure,50.0,50.0,56.0,70.0,65.0,88.18,15628161024,58.4,26.7,15.0,16.7,2026-02-12 08:35:18,2026-02-06,⭐⭐ GOOD,🟡 Good
BNTX,68.4090909090909,50.0,,,,BioNTech SE,53.0,Healthcare,Biotechnology,50.0,50.0,50.0,60.0,65.0,109.38,27446802432,58.3,27.4,15.0,15.9,2026-02-12 08:35:18,2026-02-06,⭐⭐ GOOD,🟡 Good
TWLO,59.75,50.0,,,,Twilio Inc.,64.2,Technology,Software - Infrastructure,50.0,70.0,71.0,70.0,70.0,110.44,16945207296,58.2,23.9,15.0,19.3,2026-02-12 08:35:18,2026-02-06,⭐⭐ GOOD,🟡 Good
LCID,58.040000000000006,50.0,,,,"Lucid Group, Inc.",66.0,Consumer Cyclical,Auto Manufacturers,50.0,90.0,71.0,55.0,60.0,10.05,3257892864,58.0,23.2,15.0,19.8,2026-02-12 08:35:18,2026-02-06,⭐⭐ GOOD,🟡 Good
ROKU,60.13333333333334,50.0,,,,"Roku, Inc.",62.2,Communication Services,Entertainment,50.0,70.0,65.0,65.0,70.0,87.89,12985903104,57.7,24.1,15.0,18.7,2026-02-12 08:35:18,2026-02-06,⭐⭐ GOOD,🟡 Good
CRM,53.742105263157896,63.0,53.1,0.0,94.1,"Salesforce, Inc.",52.5,Technology,Software - Application,55.0,50.0,30.0,70.0,70.0,185.0,176120004608,56.1,21.5,18.9,15.8,2026-02-12 08:35:18,2026-02-06,⭐⭐ GOOD,🟡 Good
DDOG,53.125,50.0,,,,"Datadog, Inc.",64.8,Technology,Software - Application,50.0,80.0,65.0,65.0,70.0,127.33,44650905600,55.7,21.2,15.0,19.4,2026-02-12 08:35:18,2026-02-06,⭐⭐ GOOD,🟡 Good
SNOW,58.56363636363636,50.0,,,,Snowflake Inc.,57.0,Technology,Software - Application,50.0,50.0,79.0,45.0,70.0,178.83,61195628544,55.5,23.4,15.0,17.1,2026-02-12 08:35:18,2026-02-06,⭐⭐ GOOD,🟡 Good
ADBE,58.65909090909091,50.0,,,,Adobe Inc.,54.9,Technology,Software - Application,60.0,50.0,34.5,70.0,70.0,257.16,107647180800,54.9,23.5,15.0,16.5,2026-02-12 08:35:18,2026-02-06,⭐ AVERAGE,🟡 Average
DOCU,55.45454545454545,50.0,,,,"DocuSign, Inc.",53.2,Technology,Software - Application,50.0,50.0,50.0,65.0,60.0,44.34,8880093184,53.1,22.2,15.0,16.0,2026-02-12 08:35:18,2026-02-06,⭐ AVERAGE,🟡 Average
