ticker,vcp_score,ml_score,momentum_score,trend_score,volume_score,company_name,fundamental_score,sector,industry,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,current_price,market_cap,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,health_details,earnings_details,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,sentiment,put_call_ratio,flow_score,unusual_calls,unusual_puts,insiders_score,institutional_score,num_whales,top_whales,super_score_ultimate,vcp_contribution,ml_contribution,fundamental_contribution,score_timestamp,data_as_of_date,market_regime,market_recommendation,ma_filter_pass,ma_filter_score,ma_filter_reason,ad_signal,ad_score,ad_reason,float_category,shares_outstanding_millions,filter_penalty,super_score_before_filters,rs_line_score_fund,rs_line_at_new_high_fund,rs_line_trend_fund,rs_line_percentile_fund,rs_line_bonus,eps_accelerating_fund2,eps_accel_quarters_fund2,rev_accelerating_fund2,rev_accel_quarters_fund2,canslim_a_bonus,industry_group_rank,industry_group_total,industry_group_percentile,industry_group_label,industry_group_rs,industry_bonus,short_bonus,proximity_bonus,trend_bonus,options_bonus,institutional_bonus,insider_bonus,profitability_penalty,negative_roe,filters_passed,value_score,sector_bonus,mr_bonus,fcf_bonus,dividend_bonus,buyback_bonus,revision_bonus,risk_reward_ratio,rr_bonus,tier,quality,validation_status,validation_score,validation_reason,price_vs_ath,recent_news_sentiment,analyst_consensus,valuation_concern
EXEL,0.0,50.0,6.029999999999999,,,"Exelixis, Inc.",60.3,Healthcare,Biotechnology,60.0,50.0,47.6,95.0,60.0,40.74,10922890240,35.0,30.2,False,down,,,0,7.8,False,0,15.5,11.2,True,49.62,-17.9,3.0,False,"{'roe_pct': 35.5, 'debt_to_equity': 0.09, 'current_ratio': 3.56, 'operating_margin_pct': 39.4}",{'profit_margin_pct': 33.7},46.83,60.0,35.0,18.0,buy,15.0,103.06,153.0,83.4,104.7,5.78,2.43,,,,True,-8.67,88.9,58.9,69.0,2026-05-12,False,False,,,,,,70.0,0.0,0.0,,13.100000000000001,0.0,15.0,18.1,2026-03-04 07:44:54,2026-03-04,CONFIRMED_UPTREND,TRADE,False,33,Price below 150/200 MA - weak trend,NEUTRAL,40,"No clear pattern (0.7x ratio, 41% up volume)",MEGA_FLOAT,210.9,28.0,33.1,35.0,False,down,30.2,0.0,,0,False,0,0.0,15,41.0,65.9,Medio,44.9,0.0,3.0,0.0,0.0,0.0,0.0,5.0,0.0,False,1/3,73.12,5.0,0.0,6.0,0.0,3.0,5.0,1.88,0.0,⭐⭐ STRONG,🟢 Excellent,,,,,,,
LPG,0.0,50.0,31.31,,,Dorian LPG Ltd.,73.1,Energy,Oil & Gas Midstream,60.0,80.0,85.4,80.0,60.0,36.32,1552465792,95.0,93.7,False,up,,,0,58.1,False,0,4.6,2.6,False,38.4,-5.4,8.0,True,"{'roe_pct': 11.2, 'debt_to_equity': 0.62, 'current_ratio': 2.42, 'operating_margin_pct': 43.3}",{'profit_margin_pct': 30.4},37.25,41.0,31.0,4.0,buy,2.6,100.74,177.4,84.9,133.8,6.54,2.38,6.75,86.6,,True,-0.43,5.4,121.6,78.0,2026-05-21,False,False,,,,,,90.0,0.0,0.0,,64.9,0.0,15.0,21.9,2026-03-04 07:44:54,2026-03-04,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_ACCUMULATION,75,"Strong institutional buying (1.8x ratio, 63% up volume)",MEDIUM_FLOAT,36.8,0.0,36.9,95.0,False,up,93.7,5.0,,0,False,0,0.0,5,41.0,90.2,Top 10%,63.5,5.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,3/3,70.24,8.0,0.0,6.0,0.0,3.0,5.0,0.32,-3.0,⭐⭐ STRONG,🟢 Excellent,HOLD,55.0,Close to ATH (-5.4% from high) - wait for pullback,-5.4,NEUTRAL,BUY,False
LIFE,0.0,50.0,0.0,,,Ethos Technologies Inc.,59.0,Financial Services,Insurance - Life,55.0,50.0,44.0,95.0,70.0,13.16,826595456,35.0,48.1,False,down,,,0,,,0,1.6,0.4,False,19.0,-30.7,,,"{'roe_pct': 21.0, 'debt_to_equity': 0.01, 'current_ratio': 2.17, 'operating_margin_pct': 22.2}",{'profit_margin_pct': 18.4},20.25,31.0,14.0,8.0,strong_buy,53.9,70.39,434.9,27.0,105.2,6.17,1.66,,,,False,,100.3,162.5,,,False,False,,,,,,100.0,0.0,0.0,,12.700000000000003,0.0,15.0,17.7,2026-03-04 07:44:54,2026-03-04,CONFIRMED_UPTREND,TRADE,False,0,Insufficient data,UNKNOWN,50,Insufficient data,MICRO_FLOAT,6.8,20.0,32.7,35.0,False,down,48.1,0.0,,0,,0,0.0,,41.0,,Sin datos suficientes,48.1,0.0,0.0,-5.0,0.0,0.0,0.0,5.0,0.0,False,1/3,67.6,0.0,0.0,6.0,0.0,0.0,5.0,6.74,3.0,⭐ GOOD,🟢 Excellent,,,,,,,
INDV,0.0,50.0,16.26,,,"Indivior Pharmaceuticals, Inc.",57.6,Healthcare,Drug Manufacturers - Specialty & Generic,55.0,50.0,70.4,50.0,70.0,30.87,3859504384,80.0,77.4,False,down,,,0,5.0,False,0,8.9,7.0,True,38.0,-18.8,7.0,True,"{'current_ratio': 0.71, 'operating_margin_pct': 37.2}",{'profit_margin_pct': 16.9},46.43,54.0,36.0,7.0,strong_buy,50.4,75.22,143.7,29.4,-4.8,5.75,1.77,,,,True,-1.61,5.7,376.2,57.0,2026-04-30,False,False,,,,,,100.0,0.0,0.0,,35.3,0.0,15.0,17.3,2026-03-04 07:44:54,2026-03-04,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),STRONG_DISTRIBUTION,15,"Strong selling pressure (0.5x ratio, 33% up volume)",HIGH_FLOAT,107.0,20.0,32.3,80.0,False,down,77.4,3.0,,0,False,0,0.0,4,41.0,92.7,Top 10%,64.2,5.0,3.0,0.0,7.0,0.0,0.0,5.0,0.0,False,2/3,67.04,5.0,0.0,6.0,0.0,3.0,5.0,6.3,3.0,⭐ GOOD,🟢 Excellent,,,,,,,
MSFT,0.0,50.0,0.0,,,Microsoft Corporation,60.8,Technology,Software - Infrastructure,60.0,70.0,24.0,90.0,70.0,403.93,3002160381952,15.0,10.6,False,down,,,0,16.0,True,1,0.8,1.3,False,555.45,-27.3,1.0,False,"{'roe_pct': 34.4, 'debt_to_equity': 0.32, 'current_ratio': 1.39, 'operating_margin_pct': 47.1}",{'profit_margin_pct': 39.0},596.0,730.0,392.0,53.0,strong_buy,47.5,306.34,-24.2,480.0,18.8,1.79,7.22,0.9,21.3,0.79,True,-0.75,56.4,59.8,56.0,2026-04-29,False,False,,,,,,70.0,0.0,0.0,,5.0,0.0,15.0,18.2,2026-03-04 07:44:54,2026-03-04,CONFIRMED_UPTREND,TRADE,False,16,Price below 150/200 MA - weak trend,DISTRIBUTION,35,"Moderate distribution (0.7x ratio, 41% up volume)",MEGA_FLOAT,7414.9,38.0,33.2,15.0,False,down,10.6,0.0,,0,True,1,2.0,39,41.0,7.3,Bottom 25%,6.2,-3.0,0.0,0.0,-5.0,0.0,0.0,5.0,0.0,False,1/3,65.32,0.0,0.0,0.0,0.0,3.0,5.0,5.94,3.0,⭐ GOOD,🟢 Excellent,,,,,,,
PACS,0.0,50.0,25.68,,,"PACS Group, Inc.",61.8,Healthcare,Medical Care Facilities,50.0,70.0,76.7,50.0,65.0,36.87,5721394176,80.0,86.6,False,up,,,0,11.3,True,1,8.7,4.0,True,43.08,-14.4,7.0,True,"{'roe_pct': 23.0, 'debt_to_equity': 3.78, 'current_ratio': 1.07, 'operating_margin_pct': 7.0}",{'profit_margin_pct': 3.6},46.0,52.0,42.0,5.0,strong_buy,24.8,66.11,79.3,31.5,-14.6,4.23,1.56,,,,False,,9.9,57.2,64.0,2026-05-07,False,False,,,,,,70.0,0.0,0.0,,61.5,0.0,15.0,18.5,2026-03-04 07:44:54,2026-03-04,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.1x ratio, 51% up volume)",MEDIUM_FLOAT,45.5,0.0,33.5,80.0,False,up,86.6,5.0,,0,True,1,2.0,6,41.0,87.8,Top 25%,63.2,3.0,3.0,3.0,7.0,0.0,0.0,5.0,0.0,False,3/3,63.72,5.0,0.0,3.0,0.0,0.0,5.0,3.1,3.0,⭐ GOOD,🟡 Good,HOLD,55.0,Close to ATH (-14.4% from high) - wait for pullback | Elevated P/E (35.1) - watch valuation | Strong upside (+24.8%) - analyst support,-14.4,NEUTRAL,STRONG_BUY,False
FTAI,0.0,50.0,30.93,,,FTAI Aviation Ltd.,69.3,Industrials,Rental & Leasing Services,55.0,80.0,83.0,65.0,65.0,281.75,28899921920,80.0,87.9,False,up,,,0,33.7,False,0,3.8,1.8,False,323.51,-12.9,8.0,True,"{'roe_pct': 241.2, 'debt_to_equity': 10.46, 'current_ratio': 5.28, 'operating_margin_pct': 28.5}",{'profit_margin_pct': 20.0},334.2,375.0,266.0,10.0,strong_buy,18.6,,,130.23,-53.8,-2.67,-7.53,0.48,27.5,3.38,True,-0.43,3.3,29.8,57.0,2026-04-30,False,False,,,,,,90.0,0.0,0.0,,61.8,0.0,15.0,20.8,2026-03-04 07:44:54,2026-03-04,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,70,"Moderate accumulation (1.4x ratio, 58% up volume)",HIGH_FLOAT,101.1,0.0,35.8,80.0,False,up,87.9,5.0,,0,False,0,0.0,10,41.0,78.0,Top 25%,56.4,3.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,3/3,61.72,0.0,0.0,-5.0,0.0,3.0,5.0,2.33,1.0,⭐ GOOD,🟡 Good,HOLD,45.0,Close to ATH (-12.9% from high) - wait for pullback | High P/E (64.5) - valuation risk | Strong upside (+18.6%) - analyst support,-12.9,NEUTRAL,STRONG_BUY,True
MCY,0.0,50.0,30.11,,,Mercury General Corporation,61.1,Financial Services,Insurance - Property & Casualty,50.0,60.0,70.4,70.0,65.0,91.28,5055874048,80.0,86.3,False,down,,,0,10.2,False,0,7.2,7.8,False,100.06,-8.8,8.0,True,"{'roe_pct': 24.8, 'debt_to_equity': 0.24, 'current_ratio': 0.56, 'operating_margin_pct': 16.7}",{'profit_margin_pct': 9.0},110.0,110.0,110.0,1.0,strong_buy,20.5,1931.42,2015.9,293.1,221.1,49.89,45.54,1.39,13.0,3.68,False,,24.2,50.4,68.0,2026-05-11,False,False,,,,,,70.0,0.0,0.0,,55.3,0.0,15.0,18.3,2026-03-04 07:44:54,2026-03-04,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 54% up volume)",MEDIUM_FLOAT,26.6,0.0,33.3,80.0,False,down,86.3,3.0,,0,False,0,0.0,21,41.0,51.2,Medio,38.1,0.0,1.0,3.0,10.0,0.0,0.0,5.0,0.0,False,3/3,61.44,0.0,0.0,8.0,0.0,0.0,5.0,2.56,1.0,⭐ GOOD,🟡 Good,,,,,,,
ACNB,0.0,50.0,25.98,,,ACNB Corporation,64.8,Financial Services,Banks - Regional,60.0,80.0,60.3,65.0,50.0,50.07,519967520,60.0,68.2,False,down,,,0,50.7,False,0,1.3,3.7,False,53.89,-7.1,7.0,True,"{'roe_pct': 10.2, 'operating_margin_pct': 41.9}",{'profit_margin_pct': 25.3},56.67,57.0,56.0,3.0,none,13.2,,,108.0,115.7,,,3.04,38.3,3.15,True,-1.67,,17.5,50.0,2026-04-23,False,False,,,,,,70.0,0.0,0.0,,49.4,0.0,15.0,19.4,2026-03-04 07:44:54,2026-03-04,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),NEUTRAL,40,"No clear pattern (0.9x ratio, 46% up volume)",MICRO_FLOAT,10.0,5.0,34.4,60.0,False,down,68.2,0.0,,0,False,0,0.0,2,41.0,97.6,Top 10%,69.6,5.0,0.0,3.0,7.0,0.0,0.0,5.0,0.0,False,2/3,60.92,0.0,0.0,0.0,5.0,3.0,5.0,1.65,0.0,⭐ GOOD,🟡 Good,,,,,,,
NVT,0.0,50.0,30.91,,,nVent Electric plc,69.1,Industrials,Electrical Equipment & Parts,55.0,80.0,73.1,80.0,60.0,111.65,18057095168,80.0,85.6,False,up,,,0,31.8,False,0,3.0,1.7,False,122.92,-9.2,8.0,True,"{'roe_pct': 12.3, 'debt_to_equity': 0.46, 'current_ratio': 1.63, 'operating_margin_pct': 16.2}",{'profit_margin_pct': 18.2},127.39,148.0,68.04,13.0,strong_buy,14.1,150.58,34.9,78.0,-30.1,3.18,3.55,0.75,30.8,1.49,True,-1.4,8.3,1112.4,58.0,2026-05-01,False,False,,,,,,90.0,0.0,0.0,,58.7,0.0,15.0,20.7,2026-03-04 07:44:54,2026-03-04,CONFIRMED_UPTREND,TRADE,True,100,Passes Minervini Template (6/6 criteria),ACCUMULATION,60,"Moderate accumulation (1.2x ratio, 52% up volume)",HIGH_FLOAT,160.9,0.0,35.7,80.0,False,up,85.6,5.0,,0,False,0,0.0,22,41.0,48.8,Bajo 50%,37.9,0.0,0.0,3.0,10.0,0.0,0.0,5.0,0.0,False,3/3,60.64,0.0,0.0,3.0,0.0,3.0,5.0,1.76,0.0,⭐ GOOD,🟡 Good,,,,,,,
