ticker,company_name,fundamental_score,tier,quality,earnings_quality_score,growth_acceleration_score,relative_strength_score,financial_health_score,catalyst_timing_score,rs_line_score,rs_line_percentile,rs_line_at_new_high,rs_line_trend,eps_growth_yoy,eps_accelerating,eps_accel_quarters,rev_growth_yoy,rev_accelerating,rev_accel_quarters,earnings_details,growth_details,rs_details,health_details,catalyst_details,current_price,market_cap,sector,industry,short_percent_float,short_ratio,short_squeeze_potential,fifty_two_week_high,proximity_to_52w_high,trend_template_score,trend_template_pass,target_price_analyst,target_price_analyst_high,target_price_analyst_low,analyst_count,analyst_recommendation,analyst_upside_pct,target_price_dcf,target_price_dcf_upside_pct,target_price_pe,target_price_pe_upside_pct,fcf_yield_pct,fcf_per_share,dividend_yield_pct,payout_ratio_pct,dividend_rate,five_yr_avg_dividend_yield_pct,buyback_active,shares_change_pct,interest_coverage,analyst_revision_momentum,days_to_earnings,earnings_date,earnings_warning,earnings_catalyst,piotroski_score,piotroski_label,ebit_ev_yield,roic_greenblatt,peg_ratio,analyzed_at
MSGM,Motorsport Games Inc.,74.6,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,80.0,83.0,100.0,50.0,80.0,75.5,False,up,,,0,57.1,False,0,{'profit_margin_pct': 36.6},"{'revenue_growth_yoy': np.float64(57.1), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(46.6), 'rs_6m': np.float64(27.4), 'rs_line_percentile': 75.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 70.3, 'debt_to_equity': 0.0, 'current_ratio': 1.92, 'operating_margin_pct': 25.8}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",3.91,19856744,Communication Services,Electronic Gaming & Multimedia,1.9,0.7,False,5.409,-27.7,6.0,False,,,,,none,,,,4.2,7.4,-0.02,-0.0,,,,,False,,64.7,,56.0,2026-05-07,False,False,4.0,NEUTRAL,-17.53,-2750.2,,2026-03-12T07:53:27.664251
FPI,Farmland Partners Inc.,72.0,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,100.0,71.4,65.0,50.0,60.0,71.5,False,up,,,0,102.1,True,2,{'profit_margin_pct': 60.2},"{'revenue_growth_yoy': np.float64(102.1), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(29.1), 'rs_6m': np.float64(16.8), 'rs_line_percentile': 71.5, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 5.7, 'debt_to_equity': 0.3, 'current_ratio': 0.62, 'operating_margin_pct': 60.7}","{'days_to_earnings': 'N/A', 'recommendation': 'none', 'analyst_upside_pct': 3.9}",12.51,554029120,Real Estate,REIT - Specialty,7.2,3.1,False,13.225,-5.4,7.0,True,13.0,14.0,12.5,3.0,none,3.9,,,6.1,-51.2,-8.41,-1.07,2.88,39.3,0.36,1.95,True,-6.83,4.3,-29.9,55.0,2026-05-06,False,False,6.0,NEUTRAL,5.42,54.7,,2026-03-12T07:53:56.019681
FTAI,FTAI Aviation Ltd.,71.8,⭐⭐⭐ EXCELLENT,🟢 Excellent,55.0,90.0,83.0,65.0,65.0,80.0,77.7,False,up,,,0,31.9,True,1,{'profit_margin_pct': 20.0},"{'revenue_growth_yoy': np.float64(31.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(44.1), 'rs_6m': np.float64(50.6), 'rs_line_percentile': 77.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 241.2, 'debt_to_equity': 10.46, 'current_ratio': 5.28, 'operating_margin_pct': 28.5}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 28.6}",259.91,26659821568,Industrials,Rental & Leasing Services,4.7,2.1,False,323.51,-19.7,7.0,True,334.2,375.0,266.0,10.0,strong_buy,28.6,,,137.08,-47.3,-2.9,-7.53,0.52,27.2,1.35,3.38,True,-0.47,3.4,29.8,49.0,2026-04-30,False,False,6.0,NEUTRAL,2.86,25.2,0.79,2026-03-12T07:50:18.269209
PKBK,"Parke Bancorp, Inc.",70.6,⭐⭐⭐ EXCELLENT,🟢 Excellent,60.0,90.0,76.7,65.0,50.0,80.0,86.0,False,up,,,0,25.4,True,2,{'profit_margin_pct': 48.8},"{'revenue_growth_yoy': np.float64(25.4), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(15.1), 'rs_6m': np.float64(18.7), 'rs_line_percentile': 86.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 12.1, 'operating_margin_pct': 68.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",27.29,323310016,Financial Services,Banks - Regional,1.0,1.0,False,29.5,-7.5,8.0,True,,,,,none,,,,94.8,247.4,,,2.64,22.8,0.72,3.41,True,-2.7,,26.4,35.0,2026-04-16,False,False,4.0,NEUTRAL,,,0.16,2026-03-12T07:49:33.771813
RBKB,"Rhinebeck Bancorp, Inc.",70.1,⭐⭐⭐ EXCELLENT,🟢 Excellent,55.0,90.0,85.4,60.0,50.0,95.0,93.0,False,up,,,0,75.0,True,1,{'profit_margin_pct': 19.4},"{'revenue_growth_yoy': np.float64(75.0), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(32.6), 'rs_6m': np.float64(15.9), 'rs_line_percentile': 93.0, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': 7.8, 'operating_margin_pct': 23.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",15.76,175655952,Financial Services,Banks - Regional,1.8,4.3,False,16.5,-4.5,8.0,True,,,,,none,,,,9.2,-41.6,,,,,,,True,-0.08,,,,,False,False,4.0,NEUTRAL,,,,2026-03-12T07:52:47.434035
BDSX,"Biodesix, Inc.",69.8,⭐⭐ GOOD,🟡 Good,50.0,90.0,89.0,50.0,70.0,95.0,90.9,False,up,,,0,60.1,True,1,{'profit_margin_pct': -39.8},"{'revenue_growth_yoy': np.float64(60.1), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(129.9), 'rs_6m': np.float64(78.4), 'rs_line_percentile': 90.9, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 95}","{'roe_pct': -383.1, 'current_ratio': 1.86, 'operating_margin_pct': -6.8}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 57.3}",19.07,187998880,Healthcare,Diagnostics & Research,3.6,1.4,False,19.71,-3.2,8.0,True,30.0,40.0,20.0,4.0,strong_buy,57.3,,,,,-6.29,-1.2,,,,,False,,-3.6,,62.0,2026-05-13,False,False,4.0,NEUTRAL,-11.29,-64.2,,2026-03-12T07:45:57.830276
LPG,Dorian LPG Ltd.,69.3,⭐⭐ GOOD,🟡 Good,60.0,80.0,66.6,80.0,60.0,60.0,64.8,False,up,,,0,58.1,False,0,{'profit_margin_pct': 30.4},"{'revenue_growth_yoy': np.float64(58.1), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(32.7), 'rs_6m': np.float64(0.5), 'rs_line_percentile': 64.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 11.2, 'debt_to_equity': 0.62, 'current_ratio': 2.42, 'operating_margin_pct': 43.3}","{'days_to_earnings': 'N/A', 'recommendation': 'buy', 'analyst_upside_pct': 14.4}",31.59,1350286208,Energy,Oil & Gas Midstream,4.6,2.6,False,38.4,-17.7,7.0,True,36.12,41.0,26.5,4.0,buy,14.4,100.74,218.9,84.9,168.8,7.52,2.38,7.76,86.6,2.45,,True,-0.5,5.4,85.1,70.0,2026-05-21,False,False,4.0,NEUTRAL,7.13,7.6,0.08,2026-03-12T07:48:15.047905
CHUC,"Charlie's Holdings, Inc.",69.3,⭐⭐ GOOD,🟡 Good,60.0,90.0,63.0,75.0,50.0,60.0,73.7,False,up,,,0,298.9,True,1,{'profit_margin_pct': 23.7},"{'revenue_growth_yoy': np.float64(298.9), 'revenue_accelerating': True, 'rev_accel_quarters': 1}","{'rs_3m': np.float64(63.2), 'rs_6m': np.float64(-13.7), 'rs_line_percentile': 73.7, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 60}","{'roe_pct': 328.1, 'debt_to_equity': 0.99, 'current_ratio': 1.46, 'operating_margin_pct': -4.8}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",0.29,78489440,Consumer Defensive,Tobacco,,0.1,False,0.38,-23.7,8.0,True,,,,,none,,,,0.1,-65.5,-6.9,-0.02,,,,,False,,5.4,,,,False,False,2.0,WEAK,-4.28,-2780.6,,2026-03-12T07:44:59.015236
PRPO,"Precipio, Inc.",69.2,⭐⭐ GOOD,🟡 Good,50.0,90.0,88.3,60.0,50.0,100.0,100.0,True,up,,,0,24.2,True,2,{'profit_margin_pct': -5.5},"{'revenue_growth_yoy': np.float64(24.2), 'revenue_accelerating': True, 'rev_accel_quarters': 2}","{'rs_3m': np.float64(15.1), 'rs_6m': np.float64(27.6), 'rs_line_percentile': 100.0, 'rs_line_at_new_high': True, 'rs_line_trend': 'up', 'rs_line_score': 100}","{'roe_pct': -9.8, 'debt_to_equity': 0.26, 'current_ratio': 1.27, 'operating_margin_pct': -0.9}","{'days_to_earnings': 'N/A', 'recommendation': 'none'}",27.97,49003636,Healthcare,Diagnostics & Research,0.2,0.2,False,28.5,-1.9,8.0,True,,,,,none,,18.46,-34.0,,,1.56,0.44,,,,,False,,-13.6,,,,False,False,6.0,NEUTRAL,-8.39,-258.5,,2026-03-12T07:45:01.428078
NVT,nVent Electric plc,69.1,⭐⭐ GOOD,🟡 Good,55.0,80.0,73.1,80.0,60.0,80.0,85.8,False,up,,,0,31.8,False,0,{'profit_margin_pct': 18.2},"{'revenue_growth_yoy': np.float64(31.8), 'revenue_accelerating': False, 'rev_accel_quarters': 0}","{'rs_3m': np.float64(4.3), 'rs_6m': np.float64(13.1), 'rs_line_percentile': 85.8, 'rs_line_at_new_high': False, 'rs_line_trend': 'up', 'rs_line_score': 80}","{'roe_pct': 12.3, 'debt_to_equity': 0.46, 'current_ratio': 1.63, 'operating_margin_pct': 16.2}","{'days_to_earnings': 'N/A', 'recommendation': 'strong_buy', 'analyst_upside_pct': 14.7}",111.09,17966526464,Industrials,Electrical Equipment & Parts,3.4,1.9,False,122.92,-9.6,7.0,True,127.39,148.0,68.04,13.0,strong_buy,14.7,150.58,35.5,78.0,-29.8,3.2,3.55,0.76,30.8,0.84,1.49,True,-1.41,8.3,1112.4,50.0,2026-05-01,False,False,6.0,NEUTRAL,3.21,52.1,0.02,2026-03-12T07:48:48.750175
