Ticker,Insider,Title,Date,Type,Price,Qty,Owned,Value,Source,ScrapedAt,Chart_Daily,Chart_Weekly
2025-08-20 07:39:57,REZI,"Resideo Technologies, Inc.",10%,P - Purchase,31.6,654024,12132567,20%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/REZI_d.png,reports/graphs/REZI_w.png
2025-08-20 07:39:57,ATAI,Atai Life Sciences N.V.,10%,P - Purchase,2.19,8675799,52844516,19%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/ATAI_d.png,reports/graphs/ATAI_w.png
2025-08-20 07:39:57,ACDC,Profrac Holding Corp.,10%,P - Purchase,4.0,2500000,82389657,10%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/ACDC_d.png,reports/graphs/ACDC_w.png
2025-08-20 07:39:57,TBCH,Turtle Beach Corp,Dir,P - Purchase,14.41,693962,805498,9%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/TBCH_d.png,reports/graphs/TBCH_w.png
2025-08-20 07:39:57,ASAN,"Asana, Inc.","Dir, 10%",P - Purchase,14.05,449235,61476046,6%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/ASAN_d.png,reports/graphs/ASAN_w.png
2025-08-20 07:39:57,HTH,Hilltop Holdings Inc.,Hilltop Securities COB,P - Purchase,32.35,30000,57429,970%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/HTH_d.png,reports/graphs/HTH_w.png
2025-08-20 07:39:57,ATRA,"Atara Biotherapeutics, Inc.",10%,P - Purchase,12.19,55000,1405000,670%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/ATRA_d.png,reports/graphs/ATRA_w.png
2025-08-20 07:39:57,UA,"Under Armour, Inc.",Dir,P - Purchase,5.2,100000,284108,519%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/UA_d.png,reports/graphs/UA_w.png
2025-08-20 07:39:57,EFOI,"Energy Focus, Inc/De","CEO, 10%",P - Purchase,1.89,264550,2164667,500%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/EFOI_d.png,reports/graphs/EFOI_w.png
2025-08-20 07:39:57,TTMI,Ttm Technologies Inc,Dir,P - Purchase,41.32,10000,24024,413%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/TTMI_d.png,reports/graphs/TTMI_w.png
2025-08-20 07:39:57,HNRG,Hallador Energy Co,Dir,P - Purchase,15.27,20000,326184,305%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/HNRG_d.png,reports/graphs/HNRG_w.png
2025-08-20 07:39:57,SD,Sandridge Energy Inc,Dir,P - Purchase,10.96,25000,46976,274%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/SD_d.png,reports/graphs/SD_w.png
2025-08-20 07:39:57,JYNT,Joint Corp,Dir,P - Purchase,10.8,24388,29383,263%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/JYNT_d.png,reports/graphs/JYNT_w.png
2025-08-20 07:39:57,AMRZ,Amrize Ltd,Chief People Officer,P - Purchase,51.82,5000,5000,259%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/AMRZ_d.png,reports/graphs/AMRZ_w.png
2025-08-20 07:39:57,HTLD,Heartland Express Inc,"CEO, 10%",P - Purchase,8.19,30000,33599232,245%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/HTLD_d.png,reports/graphs/HTLD_w.png
2025-08-20 07:39:57,GMRE,Global Medical Reit Inc.,"CEO, Pres",P - Purchase,6.86,30894,364765,211%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/GMRE_d.png,reports/graphs/GMRE_w.png
2025-08-20 07:39:57,AMRZ,Amrize Ltd,"Pres, Building Materials",P - Purchase,52.0,4000,13601,207%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/AMRZ_d.png,reports/graphs/AMRZ_w.png
2025-08-20 07:39:57,EOLS,"Evolus, Inc.",Dir,P - Purchase,6.82,30000,88629,204%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/EOLS_d.png,reports/graphs/EOLS_w.png
2025-08-20 07:39:57,STRZ,Starz Entertainment Corp /Cn/,SEE REMARKS,P - Purchase,12.78,15000,168690,191%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/STRZ_d.png,reports/graphs/STRZ_w.png
2025-08-20 07:39:57,SMRT,"Smartrent, Inc.",Dir,P - Purchase,1.5,125000,300000,187%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/SMRT_d.png,reports/graphs/SMRT_w.png
2025-08-20 07:39:57,TPL,Texas Pacific Land Corp,Dir,P - Purchase,905.0,200,402389,181%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/TPL_d.png,reports/graphs/TPL_w.png
2025-08-20 07:39:57,SMRT,"Smartrent, Inc.",Dir,P - Purchase,1.53,100000,382968,153%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/SMRT_d.png,reports/graphs/SMRT_w.png
2025-08-20 07:39:57,GCTS,"Gct Semiconductor Holding, Inc.",Class II Director,P - Purchase,1.26,121000,631704,152%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/GCTS_d.png,reports/graphs/GCTS_w.png
2025-08-20 07:39:57,PLMR,"Palomar Holdings, Inc.",Dir,P - Purchase,120.95,1000,44726,120%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/PLMR_d.png,reports/graphs/PLMR_w.png
2025-08-20 07:39:57,EML,Eastern Co,Dir,P - Purchase,22.71,5000,143216,113%,OpenInsider.com,2025-08-20 07:39:57,reports/graphs/EML_d.png,reports/graphs/EML_w.png
