ticker,cerebro_signal,cerebro_score_adj,cerebro_reason,updated_at
7741.T,EXIT,-15,Señal salida HIGH: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-26
ABT,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-26
AI.PA,WATCH,0,Caro vs peers en Basic Materials (FCF rank 7/7) | Piotroski fuerte (7.0/9),2026-08-26
AJG,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-26
AON,WATCH,3,Piotroski fuerte (8.0/9),2026-08-26
ASAZY,AVOID,-4,Thesis drift HIGH (44d): Score cayó 22pts en 44d (67→45) | Piotroski fuerte (8.0/9) | Mejor FCF en Industrials (4.7% vs media sector 3.3%),2026-08-26
ATLKY,CAUTION,-14,Thesis drift MEDIUM: FCF yield cayó 19.5pp (22.1%→2.6%) | Señal salida MEDIUM: Score cayó 18pts (59 → 40),2026-08-26
AUTO.L,BEST,5,Mejor FCF en Communication Services (5.7% vs media sector 6.2%),2026-08-26
AXP,CONFIRM,13,Smart money: 1 HF + 0 insiders (conv 36) | Mejor FCF en Financial Services (7.0% vs media sector 5.2%),2026-08-26
BR,BEST,8,Piotroski fuerte (8.0/9) | Mejor FCF en Technology (5.6% vs media sector 4.4%),2026-08-26
BRK-B,BEST,5,Mejor FCF en Financial Services (6.7% vs media sector 5.2%),2026-08-26
BRO,CAUTION,-1,Thesis drift MEDIUM: Score cayó 11pts en 44d (47→36) | Mejor FCF en Financial Services (6.7% vs media sector 5.2%),2026-08-26
CBOE,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-26
CDNS,WATCH,0,Caro vs peers en Technology (FCF rank 16/17) | Piotroski fuerte (7.0/9),2026-08-26
CHD,WATCH,3,Piotroski fuerte (7.0/9),2026-08-26
CLPBY,CAUTION,10,Thesis drift MEDIUM: FCF yield cayó 21.6pp (28.9%→7.3%) | Piotroski fuerte (7.0/9) | Mejor FCF en Healthcare (7.3% vs media sector 3.9%) | EPS revision STRONG_UP: EPS consensus ↑21.4% (0.40→0.49); Revenue estimate ↑1.8%,2026-08-26
CME,CAUTION,-8,Señal salida MEDIUM: Ya no está en lista VALUE — upside reducido (fundamentales siguen sólidos),2026-08-26
CNI,WATCH,3,Piotroski fuerte (7.0/9),2026-08-26
COST,CAUTION,-8,Señal salida MEDIUM: Ya no aparece en VALUE — tesis posiblemente rota,2026-08-26
