Ticker,Insider,Title,Date,Type,Price,Qty,Owned,Value,Source,ScrapedAt,Chart_Daily,Chart_Weekly
2025-07-16 07:43:33,COGT,"Cogent Biosciences, Inc.",Dir,P - Purchase,9.0,2777777,9003418,24%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/COGT_d.png,reports/graphs/COGT_w.png
2025-07-16 07:43:33,NEGG,"Newegg Commerce, Inc.",10%,P - Purchase,41.14,222222,2444444,9%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/NEGG_d.png,reports/graphs/NEGG_w.png
2025-07-16 07:43:33,ASAN,"Asana, Inc.","Pres, CEO, Chair, 10%",P - Purchase,14.2,447684,56980138,6%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/ASAN_d.png,reports/graphs/ASAN_w.png
2025-07-16 07:43:33,NEGG,"Newegg Commerce, Inc.",10%,P - Purchase,19.84,122119,2222222,2%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/NEGG_d.png,reports/graphs/NEGG_w.png
2025-07-16 07:43:33,BMNR,"Bitmine Immersion Technologies, Inc.",Dir,P - Purchase,4.5,444444,444444,1%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/BMNR_d.png,reports/graphs/BMNR_w.png
2025-07-16 07:43:33,DYN,"Dyne Therapeutics, Inc.","CEO, Pres",P - Purchase,9.11,100000,274179,911%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/DYN_d.png,reports/graphs/DYN_w.png
2025-07-16 07:43:33,SHEN,Shenandoah Telecommunications Co/Va/,10%,P - Purchase,14.71,34630,2793015,509%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/SHEN_d.png,reports/graphs/SHEN_w.png
2025-07-16 07:43:33,SHEN,Shenandoah Telecommunications Co/Va/,10%,P - Purchase,15.14,29137,2822152,441%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/SHEN_d.png,reports/graphs/SHEN_w.png
2025-07-16 07:43:33,HELE,Helen of Troy Ltd,CEO,P - Purchase,21.47,10000,135932,214%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/HELE_d.png,reports/graphs/HELE_w.png
2025-07-16 07:43:33,HELE,Helen of Troy Ltd,CFO,P - Purchase,20.13,10000,33041,201%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/HELE_d.png,reports/graphs/HELE_w.png
2025-07-16 07:43:33,BXSY,Bexil Investment Trust,"See ""Explanation of Responses""",P - Purchase,13.59,12982,184030,176%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/BXSY_d.png,reports/graphs/BXSY_w.png
2025-07-16 07:43:33,CIVB,"Civista Bancshares, Inc.",SVP,P - Purchase,21.25,4000,35853,85%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/CIVB_d.png,reports/graphs/CIVB_w.png
2025-07-16 07:43:33,NMP,Nmp Acquisition Corp.,10%,P - Purchase,10.0,7500,112500,75%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/NMP_d.png,reports/graphs/NMP_w.png
2025-07-16 07:43:33,NTWK,Netsol Technologies Inc,Pres,P - Purchase,3.85,18279,459853,70%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/NTWK_d.png,reports/graphs/NTWK_w.png
2025-07-16 07:43:33,NXDT,Nexpoint Diversified Real Estate Trust,Dir,P - Purchase,4.84,10500,199111,50%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/NXDT_d.png,reports/graphs/NXDT_w.png
2025-07-16 07:43:33,CIVB,"Civista Bancshares, Inc.",Subsidiary Director,P - Purchase,21.25,2352,12742,49%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/CIVB_d.png,reports/graphs/CIVB_w.png
2025-07-16 07:43:33,ANIX,Anixa Biosciences Inc,Dir,P - Purchase,3.14,10000,943334,31%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/ANIX_d.png,reports/graphs/ANIX_w.png
2025-07-16 07:43:33,CIVB,"Civista Bancshares, Inc.",Dir,P - Purchase,21.25,1250,4902,26%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/CIVB_d.png,reports/graphs/CIVB_w.png
2025-07-16 07:43:33,VBIX,Viewbix Inc.,Dir,P - Purchase,4.86,5144,10635,25%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/VBIX_d.png,reports/graphs/VBIX_w.png
2025-07-16 07:43:33,CIVB,"Civista Bancshares, Inc.","CEO, Pres",P - Purchase,21.25,1000,46166,21%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/CIVB_d.png,reports/graphs/CIVB_w.png
2025-07-16 07:43:33,BUKS,Butler National Corp,"Dir, 10%",P - Purchase,1.53,13611,8720000,20%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/BUKS_d.png,reports/graphs/BUKS_w.png
2025-07-16 07:43:33,NTWK,Netsol Technologies Inc,CEO,P - Purchase,3.69,5025,923338,18%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/NTWK_d.png,reports/graphs/NTWK_w.png
2025-07-16 07:43:33,VIRC,Virco Mfg Corporation,CEO,P - Purchase,8.15,2000,488324,16%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/VIRC_d.png,reports/graphs/VIRC_w.png
2025-07-16 07:43:33,ANIX,Anixa Biosciences Inc,CEO,P - Purchase,3.15,5000,574925,15%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/ANIX_d.png,reports/graphs/ANIX_w.png
2025-07-16 07:43:33,CIVB,"Civista Bancshares, Inc.",Dir,P - Purchase,21.25,640,3556,13%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/CIVB_d.png,reports/graphs/CIVB_w.png
2025-07-16 07:43:33,PMNT,Perfect Moment Ltd.,"Dir, 10%",P - Purchase,0.28,45900,6258255,12%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/PMNT_d.png,reports/graphs/PMNT_w.png
2025-07-16 07:43:33,CALC,"Calcimedica, Inc.","CHIEF BUSINESS OFFICER, 10%",P - Purchase,1.6,5000,1002410,8%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/CALC_d.png,reports/graphs/CALC_w.png
2025-07-16 07:43:33,GEF,"Greif, Inc","EVP, Chief HR Off",P - Purchase,71.5,109,49344,7%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/GEF_d.png,reports/graphs/GEF_w.png
2025-07-16 07:43:33,OMCC,Old Market Capital Corp,CFO,P - Purchase,6.13,1011,10267,6%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/OMCC_d.png,reports/graphs/OMCC_w.png
2025-07-16 07:43:33,CALC,"Calcimedica, Inc.","CEO, 10%",P - Purchase,2.47,2500,873752,6%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/CALC_d.png,reports/graphs/CALC_w.png
2025-07-16 07:43:33,RVP,Retractable Technologies Inc,"Pres, CEO, 10%",P - Purchase,0.65,8536,16290730,5%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/RVP_d.png,reports/graphs/RVP_w.png
2025-07-16 07:43:33,DLPN,"Dolphin Entertainment, Inc.",CEO,P - Purchase,1.28,3900,364620,4%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/DLPN_d.png,reports/graphs/DLPN_w.png
2025-07-16 07:43:33,CPIX,Cumberland Pharmaceuticals Inc,Dir,P - Purchase,4.83,935,286633,4%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/CPIX_d.png,reports/graphs/CPIX_w.png
2025-07-16 07:43:33,OTLC,"Oncotelic Therapeutics, Inc.","COB, CEO, 10%",P - Purchase,0.01,198737,117041210,994%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/OTLC_d.png,reports/graphs/OTLC_w.png
2025-07-16 07:43:33,TPL,Texas Pacific Land Corp,10%,P - Purchase,1062.6,1,1163951,1%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/TPL_d.png,reports/graphs/TPL_w.png
2025-07-16 07:43:33,TPL,Texas Pacific Land Corp,10%,P - Purchase,1039.87,1,1163950,1%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/TPL_d.png,reports/graphs/TPL_w.png
2025-07-16 07:43:33,TPL,Texas Pacific Land Corp,10%,P - Purchase,1037.49,1,1163949,1%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/TPL_d.png,reports/graphs/TPL_w.png
2025-07-16 07:43:33,TPL,Texas Pacific Land Corp,10%,P - Purchase,1033.53,1,1163952,1%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/TPL_d.png,reports/graphs/TPL_w.png
2025-07-16 07:43:33,PAPL,Pineapple Financial Inc.,"COO, 10%",P - Purchase,0.1,10100,2291923,968%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/PAPL_d.png,reports/graphs/PAPL_w.png
2025-07-16 07:43:33,CPIX,Cumberland Pharmaceuticals Inc,"COB, CEO, 10%",P - Purchase,4.8,168,5699428,807%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/CPIX_d.png,reports/graphs/CPIX_w.png
2025-07-16 07:43:33,MDBH,"Mdb Capital Holdings, LLC","Co-Founder, 10%",P - Purchase,4.42,100,144379,442%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/MDBH_d.png,reports/graphs/MDBH_w.png
2025-07-16 07:43:33,CPIX,Cumberland Pharmaceuticals Inc,Dir,P - Purchase,4.8,84,32653,404%,OpenInsider.com,2025-07-16 07:43:33,reports/graphs/CPIX_d.png,reports/graphs/CPIX_w.png
