ticker,company_name,current_price,currency,value_score,conviction_grade,conviction_score,conviction_reasons,conviction_positives,conviction_red_flags,sector,market,market_flag,market_cape,target_price_analyst,analyst_upside_pct,analyst_count,fcf_yield_pct,risk_reward_ratio,dividend_yield_pct,buyback_active,roe_pct,pe_forward,pe_trailing,profit_margin_pct,revenue_growth_pct,pct_from_52w_high,risk_flags,nasdaq_adr,ai_verdict,ai_notes,scan_date,oe_ai_adjustment,oe_ai_verdict
0700.HK,Tencent Holdings Limited,474.0,HKD,82.0,A,82.0,ROE 20.5% | Potencial +46% analistas | Margen 31% | Dividendo 1.1% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Communication Services,HongKong,🇭🇰,10.7,692.04,46.0,42,3.0,5.75,1.14,,20.5,12.5,16.9,30.6,9.1,-30.6,Regulatory Risk | Geopolitical Risk,TCEHY,SUSPECT,"Forward P/E seems low compared to the trailing P/E and the sector average, potentially indicating undervaluation or upcoming earnings decline",2026-07-30,0,
B3SA3.SA,"B3 S.A. - Brasil, Bolsa, Balcão",15.32,BRL,81.0,A,81.0,ROE 26.7% | Potencial +30% analistas | Crecimiento ingresos +20% | Margen 47% | Dividendo 5.5% | Mercado Brazil CAPE 9 (34% descuento histórico),3,0,Financial Services,Brazil,🇧🇷,9.0,19.96,30.3,14,,3.79,5.53,,26.7,11.7,16.7,47.0,20.3,-24.6,FCF no comparable (sector financiero) | Regulatory Risk | Geopolitical Risk | Cyclical Risk,,SUSPECT,High profit margin and ROE raise concerns about sustainability and potential overvaluation,2026-07-30,0,
9999.HK,"NetEase, Inc.",207.2,HKD,81.0,A,81.0,ROE 22.1% | Potencial +20% | FCF yield 5.1% | Margen 30% | Dividendo 2.2% | Mercado HongKong CAPE 11 (33% descuento histórico),4,0,Communication Services,HongKong,🇭🇰,10.7,249.65,20.5,20,5.1,2.56,2.22,,22.1,12.6,16.9,29.8,6.1,-16.5,regulatory risks due to Chinese tech sector oversight | geopolitical risks due to US-China tensions,NTES,SUSPECT,"Forward P/E is lower than trailing P/E, which is unusual and may indicate potential overestimation of future earnings.",2026-07-30,0,
005930.KS,"Samsung Electronics Co., Ltd.",207000.0,KRW,78.0,A,78.0,ROE 18.9% | P/E 3.2x (vs 11x mercado) | Potencial +136% analistas | Crecimiento ingresos +69% | Margen 21%,2,0,Technology,Korea,🇰🇷,21.2,488954.66,136.2,37,5.0,17.03,,,18.9,3.2,,21.5,69.2,-44.7,Low P/E Ratio | Potential Regulatory Risks in Technology Sector,SSNLF,SUSPECT,Forward P/E of 3.2x seems anomalously low for a technology company like Samsung Electronics,2026-07-30,0,
2020.HK,ANTA Sports Products Limited,79.3,HKD,75.0,A,75.0,ROE 22.5% | Potencial +29% | FCF yield 6.3% | Dividendo 2.7% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Consumer Cyclical,HongKong,🇭🇰,10.7,102.44,29.2,30,6.3,3.65,2.71,,22.5,12.3,14.3,16.9,12.4,-25.4,Cyclical Risk | Geopolitical Risk,,CLEAN,Metrics appear reasonable for a consumer cyclical company,2026-07-30,0,
RENT3.SA,Localiza Rent a Car S.A.,37.44,BRL,71.0,A,71.0,P/E 8.0x | Potencial +54% analistas | FCF yield 25.1% | Crecimiento ingresos +21% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Industrials,Brazil,🇧🇷,9.0,57.6,53.8,15,25.1,6.73,5.58,,8.5,8.0,18.1,5.1,21.2,-29.8,cyclical risk | geopolitical risk,,SUSPECT,High FCF yield and significant analyst upside may indicate overoptimism or data quality issues,2026-07-30,0,
2382.HK,Sunny Optical Technology (Group) Company Limited,57.6,HKD,71.0,A,71.0,ROE 17.5% | Potencial +49% analistas | FCF negativo | Crecimiento ingresos +21% | Dividendo 2.0% | Mercado HongKong CAPE 11 (33% descuento histórico),3,1,Technology,HongKong,🇭🇰,10.7,85.55,48.5,22,-1.1,6.07,1.97,,17.5,11.4,11.7,10.7,21.3,-37.0,Negative FCF Yield | High Growth Volatility,,RISKY,Negative FCF yield indicates potential cash flow issues,2026-07-30,0,
TOTS3.SA,TOTVS S.A.,29.44,BRL,70.0,A,70.0,ROE 16.9% | Potencial +63% analistas | Crecimiento ingresos +22% | Dividendo 2.8% | Mercado Brazil CAPE 9 (34% descuento histórico),2,0,Technology,Brazil,🇧🇷,9.0,48.08,63.3,13,2.2,7.91,2.8,,16.9,13.9,20.0,15.2,22.4,-39.2,Geopolitical Risk | Regulatory Risk,,SUSPECT,High analyst upside of 63.3% seems inconsistent with the fundamentals of a stable technology company like TOTVS S.A.,2026-07-30,0,
0388.HK,Hong Kong Exchanges and Clearing Limited,406.0,HKD,70.0,A,70.0,ROE 35.0% | Potencial +27% | Crecimiento ingresos +19% | Margen 63% | Mercado HongKong CAPE 11 (33% descuento histórico),3,0,Financial Services,HongKong,🇭🇰,10.7,515.29,26.9,17,,3.36,3.2,,35.0,25.7,27.3,62.6,19.0,-12.9,FCF no comparable (sector financiero) | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory Risk | Real Estate Exposure | Geopolitical Risk,,SUSPECT,High ROE and profit margin may indicate potential overvaluation or accounting irregularities,2026-07-30,0,
1299.HK,AIA Group Limited,79.4,HKD,69.0,A,69.0,Potencial +31% analistas | Margen 24% | Dividendo 2.5% | Mercado HongKong CAPE 11 (33% descuento histórico),2,0,Financial Services,HongKong,🇭🇰,10.7,104.25,31.3,17,,3.91,2.47,,14.8,11.7,17.1,23.8,6.0,-13.8,FCF no comparable (sector financiero) | Aseguradora — posible exposición inmobiliaria | Banco/aseguradora HK — exposición sector inmuebles chino | Regulatory risk in Hong Kong market | Exposure to Chinese real estate sector,,SUSPECT,Anomalous lack of FCF yield data for a financial services company,2026-07-30,0,
