Price,Close,High,Low,Open,Volume
Ticker,AVGO,AVGO,AVGO,AVGO,AVGO
Date,,,,,
2025-08-15,305.23199462890625,310.37333506406407,298.6758072224509,309.90503379166023,22806900
2025-08-18,304.65411376953125,305.06263449929554,297.9185541199927,301.605183842217,14724700
2025-08-19,293.8433532714844,301.80444477031716,291.33247872403075,301.3262003272975,20149600
2025-08-20,290.11688232421875,294.4212342322375,280.85050119502444,294.3913439553484,23600500
2025-08-21,288.55255126953125,291.33246862703726,285.1349645410327,289.0108789806071,14946300
2025-08-22,292.9366455078125,299.0046152301817,287.96470332966777,290.69478342484456,16301300
2025-08-25,293.16583251953125,297.3207333311449,290.65492745798497,291.75095503189794,15124700
2025-08-26,296.93212890625,299.16401725639395,292.9266494976974,293.28536321522665,25689100
2025-08-27,299.1640319824219,300.0906609869209,292.71743197537194,296.4538686779001,13830300
2025-08-28,307.53363037109375,309.87513668147704,301.23648203212196,301.8343179592494,18907100
2025-08-29,296.31439208984375,305.899592885595,292.59787208762094,305.899592885595,21610700
2025-09-02,297.16131591796875,297.62961723838333,286.1313770004628,288.29351151701366,19693000
2025-09-03,301.2962951660156,303.3488418851159,295.3279398199263,301.1966507762421,18529400
2025-09-04,304.9928894042969,307.66318895826834,301.15680818142255,303.9566424105166,31220800
2025-09-05,333.6787414550781,355.05114009731574,330.22129098021907,354.49316800977635,78401600
2025-09-08,344.3998107910156,352.8890142231355,340.01573125336444,341.51030589623633,43535600
2025-09-09,335.45233154296875,349.7105721166718,334.6153429310139,348.28572108973026,26972300
2025-09-10,368.2333068847656,371.62100331867055,349.28208100008317,350.2485738163371,51086800
2025-09-11,358.3292541503906,372.87645329015277,357.4624057305602,369.83746663296483,29430900
2025-09-12,358.5683898925781,363.0720610727096,355.86820014112755,361.5974031029108,31949800
2025-09-15,362.77313232421875,364.17803619479184,355.05116302049885,358.56839427416327,21792200
2025-09-16,358.69793701171875,364.3673596153967,355.6988139747332,364.1082902639173,21306500
2025-09-17,344.9179382324219,358.62814849980543,340.26481594992777,357.5520681711368,45197100
2025-09-18,344.1009216308594,349.43157748264656,342.54656637339025,348.73409712551546,24663900
2025-09-19,343.6923828125,345.01755893268125,335.21315305253,343.4034232046415,41240100
2025-09-22,338.14300537109375,346.007961438887,337.2946225641125,341.7760380534867,28660000
2025-09-23,338.292724609375,344.56073039886326,336.3763778545622,339.59022979989425,21944100
2025-09-24,338.6620178222656,339.43053638920253,333.17252116309095,339.1111706417358,19677300
2025-09-25,335.4581298828125,337.41437819036025,326.67491764900683,332.3540534519229,21678200
2025-09-26,333.8911437988281,338.4324424387367,329.9486749660252,336.78559955059944,15464700
2025-09-29,327.2738037109375,340.3986850814345,326.92446601361576,335.3583412434885,21336000
2025-09-30,329.27996826171875,330.41777534323023,323.99007149680943,329.4895586921265,20109500
2025-10-01,332.7533264160156,337.3046155650654,323.88028938377545,327.52331274107087,21122700
2025-10-02,337.5341491699219,346.94613279826723,334.6097520846038,346.94613279826723,19917600
2025-10-03,337.7237854003906,343.7422682537494,335.0988032286194,340.84781268590405,14749100
2025-10-06,334.84930419921875,343.47281899105866,333.9210875326703,335.2785061762593,18465700
2025-10-07,335.7675476074219,337.4642827717498,325.9563033065211,336.38635869437076,18086700
2025-10-08,344.8401794433594,345.8782018261481,331.9847722218821,333.18249269889185,21478300
