Price,Close,High,Low,Open,Volume
Ticker,IP,IP,IP,IP,IP
Date,,,,,
2025-08-15,46.03056335449219,46.97883536560132,45.9416629712033,46.97883536560132,3522600
2025-08-18,46.287391662597656,46.74176975713654,45.87252192160928,46.15897915132943,3419500
2025-08-19,46.74176788330078,46.761523943325685,45.9317882626956,46.455310665064445,4071200
2025-08-20,46.43555450439453,46.889936347816125,46.297265852603104,46.61335527615012,2946800
2025-08-21,47.443092346191406,47.690037451084066,46.475067987182165,46.475067987182165,4807900
2025-08-22,48.29258346557617,48.93464223696379,47.42333565288855,47.472727687674684,3683200
2025-08-25,48.78647232055664,48.93464088465398,48.065393095988036,48.19380560033352,3943400
2025-08-26,48.18392562866211,48.8161044676312,48.06539303837618,48.371606312038196,4896100
2025-08-27,47.77893829345703,48.233320154519326,47.502360979136476,48.174051972272075,2035200
2025-08-28,48.36172866821289,48.677818102534545,47.91722672367204,48.667941956248434,3211800
2025-08-29,49.07292938232422,49.12231764750881,48.20368159635974,48.401238425181184,3450500
2025-09-02,48.56916046142578,48.806229415392664,47.976493728633365,48.16417064813155,3543600
2025-09-03,47.58137893676758,48.96427297137525,47.2652895176715,48.5691593134636,3312200
2025-09-04,47.71967315673828,47.749305363371576,46.74176888892394,47.59126064785527,4299600
2025-09-05,48.09502410888672,48.37160517047072,47.32455663808652,47.828322960975186,2605800
2025-09-08,46.83066940307617,48.292583967561384,45.833012840207296,48.075271070109785,4907300
2025-09-09,46.30714416503906,47.09736769657563,45.87251839663168,46.9491991358762,3242900
2025-09-10,45.902156829833984,46.72201261021895,45.76386817541363,45.95154509668651,4066800
2025-09-11,45.961421966552734,46.06020226989645,45.339123011862114,45.66508859268816,3447000
2025-09-12,45.42802047729492,45.82313036099251,45.1711954732126,45.73422997774602,2883500
2025-09-15,45.013153076171875,45.82313271261521,44.80572009397905,45.71447626439519,3748300
2025-09-16,45.67496871948242,45.704600926581705,44.66743222919054,44.89462127581273,4861700
2025-09-17,46.36640930175781,47.19614496490007,45.82313085081441,45.842886910422926,4793600
2025-09-18,46.53433609008789,47.038102445259454,46.16885839052879,46.741769073506575,3370100
2025-09-19,45.86264419555664,46.257757862118886,45.348997936259,46.05032111472796,9209800
2025-09-22,45.595943450927734,46.38616702316293,45.487287003229795,46.0799575084686,3945100
2025-09-23,45.803375244140625,46.26763322932394,45.54655400285646,45.72435477300824,2117000
2025-09-24,45.684844970703125,46.21824730821457,45.408267655586066,45.79350142109434,2660700
2025-09-25,44.76620864868164,45.487287908197295,44.72669652726298,45.36875531202462,2390000
2025-09-26,44.76620864868164,45.05266587684196,44.49950748123065,44.82547683080962,2637000
2025-09-29,45.51692199707031,45.53667428887781,44.60816208251693,44.96376362438203,4175100
2025-09-30,45.833011627197266,45.86264383312615,44.96376382847949,45.34899757788761,3426100
2025-10-01,45.684844970703125,46.425680294552365,45.378631680335445,45.85276583542896,4362200
2025-10-02,46.0799560546875,46.11946440599039,45.44777344876092,45.66508633730078,2394300
2025-10-03,46.593597412109375,46.75164588584656,46.119463295146865,46.119463295146865,2766500
2025-10-06,45.319366455078125,45.41814298925724,43.61050679081338,44.21304967823917,6649200
2025-10-07,45.378631591796875,46.05032258555631,44.95388570550537,45.56631228504582,3875300
2025-10-08,46.0898323059082,46.20836489625419,44.944007217675406,45.34899702210037,3566300
