Price,Close,High,Low,Open,Volume
Ticker,BEN,BEN,BEN,BEN,BEN
Date,,,,,
2025-08-14,24.9368839263916,25.26768941283962,24.829859931906398,25.053639568101243,3099100
2025-08-15,24.644996643066406,25.024449216206307,24.59634954345233,25.024449216206307,4280700
2025-08-18,24.38229751586914,24.644996304014033,24.372567724926604,24.61580693118642,1889100
2025-08-19,24.14879035949707,24.4990554431217,24.11960283970705,24.353112276867453,2538800
2025-08-20,23.89582061767578,24.158519422468427,23.681770770678806,24.11960211199988,2736900
2025-08-21,23.856903076171875,23.95419913505299,23.73041764289604,23.856903076171875,2490600
2025-08-22,24.703372955322266,24.703372955322266,23.915278454266684,23.915278454266684,3951200
2025-08-25,24.67418670654297,24.75202318156366,24.508783965153004,24.635267541148647,3121700
2025-08-26,24.6060791015625,24.66445599170027,24.48932346551909,24.6060791015625,4015900
2025-08-27,24.946613311767578,25.082828534172844,24.489324255365165,24.49905404666325,3442100
2025-08-28,24.849319458007812,25.073099093691045,24.67418692372773,25.073099093691045,2302800
2025-08-29,24.96607208251953,25.043908554605203,24.839588511293268,24.849318302274963,4192100
2025-09-02,24.73256492614746,24.79094182160381,24.3433825301584,24.62553907133745,3499200
2025-09-03,24.839590072631836,24.95634386021518,24.53797210054421,24.625538369115716,2685200
2025-09-04,25.04391098022461,25.20931373139767,24.82013133327519,24.96607450060011,3691900
2025-09-05,24.29473304748535,25.150936155986336,24.051493823260664,25.150936155986336,4708300
2025-09-08,24.20716667175293,24.42121837582001,24.07095330063242,24.36284148187808,4057700
2025-09-09,23.89582061767578,24.13905983935016,23.827713932529836,24.061223362645077,4806600
2025-09-10,23.6525821685791,24.100143316078253,23.526098585714934,24.022306836830754,5029500
2025-09-11,24.18770980834961,24.18770980834961,23.68177176073108,23.73041886479253,4880700
2025-09-12,23.973657608032227,24.129330564777785,23.90555092142705,24.08068346170781,3034100
